audio_group_sounds_tables
15
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	unknown27	unknown28	unknown29	unknown30	unknown31	unknown32	unknown33	unknown34	unknown35	unknown36	unknown37
		Battle_Group_Vocalisation_Skaven_Melee_Play	Battle_Group_Vocalisation_Skaven_Melee_Stop	32	400	wh2_grp_vocalisation_skaven_melee	False	False	False	0	0	16777216	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh_grp_melee_generic_distant	5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skaven_Pain		32	250	wh2_grp_vocalisation_skaven_pain	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skaven_Taunt_Play	Battle_Group_Vocalisation_Skaven_Taunt_Stop	32	400	wh2_grp_vocalisation_skaven_taunting	False	False	False	0	0	16777216	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skaven_Unit_Response		32	400	wh2_grp_vocalisation_skaven_unit_response	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skinks_Idle_Play	Battle_Group_Vocalisation_Skinks_Idle_Stop	32	200	wh2_grp_vocalisation_skinks_Idle	False	False	False	0	0	16842752	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skinks_Charge		32	400	wh2_grp_vocalisation_skinks_charge	False	False	False	0	0	16842752	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skinks_Melee_Play	Battle_Group_Vocalisation_Skinks_Melee_Stop	32	400	wh2_grp_vocalisation_skinks_melee	False	False	False	0	0	16777216	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh_grp_melee_generic_distant	5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skinks_Pain		32	250	wh2_grp_vocalisation_skinks_pain	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skinks_Taunt_Play	Battle_Group_Vocalisation_Skinks_Taunt_Stop	32	400	wh2_grp_vocalisation_skinks_taunting	False	False	False	0	0	16777216	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skinks_Unit_Response		32	400	wh2_grp_vocalisation_skinks_unit_response	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_Skinks_Unit_Selection		32	400	wh2_grp_vocalisation_skinks_unit_selection	False	False	False	0	0	16842752	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_WitchElves_Female_Charge		32	400	wh2_grp_vocalisation_witchelves_female_charge	False	False	False	0	0	16842752	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_WitchElves_Female_Melee_Play	Battle_Group_Vocalisation_WitchElves_Female_Melee_Stop	32	400	wh2_grp_vocalisation_witchelves_female_melee	False	False	False	0	0	16777216	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh_grp_melee_generic_distant	5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_WitchElves_Female_Pain		32	250	wh2_grp_vocalisation_witchelves_female_pain	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_WitchElves_Female_Taunt		32	400	wh2_grp_vocalisation_witchelves_female_taunt	False	False	False	0	0	16842752	0	0	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_WitchElves_Female_Taunt_Play	Battle_Group_Vocalisation_WitchElves_Female_Taunt_Stop	32	400	wh2_grp_vocalisation_witchelves_female_taunting	False	False	False	0	0	16777216	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_WitchElves_Female_Unit_Response		32	400	wh2_grp_vocalisation_witchelves_female_unit_response	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Vocalisation_WitchElves_Female_Unit_Response		32	400	wh2_grp_vocalisation_witchelves_female_unit_selection	False	False	False	0	0	16842752	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Warpfire_Gun_Fire_Start		16	300	wh2_grp_warpfiregun_fire_start	False	False	False	0	0	16777216	0.15	0.3	0.15	0.5	Battle_Group_Size_Warpfiregun								100	100	1	0		1	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Warpfire_Gun_Fire_Stop		16	300	wh2_grp_warpfiregun_fire_stop	False	False	False	0	0	16777216	0.15	0.3	0.15	0.5	Battle_Group_Size_Warpfiregun								100	100	1	0		1	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Warpfire_Gun_Loop_Start	Battle_Group_Small_Arms_Warpfire_Gun_Loop_Stop	22	400	wh2_grp_warpfiregun_loop	False	False	False	0	0	16777216	0	0	0.15	0.35	Battle_Group_Size_Warpfiregun								100	100	1	0		1	0	Battle_Group_Azimuth		False	False	False	False
		Battle_IND_Magic_Amulet_Of_Itzl_Loop_Start	Battle_IND_Magic_Amulet_Of_Itzl_Loop_Stop	35	500	wh2_main_ability_amulet_of_itzl_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Armour_Of_The_Stars_Loop_Start	Battle_IND_Magic_Armour_Of_The_Stars_Loop_Stop	35	500	wh2_main_ability_armour_of_the_stars_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Channeling_Spire_Loop_Start	Battle_IND_Magic_Channeling_Spire_Loop_Stop	35	500	wh2_main_ability_channeling_spire_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Cold_Blooded_Loop_Start	Battle_IND_Magic_Cold_Blooded_Loop_Stop	35	500	wh2_main_ability_cold_blooded_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Murderous_Prowess_Loop_Start	Battle_IND_Magic_Murderous_Prowess_Loop_Stop	1000	500	wh2_main_ability_murderous_prowess_group	False	False	False	0	0	16842752	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Plaque_Of_Dominion_Start	Battle_IND_Magic_Plaque_Of_Dominion_Stop	35	500	wh2_main_ability_plaque_of_dominion_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Scrying_Stone_Loop_Start	Battle_IND_Magic_Scrying_Stone_Loop_Stop	35	500	wh2_main_ability_scrying_stone_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Shield_Of_The_Old_Ones_Loop_Start	Battle_IND_Magic_Shield_Of_The_Old_Ones_Loop_Stop	35	500	wh2_main_ability_shield_of_the_old_ones_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Soul_Rain_Inflight_Start	Battle_IND_Magic_Soul_Rain_Inflight_Stop	300	300	wh2_main_ability_soul_rain_inflight	False	False	False	0	0	16777216	0	0	0	0	Battle_Group_Size								100	100	1	0		3	0			False	False	False	False
		Battle_IND_Magic_Soul_Storm_Inflight_Start	Battle_IND_Magic_Soul_Storm_Inflight_Stop	50	300	wh2_main_ability_soul_storm_inflight	False	False	False	0	0	16777216	0	0	0	0	Battle_Group_Size								100	100	1	0		3	0			False	False	False	False
		Battle_IND_Magic_Soul_Torrent_Inflight_Start	Battle_IND_Magic_Soul_Torrent_Inflight_Stop	50	300	wh2_main_ability_soul_torrent_inflight	False	False	False	0	0	16777216	0	0	0	0	Battle_Group_Size								100	100	1	0		3	0			False	False	False	False
		Battle_IND_Magic_High_Magic_Apotheosis_Start	Battle_IND_Magic_High_Magic_Apotheosis_Stop	35	500	wh2_main_spell_high_magic_apotheosis	False	False	False	0	0	16777216	0.1	0.3	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	3			False	False	False	False
		Battle_IND_Magic_High_Magic_Arcane_Unforging_Start	Battle_IND_Magic_High_Magic_Arcane_Unforging_Stop	35	500	wh2_main_spell_high_magic_arcane_unforging	False	False	False	0	0	16777216	0.1	0.3	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	3			False	False	False	False
		Battle_IND_Magic_High_Magic_Hand_Of_Glory_Start	Battle_IND_Magic_High_Magic_Hand_Of_Glory_Stop	35	500	wh2_main_spell_high_magic_hand_of_glory	False	False	False	0	0	16777216	0.1	0.3	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	3			False	False	False	False
		Battle_IND_Magic_High_Magic_Soul_Quench_Impact_Tail_Loop_Play	Battle_IND_Magic_High_Magic_Soul_Quench_Impact_Tail_Loop_Stop	35	500	wh2_main_spell_high_magic_soul_quench_tail	False	False	False	0	0	16777216	0.1	0.3	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	3			False	False	False	False
		Battle_IND_Magic_Plague_Bless_With_Filth_Start	Battle_IND_Magic_Plague_Bless_With_Filth_Stop	35	500	wh2_main_spell_plague_bless_with_filth	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	7			False	False	False	False
		Battle_IND_Magic_Plague_Wither_Start	Battle_IND_Magic_Plague_Wither_Stop	35	500	wh2_main_spell_plague_wither	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	7			False	False	False	False
		Battle_IND_Magic_Ruin_Concealment_Bombs_Start	Battle_IND_Magic_Ruin_Concealment_Bombs_Stop	35	500	wh2_main_unit_abilities_concealment_bombs_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Light_Net_Of_Amyntok_Loop_Start	Battle_IND_Magic_Light_Net_Of_Amyntok_Loop_Stop	35	500	wh2_main_unit_abilities_snare_net	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	8			False	False	False	False
		Battle_IND_Magic_Generic_Debuff_Loop_Start	Battle_IND_Magic_Generic_Debuff_Loop_Stop	35	500	wh_ability_negative_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Generic_Buff_Loop_Start	Battle_IND_Magic_Generic_Buff_Loop_Stop	35	500	wh_ability_positive_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Beasts_The_Curse_Of_Anraheir_Start	Battle_IND_Magic_Beasts_The_Curse_Of_Anraheir_Stop	35	500	wh_dlc03_spell_beasts_curse_of_anraheir	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Beasts_Flock_of_Doom_Start	Battle_IND_Magic_Beasts_Flock_of_Doom_Stop	35	500	wh_dlc03_spell_beasts_flock_of_doom	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	3.5			False	False	False	False
