audio_entity_random_vocalisations_tables
3
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8
Battle_Individual_Vocalisation_Elf_Male_High_Default_Fatigue_Stop	wh2_hef_elf_male_default_fatigue_stop	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle	wh2_hef_elf_male_default_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Elf_Male_High_Default_Running	wh2_hef_elf_male_default_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Elf_Male_High_Default_Walking	wh2_hef_elf_male_default_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Hydra_Combat	wh2_hydra_combat	20	10	False		0.1	20	0
Battle_Individual_Vocalisation_Hydra_Idle	wh2_hydra_idle	4	2	True		0.05	100	0
Battle_Individual_Vocalisation_Hydra_Idle	wh2_hydra_running	3	2	True		0.1	80	0
Battle_Individual_Vocalisation_Hydra_Idle	wh2_hydra_walking	3	2	True		0.1	80	0
Battle_Individual_Vocalisation_Kroxigor_Combat	wh2_kroxigor_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Kroxigor_Idle	wh2_kroxigor_idle	25	20	True		0.1	100	100
Battle_Individual_Vocalisation_Kroxigor_Running	wh2_kroxigor_running	25	15	True		0.1	100	100
Battle_Individual_Vocalisation_Kroxigor_Walking	wh2_kroxigor_walking	25	15	True		0.1	100	100
Battle_Individual_Vocalisation_pheonix_flamespyre_Idle	wh2_phoenix_flamespyre_idle	20	8	True		0.05	100	100
Battle_Individual_Vocalisation_pheonix_flamespyre_Running	wh2_phoenix_flamespyre_running	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_pheonix_flamespyre_Walking	wh2_phoenix_flamespyre_walking	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_Bonebreaker_Running	wh2_rat_ogre_LH_running	4	2	True		0.1	100	100
Battle_Individual_Vocalisation_Bonebreaker_Walking	wh2_rat_ogre_LH_walking	4	2	True		0.1	100	100
Battle_Individual_Vocalisation_Rat_Ogre_Combat	wh2_rat_ogre_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Rat_Ogre_Idle	wh2_rat_ogre_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Rat_Ogre_Running	wh2_rat_ogre_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Rat_Ogre_Walking	wh2_rat_ogre_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Saurus_Combat	wh2_saurus_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Saurus_Idle	wh2_saurus_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Saurus_Running	wh2_saurus_running	5	1	True		0.1	100	100
Battle_Individual_Vocalisation_Saurus_Walking	wh2_saurus_walking	5	1	True		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Default_Combat	wh2_skaven_assassin_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skaven_Assassin_Idle	wh2_skaven_assassin_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skaven_Assassin_Running	wh2_skaven_assassin_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Assassin_Walking	wh2_skaven_assassin_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Default_Combat	wh2_skaven_default_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skaven_Default_Idle	wh2_skaven_default_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skaven_Default_Running	wh2_skaven_default_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Default_Walking	wh2_skaven_default_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Default_Idle	wh2_skaven_globadiers_idle	8	3	False		1	100	25
Battle_Individual_Vocalisation_Skaven_Grey_Seer_Idle	wh2_skaven_grey_seer_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skaven_Grey_Seer_Running	wh2_skaven_grey_seer_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Grey_Seer_Walking	wh2_skaven_grey_seer_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Default_Combat	wh2_skaven_plague_priests_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skaven_Default_Idle	wh2_skaven_plague_priests_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skaven_Default_Running	wh2_skaven_plague_priests_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Default_Walking	wh2_skaven_plague_priests_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Queek_Headtaker_Combat	wh2_skaven_queek_headtaker_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skaven_Queek_Headtaker_Idle	wh2_skaven_queek_headtaker_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skaven_Queek_Headtaker_Running	wh2_skaven_queek_headtaker_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Queek_Headtaker_Walking	wh2_skaven_queek_headtaker_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Warlock_Combat	wh2_skaven_warlock_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skaven_Warlock_Idle	wh2_skaven_warlock_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skaven_Warlock_Running	wh2_skaven_warlock_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Warlock_Walking	wh2_skaven_warlock_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Warlord_Combat	wh2_skaven_warlord_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skaven_Warlord_Idle	wh2_skaven_warlord_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skaven_Warlord_Running	wh2_skaven_warlord_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skaven_Warlord_Walking	wh2_skaven_warlord_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skinks_Combat	wh2_skinks_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skinks_Idle	wh2_skinks_idle	10	4	False		0.05	100	25
Battle_Individual_Vocalisation_Skinks_Running	wh2_skinks_running	16	8	False		0.1	100	100
Battle_Individual_Vocalisation_Skinks_Walking	wh2_skinks_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Terradon_Idle	wh2_terradon_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Terradon_Running	wh2_terradon_running	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Terradon_Walking	wh2_terradon_walking	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Boar_Combat	wh_boar_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Boar_Idle	wh_boar_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Boar_Running	wh_boar_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Boar_Walking	wh_boar_walking	20	10	True		0.2	100	100
Battle_Individual_Vocalisation_Chaos_Combat_Archaon	wh_chaos_archaon_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Chaos_Idle_Archaon	wh_chaos_archaon_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Chaos_Running_Archaon	wh_chaos_archaon_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Chaos_Walking_Archaon	wh_chaos_archaon_walking	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Chaos_Combat_Default	wh_chaos_default_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Chaos_Idle_Default	wh_chaos_default_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Chaos_Running_Default	wh_chaos_default_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Chaos_Walking_Default	wh_chaos_default_walking	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Chaos_Combat_Forsaken	wh_chaos_forsaken_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Chaos_Idle_Forsaken	wh_chaos_forsaken_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Chaos_Running_Forsaken	wh_chaos_forsaken_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Chaos_Walking_Forsaken	wh_chaos_forsaken_walking	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Chaos_Combat_Marauder	wh_chaos_marauder_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Chaos_Idle_Marauder	wh_chaos_marauder_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Chaos_Running_Marauder	wh_chaos_marauder_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Chaos_Walking_Marauder	wh_chaos_marauder_walking	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Chaos_Combat_Sigvald	wh_chaos_sigvald_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Chaos_Idle_Sigvald	wh_chaos_sigvald_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Chaos_Running_Sigvald	wh_chaos_sigvald_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Chaos_Walking_Sigvald	wh_chaos_sigvald_walking	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Crypt_Ghoul_Combat	wh_crypt_ghoul_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Crypt_Ghoul_Idle	wh_crypt_ghoul_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Crypt_Ghoul_Running	wh_crypt_ghoul_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Crypt_Ghoul_Walking	wh_crypt_ghoul_walking	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Crypt_Horror_Combat	wh_crypt_horror_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Crypt_Horror_Idle	wh_crypt_horror_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Crypt_Horror_Running	wh_crypt_horror_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Crypt_Horror_Walking	wh_crypt_horror_walking	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Dire_Wolves_Warhound_Combat	wh_dire_wolves_warhound_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Dire_Wolves_Warhound_Idle	wh_dire_wolves_warhound_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Dire_Wolves_Warhound_Running	wh_dire_wolves_warhound_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dire_Wolves_Warhound_Walking	wh_dire_wolves_warhounds_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Combat_Grail	wh_dlc_bret_grail_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Fatigue_Stop_Grail	wh_dlc_bret_grail_fatigue	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Grail	wh_dlc_bret_grail_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Grail	wh_dlc_bret_grail_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Grail	wh_dlc_bret_grail_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Green_Knight	wh_dlc_bret_green_knight_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Centigor_Combat	wh_dlc_centigor_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Centigor_Running	wh_dlc_centigor_running	5	1	True		0.1	100	100
Battle_Individual_Vocalisation_Centigor_Walking	wh_dlc_centigor_walking	5	1	True		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Large_2_Heads_Combat	wh_dlc_dragon_large_2_heads_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dragon_Large_2_Heads_Idle	wh_dlc_dragon_large_2_heads_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Large_2_Heads_Running	wh_dlc_dragon_large_2_heads_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Large_2_Heads_Walking	wh_dlc_dragon_large_2_heads_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Ogre_Large_Combat	wh_dlc_dragon_ogre_large_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dragon_Ogre_Large_Idle	wh_dlc_dragon_ogre_large_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Ogre_Large_Running	wh_dlc_dragon_ogre_large_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Ogre_Large_Walking	wh_dlc_dragon_ogre_large_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Ogre_Small_Idle	wh_dlc_dragon_ogre_small_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Dragon_Ogre_Small_Running	wh_dlc_dragon_ogre_small_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Ogre_Small_Walking	wh_dlc_dragon_ogre_small_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Gor_Bray_Shamen_Combat	wh_dlc_gor_bray_shamen_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Gor_Bray_Shamen_Running	wh_dlc_gor_bray_shamen_running	20	10	True		0.2	100	100
Battle_Individual_Vocalisation_Gor_Bray_Shamen_Walking	wh_dlc_gor_bray_shamen_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Gor_Generic_Combat	wh_dlc_gor_generic_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Gor_Generic_Running	wh_dlc_gor_generic_running	20	10	True		0.2	100	100
Battle_Individual_Vocalisation_Gor_Generic_Walking	wh_dlc_gor_generic_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Gor_Malagor_Combat	wh_dlc_gor_malagor_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Gor_Malagor_Running	wh_dlc_gor_malagor_running	20	10	True		0.2	100	100
Battle_Individual_Vocalisation_Gor_Malagor_Walking	wh_dlc_gor_malagor_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Gorebeast_Combat	wh_dlc_gorebeast_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Gorebeast_Idle	wh_dlc_gorebeast_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Gorebeast_Running	wh_dlc_gorebeast_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Gorebeast_Walking	wh_dlc_gorebeast_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Manticore_Combat	wh_dlc_manticore_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Manticore_Idle	wh_dlc_manticore_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Manticore_Running	wh_dlc_manticore_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Manticore_Walking	wh_dlc_manticore_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Eagle_Combat	wh_dlc_medium_bird_eagle_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Eagle_Idle	wh_dlc_medium_bird_eagle_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Eagle_Running	wh_dlc_medium_bird_eagle_running	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_Eagle_Walking	wh_dlc_medium_bird_eagle_walking	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_Hawk_Combat	wh_dlc_medium_bird_hawk_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Hawk_Idle	wh_dlc_medium_bird_hawk_idle	20	10	True		0.05	50	0
Battle_Individual_Vocalisation_Hawk_Running	wh_dlc_medium_bird_hawk_running	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_Hawk_Walking	wh_dlc_medium_bird_hawk_walking	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_Minotaur_Combat	wh_dlc_minotaur_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Minotaur_Running	wh_dlc_minotaur_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Minotaur_Walking	wh_dlc_minotaur_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Skarsnik_Goblin_Combat	wh_dlc_skarsnik_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skarsnik_Goblin_Running	wh_dlc_skarsnik_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skarsnik_Goblin_Walking	wh_dlc_skarsnik_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Squig_Combat	wh_dlc_squig_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Squig_Idle	wh_dlc_squig_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Squig_Running	wh_dlc_squig_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Squig_Walking	wh_dlc_squig_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Ungor_Combat	wh_dlc_ungor_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Ungor_Running	wh_dlc_ungor_running	20	10	True		0.2	100	100
Battle_Individual_Vocalisation_Ungor_Walking	wh_dlc_ungor_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dryad_Combat	wh_dlc_wef_dryad_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dryad_Idle	wh_dlc_wef_dryad_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Dryad_Running	wh_dlc_wef_dryad_running	20	10	False		0.7	100	100
Battle_Individual_Vocalisation_Dryad_Walking	wh_dlc_wef_dryad_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Harpies_Combat	wh_dlc_wef_harpies_combat	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Harpies_Idle	wh_dlc_wef_harpies_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Harpies_Running	wh_dlc_wef_harpies_running	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Harpies_Walking	wh_dlc_wef_harpies_walking	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Stag_Combat	wh_dlc_wef_stag_normal_combat	20	10	True		0.4	80	0
Battle_Individual_Vocalisation_Stag_Idle	wh_dlc_wef_stag_normal_idle	20	10	True		0.05	80	0
Battle_Individual_Vocalisation_Stag_Running	wh_dlc_wef_stag_normal_running	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_Stag_Walking	wh_dlc_wef_stag_normal_walking	20	10	True		0.1	80	0
Battle_Individual_Vocalisation_Treekin_Combat	wh_dlc_wef_treekin_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Treekin_Idle	wh_dlc_wef_treekin_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Treekin_Running	wh_dlc_wef_treekin_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Treekin_Walking	wh_dlc_wef_treekin_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Terrorgheist_Idle	wh_dragon_small_terrorgheist_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Terrorgheist_Running	wh_dragon_small_terrorgheist_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Terrorgheist_Walking	wh_dragon_small_terrorgheist_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Terrorgheist_Combat	wh_dragon_small_terrorghiest_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Dragon_Small_Wyvern_Combat	wh_dragon_small_wyvern_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Dragon_Small_Wyvern_Idle	wh_dragon_small_wyvern_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Wyvern_Running	wh_dragon_small_wyvern_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Wyvern_Walking	wh_dragon_small_wyvern_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Combat_Default	wh_dwarf_default_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Default	wh_dwarf_default_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Default	wh_dwarf_default_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Default	wh_dwarf_default_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Combat_Ghost	wh_dwarf_ghost_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Ghost	wh_dwarf_ghost_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Ghost	wh_dwarf_ghost_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Ghost	wh_dwarf_ghost_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Combat_Grombrindal	wh_dwarf_grombrindal_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Grombrindal	wh_dwarf_grombrindal_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Grombrindal	wh_dwarf_grombrindal_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Grombrindal	wh_dwarf_grombrindal_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Combat_Runesmith	wh_dwarf_runesmith_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Runesmith	wh_dwarf_runesmith_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Runesmith	wh_dwarf_runesmith_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Runesmith	wh_dwarf_runesmith_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Combat_Throne_Of_Power	wh_dwarf_throne_of_power_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Throne_Of_Power	wh_dwarf_throne_of_power_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Throne_Of_Power	wh_dwarf_throne_of_power_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Throne_Of_Power	wh_dwarf_throne_of_power_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Elf_Female_Combat	wh_elf_female_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Elf_Female_Fatigue_Stop	wh_elf_female_fatigue	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Elf_Female_Idle	wh_elf_female_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Elf_Female_Running	wh_elf_female_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Elf_Female_Walking	wh_elf_female_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Elf_Male_Combat	wh_elf_male_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Elf_Male_Idle	wh_elf_male_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Elf_Male_Running	wh_elf_male_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Elf_Male_Walking	wh_elf_male_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Combat_Balthasar_Gelt	wh_empire_balthasar_gelt_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Balthasar_Gelt	wh_empire_balthasar_gelt_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Balthasar_Gelt	wh_empire_balthasar_gelt_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Balthasar_Gelt	wh_empire_balthasar_gelt_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Fell_Bat_Combat	wh_fell_bat_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Fell_Bat_Idle	wh_fell_bat_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Fell_Bat_Running	wh_fell_bat_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Fell_Bat_Walking	wh_fell_bat_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Giant_Idle	wh_gaint_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Giant_Combat	wh_giant_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Giant_Running	wh_giant_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Giant_Walking	wh_giant_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Goblin_Combat	wh_goblin_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Goblin_Idle	wh_goblin_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Goblin_Running	wh_goblin_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Goblin_Walking	wh_goblin_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_Combat	wh_griffin_demigryph_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_Idle	wh_griffin_demigryph_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_Running	wh_griffin_demigryph_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_Walking	wh_griffin_demigryph_walking	20	10	True		0.1	100	100
