effect_bonus_value_ids_unit_sets_tables
0
bonus_value_id	effect	unit_set
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_iron	hef_phoenixguard
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_iron	hef_swordmasters
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_pastures	hef_reavers
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_pastures	hef_silverhelms
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_wood	hef_archers
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_wood	hef_boltthrower
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_wood	hef_seaguard
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_wood	hef_spearmen
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_bastilidon
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_carnosaur
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_stegadon
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_terradon
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_saurus_warriors	lzd_saurus
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_skinks	lzd_skinks
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_templeguard_kroxigor_coldone	lzd_coldones
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_templeguard_kroxigor_coldone	lzd_kroxigor
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_lzd_templeguard_kroxigor_coldone	lzd_templeguard
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_reiksguard	emp_reiksguard
recruit_time_mod	wh2_main_effect_building_recruitment_duration_reduction_all	all_units
recruit_time_mod	wh2_main_effect_building_recruitment_duration_reduction_greatswords_greatcannons	emp_greatcannon
recruit_time_mod	wh2_main_effect_building_recruitment_duration_reduction_greatswords_greatcannons	emp_greatswords
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_def_blackguard	def_blackguard
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_def_witchelves	def_witchelves
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_emp_reiksguard	emp_reiksguard
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_grn_black_orcs	grn_black_orcs
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_hef_phoenix_guard	hef_phoenixguard
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_skv_hellpit	skv_hellpit_abomination
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_vmp_bloodknights	vmp_blood_knights
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_animals	def_beasts
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_furs	def_beasts
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_iron	def_blackguard
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_iron	def_coldonechariots
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_iron	def_coldoneknights
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_iron	def_executioners
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_iron	def_swordmen
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_medicine	def_witchelves
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_pastures	def_darkriders
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_salt	def_corsairs
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_wood	def_boltthrowers
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_wood	def_crossbowmen
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_wood	def_shades
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_def_resource_wood	def_spearmen
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_def_dragons	def_dragons
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_def_dragons	hef_dragons
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_phoenix_guard	hef_phoenixguard
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_animals	hef_dragons
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_animals	hef_eagles
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_animals	hef_phoenix
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_furs	hef_whitelions
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_iron	hef_chariots
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_iron	hef_dragonprince
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_iron	hef_phoenixguard
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_iron	hef_swordmasters
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_pastures	hef_reavers
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_pastures	hef_silverhelms
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_wood	hef_archers
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_wood	hef_boltthrower
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_wood	hef_seaguard
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_hef_resource_wood	hef_spearmen
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_bastiladon_stegadon_carnosur_terradon	lzd_bastilidon
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_bastiladon_stegadon_carnosur_terradon	lzd_carnosaur
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_bastiladon_stegadon_carnosur_terradon	lzd_stegadon
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_bastiladon_stegadon_carnosur_terradon	lzd_terradon
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_saurus_warriors	lzd_saurus
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_skinks	lzd_skinks
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_templeguard_kroxigor_coldone	lzd_coldones
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_templeguard_kroxigor_coldone	lzd_kroxigor
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_lzd_templeguard_kroxigor_coldone	lzd_templeguard
unit_xp_mod	wh2_main_effect_building_unit_xp_levels_reiksguard_global	emp_reiksguard
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_animals	brt_monster_knights
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_iron	brt_sword_inf
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_iron	wh_dlc07_peasant_mob
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_pastures	brt_horse_knights
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_pastures	brt_trebuchets
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_timber	brt_bow_cav
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_timber	brt_bow_inf
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_timber	brt_polearms
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_timber	brt_spear_cav
upkeep_mod	wh2_main_effect_building_upkeep_cost_reduction_brt_resource_timber	brt_spear_inf
upkeep_mod	wh2_main_effect_building_upkeep_reduction_def_blackguard	def_blackguard
upkeep_mod	wh2_main_effect_building_upkeep_reduction_def_executioners	def_executioners
upkeep_mod	wh2_main_effect_building_upkeep_reduction_def_harpy_hydra	def_harpies
upkeep_mod	wh2_main_effect_building_upkeep_reduction_def_harpy_hydra	def_hydra
upkeep_mod	wh2_main_effect_building_upkeep_reduction_hef_def_dragons	def_dragons
upkeep_mod	wh2_main_effect_building_upkeep_reduction_hef_def_dragons	hef_dragons
upkeep_mod	wh2_main_effect_building_upkeep_reduction_hef_phoenix_guard	hef_phoenixguard
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_bastilidon
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_carnosaur
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_stegadon
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_bastiladon_stegadon_carnosur_terradon	lzd_terradon
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_saurus_warriors	lzd_saurus
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_skinks	lzd_skinks
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_templeguard_kroxigor_coldone	lzd_coldones
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_templeguard_kroxigor_coldone	lzd_kroxigor
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_templeguard_kroxigor_coldone	lzd_templeguard
upkeep_mod	wh2_main_effect_building_upkeep_reduction_lzd_terradon	lzd_terradon
upkeep_mod	wh2_main_effect_building_upkeep_reduction_reiksguard	emp_reiksguard
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_animals	def_beasts
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_furs	def_beasts
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_iron	def_blackguard
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_iron	def_coldonechariots
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_iron	def_coldoneknights
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_iron	def_executioners
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_iron	def_swordmen
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_medicine	def_witchelves
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_pastures	def_darkriders
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_salt	def_corsairs
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_wood	def_boltthrowers
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_wood	def_crossbowmen
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_wood	def_shades
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_def_resource_wood	def_spearmen
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_animals	hef_dragons
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_animals	hef_eagles
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_animals	hef_phoenix
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_furs	hef_whitelions
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_iron	hef_chariots
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_iron	hef_dragonprince
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_iron	hef_phoenixguard
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_iron	hef_swordmasters
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_pastures	hef_reavers
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_pastures	hef_silverhelms
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_wood	hef_archers
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_wood	hef_boltthrower
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_wood	hef_seaguard
upkeep_mod	wh2_main_effect_buildling_upkeep_reduction_hef_resource_wood	hef_spearmen
melee_damage_ap_mod_mult	wh2_main_effect_character_stat_add_ap_damage_corsairs_melee	def_corsairs
missile_damage_ap_mod_mult	wh2_main_effect_character_stat_add_ap_damage_corsairs_missile	def_corsairs
melee_damage_ap_mod_add	wh2_main_effect_character_stat_add_ap_damage_fell_harpies	def_harpies
unit_flaming_attack_mod	wh2_main_effect_character_stat_enable_flaming_attacks	all_units
charge_add	wh2_main_effect_character_stat_mod_charge_add_kroq_gar	lzd_kroq_gar_mounted
melee_attack_mod	wh2_main_effect_character_stat_mod_melee_attack_ancient_stegadon	lzd_ancient_stegadon_mounts
melee_damage_mod_add	wh2_main_effect_character_stat_mod_melee_damage_add	all_units
unit_damage_resistance_magic_mod	wh2_main_effect_character_stat_mod_ward_save_magic_enemy	all_units
recruit_time_mod	wh2_main_effect_climate_recruitment_duration_all	all_units
cost_mod	wh2_main_effect_cold_one_recruitment_cost_down_campaign_movement_range_up	wh2_def_lzd_cold_ones
upkeep_mod	wh2_main_effect_faction_trait_cost_reduction_lzd_all	lzd_all
recruit_time_mod	wh2_main_effect_faction_trait_unit_recruitment_duration_stormvermin	skv_stormvermin
upkeep_mod	wh2_main_effect_faction_trait_upkeep_reduction_skv_stormvermin_clanrats	skv_stormvermin_clanrats
upkeep_mod	wh2_main_effect_faction_trait_upkeep_reduction_skv_stormvermin	skv_stormvermin
morale	wh2_main_effect_force_army_battle_enemy_unit_morale_skaven	skv_all
unit_fatigue_resistance_mod	wh2_main_effect_force_army_battle_fatigue_resistance	all_units
mod_land_movement_battle	wh2_main_effect_force_army_battle_hef_caster_movement_speed	hef_casters
unit_fatigue_resistance_mod	wh2_main_effect_force_army_battle_melee_infantry_fatigue_resistance	infantry_units_melee
unit_xp_mod	wh2_main_effect_force_army_campaign_experience_base_lzd_coldones	lzd_coldones
unit_xp_mod	wh2_main_effect_force_army_campaign_experience_base_lzd_kroxigors	lzd_kroxigor
unit_xp_mod	wh2_main_effect_force_army_campaign_experience_base_lzd_saurus	lzd_saurus
unit_xp_mod	wh2_main_effect_force_army_campaign_experience_base_lzd_skinks	lzd_skinks
unit_xp_mod	wh2_main_effect_force_army_campaign_experience_base_lzd_temple_guard	lzd_templeguard
unit_xp_mod	wh2_main_effect_force_army_campaign_experience_base_lzd_terradon	lzd_terradon
cost_mod	wh2_main_effect_force_campaign_recruitment_cost_reduction_emp_empire_knights	wh2_main_emp_basic_empire_knight
mod_land_movement_battle	wh2_main_effect_force_speed_increase_fell_bats_dire_wolves	vmp_bats
mod_land_movement_battle	wh2_main_effect_force_speed_increase_fell_bats_dire_wolves	vmp_unit_dire_wolves
miscast_chance_mod	wh2_main_effect_force_stat_mod_miscast_chance	hef_casters
unit_damage_resistance_magic_mod	wh2_main_effect_force_stat_mod_ward_save_missile_enemy_army	all_units
range_mod	wh2_main_effect_force_unit_stat_missile_range_shades	def_shades
cost_mod	wh2_main_effect_hef_phoenix_recruitment_cost_down	hef_phoenix
morale	wh2_main_effect_leadership_increase_blood_knights	vmp_blood_knights
morale	wh2_main_effect_leadership_increase_plaguemonks	skv_plaguemonks
cost_mod	wh2_main_effect_lzd_monster_recruitment_cost_down	monsters
melee_attack_mod	wh2_main_effect_melee_attack_bonus_for_cold_ones	wh2_def_lzd_cold_ones
morale	wh2_main_effect_morale_increase_dinosaurs	lzd_dinos
replenishment_percentage_bonus	wh2_main_effect_replenishment_characters	characters
replenishment_percentage_bonus	wh2_main_effect_replenishment_lords	lords
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_blackpowder_flame_gyrocopter	dwf_blackpowder
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_blackpowder_flame_gyrocopter	dwf_gyros
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_ironbreaker_hammerer	dwf_hammerers
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_ironbreaker_hammerer	dwf_ironbreaker
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_quarreler_ranger_grudge_boltthrower	dwf_dlc06_rangers
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_quarreler_ranger_grudge_boltthrower	dwf_grudgeboltthrowers
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_quarreler_ranger_grudge_boltthrower	dwf_quarrelers
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_longbeards
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_miners
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_slayers
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_warriors
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_emp_demigryphs	emp_demigryphs
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_emp_free_company	emp_freecompany
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_bats_vargheist	vmp_bats
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_bats_vargheist	vmp_vargheists
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_carts_mortis_coach	vmp_dlc04_corpse_carts_mortis_engine
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_carts_mortis_coach	vmp_unit_black_coach
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_graveguard_knights	vmp_blood_knights
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_graveguard_knights	vmp_graveguard
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_graveguard_knights	vmp_skeletal_cav
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_terrorgheist	vmp_terrorgheist
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_wolves_varghulf	vmp_varghulfs
cost_mod	wh2_main_effect_resource_recruitment_cost_reduction_vmp_wolves_varghulf	vmp_wolves
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_animals	brt_monster_knights
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_iron	brt_sword_inf
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_iron	wh_dlc07_peasant_mob
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_pastures	brt_horse_knights
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_timber	brt_bow_cav
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_timber	brt_bow_inf
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_timber	brt_polearms
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_timber	brt_spear_cav
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_timber	brt_spear_inf
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_brt_resource_timber	brt_trebuchets
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_blackpowder_flame_gyrocopter	dwf_blackpowder
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_blackpowder_flame_gyrocopter	dwf_gyros
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_ironbreaker_hammerer	dwf_hammerers
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_ironbreaker_hammerer	dwf_ironbreaker
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_quarreler_ranger_grudge_boltthrower	dwf_dlc06_rangers
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_quarreler_ranger_grudge_boltthrower	dwf_grudgeboltthrowers
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_quarreler_ranger_grudge_boltthrower	dwf_quarrelers
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_warrior_longbeard_slayer_miner	dwf_longbeards
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_warrior_longbeard_slayer_miner	dwf_miners
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_warrior_longbeard_slayer_miner	dwf_slayers
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_dwf_warrior_longbeard_slayer_miner	dwf_warriors
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_emp_demigryphs	emp_demigryphs
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_emp_empire_knights	wh2_main_emp_basic_empire_knight
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_emp_free_company	emp_freecompany
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_bats_vargheist	vmp_bats
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_bats_vargheist	vmp_vargheists
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_carts_mortis_coach	vmp_dlc04_corpse_carts_mortis_engine
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_carts_mortis_coach	vmp_unit_black_coach
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_graveguard_knights	vmp_blood_knights
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_graveguard_knights	vmp_graveguard
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_graveguard_knights	vmp_skeletal_cav
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_terrorgheist	vmp_terrorgheist
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_wolves_varghulf	vmp_varghulfs
unit_xp_mod	wh2_main_effect_resource_unit_xp_levels_vmp_wolves_varghulf	vmp_wolves
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_blackpowder_flame_gyrocopter	dwf_blackpowder
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_blackpowder_flame_gyrocopter	dwf_gyros
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_ironbreaker_hammerer	dwf_hammerers
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_ironbreaker_hammerer	dwf_ironbreaker
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_quarreler_ranger_grudge_boltthrower	dwf_dlc06_rangers
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_quarreler_ranger_grudge_boltthrower	dwf_grudgeboltthrowers
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_quarreler_ranger_grudge_boltthrower	dwf_quarrelers
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_longbeards
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_miners
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_slayers
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_dwf_warrior_longbeard_slayer_miner	dwf_warriors
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_emp_demigryphs	emp_demigryphs
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_emp_free_company	emp_freecompany
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_bats_vargheist	vmp_bats
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_bats_vargheist	vmp_vargheists
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_carts_mortis_coach	vmp_dlc04_corpse_carts_mortis_engine
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_carts_mortis_coach	vmp_unit_black_coach
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_graveguard_knights	vmp_blood_knights
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_graveguard_knights	vmp_graveguard
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_graveguard_knights	vmp_skeletal_cav
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_terrorgheist	vmp_terrorgheist
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_wolves_varghulf	vmp_varghulfs
upkeep_mod	wh2_main_effect_resource_upkeep_cost_reduction_vmp_wolves_varghulf	vmp_wolves
upkeep_mod	wh2_main_effect_resource_upkeep_reduction_emp_crossbowmen_spearmen	emp_crossbow
upkeep_mod	wh2_main_effect_resource_upkeep_reduction_emp_crossbowmen_spearmen	emp_spears
