variants_tables
5
variant_name	tech_folder	variant_file_name	low_poly_filename	mount_scale	scale	scale_variation
wh_dlc05_bst_ch_morghur		bst_ch_morghur		1	1.15	0
wh_dlc05_bst_harpies		bst_harpies		1	1	0.15
wh_brt_ch_king_louen_leoncoeur		brt_ch_king_louen_leoncoeur		1	1.02	0.05
wh_brt_ch_lords		brt_lords		1	1.02	0.05
wh_brt_ch_lords_lance		brt_lords		1	1.02	0.05
wh_brt_ch_paladin		brt_paladin		1	1.02	0.05
wh_brt_ch_paladin_lance		brt_paladin		1	1.02	0.05
wh_brt_grail_knights		brt_grail_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_knights_of_the_realm		brt_knights_of_the_realm	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_men_at_arms_halberd		brt_men_at_arms_halberd	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_lowlod	1	1	0.05
wh_brt_mounted_yeomen		brt_mounted_yeomen	hu1\brt\brt_men_at_arms\low_poly\brt_spearmen_at_arms_lowlod	1	1	0.05
wh_brt_mounted_yeomen_archers		brt_mounted_yeomen_archers	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_archer_lowlod	1	1	0.05
wh_brt_peasants_bowmen		brt_peasants_bowmen	hu1\brt\brt_peasants_bowmen\low_poly\brt_peasants_bowmen_lowlod	1	1	0.05
wh_brt_peasants_mob		brt_peasants_mob		1	1	0.05
wh_brt_pegasus_knights		brt_pegasus_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_royal_knights		brt_royal_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_spearmen_at_arms_shield		brt_spearmen_at_arms_shield	hu1\brt\brt_men_at_arms\low_poly\brt_spearmen_at_arms_lowlod	1	1	0.05
wh_dlc05_brt_armand_aquitaine		brt_armand_aquitaine		1	1.02	0
wh_dlc07_brt_alberic_bordeleaux		brt_alberic_bordeleaux		1	1.02	0.05
wh_dlc07_brt_battle_pilgrims		brt_battle_pilgrims		1	1	0.05
wh_dlc07_brt_ch_fay_enchantress		brt_ch_fay_enchantress		1	1	0.05
wh_dlc07_brt_ch_green_knight		brt_ch_green_knight		1	1.05	0
wh_dlc07_brt_foot_squires		brt_foot_squire		1	1	0.05
wh_dlc07_brt_grail_guardians		brt_grail_guardians	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_dlc07_brt_grail_reliquae		brt_grail_reliquae		1	1	0
wh_dlc07_brt_knights_errant		brt_knights_errant		1	1	0.05
wh_dlc07_brt_men_at_arms		brt_men_at_arms		1	1	0.05
wh_dlc07_brt_men_at_arms_shield		brt_men_at_arms_shield		1	1	0.05
wh_dlc07_brt_prophetess_campaign_01		brt_prophetess_campaign_01		1	1	0
wh_dlc07_brt_questing_knights		brt_questing_knight		1	1	0.05
wh_dlc07_brt_spearmen_at_arms		brt_spearmen_at_arms		1	1	0.05
wh_brt_ch_king_louen_leoncoeur		brt_ch_king_louen_leoncoeur		1	1.02	0.05
wh_brt_ch_lords		brt_lords		1	1.02	0.05
wh_brt_ch_lords_lance		brt_lords		1	1.02	0.05
wh_brt_ch_paladin		brt_paladin		1	1.02	0.05
wh_brt_ch_paladin_lance		brt_paladin		1	1.02	0.05
wh_brt_grail_knights		brt_grail_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_knights_of_the_realm		brt_knights_of_the_realm	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_men_at_arms_halberd		brt_men_at_arms_halberd	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_lowlod	1	1	0.05
wh_brt_mounted_yeomen		brt_mounted_yeomen	hu1\brt\brt_men_at_arms\low_poly\brt_spearmen_at_arms_lowlod	1	1	0.05
wh_brt_mounted_yeomen_archers		brt_mounted_yeomen_archers	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_archer_lowlod	1	1	0.05
wh_brt_peasants_bowmen		brt_peasants_bowmen	hu1\brt\brt_peasants_bowmen\low_poly\brt_peasants_bowmen_lowlod	1	1	0.05
wh_brt_peasants_mob		brt_peasants_mob		1	1	0.05
wh_brt_pegasus_knights		brt_pegasus_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_royal_knights		brt_royal_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_spearmen_at_arms_shield		brt_spearmen_at_arms_shield	hu1\brt\brt_men_at_arms\low_poly\brt_spearmen_at_arms_lowlod	1	1	0.05
wh_dlc05_brt_armand_aquitaine		brt_armand_aquitaine		1	1.02	0
wh_dlc07_brt_alberic_bordeleaux		brt_alberic_bordeleaux		1	1.02	0.05
wh_dlc07_brt_battle_pilgrims		brt_battle_pilgrims		1	1	0.05
wh_dlc07_brt_ch_fay_enchantress		brt_ch_fay_enchantress		1	1	0.05
wh_dlc07_brt_ch_green_knight		brt_ch_green_knight		1	1.05	0
wh_dlc07_brt_foot_squires		brt_foot_squire		1	1	0.05
wh_dlc07_brt_grail_guardians		brt_grail_guardians	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_dlc07_brt_grail_reliquae		brt_grail_reliquae		1	1	0
wh_dlc07_brt_knights_errant		brt_knights_errant		1	1	0.05
wh_dlc07_brt_men_at_arms		brt_men_at_arms		1	1	0.05
wh_dlc07_brt_men_at_arms_shield		brt_men_at_arms_shield		1	1	0.05
wh_dlc07_brt_prophetess_campaign_01		brt_prophetess_campaign_01		1	1	0
wh_dlc07_brt_questing_knights		brt_questing_knight		1	1	0.05
wh_dlc07_brt_spearmen_at_arms		brt_spearmen_at_arms		1	1	0.05
wh_dlc05_dwf_darthon_ironbeard		dwf_darthon_ironbeard		1	0.98	0
wh_dlc06_dwf_ch_belegar_ironhammer		dwf_ch_belegar_ironhammer		1	0.98	0
wh_dlc06_dwf_ch_master_engineer_ghost		dwf_master_engineer_ghost_01		1	0.98	0.05
wh_dlc06_dwf_ch_runesmith_ghost		dwf_runesmith_ghost_01		1	0.98	0.05
wh_dlc06_dwf_gyrobomber_skyhammer		dwf_gyrobomber_skyhammer		1	1	0.05
wh_dlc06_dwf_hammerers_gate		dwf_hammerers_gate	hu3/dwf/dwf_hammerers/low_poly/dwf_hammerers_peaksgate_lowlod	1	1	0.05
wh_dlc06_dwf_irondrakes_skolder		dwf_irondrakes_skolder	hu3\dwf\dwf_irondrakes\low_poly\dwf_irondrakes_norgrimlings_lowlod	1	1	0.05
wh_dlc06_dwf_miners_blasting_charges_ekrund		dwf_miners_blasting_charges_ekrund		1	1	0.05
wh_dlc06_dwf_runelord		dwf_ch_runelord		1	0.98	0.05
wh_dlc06_dwf_runelord_anvil		dwf_anvil_of_doom		1	1	0.05
wh_dlc06_dwf_slayers_dragonback		dwf_slayers_dragonback	hu3/dwf/dwf_slayers/low_poly/dwf_slayers_dragonback_lowlod	1	1	0.05
wh_dlc06_dwf_warriors_dragonfire		dwf_warriors_dragonfire	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_dragonfire_lowlod	1	1	0.05
wh_dlc06_dwf_warriors_ironbreakers_norgrimlings		dwf_warriors_ironbreakers_norgrimlings	hu3\dwf\dwf_ironbreakers\low_poly\dwf_ironbreakers_norgrimlings_lowlod	1	1	0.05
wh_dlc06_dwf_warriors_longbeard_great_axe_grumblers		dwf_warriors_longbeard_great_axe_grumblers	hu3\dwf\dwf_longbeards\low_poly\dwf_warriors_longbeard_grumblers_lowlod	1	1	0.05
wh_dlc06_dwf_warriors_rangers		dwf_warriors_rangers	hu3/dwf/dwf_rangers/imposter/dwf_warriors_rangers_imposter	1	1	0.05
wh_dlc06_dwf_warriors_rangers_bugmans		dwf_warriors_rangers_bugmans	hu3/dwf/dwf_rangers/low_poly/dwf_rangers_bugman_lowlod	1	1	0.05
wh_dlc06_dwf_warriors_rangers_great_weapons		dwf_warriors_rangers_great_weapons	hu3/dwf/dwf_rangers/imposter/dwf_warriors_rangers_imposter	1	1	0.05
wh_dlc06_dwf_warriors_rangers_ulthars		dwf_warriors_rangers_ulthars	hu3/dwf/dwf_rangers/imposter/dwf_warriors_rangers_imposter	1	1	0.05
wh_dwf_ch_lord		dwf_lord		1	0.98	0.05
wh_dwf_ch_master_engineer		dwf_master_engineer		1	0.98	0.05
wh_dwf_ch_runesmith		dwf_runesmith		1	0.98	0.05
wh_dwf_ch_thane		dwf_thane		1	0.98	0.05
wh_dwf_ch_thorgrim		dwf_throne_of_power		1	1	0
wh_dwf_ch_ungrim		dwf_ch_ungrim		1	0.98	0.05
wh_dwf_gyrobomber		dwf_gyrobomber		1	1	0.05
wh_dwf_gyrocopter		dwf_gyrocopter		1	1	0.05
wh_dwf_gyrocopter_brimstone		dwf_gyrocopter_brimstone		1	1	0.05
wh_dwf_hammerers		dwf_hammerers	hu3/dwf/dwf_hammerers/low_poly/dwf_hammerers_lowlod	1	0.95	0.05
wh_dwf_irondrakes		dwf_irondrakes	hu3/dwf/dwf_irondrakes/low_poly/dwf_irondrakes_lowlod	1	0.95	0.05
wh_dwf_irondrakes_trollhammer_torpedo		dwf_irondrakes_trollhammer_torpedo	hu3/dwf/dwf_irondrakes/low_poly/dwf_irondrakes_lowlod	1	0.95	0.05
wh_dwf_miners		dwf_miners	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_lowlod	1	0.95	0.05
wh_dwf_miners_blasting_charges		dwf_miners_blasting_charges	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_lowlod	1	0.95	0.05
wh_dwf_quarrellers		dwf_quarrellers	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_lowlod	1	0.95	0.05
wh_dwf_quarrellers_great_axe		dwf_quarrellers_great_axe	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_lowlod	1	0.95	0.05
wh_dwf_slayers		dwf_slayers	hu3/dwf/dwf_slayers/low_poly/dwf_slayers_lowlod	1	0.95	0.05
wh_dwf_throne_of_power	VariantMeshes\_VariantModels\throne01\dwf\dwf_throneofpower\tech	dwf_throne_of_power		1	1	0.05
wh_dwf_thunderers		dwf_thunderers	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_lowlod	1	0.95	0.05
wh_dwf_warriors		dwf_warriors	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_lowlod	1	0.95	0.05
wh_dwf_warriors_great_weapons		dwf_warriors_great_weapons	hu3/dwf/dwf_warriors/low_poly/dwf_warriors_great_lowlod	1	0.95	0.05
wh_dwf_warriors_ironbreakers		dwf_warriors_ironbreakers	hu3/dwf/dwf_ironbreakers/low_poly/dwf_ironbreakers_lowlod	1	0.95	0.05
wh_dwf_warriors_longbeard		dwf_warriors_longbeard	hu3\dwf\dwf_longbeards\low_poly\dwf_warriors_longbeard_lowlod	1	0.95	0.05
wh_dwf_warriors_longbeard_great_axe		dwf_warriors_longbeard_great_axe	hu3\dwf\dwf_longbeards\low_poly\dwf_warriors_longbeard_great_lowlod	1	0.95	0.05
wh_pro01_dwf_ch_grombrindal		dwf_ch_grombrindal		1	0.98	0
wh_dlc06_dwf_ch_thane_ghost_01		dwf_thane_ghost_01		1	0.98	0.05
wh_dlc06_dwf_ch_thane_ghost_02		dwf_thane_ghost_02		1	0.98	0.05
wh_dlc03_emp_ch_boris_todbringer		emp_ch_boris_todbringer		1	1.02	0
wh_dlc03_emp_ch_boris_todbringer_visor		emp_ch_boris_todbringer_visor		1	1.02	0
wh_dlc03_emp_ch_wizard_beasts		emp_wizard_beasts		1	1.02	0.05
wh_dlc04_emp_arch_lector		emp_arch_lector		1	1.02	0.05
wh_dlc04_emp_ch_volkmar		emp_ch_volkmar		1	1.02	0
wh_dlc04_emp_flagellants		emp_flagellants	hu1\emp\emp_flagellants\low_poly\emp_flagellants_lowlod	1	1	0.05
wh_dlc04_emp_flagellants_tattersouls		emp_flagellants_tattersouls	hu1\emp\emp_flagellants\low_poly\emp_flagellants_tattersouls_lowlod	1	1	0.05
wh_dlc04_emp_free_company_militia		emp_free_company_militia	hu1\emp\emp_free_company\low_poly\emp_free_company_lowlod	1	1	0.05
wh_dlc04_emp_free_company_militia_stirland		emp_free_company_militia_stirland	hu1\emp\emp_free_company\low_poly\emp_free_company_lowlod	1	1	0.05
wh_dlc04_emp_knights_blazing_sun		emp_knights_blazing_sun	hu1\emp\emp_blazing_sun\low_poly\emp_blazing_sun_lowlod	1	1	0.05
wh_dlc04_emp_knights_demigryph_altdorf		emp_demigryph_knights_altdorf	hu1\emp\low_poly\emp_demigryph_knight_halbred_lowlod	1	1	0.05
wh_dlc04_emp_state_troops_handgunners_silver		emp_state_troops_handgunners_silver	hu1\emp\low_poly\emp_state_troops_sigmar_lowlod	1	1	0.05
wh_dlc04_emp_state_troops_sigmar		emp_state_troops_sigmar	hu1\emp\low_poly\emp_state_troops_sigmar_lowlod	1	1	0.05
wh_dlc04_emp_zintlers_reiksguard		emp_knights_reiksguard_zintlers	hu1/emp/low_poly/emp_reiksguard_lowlod	1	1	0.05
wh_dlc05_emp_ch_wizard_life		emp_wizard_life		1	1.02	0.05
wh_dlc05_emp_ch_wizard_shadows		emp_shadow_wizard		1	1.02	0.05
wh_emp_ch_balthasar		emp_ch_balthasar		1	1.02	0.05
wh_emp_ch_captains		emp_captains		1	1.02	0.05
wh_emp_ch_captains_lance		emp_captains		1	1.02	0.05
wh_emp_ch_generals		emp_generals		1	1.02	0.05
wh_emp_ch_generals_lance		emp_generals		1	1.02	0.05
wh_emp_ch_karl		emp_ch_karl		1	1.02	0.05
wh_emp_ch_karl_2h_hammer		emp_ch_karl_2h_hammer		1	1.02	0.05
wh_emp_ch_warrior_priest		emp_warrior_priest		1	1.02	0.05
wh_emp_ch_witch_hunter		emp_witch_hunter		1	1.02	0.05
wh_emp_ch_wizard_fire		emp_wizard_fire		1	1.02	0.05
wh_emp_ch_wizard_heavens		emp_wizard_heavens		1	1.02	0.05
wh_emp_ch_wizard_light		emp_wizard_light		1	1.02	0.05
wh_emp_empire_knights		emp_empire_knights	hu1/emp/low_poly/emp_reiksguard_lowlod	1	1	0.05
wh_emp_greatswords		emp_greatswords	hu1\emp\low_poly\emp_greatswords_lowlod	1	1.02	0.02
wh_emp_knights_demigryph_halberd		emp_knights_demigryph_halberd	hu1\emp\low_poly\emp_demigryph_knight_halbred_lowlod	1	1	0.05
wh_emp_knights_demigryph_lance		emp_knights_demigryph_lance	hu1\emp\low_poly\emp_demigryph_knight_lowlod	1	1	0.05
wh_emp_knights_reiksguard		emp_knights_reiksguard	hu1/emp/low_poly/emp_reiksguard_lowlod	1	1	0.05
wh_emp_state_troops		emp_state_troops	hu1\emp\low_poly\empire_state_troops_sword_shield_lowlod	1	1	0.05
wh_emp_state_troops_crossbowmen		emp_state_troops_crossbowmen	hu1\emp\low_poly\emp_state_troops_handgunners_lowlod	1	1	0.05
wh_emp_state_troops_halberdiers		emp_state_troops_halberdiers	hu1\emp\low_poly\emp_state_troops_halberdiers_lowlod	1	1	0.05
wh_emp_state_troops_handgunners		emp_state_troops_handgunners	hu1\emp\low_poly\emp_state_troops_handgunners_lowlod	1	1	0.05
wh_emp_state_troops_spear_and_shieldmen		emp_state_troops_spear_and_shieldmen	hu1\emp\low_poly\emp_state_troops_spear_shield_lowlod	1	1	0.05
wh_emp_state_troops_spearmen		emp_state_troops_spearmen	hu1\emp\low_poly\emp_state_troops_spearmen_lowlod	1	1	0.05
wh_emp_state_troops_sword_and_shieldmen		emp_state_troops_sword_and_shieldmen	hu1\emp\low_poly\empire_state_troops_sword_shield_lowlod	1	1	0.05
wh_ksl_ch_general		emp_generals		1	1.02	0.05
wh_ksl_ch_general_lance		emp_generals		1	1.02	0.05
wh_teb_ch_general		emp_generals		1	1.02	0.05
wh_teb_ch_general_lance		emp_generals		1	1.02	0.05
wh_dlc05_grn_snorko_one_finger		grn_snorko_one_finger		1	1	0
wh_dlc06_grn_black_orcs_krimson		grn_black_orcs_krimson02	hu2\grn\grn_orc_black\low_poly\grn_orc_black_killaz_lowlod	1	1.23	0.01
wh_dlc06_grn_ch_skarsnik		grn_ch_skarsnik		1	1.08	0
wh_dlc06_grn_ch_wurrzag		grn_ch_wurrzag		1	1.27	0
wh_dlc06_grn_goblin_nasty_skulker		grn_goblin_nasty_skulker	hu5\grn\grn_nasty_skulkers\low_poly\grn_nasty_skulkers_lowlod	1	0.95	0.05
wh_dlc06_grn_night_goblin_boyz		grn_night_goblin_boyz	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_boyz_lowlod	1	0.98	0.05
wh_dlc06_grn_night_goblin_durket		grn_night_goblin_durket	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_durket_lowlod	1	0.98	0.05
wh_dlc06_grn_night_goblin_looney		grn_night_goblin_looney	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_loony_lowlod	1	0.98	0.05
wh_dlc06_grn_night_goblin_rusty		grn_night_goblin_rusty	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_rusty_lowlod	1	0.98	0.05
wh_dlc06_grn_night_goblin_warboss		grn_night_goblin_warboss		1	1.03	0.05
wh_grn_black_orcs		grn_black_orcs	hu2\grn\grn_orc_black\low_poly\grn_orc_black_lowlod	1	1.2	0.03
wh_grn_ch_azhag		grn_ch_azhag		1	1.3	0.05
wh_grn_ch_goblin_big_boss_spear		grn_goblin_big_boss_spear		1	1.02	0.05
wh_grn_ch_goblin_great_shaman		grn_goblin_great_shaman		1	1.02	0.05
wh_grn_ch_grimgor		grn_ch_grimgor		1	1.45	0.05
wh_grn_ch_night_goblin_shaman		grn_night_goblin_shaman	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_lowlod	1	1.01	0.05
wh_grn_ch_orc_shaman		grn_orc_shaman		1	1.15	0.05
wh_grn_ch_orc_warboss		grn_orc_warbosses		1	1.27	0.05
wh_grn_forest_goblins		grn_forest_goblins	hu5\grn\grn_forest_goblin\low_poly\grn_forest_goblin_lowlod	1	0.8999999	0.05
wh_grn_forest_goblins_bow		grn_forest_goblins_bow	hu5\grn\grn_forest_goblin\low_poly\grn_forest_goblin_archer_lowlod	1	0.8999999	0.05
wh_grn_goblin_bowmen		grn_goblin_bowmen	hu5\grn\grn_goblin\low_poly\grn_goblin_archer_lowlod	1	0.95	0.05
wh_grn_goblin_spearmen		grn_goblin_spearmen	hu5\grn\grn_goblin\low_poly\grn_goblin_lowlod	1	0.95	0.05
wh_grn_goblins		grn_goblins	hu5\grn\grn_goblin\low_poly\grn_goblin_lowlod	1	0.95	0.05
wh_grn_nightgoblin_archers		grn_nightgoblin_archers	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_archer_lowlod	1	0.98	0.05
wh_grn_nightgoblin_fanatics		grn_nightgoblin_fanatics	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_lowlod	1	0.98	0.05
wh_grn_nightgoblins		grn_nightgoblins	hu5\grn\grn_night_goblin\low_poly\grn_goblin_night_lowlod	1	0.98	0.05
wh_grn_orc_boyz		grn_orc_boyz	hu2\grn\grn_orc_boyz\imposter\grn_orc_boyz_imposter	1	1	0.05
wh_grn_orc_boyz_arrer_boyz		grn_orc_arrer_boyz	hu2\grn\grn_orc_boyz\imposter\grn_orc_arrer_boyz_imposter	1	1	0.05
wh_grn_orc_boyz_big_uns		grn_orc_big_uns	hu2\grn\grn_orc_boyz\imposter\grn_orc_boyz_imposter	1	1.13	0.05
wh_grn_savage_orc		grn_savage_orc_boyz	hu2\grn\grn_orc_savage\low_poly\grn_orc_savage_lowlod	1	1.02	0.05
wh_grn_savage_orc_arrer_boyz		grn_savage_orc_arrer_boyz	hu2\grn\grn_orc_savage\low_poly\grn_orc_savage_archer_lowlod	1	1.02	0.05
wh_grn_savage_orc_big_uns		grn_savage_orc_big_uns	hu2\grn\grn_orc_savage\low_poly\grn_orc_savage_lowlod	1	1.15	0.05
wh2_main_hef_archer		hef_archer	hu1d\hef\hef_archers\imposter\hef_archers_imposter	1	1	0.05
wh2_main_hef_archer_armoured		hef_archer_armoured	hu1d\hef\hef_archers\imposter\hef_archers_imposter	1	1	0.05
wh2_main_hef_charioteer_archer		hef_archer_charioteer	hu1d\hef\hef_spearmen\imposter\hef_spearmen_charioteer_imposter	1	1	0.05
wh2_main_hef_charioteer_spear		hef_spearmen_charioteer	hu1d\hef\hef_spearmen\imposter\hef_spearmen_charioteer_imposter	1	1	0.05
wh2_main_hef_gate_guard		hef_gate_guard		1	1	0.05
wh2_main_hef_loremaster		hef_loremaster		1	1.02	0.05
wh2_main_hef_mage		hef_mage		1	1.02	0.05
wh2_main_hef_noble		hef_noble		1	1.02	0.05
wh2_main_hef_phoenix_guard		hef_phoenix_guard	hu1d\hef\hef_phoenix_guard\imposter\hef_phoenix_guard_imposter	1	1	0
wh2_main_hef_prince		hef_prince		1	1.02	0.05
wh2_main_hef_princess		hef_princess		1	1	0.05
wh2_main_hef_sea_guard		hef_sea_guard	hu1d/hef/hef_lothern_sea_guard/imposter/hef_sea_guard_crew_imposter	1	1	0.05
wh2_main_hef_sea_guard_shields		hef_sea_guard_shields	hu1d/hef/hef_lothern_sea_guard/imposter/hef_sea_guard_shields_imposter	1	1	0.05
wh2_main_hef_spearmen		hef_spearmen	hu1d\hef\hef_spearmen\imposter\hef_spearmen_imposter	1	1	0.05
wh2_main_hef_swordmaster		hef_swordmaster	hu1d\hef\hef_swordmasters_of_hoeth\imposter\hef_swordmasters_of_hoeth_imposter	1	1	0.05
wh2_main_hef_teclis		hef_teclis		1	1.02	0
wh2_main_hef_tyrion		hef_tyrion		1	1.02	0
wh2_main_hef_white_lions_of_chrace		hef_white_lions_of_chrace	hu1d\hef\hef_white_lions\imposter\hef_white_lions_of_chrace_imposter	1	1	0.05
wh2_main_lzd_bastiladon_0	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_feral		1	1.1	0
wh2_main_lzd_bastiladon_1	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_healing_platform		1.2	1	0
wh2_main_lzd_bastiladon_2	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_solar_engine		1.2	1	0
wh2_main_lzd_chameleon_skinks		lzd_chameleon_skinks		1	1	0
wh2_main_lzd_chameleon_skinks_blessed		lzd_chameleon_skinks_blessed		1	1	0
wh2_main_lzd_cold_one		lzd_cold_one	rp3\lzd\lzd_cold_one\imposter\lzd_cold_one_imposter	1.15	1	0
wh2_main_lzd_cold_one_feral		lzd_cold_one_feral		1.15	1	0
wh2_main_lzd_hero_saurus_scar_veteran		lzd_hero_saurus_scar_veteran		1	1.15	0.05
wh2_main_lzd_horned_one		lzd_horned_one	rp3\lzd\lzd_cold_one\imposter\lzd_horned_one_imposter	1.15	1	0
wh2_main_lzd_kroxigors		lzd_kroxigor		1	1	0.05
wh2_main_lzd_kroxigors_blessed		lzd_kroxigor_blessed		1	1	0.05
wh2_main_lzd_lord_kroq_gar		lzd_lord_kroq_gar		1	1.2	0
wh2_main_lzd_lord_mazdamundi		lzd_lord_mazdamundi		1	1.2	0
wh2_main_lzd_lord_saurus_old_blood		lzd_lord_saurus_old_blood		1	1.15	0.05
wh2_main_lzd_mnt_carnosaur	VariantMeshes\_VariantModels\raptor03b\lzd\lzd_carnosaur\tech	lzd_carnosaur		1.4	1	0
wh2_main_lzd_mnt_carnosaur_grymloq	VariantMeshes\_VariantModels\raptor03b\lzd\lzd_carnosaur\tech	lzd_carnosaur_grymloq		1.4	1	0
wh2_main_lzd_mon_carnosaur_0		lzd_carnosaur_feral		1	1.3	0
wh2_main_lzd_mon_carnosaur_blessed_0		lzd_carnosaur_feral_blessed		1	1.3	0
wh2_main_lzd_saurus		lzd_saurus	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.1	0.05
wh2_main_lzd_saurus_shield		lzd_saurus_shield	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_shield_imposter	1	1.1	0.05
wh2_main_lzd_saurus_shield_blessed		lzd_saurus_shield_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_shield_imposter	1	1.1	0.05
wh2_main_lzd_saurus_spear		lzd_saurus_spear	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_imposter	1	1.1	0.05
