cdir_military_generator_template_ratios_tables
0
ratio	template_key	unit_group_key
50	WH_Greenskins_land_2	Default_land_infantry_melee
20	WH_Greenskins_land_2	Default_land_infantry_missile
1	WH_Greenskins_land_2	Default_land_magic
1	WH_Greenskins_land_2	Default_land_monster
10	WH_High_Elves_land	Default_land_artillery
20	WH_High_Elves_land	Default_land_cavalry_melee
5	WH_High_Elves_land	Default_land_cavalry_missile
1	WH_High_Elves_land	Default_land_command
5	WH_High_Elves_land	Default_land_flying
5	WH_High_Elves_land	Default_land_flying_heavy
50	WH_High_Elves_land	Default_land_infantry_melee
30	WH_High_Elves_land	Default_land_infantry_missile
1	WH_High_Elves_land	Default_land_magic
1	WH_High_Elves_land_2	Default_land_artillery
20	WH_High_Elves_land_2	Default_land_cavalry_melee
1	WH_High_Elves_land_2	Default_land_command
20	WH_High_Elves_land_2	Default_land_flying
20	WH_High_Elves_land_2	Default_land_flying_heavy
40	WH_High_Elves_land_2	Default_land_infantry_melee
5	WH_High_Elves_land_2	Default_land_infantry_missile
1	WH_High_Elves_land_2	Default_land_magic
20	WH_High_Elves_land_rare	Default_land_cavalry_melee
5	WH_High_Elves_land_rare	Default_land_cavalry_missile
1	WH_High_Elves_land_rare	Default_land_command
20	WH_High_Elves_land_rare	Default_land_flying
20	WH_High_Elves_land_rare	Default_land_flying_heavy
30	WH_High_Elves_land_rare	Default_land_infantry_melee
5	WH_High_Elves_land_rare	Default_land_infantry_missile
1	WH_High_Elves_land_rare	Default_land_magic
5	WH_Kislev_land	Default_land_artillery
5	WH_Kislev_land	Default_land_cavalry_melee
5	WH_Kislev_land	Default_land_command
30	WH_Kislev_land	Default_land_infantry_melee
25	WH_Kislev_land	Default_land_infantry_missile
5	WH_Kislev_land	Default_land_magic
25	WH_Kislev_land	Default_land_support
15	WH_Lizardmen_land	Default_land_artillery
15	WH_Lizardmen_land	Default_land_cavalry_melee
5	WH_Lizardmen_land	Default_land_command
30	WH_Lizardmen_land	Default_land_infantry_melee
10	WH_Lizardmen_land	Default_land_infantry_missile
5	WH_Lizardmen_land	Default_land_magic
20	WH_Lizardmen_land	Default_land_monster
5	WH_Lizardmen_land	Default_land_support
10	WH_Lizardmen_land_2	Default_land_artillery
15	WH_Lizardmen_land_2	Default_land_cavalry_melee
5	WH_Lizardmen_land_2	Default_land_command
30	WH_Lizardmen_land_2	Default_land_infantry_melee
15	WH_Lizardmen_land_2	Default_land_infantry_missile
5	WH_Lizardmen_land_2	Default_land_magic
20	WH_Lizardmen_land_2	Default_land_monster
5	WH_Lizardmen_land_2	Default_land_support
15	WH_Lizardmen_land_rare	Default_land_artillery
15	WH_Lizardmen_land_rare	Default_land_cavalry_melee
5	WH_Lizardmen_land_rare	Default_land_command
20	WH_Lizardmen_land_rare	Default_land_infantry_melee
15	WH_Lizardmen_land_rare	Default_land_infantry_missile
5	WH_Lizardmen_land_rare	Default_land_magic
15	WH_Lizardmen_land_rare	Default_land_monster
10	WH_Lizardmen_land_rare	Default_land_support
5	WH_Norsca_land	Default_land_cavalry_melee
1	WH_Norsca_land	Default_land_command
5	WH_Norsca_land	Default_land_harasser
40	WH_Norsca_land	Default_land_infantry_melee
20	WH_Norsca_land	Default_land_infantry_monterous
1	WH_Norsca_land	Default_land_magic
5	WH_Norsca_land	Default_land_support
25	WH_Skaven_land	Default_land_anti_large
10	WH_Skaven_land	Default_land_artillery
1	WH_Skaven_land	Default_land_command
20	WH_Skaven_land	Default_land_infantry_melee
10	WH_Skaven_land	Default_land_infantry_missile
20	WH_Skaven_land	Default_land_infantry_missile_heavy
1	WH_Skaven_land	Default_land_magic
5	WH_Skaven_land	Default_land_support
20	WH_Skaven_land_2	Default_land_anti_large
10	WH_Skaven_land_2	Default_land_artillery
1	WH_Skaven_land_2	Default_land_command
15	WH_Skaven_land_2	Default_land_infantry_melee
20	WH_Skaven_land_2	Default_land_infantry_missile
10	WH_Skaven_land_2	Default_land_infantry_missile_heavy
1	WH_Skaven_land_2	Default_land_magic
15	WH_Skaven_land_2	Default_land_support
25	WH_Skaven_land_3	Default_land_anti_large
1	WH_Skaven_land_3	Default_land_command
25	WH_Skaven_land_3	Default_land_infantry_melee
20	WH_Skaven_land_3	Default_land_infantry_missile_heavy
1	WH_Skaven_land_3	Default_land_magic
20	WH_Skaven_land_3	Default_land_support
30	WH_Skaven_land_rare	Default_land_anti_large
30	WH_Skaven_land_rare	Default_land_artillery
1	WH_Skaven_land_rare	Default_land_command
10	WH_Skaven_land_rare	Default_land_infantry_missile
1	WH_Skaven_land_rare	Default_land_magic
30	WH_Skaven_land_rare	Default_land_support
1	WH_TEB_land	Default_land_artillery
1	WH_TEB_land	Default_land_cavalry_melee
25	WH_TEB_land	Default_land_cavalry_missile
1	WH_TEB_land	Default_land_cavalry_shock
5	WH_TEB_land	Default_land_command
25	WH_TEB_land	Default_land_infantry_melee
25	WH_TEB_land	Default_land_infantry_missile
25	WH_TEB_land	Default_land_infantry_spearmen
1	WH_TEB_land	Default_land_magic
1	WH_TEB_land	Default_land_vehicle
20	WH_Vampire_Counts_land	Default_land_cavalry_melee
1	WH_Vampire_Counts_land	Default_land_command
20	WH_Vampire_Counts_land	Default_land_flying
50	WH_Vampire_Counts_land	Default_land_infantry_melee
1	WH_Vampire_Counts_land	Default_land_infantry_melee_low_quality
1	WH_Vampire_Counts_land	Default_land_magic
10	WH_Vampire_Counts_land	Default_land_monster
5	WH_Vampire_Counts_land	Default_land_support
10	WH_Vampire_Counts_land_2	Default_land_cavalry_melee
1	WH_Vampire_Counts_land_2	Default_land_command
30	WH_Vampire_Counts_land_2	Default_land_flying
30	WH_Vampire_Counts_land_2	Default_land_infantry_melee
1	WH_Vampire_Counts_land_2	Default_land_infantry_melee_low_quality
1	WH_Vampire_Counts_land_2	Default_land_magic
30	WH_Vampire_Counts_land_2	Default_land_monster
1	WH_Vampire_Counts_land_2	Default_land_support
24	WH_Wood_Elves_Durthu_land	Default_land_cavalry_melee
10	WH_Wood_Elves_Durthu_land	Default_land_cavalry_missile
1	WH_Wood_Elves_Durthu_land	Default_land_command
10	WH_Wood_Elves_Durthu_land	Default_land_infantry_melee
10	WH_Wood_Elves_Durthu_land	Default_land_infantry_missile
5	WH_Wood_Elves_Durthu_land	Default_land_magic
40	WH_Wood_Elves_Durthu_land	Default_land_monster
30	WH_Wood_Elves_Orion_land	Default_land_cavalry_melee
9	WH_Wood_Elves_Orion_land	Default_land_cavalry_missile
1	WH_Wood_Elves_Orion_land	Default_land_command
30	WH_Wood_Elves_Orion_land	Default_land_infantry_melee
15	WH_Wood_Elves_Orion_land	Default_land_infantry_missile
5	WH_Wood_Elves_Orion_land	Default_land_magic
10	WH_Wood_Elves_Orion_land	Default_land_monster
10	WH_Wood_Elves_land	Default_land_cavalry_melee
5	WH_Wood_Elves_land	Default_land_cavalry_missile
1	WH_Wood_Elves_land	Default_land_command
30	WH_Wood_Elves_land	Default_land_infantry_melee
30	WH_Wood_Elves_land	Default_land_infantry_missile
5	WH_Wood_Elves_land	Default_land_magic
20	WH_Wood_Elves_land	Default_land_monster
1	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_artillery_wurrzag_waaagh
15	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_cavalry_melee_wurrzag_waaagh
10	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_cavalry_missile_wurrzag_waaagh
5	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_command_wurrzag_waaagh
1	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_giant_wurrzag_waaagh
24	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_melee_wurrzag_waaagh
15	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_missile_wurrzag_waaagh
10	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_monterous_wurrzag_waaagh
10	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_spearmen_wurrzag_waaagh
5	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_magic_wurrzag_waaagh
5	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_monster_wurrzag_waaagh
5	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_vehicle_wurrzag_waaagh
1	WH_default_naval	Default_naval_melee
15	WH_dlc03_Empire_land_cavalry	Default_land_artillery
50	WH_dlc03_Empire_land_cavalry	Default_land_cavalry_melee
1	WH_dlc03_Empire_land_cavalry	Default_land_command
20	WH_dlc03_Empire_land_cavalry	Default_land_infantry_melee
10	WH_dlc03_Empire_land_cavalry	Default_land_infantry_missile
5	WH_dlc03_Empire_land_cavalry	Default_land_magic
10	WH_dlc03_Empire_land_cavalry	Default_land_support
15	WH_dlc03_Empire_land_infantry	Default_land_artillery
10	WH_dlc03_Empire_land_infantry	Default_land_cavalry_melee
5	WH_dlc03_Empire_land_infantry	Default_land_command
50	WH_dlc03_Empire_land_infantry	Default_land_infantry_melee
50	WH_dlc03_Empire_land_infantry	Default_land_infantry_missile
5	WH_dlc03_Empire_land_infantry	Default_land_magic
10	WH_dlc03_Empire_land_infantry	Default_land_support
1	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_artillery_skarsnik_waaagh
15	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_cavalry_melee_skarsnik_waaagh
10	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_cavalry_missile_skarsnik_waaagh
5	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_command_skarsnik_waaagh
1	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_giant_skarsnik_waaagh
24	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_melee_skarsnik_waaagh
15	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_missile_skarsnik_waaagh
10	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_monterous_skarsnik_waaagh
10	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_spearmen_skarsnik_waaagh
5	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_magic_skarsnik_waaagh
5	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_monster_skarsnik_waaagh
5	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_vehicle_skarsnik_waaagh
5	WH_mp_Beastmen_siege_attack	Default_land_artillery
10	WH_mp_Beastmen_siege_attack	Default_land_cavalry_melee
1	WH_mp_Beastmen_siege_attack	Default_land_command
30	WH_mp_Beastmen_siege_attack	Default_land_infantry_melee
1	WH_mp_Beastmen_siege_attack	Default_land_magic
10	WH_mp_Beastmen_siege_attack	Default_land_monster
10	WH_mp_Beastmen_siege_attack	Default_land_support
5	WH_mp_Beastmen_siege_defence	Default_land_artillery
10	WH_mp_Beastmen_siege_defence	Default_land_cavalry_melee
1	WH_mp_Beastmen_siege_defence	Default_land_command
30	WH_mp_Beastmen_siege_defence	Default_land_infantry_melee
1	WH_mp_Beastmen_siege_defence	Default_land_magic
10	WH_mp_Beastmen_siege_defence	Default_land_monster
10	WH_mp_Beastmen_siege_defence	Default_land_support
12	WH_mp_Bretonnia_siege_attack	Default_land_artillery
15	WH_mp_Bretonnia_siege_attack	Default_land_cavalry_melee
1	WH_mp_Bretonnia_siege_attack	Default_land_command
27	WH_mp_Bretonnia_siege_attack	Default_land_infantry_melee
20	WH_mp_Bretonnia_siege_attack	Default_land_infantry_missile
5	WH_mp_Bretonnia_siege_attack	Default_land_magic
20	WH_mp_Bretonnia_siege_attack	Default_land_support
8	WH_mp_Bretonnia_siege_defence	Default_land_artillery
14	WH_mp_Bretonnia_siege_defence	Default_land_cavalry_melee
1	WH_mp_Bretonnia_siege_defence	Default_land_command
27	WH_mp_Bretonnia_siege_defence	Default_land_infantry_melee
25	WH_mp_Bretonnia_siege_defence	Default_land_infantry_missile
5	WH_mp_Bretonnia_siege_defence	Default_land_magic
20	WH_mp_Bretonnia_siege_defence	Default_land_support
5	WH_mp_Chaos_siege_attack	Default_land_artillery
10	WH_mp_Chaos_siege_attack	Default_land_cavalry_melee
5	WH_mp_Chaos_siege_attack	Default_land_cavalry_missile
1	WH_mp_Chaos_siege_attack	Default_land_command
40	WH_mp_Chaos_siege_attack	Default_land_infantry_melee
1	WH_mp_Chaos_siege_attack	Default_land_magic
20	WH_mp_Chaos_siege_attack	Default_land_monster
10	WH_mp_Chaos_siege_attack	Default_land_support
5	WH_mp_Chaos_siege_defence	Default_land_artillery
10	WH_mp_Chaos_siege_defence	Default_land_cavalry_melee
5	WH_mp_Chaos_siege_defence	Default_land_cavalry_missile
1	WH_mp_Chaos_siege_defence	Default_land_command
40	WH_mp_Chaos_siege_defence	Default_land_infantry_melee
1	WH_mp_Chaos_siege_defence	Default_land_magic
20	WH_mp_Chaos_siege_defence	Default_land_monster
10	WH_mp_Chaos_siege_defence	Default_land_support
5	WH_mp_Dark_Elves_siege_attack	Default_land_artillery
10	WH_mp_Dark_Elves_siege_attack	Default_land_cavalry_melee
1	WH_mp_Dark_Elves_siege_attack	Default_land_cavalry_missile
5	WH_mp_Dark_Elves_siege_attack	Default_land_command
40	WH_mp_Dark_Elves_siege_attack	Default_land_infantry_melee
20	WH_mp_Dark_Elves_siege_attack	Default_land_infantry_missile
5	WH_mp_Dark_Elves_siege_attack	Default_land_magic
20	WH_mp_Dark_Elves_siege_attack	Default_land_support
10	WH_mp_Dark_Elves_siege_defence	Default_land_cavalry_melee
1	WH_mp_Dark_Elves_siege_defence	Default_land_cavalry_missile
5	WH_mp_Dark_Elves_siege_defence	Default_land_command
30	WH_mp_Dark_Elves_siege_defence	Default_land_infantry_melee
30	WH_mp_Dark_Elves_siege_defence	Default_land_infantry_missile
5	WH_mp_Dark_Elves_siege_defence	Default_land_magic
20	WH_mp_Dark_Elves_siege_defence	Default_land_support
20	WH_mp_Dwarfs_siege_attack	Default_land_artillery
5	WH_mp_Dwarfs_siege_attack	Default_land_command
45	WH_mp_Dwarfs_siege_attack	Default_land_infantry_melee
15	WH_mp_Dwarfs_siege_attack	Default_land_infantry_missile
15	WH_mp_Dwarfs_siege_attack	Default_land_vehicle_flying
5	WH_mp_Dwarfs_siege_defence	Default_land_artillery
5	WH_mp_Dwarfs_siege_defence	Default_land_command
40	WH_mp_Dwarfs_siege_defence	Default_land_infantry_melee
40	WH_mp_Dwarfs_siege_defence	Default_land_infantry_missile
10	WH_mp_Dwarfs_siege_defence	Default_land_vehicle_flying
20	WH_mp_Empire_siege_attack	Default_land_artillery
5	WH_mp_Empire_siege_attack	Default_land_cavalry_melee
1	WH_mp_Empire_siege_attack	Default_land_command
30	WH_mp_Empire_siege_attack	Default_land_infantry_melee
10	WH_mp_Empire_siege_attack	Default_land_infantry_missile
5	WH_mp_Empire_siege_attack	Default_land_magic
10	WH_mp_Empire_siege_attack	Default_land_support
5	WH_mp_Empire_siege_defence	Default_land_artillery
5	WH_mp_Empire_siege_defence	Default_land_cavalry_melee
1	WH_mp_Empire_siege_defence	Default_land_command
25	WH_mp_Empire_siege_defence	Default_land_infantry_melee
30	WH_mp_Empire_siege_defence	Default_land_infantry_missile
5	WH_mp_Empire_siege_defence	Default_land_magic
10	WH_mp_Empire_siege_defence	Default_land_support
5	WH_mp_Greenskins_siege_attack	Default_land_artillery
20	WH_mp_Greenskins_siege_attack	Default_land_cavalry_melee
1	WH_mp_Greenskins_siege_attack	Default_land_command
40	WH_mp_Greenskins_siege_attack	Default_land_infantry_melee
20	WH_mp_Greenskins_siege_attack	Default_land_infantry_missile
1	WH_mp_Greenskins_siege_attack	Default_land_magic
20	WH_mp_Greenskins_siege_attack	Default_land_monster
5	WH_mp_Greenskins_siege_defence	Default_land_artillery
20	WH_mp_Greenskins_siege_defence	Default_land_cavalry_melee
1	WH_mp_Greenskins_siege_defence	Default_land_command
40	WH_mp_Greenskins_siege_defence	Default_land_infantry_melee
20	WH_mp_Greenskins_siege_defence	Default_land_infantry_missile
1	WH_mp_Greenskins_siege_defence	Default_land_magic
20	WH_mp_Greenskins_siege_defence	Default_land_monster
10	WH_mp_High_Elves_siege_attack	Default_land_artillery
20	WH_mp_High_Elves_siege_attack	Default_land_cavalry_melee
5	WH_mp_High_Elves_siege_attack	Default_land_cavalry_missile
1	WH_mp_High_Elves_siege_attack	Default_land_command
5	WH_mp_High_Elves_siege_attack	Default_land_flying
5	WH_mp_High_Elves_siege_attack	Default_land_flying_heavy
50	WH_mp_High_Elves_siege_attack	Default_land_infantry_melee
30	WH_mp_High_Elves_siege_attack	Default_land_infantry_missile
1	WH_mp_High_Elves_siege_attack	Default_land_magic
20	WH_mp_High_Elves_siege_defence	Default_land_cavalry_melee
5	WH_mp_High_Elves_siege_defence	Default_land_cavalry_missile
1	WH_mp_High_Elves_siege_defence	Default_land_command
5	WH_mp_High_Elves_siege_defence	Default_land_flying
5	WH_mp_High_Elves_siege_defence	Default_land_flying_heavy
50	WH_mp_High_Elves_siege_defence	Default_land_infantry_melee
30	WH_mp_High_Elves_siege_defence	Default_land_infantry_missile
1	WH_mp_High_Elves_siege_defence	Default_land_magic
5	WH_mp_Kislev_siege_attack	Default_land_artillery
5	WH_mp_Kislev_siege_attack	Default_land_cavalry_melee
5	WH_mp_Kislev_siege_attack	Default_land_command
30	WH_mp_Kislev_siege_attack	Default_land_infantry_melee
30	WH_mp_Kislev_siege_attack	Default_land_infantry_missile
5	WH_mp_Kislev_siege_attack	Default_land_magic
20	WH_mp_Kislev_siege_attack	Default_land_support
5	WH_mp_Kislev_siege_defence	Default_land_artillery
5	WH_mp_Kislev_siege_defence	Default_land_cavalry_melee
5	WH_mp_Kislev_siege_defence	Default_land_command
30	WH_mp_Kislev_siege_defence	Default_land_infantry_melee
30	WH_mp_Kislev_siege_defence	Default_land_infantry_missile
5	WH_mp_Kislev_siege_defence	Default_land_magic
25	WH_mp_Kislev_siege_defence	Default_land_support
15	WH_mp_Lizardmen_siege_attack	Default_land_artillery
15	WH_mp_Lizardmen_siege_attack	Default_land_cavalry_melee
5	WH_mp_Lizardmen_siege_attack	Default_land_command
30	WH_mp_Lizardmen_siege_attack	Default_land_infantry_melee
15	WH_mp_Lizardmen_siege_attack	Default_land_infantry_missile
5	WH_mp_Lizardmen_siege_attack	Default_land_magic
15	WH_mp_Lizardmen_siege_attack	Default_land_monster
5	WH_mp_Lizardmen_siege_attack	Default_land_support
1	WH_mp_Lizardmen_siege_defence	Default_land_artillery
20	WH_mp_Lizardmen_siege_defence	Default_land_cavalry_melee
5	WH_mp_Lizardmen_siege_defence	Default_land_command
30	WH_mp_Lizardmen_siege_defence	Default_land_infantry_melee
15	WH_mp_Lizardmen_siege_defence	Default_land_infantry_missile
5	WH_mp_Lizardmen_siege_defence	Default_land_magic
20	WH_mp_Lizardmen_siege_defence	Default_land_monster
5	WH_mp_Lizardmen_siege_defence	Default_land_support
5	WH_mp_Norsca_siege_attack	Default_land_cavalry_melee
1	WH_mp_Norsca_siege_attack	Default_land_command
5	WH_mp_Norsca_siege_attack	Default_land_harasser
40	WH_mp_Norsca_siege_attack	Default_land_infantry_melee
20	WH_mp_Norsca_siege_attack	Default_land_infantry_monterous
1	WH_mp_Norsca_siege_attack	Default_land_magic
5	WH_mp_Norsca_siege_attack	Default_land_support
5	WH_mp_Norsca_siege_defence	Default_land_cavalry_melee
1	WH_mp_Norsca_siege_defence	Default_land_command
5	WH_mp_Norsca_siege_defence	Default_land_harasser
40	WH_mp_Norsca_siege_defence	Default_land_infantry_melee
20	WH_mp_Norsca_siege_defence	Default_land_infantry_monterous
1	WH_mp_Norsca_siege_defence	Default_land_magic
5	WH_mp_Norsca_siege_defence	Default_land_support
15	WH_mp_Skaven_siege_attack	Default_land_anti_large
10	WH_mp_Skaven_siege_attack	Default_land_artillery
5	WH_mp_Skaven_siege_attack	Default_land_command
5	WH_mp_Skaven_siege_attack	Default_land_harasser
20	WH_mp_Skaven_siege_attack	Default_land_infantry_melee
20	WH_mp_Skaven_siege_attack	Default_land_infantry_missile
10	WH_mp_Skaven_siege_attack	Default_land_infantry_missile_heavy
5	WH_mp_Skaven_siege_attack	Default_land_magic
10	WH_mp_Skaven_siege_attack	Default_land_support
10	WH_mp_Skaven_siege_defence	Default_land_anti_large
1	WH_mp_Skaven_siege_defence	Default_land_artillery
5	WH_mp_Skaven_siege_defence	Default_land_command
5	WH_mp_Skaven_siege_defence	Default_land_harasser
30	WH_mp_Skaven_siege_defence	Default_land_infantry_melee
25	WH_mp_Skaven_siege_defence	Default_land_infantry_missile
10	WH_mp_Skaven_siege_defence	Default_land_infantry_missile_heavy
5	WH_mp_Skaven_siege_defence	Default_land_magic
10	WH_mp_Skaven_siege_defence	Default_land_support
1	WH_mp_TEB_siege_attack	Default_land_artillery
1	WH_mp_TEB_siege_attack	Default_land_cavalry_melee
5	WH_mp_TEB_siege_attack	Default_land_cavalry_missile
1	WH_mp_TEB_siege_attack	Default_land_cavalry_shock
1	WH_mp_TEB_siege_attack	Default_land_command
