projectiles_explosions_tables
18
key	detonator_type	detonation_type	detonation_radius	detonation_duration	detonation_speed	detonation_damage	projectile_name	explosion_particle_effect	distance_from_target	explosion_particle_effect_on_ground	explosion_audio	contact_phase_effect	ignition_amount	is_magical	detonation_damage_ap	shrapnel	fuse_distance_from_target	fuse_fixed_time	affects_allies
wh2_main_army_abilities_vortic_enrichment	percussive	shockwave	28	4	12	0	heal_splosion	wh2_main_abilities_vortic_enrichment	0		wh2_main_ability_vortic_enrichment	wh2_main_unit_contact_healing_heavy	0	False	0	wh_main_unit_explosion_light	20	-1	True
wh2_main_army_abilities_vortic_enrichment_shrapnel	percussive	shockwave	2	1	12	0		wh2_main_abilities_vortic_enrichment_shrapnel_explosion	0		wh_bomb	wh2_main_unit_contact_healing_light	0	False	0	wh_main_unit_explosion_light	10	-1	True
wh2_main_army_abilities_warpbomb	percussive	shockwave	2	0	100	0			0			wh2_main_unit_contact_kill_self	1	False	0	wh_main_unit_explosion_medium	0	-1	True
wh2_main_bound_doombolt	percussive	shockwave	7	1	11	0		wh2_main_dark_doombolt_impact	0		wh_main_spell_dark_magic_doombolt		0	True	44	wh_main_unit_explosion_light	450	-1	True
wh2_main_bound_shems_burning_gaze	percussive	shockwave	1	1	5	0		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	50	wh_main_unit_explosion_light	40	-1	True
wh2_main_bound_urannons_thunderbolt	percussive	shockwave	6	1	12	0			0		wh_urannons_thunderbolt		0	True	68	wh_main_unit_explosion_light	400	-1	True
wh2_main_character_abilities_volley_of_dark_arrows	percussive	shockwave	4	1	10	0		wh2_main_ability_def_volley_arrows_explosion	0		wh_generic_small		0	True	150	wh_main_unit_explosion_light	150	-1	True
wh2_main_character_abilities_volley_of_high_arrows	percussive	shockwave	4	1	10	0		wh2_main_ability_hef_volley_arrows_explosion	0		wh_generic_small		0	True	150	wh_main_unit_explosion_light	150	-1	True
wh2_main_character_passive_fallen_mages	percussive	shockwave	3	1	10	288		wh2_main_mage_death	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh2_main_chs_chaos_dragon_explosion	percussive	shockwave	6	0	11	20			0		none		1	False	42	wh_main_unit_explosion_medium	170	-1	True
wh2_main_def_black_dragon_explosion	percussive	shockwave	5	0	11	44			0		none	wh2_main_unit_contact_noxious_breath	0	False	22	wh_main_unit_explosion_medium	50	-1	True
wh2_main_def_war_hydra_explosion	percussive	shockwave	4	0	11	36			0		none		0	False	18	wh_main_unit_explosion_medium	120	-1	True
wh2_main_hef_moon_dragon_explosion	percussive	shockwave	5	0	11	44			0		none		1	False	22	wh_main_unit_explosion_medium	170	-1	True
wh2_main_hef_star_dragon_explosion	percussive	shockwave	6	0	11	20			0		none		1	False	42	wh_main_unit_explosion_medium	170	-1	True
wh2_main_hef_sun_dragon_explosion	percussive	shockwave	5	0	11	36			0		none		1	False	18	wh_main_unit_explosion_medium	170	-1	True
wh2_main_hero_abilities_doomrocket	fuse	shockwave	6	1	10	52	doom_shrapnel	wh2_main_abilities_doomrocket_impact	40		wh_rocket		1	True	26	wh_main_unit_explosion_light	150	-1	True
wh2_main_hero_abilities_doomrocket_shrapnel	percussive	shockwave	6	1	10	52		wh2_main_abilities_doomrocket_shrapnel_impact	-1		wh_rocket		1	True	26	wh_main_unit_explosion_light	150	1	True
wh2_main_lzd_bastiladon_solar_engine	percussive	shockwave	4	1	10	154		wh2_main_weapon_solar_engine_explosion	0				1	True	66	wh_main_unit_explosion_medium	200	-1	True
wh2_main_rebirth_miscast	percussive	shockwave	1	1	10	0			0		wh_generic_small	wh2_main_rebirth_miscast	0	False	0		0	-1	True
wh2_main_skaven_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh2_main_skv_death_globe	percussive	shockwave	3	0	15	8		wh2_main_death_cloud_impact	0	empty	wh2_globe_death		0	True	30	wh_main_unit_explosion_light	65	-1	True
wh2_main_skv_doomwheel_warp_lightning	percussive	shockwave	4	0	8	0		wh2_main_machine_warp_lightning_doomwheel_impact	0		wh_lord_of_the_storm		0	True	20	wh_main_unit_explosion_medium	75	-1	True
wh2_main_skv_plagueclaw	percussive	shockwave	5	0	11	35		wh2_main_machine_plagueclaw_catapult_impact	0		wh2_plagueclaw_catapult	wh2_main_unit_contact_plague_monk_censer_morale	0	True	70	wh_main_unit_explosion_medium	180	-1	True
wh2_main_skv_smoke_bomb	percussive	shockwave	4	0	8	10		wh2_main_noxious_cloud_impact	0	empty	wh_bomb	wh_main_unit_contact_poison	0	False	5	wh_main_unit_explosion_light	10	-1	True
wh2_main_skv_warlock_doomrocket	percussive	shockwave	7	0	11	70		wh_main_generic_spherical_explosion_large	0		wh_rocket		0	False	35	wh_main_unit_explosion_medium	200	-1	True
wh2_main_skv_warp_lightning	percussive	shockwave	2	0	12	5		wh2_main_machine_warp_lightning_cannon_explosion	0		wh_lord_of_the_storm		0	True	20	wh_main_unit_explosion_medium	70	-1	True
wh2_main_skv_warpfire	percussive	shockwave	3	0	14	18		wh2_main_weapon_warpfire_thrower_explosion	0				1	True	6	wh_main_unit_explosion_medium	40	-1	True
wh2_main_spell_dark_magic_doombolt	percussive	shockwave	7	1	11	0		wh2_main_dark_doombolt_impact	0		wh_main_spell_dark_magic_doombolt		0	True	132	wh_main_unit_explosion_light	450	-1	True
wh2_main_spell_dark_magic_soul_stealer_miscast	percussive	shockwave	2	1	20	0		wh2_main_dark_soul_stealer_entity_miscast	0			wh2_main_spell_dark_magic_soul_stealer_miscast	0	False	0		1	-1	True
wh2_main_spell_high_magic_soul_quench	percussive	shockwave	5	1	5	180		wh2_main_high_soul_quench_explosion	0		wh2_main_spell_high_magic_soul_quench		0	True	0	wh_main_unit_explosion_light	70	-1	True
wh2_main_spell_high_magic_soul_quench_upgraded	percussive	shockwave	8	1	5	306		wh2_main_high_soul_quench_explosion	0		wh2_main_spell_high_magic_soul_quench		0	True	0	wh_main_unit_explosion_light	90	-1	True
wh2_main_spell_plague_the_dreaded_thirteenth_spell	percussive	shockwave	20	1	12	48	dreaded_fireworks	wh2_main_plague_dreaded_thirteenth_spell	0				0	False	12	wh_main_unit_explosion_heavy	170	-1	False
wh2_main_spell_plague_the_dreaded_thirteenth_spell_shrapnel	percussive	shockwave	6	1	5	26		wh2_main_abilities_doomrocket_shrapnel_impact	-1		wh_rocket		0	True	0	wh_main_unit_explosion_light	170	0.5	True
wh2_main_spell_plague_vermintide	percussive	shockwave	8	1	14	0			0				1	False	0	wh_main_unit_explosion_heavy	170	-1	False
wh2_main_spell_ruin_warp_lightning	percussive	shockwave	6	0	12	0		wh2_main_ruin_warp_lightning_impact	0		wh_main_spell_ruin_warp_lightning		0	False	24	wh_main_unit_explosion_medium	400	-1	True
wh2_main_tower_def_fireball_explosion_1	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		1	True	35	wh_main_unit_explosion_light	100	-1	True
wh2_main_tower_def_fireball_explosion_2	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		1	True	50	wh_main_unit_explosion_light	150	-1	True
wh2_main_tower_hef_quench_explosion_1	percussive	shockwave	4	0	7	65		wh2_main_high_soul_quench_explosion	0		wh2_main_spell_high_magic_soul_quench		0	True	35	wh_main_unit_explosion_light	100	-1	True
wh2_main_tower_hef_quench_explosion_2	percussive	shockwave	5	0	7	70		wh2_main_high_soul_quench_explosion	0		wh2_main_spell_high_magic_soul_quench		0	True	50	wh_main_unit_explosion_light	150	-1	True
wh2_main_tower_lzd_shems_explosion_1	percussive	shockwave	4	0	7	65		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	35	wh_main_unit_explosion_light	100	-1	True
wh2_main_tower_lzd_solar_explosion	percussive	shockwave	5	0	7	70		wh2_main_weapon_solar_engine_explosion	0				1	True	50	wh_main_unit_explosion_medium	150	-1	True
wh2_main_tower_skv_doomrocket	percussive	shockwave	5	0	7	70		wh2_main_abilities_doomrocket_shrapnel_impact	0		wh_rocket		1	True	50	wh_main_unit_explosion_light	150	-1	True
wh2_main_tower_skv_warp_lightning	percussive	shockwave	4	0	7	65		wh2_main_ruin_warp_lightning_impact	0		wh_main_spell_ruin_warp_lightning		0	True	35	wh_main_unit_explosion_medium	100	-1	True
wh2_main_unit_abilities_drop_rocks	percussive	shockwave	5	0	11	36		wh2_main_weapon_lzd_drop_rocks_explosion	0		wh2_terradon_bomb		0	False	18	wh_main_unit_explosion_medium	450	-1	True
wh2_main_unit_abilities_wake_of_fire	percussive	shockwave	6	0	11	88		wh2_main_abilities_wake_of_fire_explosion	0		wh_bomb		1	False	0	wh_main_unit_explosion_medium	450	-1	True
wh2_main_unit_lzd_terradon_fireleech_bola_explosion	percussive	shockwave	4	0	11	27		wh_main_generic_spherical_explosion_small	0		wh_grenade		25	False	11	wh_main_unit_explosion_light	120	-1	True
wh2_main_vmp_terrorgheist_breath_explosion	percussive	shockwave	4	0	11	11			0		none	wh_main_unit_contact_overhead_morale	0	True	27	wh_main_unit_explosion_medium	100	-1	True
wh2_main_vmp_zombie_dragon_explosion	percussive	shockwave	5	0	11	44			0		none	wh2_main_unit_contact_noxious_breath	0	False	22	wh_main_unit_explosion_medium	50	-1	True
wh2_main_weapon_abilities_bow_of_the_seafarer	percussive	shockwave	4	1	10	0		wh2_main_abilities_bow_of_the_seafarer_explosion	0		wh_generic_small		0	True	26	wh_main_unit_explosion_light	150	-1	True
wh2_main_weapon_bound_reaver_bow	percussive	shockwave	6	0	13	0		wh_dlc05_abilities_hail_of_doom_explosion	0		wh_main_spell_fire_fireball		0	True	45	wh_main_unit_explosion_medium	70	-1	True
wh2_main_wef_forest_dragon_explosion	percussive	shockwave	5	0	11	42			0		none	wh2_main_unit_contact_noxious_breath	0	False	20	wh_main_unit_explosion_medium	50	-1	True
wh_dlc03_bst_cygor_boulder_explosion	percussive	shockwave	6	0	10	55		wh_dlc03_cygor_boulder_explosion	0		wh_large_rock		0	False	85	wh_main_unit_explosion_heavy	200	-1	True
wh_dlc03_grn_squig_explosion	percussive	shockwave	20	2	140	100		wh_dlc06_kamakaze_squig_explosion	0		wh_rocket		0	True	200	wh_main_unit_explosion_light	200	-1	True
wh_dlc03_spell_beast_the_amber_spear	percussive	shockwave	2	1	10	0		wh_dlc03_amber_spear_explosion	0				0	True	108	wh_main_unit_explosion_medium	125	-1	True
wh_dlc03_spell_beast_the_amber_spear_upgraded	percussive	shockwave	4	1	10	0		wh_dlc03_amber_spear_explosion	0				0	True	216	wh_main_unit_explosion_medium	150	-1	True
wh_dlc03_spell_beasts_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_dlc03_spell_wild_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_dlc05_item_abilities_hail_of_doom_arrow	percussive	shockwave	6	0	13	0		wh_dlc05_abilities_hail_of_doom_explosion	0		wh_main_spell_fire_fireball		0	True	45	wh_main_unit_explosion_medium	70	-1	True
wh_dlc05_spell_life_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_dlc05_spell_shadow_penumbral_pendulum	percussive	shockwave	12	2	40	90			0		wh_comet_of_cas		0	True	128	wh_main_unit_explosion_heavy	100	-1	True
wh_dlc05_spell_shadow_penumbral_pendulum_upgrade	percussive	shockwave	12	2	40	90			0		wh_comet_of_cas		0	True	256	wh_main_unit_explosion_heavy	100	-1	True
wh_dlc05_weapon_abilities_bow_of_loren	percussive	shockwave	5	0	11	0		wh_dlc05_wef_magic_explosion	0		wh_main_spell_fire_fireball		0	True	30	wh_main_unit_explosion_medium	450	-1	True
wh_dlc05_weapon_abilities_hawks_talon	percussive	shockwave	3	1	12	0		wh_dlc05_abilities_hail_of_doom_explosion	0		wh_main_spell_fire_fireball		0	True	60	wh_main_unit_explosion_medium	450	-1	True
wh_dlc05_weapon_abilities_lamentation_of_despair	percussive	shockwave	5	0	13	0		wh_dlc05_ability_lamentation_of_despair_explosion	0		wh_main_spell_fire_fireball		0	True	57	wh_main_unit_explosion_medium	70	-1	True
wh_dlc05_wef_arrow_of_kurnous	percussive	shockwave	4	1	10	0		wh_dlc05_ability_arrow_of_kurnous_explosion	0		wh_generic_small		0	True	150	wh_main_unit_explosion_light	150	-1	True
wh_dlc06_dwf_inf_drakegun_skolder_explosion	percussive	shockwave	3	0	14	12		wh_main_steam_explosion_medium	0		wh_copter_steamgun		0	False	28	wh_main_unit_explosion_light	40	-1	True
wh_dlc06_weapon_abilities_skarsniks_prodder	percussive	shockwave	8	1	13	0	skarsnik_prodder_mini	wh_dlc06_skarsnik_explosion	0		wh_generic_small		0	True	50	wh_main_unit_explosion_light	40	-1	True
wh_dlc06_weapon_abilities_skarsniks_prodder_mini	percussive	shockwave	5	1	13	24		wh_dlc06_skarsnik_explosion_mini	0		wh_blasting_charge		25	False	40	wh_main_unit_explosion_light	70	-1	True
wh_dlc07_brt_blessed_stone_explosion	percussive	shockwave	5	0	6	70		wh_dlc07_blessed_stone_impact	0		wh_large_rock		0	True	0	wh_main_unit_explosion_light	100	-1	True
wh_dlc07_item_abilities_chalice_of_potions	percussive	shockwave	18	1	18	0			0		wh_dlc07_ability_chalice_of_potions		0	True	48	wh_main_unit_explosion_heavy	500	-1	True
wh_main_big_waaagh_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_bound_spell_solheims_bolt_of_illumination	percussive	shockwave	6	1	10	300		wh_main_bolt_of_illumination_explosion	0				1	True	700	wh_main_unit_explosion_light	150	-1	True
wh_main_brt_trebuchet_stone_explosion	percussive	shockwave	4	0	12	40			0		wh_large_rock		0	False	65	wh_main_unit_explosion_medium	220	-1	True
wh_main_chs_hellcannon	percussive	shockwave	7	0	12	40		wh_main_weapon_hell_cannon_explosion	0		wh_soul	wh_main_unit_contact_overhead_morale	0	True	120	wh_main_unit_explosion_medium	350	-1	True
wh_main_death_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_dwf_blasting_charge_explosion	percussive	shockwave	3	0	13	24		wh_main_generic_explosion_mine	0		wh_blasting_charge		25	False	7	wh_main_unit_explosion_light	200	1	True
wh_main_dwf_cinderblast_explosion	percussive	shockwave	3	0	13	30		wh_main_generic_explosion_mine	0		wh_blasting_charge		0	False	12	wh_main_unit_explosion_light	200	-1	True
wh_main_dwf_drakegun_explosion	percussive	shockwave	3	0	14	15		wh_main_weapon_flamethrower_explosion	0				1	False	6	wh_main_unit_explosion_medium	40	-1	True
wh_main_dwf_flamecannon_explosion	percussive	shockwave	7	0	12	70		wh_main_weapon_flamethrower_explosion	0		wh_fireball	wh_main_unit_contact_morale	1	False	20	wh_main_unit_explosion_medium	150	-1	True
wh_main_dwf_grudge_thrower_explosion	percussive	shockwave	4	0	12	30			0		wh_large_rock		0	False	65	wh_main_unit_explosion_medium	180	-1	True
wh_main_dwf_gyrocopter_steamgun_explosion	percussive	shockwave	5	0	8	37		wh_main_steam_explosion_medium	0		wh_copter_steamgun		0	False	8	wh_main_unit_explosion_light	10	-1	True
wh_main_dwf_trollhammer	percussive	shockwave	1	0	10	4		wh_main_weapon_trollhammer_explosion	0		wh_troll_hammer		0	False	10	wh_main_unit_explosion_light	100	-1	True
wh_main_emp_grenade_explosion	percussive	shockwave	3	0	13	34		wh_main_generic_spherical_explosion_small	0		wh_grenade		25	False	14	wh_main_unit_explosion_light	180	-1	True
wh_main_emp_mortar_explosion	percussive	shockwave	6	0	11	60		wh_main_generic_spherical_explosion_large	0		wh_mortar		0	False	16	wh_main_unit_explosion_medium	260	-1	True
wh_main_emp_rocket_explosion	percussive	shockwave	5	0	11	38		wh_main_generic_spherical_explosion_large	0		wh_rocket		0	False	17	wh_main_unit_explosion_medium	200	-1	True
wh_main_emp_steamtank_steamgun_explosion	percussive	shockwave	4	0	8	44		wh_main_steam_explosion_medium	0		wh_bomb		0	False	12	wh_main_unit_explosion_light	10	-1	True
wh_main_fire_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_gen_carcass_explosion	percussive	carcass	2	0	6	1			0		wh_carcass		0	False	0	wh_main_unit_explosion_light	100	-1	True
wh_main_gen_large_explosion	percussive	shockwave	7	0	6	90		wh_main_generic_spherical_explosion_large	0		wh_generic_large		0	False	0	wh_main_unit_explosion_heavy	100	-1	True
wh_main_gen_small_explosion	percussive	shockwave	5	0	10	250		wh_main_generic_spherical_explosion_small	0		wh_generic_small		0	False	750	wh_main_unit_explosion_light	100	-1	True
wh_main_generic_miscast	percussive	shockwave	3	1	12	48		wh_main_generic_miscast	0		wh_generic_small		0	True	192	wh_main_unit_explosion_light	150	-1	True
wh_main_grn_doomdiver_goblin_explosion	percussive	carcass	2	0	10	40			0		wh_carcass		0	False	15	wh_main_unit_explosion_medium	100	-1	True
wh_main_grn_rock_lobber_explosion	percussive	shockwave	4	0	12	30			0		wh_large_rock		0	False	65	wh_main_unit_explosion_medium	180	-1	True
wh_main_heavens_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_light_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_lil_waaagh_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_lord_abilities_lord_of_the_storm	percussive	shockwave	6	0	11	0		wh_main_abilities_lord_of_the_storm_explosion	0		wh_lord_of_the_storm		0	False	8	wh_main_unit_explosion_medium	450	-1	True
wh_main_metal_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_spell_big_waaagh_gaze_of_mork	percussive	shockwave	1	1	5	150		wh_main_big_waaagh_gaze_of_mork_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_big_waaagh_gaze_of_mork_upgraded	percussive	shockwave	1	1	5	150		wh_main_big_waaagh_gaze_of_mork_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_bound_soulfire	percussive	shockwave	1	1	10	41			0				0	True	0		400	-1	True
wh_main_spell_fire_fireball	percussive	shockwave	3	1	11	144		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		1	True	0	wh_main_unit_explosion_light	450	-1	True
wh_main_spell_fire_fireball_upgraded	percussive	shockwave	6	1	11	144		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		1	True	72	wh_main_unit_explosion_light	450	-1	True
wh_main_spell_fire_piercing_bolts_of_burning	percussive	shockwave	3	1	12	0		wh_main_fire_piercing_bolts_of_burning_explode	0		wh_generic_small		0	True	90	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_fire_piercing_bolts_of_burning_upgraded	percussive	shockwave	3	1	12	0		wh_main_fire_piercing_bolts_of_burning_explode	0		wh_generic_small		0	True	90	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_heavens_comet_of_casandora	percussive	shockwave	18	1	18	0			0		wh_comet_of_cas		0	True	48	wh_main_unit_explosion_heavy	500	-1	True
wh_main_spell_heavens_comet_of_casandora_upgraded	percussive	shockwave	18	1	18	0			0		wh_comet_of_cas		0	True	96	wh_main_unit_explosion_heavy	500	-1	True
wh_main_spell_heavens_urannons_thunderbolt	percussive	shockwave	6	1	12	0			0		wh_urannons_thunderbolt		0	True	68	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_heavens_urannons_thunderbolt_upgraded	percussive	shockwave	8	1	12	0			0		wh_urannons_thunderbolt		0	True	132	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_light_shems_burning_gaze	percussive	shockwave	1	1	5	0		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	50	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_light_shems_burning_gaze_upgraded	percussive	shockwave	1	1	5	0		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	50	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_lil_waaagh_vindictive_glare	percussive	shockwave	1	1	5	150		wh_main_lil_waaagh_vindictive_glare_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_lil_waaagh_vindictive_glare_upgraded	percussive	shockwave	1	1	5	150		wh_main_lil_waaagh_vindictive_glare_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_metal_searing_doom	percussive	shockwave	3	1	12	0		wh_main_metal_searing_doom_impact	0		wh_generic_small		0	True	30	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_metal_searing_doom_upgraded	percussive	shockwave	3	1	12	0		wh_main_metal_searing_doom_impact	0		wh_generic_small		0	True	30	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_vampires_gaze_of_nagash	percussive	shockwave	1	1	5	0		wh_main_vampires_gaze_of_nagash_explosion	0		wh_main_spell_vampires_gaze_of_nagash		0	True	80	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_vampires_gaze_of_nagash_upgraded	percussive	shockwave	1	1	5	0		wh_main_vampires_gaze_of_nagash_explosion	0		wh_main_spell_vampires_gaze_of_nagash		0	True	80	wh_main_unit_explosion_light	50	-1	True
wh_main_tower_brt_blessed_stone_explosion	percussive	shockwave	4	0	7	65		wh_main_impact_medium_rock	0		wh_large_rock		0	False	35	wh_main_unit_explosion_light	100	-1	True
wh_main_tower_brt_carcass_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_small	0		wh_carcass		0	False	50	wh_main_unit_explosion_light	100	-1	True
wh_main_tower_dwf_cannon_ball_explosion	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_small	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_dwf_fused_beer_keg_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_large	0				0	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_emp_cannon_ball_explosion	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_small	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_emp_clockwork_bomb_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_medium	0		wh_bomb		0	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_grn_giant_dungball_explosion	percussive	shockwave	4	0	7	65		wh_main_grn_giant_dungball_explosion	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_grn_rock_idol_explosion	percussive	shockwave	5	0	7	70		wh_main_tower_grn_rock_idol	0				0	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_vmp_caged_bats_explosion	percussive	shockwave	4	0	7	65		wh_main_vmp_caged_bats_explosion	0				0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_vmp_corpse_ball_explosion	percussive	shockwave	5	0	7	70		wh_main_vmp_dark_magic_medium	0		wh_carcass		0	False	50	wh_main_unit_explosion_light	100	-1	True
wh_main_unit_abilities_gyrobomber_bomb	percussive	shockwave	6	0	11	44		wh_main_weapon_gyrobomber_bomb_large	0		wh_bomb		1	False	44	wh_main_unit_explosion_medium	450	-1	True
wh_main_unit_abilities_gyrocopter_grenade	percussive	shockwave	3	0	12	264		wh_main_weapon_gyrocopter_grenade	0		wh_bomb		1	False	66	wh_main_unit_explosion_light	400	-1	True
wh_main_vampires_miscast	percussive	shockwave	3	1	12	288		wh_main_generic_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_vmp_bat_explosion	percussive	shockwave	5	0	6	70		wh_main_vmp_caged_bats_explosion	0		wh_large_rock		0	False	0	wh_main_unit_explosion_light	100	-1	True
