unit_variants_tables
5
faction	name	unit	variant	unit_card
	wh2_main_hef_mon_phoenix_frostheart	wh2_main_hef_mon_phoenix_frostheart	wh2_main_hef_phoenix_frostheart	wh2_main_hef_mon_phoenix_frostheart
	wh2_main_hef_mon_star_dragon	wh2_main_hef_mon_star_dragon	wh2_main_hef_star_dragon	wh2_main_hef_star_dragon
	wh2_main_hef_mon_sun_dragon	wh2_main_hef_mon_sun_dragon	wh2_main_hef_sun_dragon	wh2_main_hef_mon_sun_dragon
	wh2_main_lzd_cav_cold_one_spearriders	wh2_main_lzd_cav_cold_one_spearriders_1	wh2_main_lzd_cold_one_riders_spears_shields	wh2_main_lzd_cav_cold_one_spearriders
	wh2_main_lzd_cav_cold_one_spearriders_blessed_0	wh2_main_lzd_cav_cold_one_spearriders_blessed_0	wh2_main_lzd_cold_one_riders_spears_blessed	wh2_main_lzd_cav_cold_one_spearriders_blessed
	wh2_main_lzd_cav_cold_ones	wh2_main_lzd_cav_cold_ones_1	wh2_main_lzd_cold_one_riders_shields	wh2_main_lzd_cav_cold_one_riders
	wh2_main_lzd_cav_cold_ones_feral_0	wh2_main_lzd_cav_cold_ones_feral_0	wh2_main_lzd_cold_one_feral	wh2_main_lzd_cav_cold_ones_feral
	wh2_main_lzd_cav_cold_ones_feral_0_summoned	wh2_main_lzd_cav_cold_ones_feral_0_summoned	wh2_main_lzd_cold_one_feral	wh2_main_lzd_cav_cold_ones_feral
	wh2_main_lzd_cav_horned_ones	wh2_main_lzd_cav_horned_ones_0	wh2_main_lzd_horned_one_riders	wh2_main_lzd_cav_horned_ones
	wh2_main_lzd_cav_horned_ones_blessed_0	wh2_main_lzd_cav_horned_ones_blessed_0	wh2_main_lzd_horned_one_riders_blessed	wh2_main_lzd_cav_horned_ones_blessed
	wh2_main_lzd_mon_terradon_rider	wh2_main_lzd_cav_terradon_riders_0	wh2_main_lzd_terradon_riders	wh2_main_lzd_mon_terradon
	wh2_main_lzd_mon_terradon_rider_fireleech_bola	wh2_main_lzd_cav_terradon_riders_1	wh2_main_lzd_terradon_riders_fireleech_bola	wh2_main_lzd_mon_terradon_fireleech
	wh2_main_lzd_cav_terradon_riders_blessed_1	wh2_main_lzd_cav_terradon_riders_blessed_1	wh2_main_lzd_terradon_riders_fireleech_bola_blessed	wh2_main_lzd_mon_terradon_fireleech_blessed
	wh2_main_lzd_cha_kroq_gar	wh2_main_lzd_cha_kroq_gar_0	wh2_main_lzd_lord_kroq_gar	wh2_main_lzd_cha_kroq_gar
	wh2_main_lzd_cha_kroq_gar	wh2_main_lzd_cha_kroq_gar_1	wh2_main_lzd_lord_kroq_gar	wh2_main_lzd_cha_kroq_gar
	wh2_main_lzd_cha_kroq_gar	wh2_main_lzd_cha_kroq_gar_2	wh2_main_lzd_lord_kroq_gar_cold_one	wh2_main_lzd_cha_kroq_gar
	wh2_main_lzd_cha_kroq_gar	wh2_main_lzd_cha_kroq_gar_3	wh2_main_lzd_lord_kroq_gar_cold_one	wh2_main_lzd_cha_kroq_gar
	wh2_main_lzd_cha_lord_mazdamundi	wh2_main_lzd_cha_lord_mazdamundi_0	wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_cha_lord_mazdamundi
	wh2_main_lzd_cha_lord_mazdamundi	wh2_main_lzd_cha_lord_mazdamundi_1	wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_cha_lord_mazdamundi
	wh2_main_lzd_cha_saurus_old_blood	wh2_main_lzd_cha_saurus_old_blood_0	wh2_main_lzd_lord_saurus_old_blood	wh2_main_lzd_cha_saurus_old_blood
	wh2_main_lzd_cha_saurus_old_blood	wh2_main_lzd_cha_saurus_old_blood_1	wh2_main_lzd_lord_saurus_old_blood	wh2_main_lzd_cha_saurus_old_blood
	wh2_main_lzd_cha_saurus_old_blood	wh2_main_lzd_cha_saurus_old_blood_2	wh2_main_lzd_lord_saurus_old_blood	wh2_main_lzd_cha_saurus_old_blood
	wh2_main_lzd_cha_saurus_scar_veteran	wh2_main_lzd_cha_saurus_scar_veteran_0	wh2_main_lzd_hero_saurus_scar_veteran	wh2_main_lzd_saurus_scar_veteran
	wh2_main_lzd_cha_saurus_scar_veteran	wh2_main_lzd_cha_saurus_scar_veteran_1	wh2_main_lzd_hero_saurus_scar_veteran	wh2_main_lzd_saurus_scar_veteran
	wh2_main_lzd_cha_saurus_scar_veteran	wh2_main_lzd_cha_saurus_scar_veteran_2	wh2_main_lzd_hero_saurus_scar_veteran	wh2_main_lzd_saurus_scar_veteran
	wh2_main_lzd_cha_skink_chief	wh2_main_lzd_cha_skink_chief_0	wh2_main_lzd_skink_chief	wh2_main_lzd_cha_skink_chief
	wh2_main_lzd_cha_skink_chief	wh2_main_lzd_cha_skink_chief_1	wh2_main_lzd_skink_chief_no_scale	wh2_main_lzd_cha_skink_chief
	wh2_main_lzd_cha_skink_chief	wh2_main_lzd_cha_skink_chief_2	wh2_main_lzd_skink_chief	wh2_main_lzd_cha_skink_chief
	wh2_main_lzd_cha_skink_chief	wh2_main_lzd_cha_skink_chief_3	wh2_main_lzd_skink_chief	wh2_main_lzd_cha_skink_chief
	wh2_main_lzd_cha_skink_priest_avatar	wh2_main_lzd_cha_skink_priest_0_summoned	wh2_main_lzd_skink_priest_avatar	wh2_main_lzd_cha_skink_priest_avatar
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_beasts_0	wh2_main_lzd_skink_priest	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_beasts_1	wh2_main_lzd_skink_priest_no_scale	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_beasts_2	wh2_main_lzd_skink_priest	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_beasts_3	wh2_main_lzd_skink_priest	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_heavens_0	wh2_main_lzd_skink_priest	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_heavens_1	wh2_main_lzd_skink_priest_no_scale	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_heavens_2	wh2_main_lzd_skink_priest	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_skink_priest	wh2_main_lzd_cha_skink_priest_heavens_3	wh2_main_lzd_skink_priest	wh2_main_lzd_cha_skink_priest
	wh2_main_lzd_cha_slann_mage_priest	wh2_main_lzd_cha_slann_mage_priest_campaign_0	wh2_main_lzd_slann	wh2_main_lzd_cha_slann_mage_priest
	wh2_main_lzd_cha_slann_mage_priest	wh2_main_lzd_cha_slann_mage_priest_heavens_0	wh2_main_lzd_slann	wh2_main_lzd_cha_slann_mage_priest
	wh2_main_lzd_cha_slann_mage_priest	wh2_main_lzd_cha_slann_mage_priest_high_0	wh2_main_lzd_slann	wh2_main_lzd_cha_slann_mage_priest
	wh2_main_lzd_cha_slann_mage_priest	wh2_main_lzd_cha_slann_mage_priest_light_0	wh2_main_lzd_slann	wh2_main_lzd_cha_slann_mage_priest
	wh2_main_lzd_inf_chameleon_skinks	wh2_main_lzd_inf_chameleon_skinks_0	wh2_main_lzd_chameleon_skinks	wh2_main_lzd_inf_chameleon_skinks
	wh2_main_lzd_inf_chameleon_skinks_blessed_0	wh2_main_lzd_inf_chameleon_skinks_blessed_0	wh2_main_lzd_chameleon_skinks_blessed	wh2_main_lzd_inf_chameleon_skinks_blessed
	wh2_main_lzd_inf_saurus_spearmen	wh2_main_lzd_inf_saurus_spearmen_0	wh2_main_lzd_saurus_spear	wh2_main_lzd_inf_saurus_spearmen
	wh2_main_lzd_inf_saurus_spearmen	wh2_main_lzd_inf_saurus_spearmen_1	wh2_main_lzd_saurus_spear_shield	wh2_main_lzd_inf_saurus_spearmen_shields
	wh2_main_lzd_inf_saurus_spearmen_blessed_1	wh2_main_lzd_inf_saurus_spearmen_blessed_1	wh2_main_lzd_saurus_spear_shield_blessed	wh2_main_lzd_inf_saurus_spearmen_shields_blesssed
	wh2_main_lzd_inf_saurus_warriors	wh2_main_lzd_inf_saurus_warriors_0	wh2_main_lzd_saurus	wh2_main_lzd_inf_saurus_warriors
	wh2_main_lzd_inf_saurus_warriors	wh2_main_lzd_inf_saurus_warriors_1	wh2_main_lzd_saurus_shield	wh2_main_lzd_inf_saurus_warriors_shields
	wh2_main_lzd_inf_saurus_warriors_blessed_1	wh2_main_lzd_inf_saurus_warriors_blessed_1	wh2_main_lzd_saurus_shield_blessed	wh2_main_lzd_inf_saurus_warriors_shields_blessed
	wh2_main_lzd_inf_skink_cohort	wh2_main_lzd_inf_skink_cohort_0	wh2_main_lzd_skink_cohort_shield	wh2_main_lzd_inf_skink_cohort
	wh2_main_lzd_inf_skink_cohort	wh2_main_lzd_inf_skink_cohort_1	wh2_main_lzd_skink_cohort_shield_javelins	wh2_main_lzd_inf_skink_cohort_javelins
	wh2_main_lzd_inf_skink_skirmishers	wh2_main_lzd_inf_skink_skirmishers_0	wh2_main_lzd_skink_skirmisher	wh2_main_lzd_inf_skink_skirmishers
	wh2_main_lzd_inf_skink_skirmishers_blessed_0	wh2_main_lzd_inf_skink_skirmishers_blessed_0	wh2_main_lzd_skink_skirmisher_blessed	wh2_main_lzd_inf_skink_skirmishers_blessed
	wh2_main_lzd_inf_temple_guards	wh2_main_lzd_inf_temple_guards	wh2_main_lzd_temple_guard	wh2_main_lzd_inf_temple_guards
	wh2_main_lzd_inf_temple_guards_blessed	wh2_main_lzd_inf_temple_guards_blessed	wh2_main_lzd_temple_guard_blessed	wh2_main_lzd_inf_temple_guards_blessed
	wh2_main_lzd_mon_ancient_stegadon	wh2_main_lzd_mon_ancient_stegadon	wh2_main_lzd_skink_crew	wh2_main_lzd_mon_ancient_stegadon
	wh2_main_lzd_mon_bastiladon	wh2_main_lzd_mon_bastiladon_0	wh2_main_lzd_bastiladon_0	wh2_main_lzd_mon_bastiladon_feral
	wh2_main_lzd_mon_bastiladon	wh2_main_lzd_mon_bastiladon_1	wh2_main_lzd_skink_crew	wh2_main_lzd_mon_bastiladon_healing_platform
	wh2_main_lzd_mon_bastiladon	wh2_main_lzd_mon_bastiladon_2	wh2_main_lzd_skink_crew	wh2_main_lzd_mon_bastiladon_solar
	wh2_main_lzd_mon_bastiladon_blessed_2	wh2_main_lzd_mon_bastiladon_blessed_2	wh2_main_lzd_bastiladon_2	wh2_main_lzd_mon_bastiladon_solar_blessed
	wh2_main_lzd_mon_carnosaur	wh2_main_lzd_mon_carnosaur_0	wh2_main_lzd_mon_carnosaur_0	wh2_main_lzd_mon_carnosaur
	wh2_main_lzd_mon_carnosaur_blessed_0	wh2_main_lzd_mon_carnosaur_blessed_0	wh2_main_lzd_mon_carnosaur_blessed_0	wh2_main_lzd_mon_carnosaur_blessed
	wh2_main_lzd_mon_kroxigors	wh2_main_lzd_mon_kroxigors	wh2_main_lzd_kroxigors	wh2_main_lzd_mon_kroxigors
	wh2_main_lzd_mon_kroxigors_blessed	wh2_main_lzd_mon_kroxigors_blessed	wh2_main_lzd_kroxigors_blessed	wh2_main_lzd_mon_kroxigors_blessed
	wh2_main_lzd_mon_stegadon	wh2_main_lzd_mon_stegadon_0	wh2_main_lzd_stegadon_0	wh2_main_lzd_mon_stegadon_feral
	wh2_main_lzd_mon_stegadon	wh2_main_lzd_mon_stegadon_1	wh2_main_lzd_skink_crew	wh2_main_lzd_mon_stegadon
	wh2_main_lzd_mon_stegadon_blessed_1	wh2_main_lzd_mon_stegadon_blessed_1	wh2_main_lzd_stegadon_1	wh2_main_lzd_mon_stegadon_blessed
	wh2_main_skv_art_plagueclaw_catapult	wh2_main_skv_art_plagueclaw_catapult	wh2_main_skv_plague_monk	wh2_main_skv_art_plagueclaw_catapult
	wh2_main_skv_art_warp_lightning_cannon	wh2_main_skv_art_warp_lightning_cannon	wh2_main_skv_warplightning_crew	wh2_main_skv_art_warp_lightning_cannon
	wh2_main_skv_cha_assassin	wh2_main_skv_cha_assassin	wh2_main_skv_assassin	wh2_main_skv_cha_assassin
	wh2_main_skv_cha_grey_seer	wh2_main_skv_cha_grey_seer_plague_0	wh2_main_skv_grey_seer	wh2_main_skv_cha_grey_seer
	wh2_main_skv_cha_grey_seer	wh2_main_skv_cha_grey_seer_plague_1	wh2_main_skv_grey_seer	wh2_main_skv_cha_grey_seer
	wh2_main_skv_cha_grey_seer	wh2_main_skv_cha_grey_seer_ruin_0	wh2_main_skv_grey_seer	wh2_main_skv_cha_grey_seer
	wh2_main_skv_cha_grey_seer	wh2_main_skv_cha_grey_seer_ruin_1	wh2_main_skv_grey_seer	wh2_main_skv_cha_grey_seer
	wh2_main_skv_cha_lord_skrolk	wh2_main_skv_cha_lord_skrolk	wh2_main_skv_lord_skrolk	wh2_main_skv_cha_lord_skrolk
	wh2_main_skv_cha_plague_priest	wh2_main_skv_cha_plague_priest_0	wh2_main_skv_plague_priest	wh2_main_skv_cha_plague_priest
	wh2_main_skv_cha_plague_priest	wh2_main_skv_cha_plague_priest_2	wh2_main_skv_plague_priest	wh2_main_skv_cha_plague_priest
	wh2_main_skv_cha_queek_headtaker	wh2_main_skv_cha_queek_headtaker	wh2_main_skv_queek	wh2_main_skv_cha_queek_headtaker
	wh2_main_skv_cha_warlock_engineer	wh2_main_skv_cha_warlock_engineer	wh2_main_skv_warlock_engineer	wh2_main_skv_cha_warlock_engineer
