special_ability_phase_stat_effects_tables
3
phase	value	stat	how
wh_dlc05_weapon_abilities_el_syf	0.52	scalar_speed	mult
wh_dlc05_weapon_abilities_el_syf	-60	stat_melee_defence	add
wh_dlc05_weapon_abilities_el_syf	-22	stat_resistance_physical	add
wh_main_banner_passive_banner_of_eternal_flame	1.06	stat_melee_damage_base	mult
wh_main_banner_passive_banner_of_rage	1.08	stat_charge_bonus	mult
wh_main_banner_passive_banner_of_rage	8	stat_melee_attack	add
wh_main_banner_passive_banner_of_rage	1.12	stat_melee_damage_base	mult
wh_main_banner_passive_gleaming_pennant	4	stat_morale	add
wh_main_banner_passive_griffon_banner	-4	stat_morale	add
wh_main_banner_passive_scarecrow_banner	-4	stat_morale	add
wh_main_banner_passive_the_screaming_banner	4	stat_morale	add
wh_main_character_abilities_blood_lust	1.2	stat_melee_damage_ap	mult
wh_main_character_abilities_deadly_onslaught	1.36	stat_charge_bonus	mult
wh_main_character_abilities_deadly_onslaught	1.2	stat_melee_damage_ap	mult
wh_main_character_abilities_foe_seeker	1.24	scalar_speed	mult
wh_main_character_abilities_get_back_ere	16	stat_morale	add
wh_main_character_abilities_heroic_killing_blow	1.4	stat_melee_damage_ap	mult
wh_main_character_abilities_heroic_killing_blow	1.4	stat_melee_damage_base	mult
wh_main_character_abilities_magical_animus	16	stat_morale	add
wh_main_character_abilities_rally	16	stat_morale	add
wh_main_character_abilities_red_fury	1.18	stat_charge_bonus	mult
wh_main_character_abilities_red_fury	1.18	stat_melee_damage_ap	mult
wh_main_character_abilities_stand_or_die	36	stat_melee_defence	add
wh_main_character_abilities_stand_or_die	16	stat_morale	add
wh_main_character_abilities_stand_your_ground	36	stat_melee_defence	add
wh_main_character_abilities_stand_your_ground	16	stat_morale	add
wh_main_character_abilities_undeath_resurgent	36	stat_melee_defence	add
wh_main_character_abilities_undeath_resurgent	16	stat_morale	add
wh_main_character_abilities_waaagh	50	stat_melee_attack	add
wh_main_character_passive_benediction	8	stat_morale	add
wh_main_character_passive_dark_benediction	8	stat_morale	add
wh_main_character_passive_evasion	1.06	scalar_speed	mult
wh_main_character_passive_evasion	5	stat_melee_defence	add
wh_main_hero_abilities_ballistics_calibration	1.3	stat_accuracy	mult
wh_main_hero_abilities_ballistics_calibration	20	stat_reloading	add
wh_main_hero_abilities_faiths_bastion	22	stat_resistance_all	add
wh_main_hero_abilities_slippery	1.24	scalar_speed	mult
wh_main_hero_abilities_slippery	27	stat_melee_defence	add
wh_main_hero_passive_aura_of_the_lady	12	stat_resistance_magic	add
wh_main_hero_passive_extra_powder	1.1	scalar_missile_explosion_damage_ap	mult
wh_main_hero_passive_extra_powder	1.1	scalar_missile_explosion_damage_base	mult
wh_main_hero_passive_swarm_of_flies	-8	stat_melee_attack	add
wh_main_item_abilities_cloak_of_mists_and_shadows	80	stat_resistance_physical	add
wh_main_item_abilities_daemonic_strength	1.4	stat_melee_damage_ap	mult
wh_main_item_abilities_daemonic_strength	1.4	stat_melee_damage_base	mult
wh_main_item_abilities_dark_fortune	22	stat_resistance_all	add
wh_main_item_abilities_earthing_rod	0	scalar_miscast_chance	mult
wh_main_item_abilities_opal_amulet	22	stat_resistance_all	add
wh_main_item_abilities_pendant_of_slaanesh	1.24	scalar_speed	mult
wh_main_item_abilities_pendant_of_slaanesh	58	stat_melee_attack	add
wh_main_item_abilities_potion_of_foolhardiness	1.36	stat_charge_bonus	mult
wh_main_item_abilities_potion_of_speed	1.18	scalar_charge_speed	mult
wh_main_item_abilities_potion_of_speed	1.18	scalar_entity_acceleration_modifier	mult
wh_main_item_abilities_potion_of_speed	1.24	scalar_speed	mult
wh_main_item_abilities_potion_of_strength	1.4	stat_melee_damage_ap	mult
wh_main_item_abilities_potion_of_strength	1.4	stat_melee_damage_base	mult
wh_main_item_abilities_potion_of_toughness	30	stat_armour	add
wh_main_item_abilities_potion_of_toughness	36	stat_melee_defence	add
wh_main_item_abilities_sceptre_of_stability	44	stat_resistance_magic	add
wh_main_item_abilities_scroll_of_shielding	22	stat_resistance_all	add
wh_main_item_abilities_silver_horn_of_vengeance	1.36	stat_charge_bonus	mult
wh_main_item_abilities_skull_wand_of_kaloth	26	stat_melee_attack	add
wh_main_item_abilities_skull_wand_of_kaloth	1.5	stat_melee_damage_base	mult
wh_main_item_abilities_tricksters_shard	2	scalar_miscast_chance	mult
wh_main_item_abilities_van_horstmanns_speculum	-34	stat_melee_attack	add
wh_main_item_abilities_van_horstmanns_speculum	0.78	stat_melee_damage_base	mult
wh_main_item_abilities_van_horstmanns_speculum	-36	stat_melee_defence	add
wh_main_item_passive_featherfoe_torc	-12	stat_armour	add
wh_main_item_passive_featherfoe_torc	-9	stat_melee_defence	add
wh_main_item_passive_pidgeon_plucker_pendant	-8	stat_melee_attack	add
wh_main_item_passive_the_great_book_of_grudges	12	stat_melee_attack	add
wh_main_item_passive_the_other_tricksters_shard	-25	stat_resistance_magic	add
wh_main_item_passive_the_white_cloak_of_ulric	0.9400001	scalar_speed	mult
wh_main_item_passive_the_white_cloak_of_ulric	-16	stat_melee_attack	add
wh_main_lord_passive_beloved_son_of_bretonnia	1.08	stat_charge_bonus	mult
wh_main_lord_passive_beloved_son_of_bretonnia	8	stat_melee_attack	add
wh_main_lord_passive_beloved_son_of_bretonnia	1.12	stat_melee_damage_base	mult
wh_main_lord_passive_deathblow	1.15	stat_melee_damage_ap	mult
wh_main_lord_passive_deathblow	1.15	stat_melee_damage_base	mult
wh_main_lord_passive_get_on_wiv_it	1.08	stat_charge_bonus	mult
wh_main_lord_passive_high_king	1.08	stat_charge_bonus	mult
wh_main_lord_passive_high_king	8	stat_melee_attack	add
wh_main_lord_passive_high_king	1.12	stat_melee_damage_base	mult
wh_main_lord_passive_hold_the_line	2	scalar_bracing	mult
wh_main_lord_passive_hold_the_line	4	stat_morale	add
wh_main_lord_passive_the_blessing_of_the_lady	20	stat_resistance_physical	add
wh_main_lore_passive_exorcism	-8	stat_morale	add
wh_main_lore_passive_kindleflame	-22	stat_weakness_flame	add
wh_main_lore_passive_metalshifting	1.1	stat_melee_damage_base	mult
wh_main_lore_passive_metalshifting	1.1	stat_melee_damage_ap	mult
wh_main_lore_passive_roiling_skies	-22	stat_melee_defence	add
wh_main_lore_passive_roiling_skies	0.76	scalar_speed	mult
wh_main_mark_passive_mark_of_khorne	1.08	stat_charge_bonus	mult
wh_main_mark_passive_mark_of_khorne	8	stat_melee_attack	add
wh_main_mark_passive_mark_of_khorne	1.12	stat_melee_damage_base	mult
wh_main_mount_abilities_bloodroar	-4	stat_morale	add
wh_main_mount_passive_aura_of_protection	12	stat_resistance_magic	add
wh_main_mount_passive_aura_of_protection	12	stat_resistance_missile	add
wh_main_unit_abilities_black_nimbus	44	stat_resistance_all	add
wh_main_unit_abilities_black_scythes	1.18	scalar_charge_speed	mult
wh_main_unit_abilities_black_scythes	1.36	stat_charge_bonus	mult
wh_main_unit_abilities_blooood	1.18	scalar_entity_acceleration_modifier	mult
wh_main_unit_abilities_blooood	1.24	scalar_speed	mult
wh_main_unit_abilities_boom	1.2	scalar_missile_explosion_damage_ap	mult
wh_main_unit_abilities_boom	1.25	scalar_missile_explosion_damage_base	mult
wh_main_unit_abilities_entrenchment	1.4	scalar_missile_damage_ap	mult
wh_main_unit_abilities_entrenchment	22	stat_resistance_physical	add
wh_main_unit_abilities_killing_blow	1.2	stat_melee_damage_ap	mult
wh_main_unit_abilities_killing_blow	1.25	stat_melee_damage_base	mult
wh_main_unit_abilities_unholy_vigour	1.4	stat_melee_damage_ap	mult
wh_main_unit_contact_morale	-8	stat_morale	add
wh_main_unit_contact_overhead_morale	-8	stat_morale	add
wh_main_unit_contact_poison	0.82	scalar_missile_damage_ap	mult
wh_main_unit_contact_poison	0.78	scalar_missile_damage_base	mult
wh_main_unit_contact_poison	0.76	scalar_speed	mult
wh_main_unit_contact_poison	0.82	stat_melee_damage_ap	mult
wh_main_unit_contact_poison	0.78	stat_melee_damage_base	mult
wh_main_unit_passive_frenzy	1.08	stat_charge_bonus	mult
wh_main_unit_passive_frenzy	7	stat_melee_attack	add
wh_main_unit_passive_frenzy	1.12	stat_melee_damage_base	mult
wh_main_unit_passive_regeneration	-20	stat_weakness_flame	add
wh_main_unit_passive_war_paint	12	stat_resistance_magic	add
wh_dlc03_spell_beasts_panns_impenetrable_pelt	1.32	scalar_speed	mult
wh_dlc03_spell_beasts_panns_impenetrable_pelt	22	stat_resistance_all	add
wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	1.4	scalar_speed	mult
wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	22	stat_resistance_all	add
wh_dlc03_spell_beasts_the_curse_of_anraheir	0.74	scalar_speed	mult
wh_dlc03_spell_beasts_the_curse_of_anraheir	0.5	stat_accuracy	mult
wh_dlc03_spell_beasts_wyssans_wildform	30	stat_armour	add
wh_dlc03_spell_beasts_wyssans_wildform	1.22	stat_melee_damage_base	mult
wh_dlc03_spell_wild_devolve	-8	stat_morale	add
wh_dlc03_spell_wild_devolve	0.6	scalar_miscast_chance	mult
wh_dlc03_spell_wild_devolve_upgraded	-9	stat_morale	add
wh_dlc03_spell_wild_devolve_upgraded	0.8	scalar_miscast_chance	mult
wh_dlc03_spell_wild_mantle_of_ghorok	-30	stat_armour	add
wh_dlc03_spell_wild_mantle_of_ghorok	50	stat_melee_attack	add
wh_dlc03_spell_wild_mantle_of_ghorok	1.44	stat_melee_damage_base	mult
wh_dlc03_spell_wild_traitor_kin	0.76	scalar_speed	mult
wh_dlc03_spell_wild_traitor_kin_upgraded	0.52	scalar_speed	mult
wh_dlc05_spell_life_awakening_of_the_wood	0.52	scalar_speed	mult
wh_dlc05_spell_life_flesh_to_stone	40	stat_armour	add
wh_dlc05_spell_life_flesh_to_stone_upgraded	50	stat_armour	add
wh_dlc05_spell_life_regrowth	22	stat_resistance_physical	add
wh_dlc05_spell_life_regrowth_upgraded	44	stat_resistance_physical	add
wh_dlc05_spell_life_shield_of_thorns	1.22	stat_melee_damage_base	mult
wh_dlc05_spell_life_shield_of_thorns	22	stat_resistance_missile	add
wh_dlc05_spell_life_shield_of_thorns_upgraded	1.44	stat_melee_damage_base	mult
wh_dlc05_spell_life_shield_of_thorns_upgraded	44	stat_resistance_missile	add
wh_dlc05_spell_life_the_dwellers_below	0.76	scalar_speed	mult
wh_dlc05_spell_life_the_dwellers_below_upgraded	0.76	scalar_speed	mult
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	0.76	scalar_speed	mult
wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded	0.76	scalar_speed	mult
wh_dlc05_spell_shadow_okkams_mindrazor	1.44	stat_melee_damage_ap	mult
wh_dlc05_spell_shadow_okkams_mindrazor	1.44	stat_melee_damage_base	mult
wh_dlc05_spell_shadow_okkams_mindrazor_upgraded	1.44	stat_melee_damage_ap	mult
wh_dlc05_spell_shadow_okkams_mindrazor_upgraded	1.44	stat_melee_damage_base	mult
wh_dlc05_spell_shadow_the_enfeebling_foe	-34	stat_melee_attack	add
wh_dlc05_spell_shadow_the_enfeebling_foe	-36	stat_melee_defence	add
wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	-34	stat_melee_attack	add
wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	-36	stat_melee_defence	add
wh_dlc05_spell_shadow_the_withering	-28	stat_armour	add
wh_dlc05_spell_shadow_the_withering	-8	stat_morale	add
wh_dlc05_spell_shadow_the_withering_upgraded	-35	stat_armour	add
wh_dlc05_spell_shadow_the_withering_upgraded	-9	stat_morale	add
wh_main_spell_big_waaagh_ere_we_go	56	stat_melee_attack	add
wh_main_spell_big_waaagh_fists_of_gork	34	stat_melee_attack	add
wh_main_spell_big_waaagh_fists_of_gork	1.22	stat_melee_damage_base	mult
wh_main_spell_big_waaagh_fists_of_gork	36	stat_melee_defence	add
wh_main_spell_bound_book_of_arkhan	1.6	scalar_speed	mult
wh_main_spell_bound_book_of_arkhan	30	stat_melee_attack	add
wh_main_spell_bound_hammer_of_sigmar	30	stat_melee_attack	add
wh_main_spell_bound_hammer_of_sigmar	1.1	stat_melee_damage_base	mult
wh_main_spell_bound_shield_of_faith	24	stat_resistance_all	add
wh_main_spell_bound_soulfire	90	stat_resistance_magic	add
wh_main_spell_bound_staff_of_damnation	44	stat_melee_attack	add
wh_main_spell_death_aspect_of_the_dreadknight	9	stat_morale	add
wh_main_spell_death_aspect_of_the_dreadknight_upgraded	11	stat_morale	add
wh_main_spell_death_doom_and_darkness	-16	stat_morale	add
wh_main_spell_death_doom_and_darkness_upgraded	-17	stat_morale	add
wh_main_spell_death_soulblight	0.78	scalar_missile_damage_base	mult
wh_main_spell_death_soulblight	-20	stat_armour	add
wh_main_spell_death_soulblight	0.78	stat_melee_damage_base	mult
wh_main_spell_death_soulblight	-8	stat_morale	add
wh_main_spell_death_soulblight	-8	stat_melee_attack	add
wh_main_spell_death_soulblight_upgraded	0.7	scalar_missile_damage_base	mult
wh_main_spell_death_soulblight_upgraded	-28	stat_armour	add
wh_main_spell_death_soulblight_upgraded	0.7	stat_melee_damage_base	mult
wh_main_spell_death_soulblight_upgraded	-9	stat_morale	add
wh_main_spell_death_soulblight_upgraded	-10	stat_melee_attack	add
wh_main_spell_fire_cascading_fire_cloak	1.36	stat_melee_damage_ap	mult
wh_main_spell_fire_cascading_fire_cloak	38	stat_melee_defence	add
wh_main_spell_fire_flaming_sword_of_rhuin	1.22	scalar_missile_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin	1.22	stat_melee_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.23	scalar_missile_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.23	stat_melee_damage_base	mult
wh_main_spell_heavens_curse_of_the_midnight_wind	-24	stat_armour	add
wh_main_spell_heavens_curse_of_the_midnight_wind	-35	stat_melee_attack	add
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	-28	stat_armour	add
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	-38	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence	34	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence	36	stat_melee_defence	add
wh_main_spell_heavens_harmonic_convergence	28	stat_armour	add
wh_main_spell_heavens_harmonic_convergence_upgraded	32	stat_armour	add
wh_main_spell_heavens_harmonic_convergence_upgraded	34	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence_upgraded	36	stat_melee_defence	add
wh_main_spell_light_bironas_timewarp	1.65	scalar_speed	mult
wh_main_spell_light_bironas_timewarp	34	stat_melee_attack	add
wh_main_spell_light_bironas_timewarp_upgraded	1.8	scalar_speed	mult
wh_main_spell_light_bironas_timewarp_upgraded	38	stat_melee_attack	add
wh_main_spell_light_phas_protection	32	stat_armour	add
wh_main_spell_light_phas_protection	38	stat_melee_defence	add
wh_main_spell_light_phas_protection_upgraded	35	stat_armour	add
wh_main_spell_light_phas_protection_upgraded	44	stat_melee_defence	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	-18	stat_armour	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	-34	stat_melee_attack	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	-22	stat_armour	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	-34	stat_melee_attack	add
wh_main_spell_lil_waaagh_gorkll_fix_it	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_gorkll_fix_it	0.86	stat_charge_bonus	mult
wh_main_spell_lil_waaagh_itchy_nuisance	-34	stat_melee_attack	add
wh_main_spell_lil_waaagh_itchy_nuisance	0.78	stat_melee_damage_base	mult
wh_main_spell_lil_waaagh_night_shroud	0.7	stat_accuracy	mult
wh_main_spell_lil_waaagh_night_shroud	0.08000001	stat_visibility_sight	mult
wh_main_spell_lil_waaagh_night_shroud_upgraded	0.7	stat_accuracy	mult
wh_main_spell_lil_waaagh_night_shroud_upgraded	0.08000001	stat_visibility_sight	mult
wh_main_spell_lil_waaagh_sneaky_stabbin	34	stat_melee_attack	add
wh_main_spell_lil_waaagh_sneaky_stabbin	1.19	stat_melee_damage_ap	mult
wh_main_spell_metal_glittering_robe	9	stat_morale	add
wh_main_spell_metal_glittering_robe	25	stat_resistance_physical	add
wh_main_spell_metal_glittering_robe	21	stat_resistance_missile	add
wh_main_spell_metal_glittering_robe_upgraded	12	stat_morale	add
wh_main_spell_metal_glittering_robe_upgraded	30	stat_resistance_physical	add
wh_main_spell_metal_glittering_robe_upgraded	25	stat_resistance_missile	add
wh_main_spell_metal_plague_of_rust	-50	stat_armour	add
wh_main_spell_metal_plague_of_rust_upgraded	-75	stat_armour	add
wh_main_spell_metal_transmutation_of_lead	-34	stat_melee_attack	add
wh_main_spell_metal_transmutation_of_lead	0.78	stat_melee_damage_base	mult
wh_main_spell_metal_transmutation_of_lead	0.8	stat_accuracy	mult
wh_main_spell_metal_transmutation_of_lead_upgraded	-36	stat_melee_attack	add
wh_main_spell_metal_transmutation_of_lead_upgraded	0.55	stat_melee_damage_base	mult
wh_main_spell_metal_transmutation_of_lead_upgraded	0.75	stat_accuracy	mult
wh_main_spell_vampires_curse_of_years	0.72	scalar_speed	mult
wh_main_spell_vampires_curse_of_years	-35	stat_melee_attack	add
wh_main_spell_vampires_vanhels_danse_macabre	1.24	scalar_speed	mult
wh_main_spell_vampires_vanhels_danse_macabre	34	stat_melee_attack	add
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	1.25	scalar_speed	mult
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	35	stat_melee_attack	add
wh_main_rune_abilities_rune_of_negation	25	stat_resistance_all	add
wh_main_rune_abilities_rune_of_oath_and_steel	30	stat_armour	add
wh_main_rune_passive_master_rune_of_groth_one_eye	8	stat_morale	add
wh_main_rune_passive_master_rune_of_grungni	22	stat_resistance_missile	add
wh_main_rune_passive_master_rune_of_stromni_redbeard	8	stat_melee_attack	add
wh_main_rune_passive_master_rune_of_stromni_redbeard	4	stat_morale	add
wh_main_rune_passive_rune_of_slowness	0.94	stat_charge_bonus	mult
wh_main_rune_passive_rune_of_slowness	-8	stat_melee_attack	add
wh_dlc07_hero_abilities_dolorous_blade	34	stat_melee_attack	add
wh_dlc07_hero_abilities_dolorous_blade	1.44	stat_melee_damage_base	mult
wh_dlc07_hero_passive_precise_control	1.1	scalar_missile_range	mult
wh_dlc07_lord_abilities_favour_of_the_fay	40	stat_melee_attack	add
wh_dlc07_lord_abilities_lions_shield	44	stat_resistance_magic	add
wh_dlc07_lord_abilities_lions_shield	44	stat_resistance_missile	add
wh_dlc07_lord_passive_mist_of_the_lady	-8	stat_melee_attack	add
wh_dlc07_lord_passive_spirit_of_the_tempest	1.1	scalar_speed	mult
wh_dlc07_lord_passive_spirit_of_the_tempest	1.08	stat_charge_bonus	mult
wh_dlc07_unit_formation_diamond	0.76	scalar_speed	mult
wh_dlc07_unit_formation_diamond	6	stat_bonus_vs_infantry	add
wh_dlc07_unit_formation_diamond	1.54	stat_charge_bonus	mult
wh_dlc07_unit_formation_diamond	0.76	stat_missile_block_chance	mult
wh_dlc07_unit_formation_flying_wedge	0.76	scalar_speed	mult
wh_dlc07_unit_formation_flying_wedge	8	stat_bonus_vs_infantry	add
wh_dlc07_unit_formation_flying_wedge	1.36	stat_charge_bonus	mult
wh_dlc07_unit_formation_flying_wedge	0.76	stat_missile_block_chance	mult
wh_dlc07_unit_formation_lance_2	1.24	scalar_charge_speed	mult
wh_dlc07_unit_formation_lance_2	1.5	scalar_entity_acceleration_modifier	mult
wh_dlc07_unit_formation_lance_2	1.5	scalar_entity_deceleration_modifier	mult
wh_dlc07_unit_formation_lance_2	0.88	scalar_speed	mult
wh_dlc07_unit_formation_lance_2	1.36	stat_charge_bonus	mult
wh_dlc07_unit_formation_lance_2	0.52	stat_missile_block_chance	mult
wh_dlc07_unit_passive_icon_of_devotion	12	stat_morale	add
wh_dlc06_character_abilities_oath_stone	36	stat_melee_defence	add
wh_dlc06_character_abilities_spite_of_da_bad_moon	48	stat_missile_block_chance	add
wh_dlc06_lord_abilities_revenge_incarnate	44	stat_melee_attack	add
wh_dlc06_lord_abilities_revenge_incarnate	1.5	stat_melee_damage_base	mult
wh_dlc06_lord_abilities_wurrzags_revenge	1.5	scalar_miscast_chance	mult
wh_dlc06_lord_ablities_tricksy_traps	1.26	scalar_speed	mult
wh_dlc06_lord_ablities_tricksy_traps	1.19	stat_charge_bonus	mult
wh_dlc06_lord_ablities_tricksy_traps	16	stat_morale	add
