projectiles_explosions_tables
18
key	detonator_type	detonation_type	detonation_radius	detonation_duration	detonation_speed	detonation_damage	projectile_name	explosion_particle_effect	distance_from_target	explosion_particle_effect_on_ground	explosion_audio	contact_phase_effect	ignition_amount	is_magical	detonation_damage_ap	shrapnel	fuse_distance_from_target	fuse_fixed_time	affects_allies
wh_main_gen_small_explosion	percussive	shockwave	5	0	10	250		wh_main_generic_spherical_explosion_small	0		wh_generic_small		0	False	750	wh_main_unit_explosion_light	100	-1	True
wh_main_generic_miscast	percussive	shockwave	3	1	10	48		wh_main_fire_miscast	0		wh_generic_small		0	True	192	wh_main_unit_explosion_light	150	-1	True
wh_main_grn_doomdiver_goblin_explosion	percussive	carcass	2	0	10	45			0		wh_carcass		0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_grn_rock_lobber_explosion	percussive	shockwave	4	0	12	35			0		wh_large_rock		0	False	55	wh_main_unit_explosion_medium	180	-1	True
wh_main_heavens_miscast	percussive	shockwave	3	1	10	400		wh_main_heavens_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_light_miscast	percussive	shockwave	3	1	10	400		wh_main_light_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_lil_waaagh_miscast	percussive	shockwave	3	1	10	300		wh_main_lil_waaagh_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_lord_abilities_lord_of_the_storm	percussive	shockwave	6	0	8	50		wh_main_abilities_lord_of_the_storm_explosion	0		wh_lord_of_the_storm		0	True	50	wh_main_unit_explosion_medium	450	-1	True
wh_main_metal_miscast	percussive	shockwave	3	1	10	400		wh_main_metal_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_spell_big_waaagh_gaze_of_mork	percussive	shockwave	1	1	5	210		wh_main_big_waaagh_gaze_of_mork_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_big_waaagh_gaze_of_mork_upgraded	percussive	shockwave	1	1	5	210		wh_main_big_waaagh_gaze_of_mork_explosion	0		wh_generic_small		0	True	0	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_bound_soulfire	percussive	shockwave	1	1	10	55			0		none		0	True	0		400	-1	True
wh_main_spell_fire_fireball	percussive	shockwave	3	1	5	400		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		1	True	0	wh_main_unit_explosion_light	450	-1	True
wh_main_spell_fire_fireball_upgraded	percussive	shockwave	6	1	5	500		wh_main_generic_spherical_explosion_large	0		wh_main_spell_fire_fireball		2	True	0	wh_main_unit_explosion_light	450	-1	True
wh_main_spell_fire_piercing_bolts_of_burning	percussive	shockwave	2	1	5	30		wh_main_fire_piercing_bolts_of_burning_explode	0		wh_generic_small		0	True	75	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_fire_piercing_bolts_of_burning_upgraded	percussive	shockwave	2	1	5	40		wh_main_fire_piercing_bolts_of_burning_explode	0		wh_generic_small		0	True	85	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_heavens_comet_of_casandora	percussive	shockwave	20	1	8	50			0		wh_comet_of_cas		0	True	75	wh_main_unit_explosion_heavy	500	-1	True
wh_main_spell_heavens_comet_of_casandora_upgraded	percussive	shockwave	20	1	8	75			0		wh_comet_of_cas		0	True	100	wh_main_unit_explosion_heavy	500	-1	True
wh_main_spell_heavens_urannons_thunderbolt	percussive	shockwave	6	1	10	25			0		wh_urannons_thunderbolt		0	True	85	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_heavens_urannons_thunderbolt_upgraded	percussive	shockwave	8	1	10	45			0		wh_urannons_thunderbolt		0	True	150	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_light_shems_burning_gaze	percussive	shockwave	1	1	5	75		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	105	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_light_shems_burning_gaze_upgraded	percussive	shockwave	1	1	5	100		wh_main_light_shems_burning_gaze_explosion	0		wh_generic_small		1	True	125	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_lil_waaagh_vindictive_glare	percussive	shockwave	1	1	5	375		wh_main_lil_waaagh_vindictive_glare_explosion	0		wh_generic_small		0	True	25	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_lil_waaagh_vindictive_glare_upgraded	percussive	shockwave	1	1	5	450		wh_main_lil_waaagh_vindictive_glare_explosion	0		wh_generic_small		0	True	35	wh_main_unit_explosion_light	50	-1	True
wh_main_spell_metal_searing_doom	percussive	shockwave	2	1	5	15		wh_main_metal_searing_doom_impact	0		wh_generic_small		0	True	35	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_metal_searing_doom_upgraded	percussive	shockwave	2	1	5	20		wh_main_metal_searing_doom_impact	0		wh_generic_small		0	True	45	wh_main_unit_explosion_light	400	-1	True
wh_main_spell_vampires_gaze_of_nagash	percussive	shockwave	1	1	5	75		wh_main_vampires_gaze_of_nagash_explosion	0		wh_main_spell_vampires_gaze_of_nagash		0	True	95	wh_main_unit_explosion_light	40	-1	True
wh_main_spell_vampires_gaze_of_nagash_upgraded	percussive	shockwave	1	1	5	90		wh_main_vampires_gaze_of_nagash_explosion	0		wh_main_spell_vampires_gaze_of_nagash		0	True	115	wh_main_unit_explosion_light	50	-1	True
wh_main_tower_brt_blessed_stone_explosion	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_small	0		wh_large_rock		0	False	35	wh_main_unit_explosion_light	100	-1	True
wh_main_tower_brt_carcass_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_small	0		wh_carcass		0	False	50	wh_main_unit_explosion_light	100	-1	True
wh_main_tower_dwf_cannon_ball_explosion	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_small	0		none		1	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_dwf_fused_beer_keg_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_large	0		none		5	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_emp_cannon_ball_explosion	percussive	shockwave	4	0	7	65		wh_main_generic_spherical_explosion_small	0		none		1	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_emp_clockwork_bomb_explosion	percussive	shockwave	5	0	7	70		wh_main_generic_spherical_explosion_medium	0		wh_bomb		5	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_grn_giant_dungball_explosion	percussive	shockwave	4	0	7	65		wh_main_grn_giant_dungball_explosion	0		none		0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_grn_rock_idol_explosion	percussive	shockwave	5	0	7	70		wh_main_tower_grn_rock_idol	0		none		0	False	50	wh_main_unit_explosion_medium	150	-1	True
wh_main_tower_vmp_caged_bats_explosion	percussive	shockwave	4	0	7	65		wh_main_vmp_caged_bats_explosion	0		none		0	False	35	wh_main_unit_explosion_medium	100	-1	True
wh_main_tower_vmp_corpse_ball_explosion	percussive	shockwave	5	0	7	70		wh_main_vmp_dark_magic_medium	0		wh_carcass		0	False	50	wh_main_unit_explosion_light	100	-1	True
wh_main_unit_abilities_gyrobomber_bomb	percussive	shockwave	6	0	11	320		wh_main_weapon_gyrobomber_bomb_large	0		wh_bomb		1	False	65	wh_main_unit_explosion_medium	450	-1	True
wh_main_unit_abilities_gyrocopter_grenade	percussive	shockwave	4	0	10	275		wh_main_weapon_gyrocopter_grenade	0		wh_bomb		1	False	52	wh_main_unit_explosion_light	400	-1	True
wh_main_vampires_miscast	percussive	shockwave	3	1	10	400		wh_main_vampires_miscast	0		wh_generic_small		0	True	300	wh_main_unit_explosion_light	150	-1	True
wh_main_vmp_bat_explosion	percussive	shockwave	5	0	6	70		wh_main_vmp_caged_bats_explosion	0		wh_large_rock		0	False	0	wh_main_unit_explosion_light	100	-1	True
