battlefield_buildings_tables
20
key	category	model	audio_material	hitpoints	gun_type	onscreen_name	ignition_threshold	radar_icon	fortwall_penetration_chance	visible_in_public_ted	collision_3d	unknown12	destruct_thresholds	unknown14	unknown15	unknown16	unknown17	unknown18
brt_house_stkd_03	generic	brt_house_stkd_03	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_stkd_04	generic	brt_house_stkd_04	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_ter_01	generic	brt_house_ter_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_ter_02	generic	brt_house_ter_02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_ter_03	generic	brt_house_ter_03	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_ter_04	generic	brt_house_ter_04	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_ter_05	generic	brt_house_ter_05	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_ter_06	generic	brt_house_ter_06	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_wooden_01	generic	brt_house_wooden_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_house_wooden_02	incidental	brt_house_wooden_02	rock	10			100		1	False	True	False		1	False	rock	False	False
brt_house_wooden_03	generic	brt_house_wooden_03	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_01	generic	brt_landscape_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_01_a	generic	brt_landscape_01_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
brt_landscape_02	generic	brt_landscape_02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_03	generic	brt_landscape_03	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_03_a	generic	brt_landscape_03_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
brt_landscape_bridge_01	generic	brt_landscape_bridge_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_walling_01	generic	brt_landscape_walling_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_walling_02	generic	brt_landscape_walling_02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_walling_45	generic	brt_landscape_walling_45	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_walling_45_f	generic	brt_landscape_walling_45_f	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_landscape_walling_end	generic	brt_landscape_walling_end	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_lotl_01	incidental	brt_lotl_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_lotl_02	generic	brt_lotl_02	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
brt_lotl_vines_01	generic	brt_lotl_vines_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_marketdecotarp_06	incidental	brt_marketdecotarp_06	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
brt_menhir_01	generic	brt_menhir_01	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_menhir_02	generic	brt_menhir_02	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_menhir_03	generic	brt_menhir_03	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_outfield_circled_01	generic	brt_outfield_circled_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_skybridge_01	generic	brt_outfield_skybridge_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_struc_wall_01	generic	brt_outfield_struc_wall_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_struc_wall_01_arched	generic	brt_outfield_struc_wall_01_arched	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_struc_wall_02	generic	brt_outfield_struc_wall_02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_struc_wall_03	generic	brt_outfield_struc_wall_03	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_struc_wall_04	generic	brt_outfield_struc_wall_04	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
brt_outfield_struc_wall_long_ascend	generic	brt_outfield_struc_wall_long_ascend	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_struc_wall_long_ascend_mirror	generic	brt_outfield_struc_wall_long_ascend_mirror	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_struc_wall_long_curved	generic	brt_outfield_struc_wall_long_curved	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_outfield_tower_base	generic	brt_outfield_tower_base	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_rocklrg_01	generic	brt_rocklrg_01	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_rockmed_01	generic	brt_rockmed_01	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_rockmed_02	generic	brt_rockmed_02	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_rocksml_01	generic	brt_rocksml_01	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_rocksml_02	generic	brt_rocksml_02	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_seacliff_a	generic	brt_seacliff_a	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b	generic	brt_seacliff_b	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_01	generic	brt_seacliff_b_01	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_02	generic	brt_seacliff_b_02	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_02_a	generic	brt_seacliff_b_02_a	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_02_b	generic	brt_seacliff_b_02_b	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_02_c	generic	brt_seacliff_b_02_c	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_03	generic	brt_seacliff_b_03	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_04	generic	brt_seacliff_b_04	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_05	generic	brt_seacliff_b_05	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_06	generic	brt_seacliff_b_06	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_b_07	generic	brt_seacliff_b_07	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_formation_01	generic	brt_seacliff_formation_01	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_formation_02	generic	brt_seacliff_formation_02	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_seacliff_formation_03	generic	brt_seacliff_formation_03	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_slum_bridge_01	generic	brt_slum_bridge_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_slum_bridge_02	generic	brt_slum_bridge_02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_statue_he_01	generic	brt_statue_he_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
brt_stone_a	generic	brt_stone_a	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_stone_b	generic	brt_stone_b	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_stone_bridge_long	generic	brt_stone_bridge_long	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_stone_bridge_lrg	generic	brt_stone_bridge_lrg	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_stone_c	generic	brt_stone_c	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_stone_d	generic	brt_stone_d	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_stone_e	generic	brt_stone_e	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_stone_f	generic	brt_stone_f	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
brt_tower_01	generic	brt_tower_01	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_tower_02	generic	brt_tower_02	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_tower_03	generic	brt_tower_03	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_tower_04	generic	brt_tower_04	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_tower_05	generic	brt_tower_05	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_tower_06	generic	brt_tower_06	rock	500			100		1	False	True	False		1	False	rock	False	False
brt_tower_balcony_01	generic	brt_tower_balcony_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_tower_brick_01	generic	brt_tower_brick_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_tower_freestanding	fort_tower	brt_tower_freestanding	rock	1000	wh_tower_brt_arrow_improved	arrow_tower	100		1	False	True	False		1	False	rock	False	False
brt_tower_stone_01	generic	brt_tower_stone_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_tower_stone_02	generic	brt_tower_stone_02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_tower_stone_03	generic	brt_tower_stone_03	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_tower_wood_cap_01	generic	brt_tower_wood_cap_01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_bartizan01	generic	brt_wall_bartizan01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_corner_90_exter	unbreachable_fort_wall	brt_wall_corner_90_exter	rock	10000		fort_wall	100	wall.tga	0	False	True	False		1	False	rock	False	False
brt_wall_corner_90_inter	unbreachable_fort_wall	brt_wall_corner_90_inter	rock	10000		fort_wall	100	wall.tga	0	False	True	False		1	False	rock	False	False
brt_wall_emitter01	generic	brt_wall_emitter01	wood	100			100		1	False	False	False		1	False	wooden_floor	False	False
brt_wall_emitter02	generic	brt_wall_emitter02	wood	100			100		1	False	False	False		1	False	wooden_floor	False	False
brt_wall_emitter03	generic	brt_wall_emitter03	wood	100			100		1	False	False	False		1	False	wooden_floor	False	False
brt_wall_flag01	generic	brt_wall_flag01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_flag02	generic	brt_wall_flag02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_flag03	generic	brt_wall_flag03	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_flag04	generic	brt_wall_flag04	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_flag05	generic	brt_wall_flag05	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_flag06	generic	brt_wall_flag06	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_gatehouse_60	gate	brt_wall_gatehouse_60	rock	10000		gate	100	gate.tga	0	False	True	False		1	False	rock	False	False
brt_wall_lilly01	generic	brt_wall_lilly01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_machicolation01	generic	brt_wall_machicolation01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_merlon01	generic	brt_wall_merlon01	rock	250			100		1	False	True	False		1	False	rock	False	False
brt_wall_shield01	generic	brt_wall_shield01	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_shield02	generic	brt_wall_shield02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_wall_straight_20	fort_wall	brt_wall_straight_20	rock	10000		fort_wall	100	wall.tga	0	False	True	False		1	False	rock	False	False
brt_wall_tower	fort_tower	brt_wall_tower	rock	10000	wh_tower_brt_arrow	fort_tower	100	tower.tga	0	False	True	False		1	False	wooden_floor	False	False
brt_wall_tower_01	fort_tower	brt_wall_tower	rock	10000	wh_tower_brt_arrow_improved	fort_tower	100	tower.tga	0	False	True	False		1	False	wooden_floor	False	False
brt_wall_tower_02	fort_tower	brt_wall_tower	rock	10000	wh_tower_brt_blessed_stone	fort_tower	100	tower.tga	0	False	True	False		1	False	wooden_floor	False	False
brt_wall_tower_03	fort_tower	brt_wall_tower	rock	10000	wh_tower_brt_carcass	fort_tower	100	tower.tga	0	False	True	False		1	False	wooden_floor	False	False
brt_water_wheel	generic	brt_water_wheel	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_window_pc_02	generic	brt_window_pc_02	rock	15			100		1	False	True	False		1	False	rock	False	False
brt_window_pc_04	generic	brt_window_pc_04	rock	15			100		1	False	True	False		1	False	rock	False	False
bst_banner_a	generic	bst_banner_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_banner_b	generic	bst_banner_b	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_brazier_01	generic	bst_brazier_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cage	generic	bst_cage	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cliff_bank_a	generic	bst_cliff_bank_a	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cliff_bank_b	generic	bst_cliff_bank_b	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cliff_bank_c	generic	bst_cliff_bank_c	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cliff_bank_d	generic	bst_cliff_bank_d	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cliff_bank_e	generic	bst_cliff_bank_e	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cliff_bank_f	generic	bst_cliff_bank_f	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_cliff_bank_g	generic	bst_cliff_bank_g	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_hagtree_00	generic	bst_hagtree_00	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
bst_herdstone_a	generic	bst_herdstone_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_herdstone_single_a	generic	bst_herdstone_single_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_herdstone_single_b	generic	bst_herdstone_single_b	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_herdstone_single_c	generic	bst_herdstone_single_c	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_herdstone_single_d	generic	bst_herdstone_single_d	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_spoilheap_a	generic	bst_spoilheap_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_spoilheap_b	generic	bst_spoilheap_b	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_totem_a	generic	bst_totem_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_totem_b	generic	bst_totem_b	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_01	generic	bst_tree_giant_branch_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_02	generic	bst_tree_giant_branch_02	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_03	generic	bst_tree_giant_branch_03	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_04	generic	bst_tree_giant_branch_04	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_bare_05	generic	bst_tree_giant_branch_bare_05	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_bare_06	generic	bst_tree_giant_branch_bare_06	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_bare_07	generic	bst_tree_giant_branch_bare_07	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_bare_08	generic	bst_tree_giant_branch_bare_08	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_bare_09	generic	bst_tree_giant_branch_bare_09	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_bare_10	generic	bst_tree_giant_branch_bare_10	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branch_bare_11	generic	bst_tree_giant_branch_bare_11	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_branches	generic	bst_tree_giant_branches	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_medium_root_01	generic	bst_tree_giant_medium_root_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_medium_root_02	generic	bst_tree_giant_medium_root_02	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_medium_root_03	generic	bst_tree_giant_medium_root_03	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_medium_root_04	generic	bst_tree_giant_medium_root_04	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_root_01	generic	bst_tree_giant_root_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_root_02	generic	bst_tree_giant_root_02	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_root_03	generic	bst_tree_giant_root_03	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_stump_01	generic	bst_tree_giant_stump_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_trunk_gall_01	generic	bst_tree_giant_trunk_gall_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_tree_giant_trunk_tall_01	generic	bst_tree_giant_trunk_tall_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_warhorn	generic	bst_warhorn	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
bst_yurt_a	generic	bst_yurt_a	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
cave_mushrooms_a	generic	cave_mushrooms_a	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
cave_mushrooms_b	generic	cave_mushrooms_b	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
cave_mushrooms_c	generic	cave_mushrooms_c	rock	500			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_gate_arc	generic	chs_battle_gate_arc	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_props_altair_lava	generic	chs_battle_props_altair_lava	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_props_wheel_ground_lava	generic	chs_battle_props_wheel_ground_lava	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_props_wheel_iron_flata	generic	chs_battle_props_wheel_iron_flata	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_props_wheel_iron_standinga	generic	chs_battle_props_wheel_iron_standinga	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_props_wheel_iron_standingb	generic	chs_battle_props_wheel_iron_standingb	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_props_wheel_steel_flat	generic	chs_battle_props_wheel_steel_flat	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_terrain_props_floatingisland	generic	chs_battle_terrain_props_floatingisland	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_terrain_props_floatingisland_anim	generic	chs_battle_terrain_props_floatingisland_anim	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_tower_horn_wide03	generic	chs_battle_tower_horn_wide03	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
chs_battle_tower_skull_flata	generic	chs_battle_tower_skull_flata	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
