advice_levels_tables
3
key	advice_thread	advice_thread_level	points_needed	game_area	category	sub_category	max_repeat_count	repeat_interval	unknown9	unknown10	high_verbosity_only	locatable	parameter	unknown14	unknown15	suppressible	unknown17	audio_clip	advisor_name	for_loading_screen	movie_link
1329304131	wh2.camp.advice.final_battle.003	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1329391371	wh2.camp.vortex.skrolk.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1329649696	war.camp.advice.race.wood_elves.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1336976141	wh2.camp.vortex.tyrion.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1345031771	wh2.battle.advice.final_battle_mid.002	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1346079817	wh2.camp.prelude.ft.170.lzd	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1350297530	wh2.camp.vortex.tyrion.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1351119436	wh2.camp.tyrion.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1359717335	wh2.camp.malekith.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
136876059	war.camp.advice.quest.tyrion.sunfang.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1371070133	wh2.camp.advice.intrigue_at_the_court.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1372922774	wh2.camp.tyrion.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1375975863	wh2.camp.vortex.advice.early_game.ritual_buildings.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1382188826	wh2.camp.vortex.advice.early_game.eliminate_faction.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1385565406	wh2.camp.vortex.mazdamundi.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1404352948	wh2.camp.advice.vortex_ritual.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1404751677	war.camp.advice.quest.queek.warp_shard_armour.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1409530660	wh2.camp.prelude.ft.150.lzd	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1414977729	wh2.camp.advice.skaven_corruption.002	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1420162726	wh2.camp.prelude.ft.040.lzd	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1427023818	wh2.camp.vortex.queek.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1429017679	wh2.camp.vortex.morathi.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1433036069	wh2.camp.vortex.morathi.early_game.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1441299291	wh2.camp.vortex.morathi.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1442219700	wh2.battle.intro.590	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1446645596	wh2.camp.vortex.morathi.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1463703656	wh2.camp.prelude.ft.011.lzd	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
147346970	wh2.battle.advice.murderous_prowess.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
147594158	wh2.camp.prelude.ft.001.def	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1479101305	wh2.camp.vortex.malekith.early_game.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1492790523	wh2.camp.vortex.advice.early_game.ritual_buildings.070	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1496427958	wh2.camp.queek.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1499576512	wh2.battle.intro.571	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
151230629	wh2.camp.vortex.tyrion.early_game.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1515321873	wh2.camp.mazdamundi.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
152040690	wh2.camp.vortex.malekith.early_game.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1526082562	wh2.camp.vortex.queek.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1526386670	war.camp.advice.race.high_elves.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1532107264	wh2.camp.vortex.advice.early_game.non_aggression_pacts.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1535065995	wh2.camp.advice.horned_rat.002	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1546496622	wh2.camp.vortex.advice.early_game.public_order.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
154653897	wh2.camp.vortex.advice.early_game.trade_agreements.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1558709822	wh2.camp.vortex.advice.early_game.ritual_buildings.030	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1564178543	wh2.camp.advice.astromancy.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1564276437	wh2.camp.prelude.ft.130.skv	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1565593997	wh2.camp.vortex.teclis.early_game.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1573348407	wh2.camp.vortex.advice.early_game.ritual_settlements.050	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1582208333	wh2.camp.vortex.tyrion.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1588931986	war.camp.advice.quest.morathi.heartrender_and_the_darksword.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1589184775	wh2.camp.prelude.ft.165	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1613078665	wh2.camp.prelude.ft.050	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1624500677	wh2.camp.mazdamundi.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1637098729	wh2.battle.intro.191	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1637662060	wh2.camp.vortex.advice.early_game.hero_actions.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1642246901	wh2.camp.prelude.ft.040.def	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1650232957	war.camp.advice.race.lizardmen.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1666319759	wh2.camp.prelude.ft.060.def	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1674531962	war.camp.advice.quest.malekith.circlet_of_iron.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1680143870	wh2.camp.vortex.morathi.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1698473045	wh2.camp.prelude.ft.004.lzd	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1700849791	wh2.camp.vortex.tyrion.early_game.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1701209638	war.camp.advice.race.dark_elves.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1725706066	wh2.camp.prelude.ft.101.lzd	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
172880580	wh2.camp.advice.undead_corruption.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1741670257	wh2.camp.vortex.morathi.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1743185267	war.camp.advice.race.skaven.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1752059312	wh2.camp.teclis.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1762236880	wh2.camp.vortex.kroqgar.early_game.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1762606362	wh2.camp.advice.loyalty.003	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1763410373	wh2.camp.malekith.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1770345791	wh2.camp.vortex.teclis.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1773097736	wh2.camp.vortex.skrolk.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1778382096	wh2.battle.advice.final_battle_defeat.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1795681457	wh2.camp.malekith.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1796199227	wh2.camp.vortex.advice.early_game.ritual_buildings.020	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1801311937	wh2.battle.intro.030	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1831221527	wh2.camp.skrolk.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1833669580	wh2.camp.kroqgar.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1838478175	wh2.camp.vortex.queek.early_game.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1843831295	wh2.camp.vortex.teclis.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1844654918	wh2.camp.vortex.advice.early_game.non_aggression_pacts.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1859044988	wh2.camp.advice.intervention_armies.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1862292643	wh2.camp.vortex.advice.early_game.eliminate_faction.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
186318234	wh2.battle.advice.final_battle_mid.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1878876311	wh2.camp.vortex.morathi.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1885896847	wh2.battle.intro.510	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1901037656	wh2.battle.intro.580	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1909106537	wh2.camp.vortex.advice.early_game.tech_buildings.010	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1915000760	wh2.camp.morathi.intro.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1920134677	wh2.camp.prelude.ft.040.skv	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1926516469	war.camp.advice.race.lizardmen.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1929134686	wh2.camp.vortex.advice.early_game.trade_agreements.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1931619828	wh2.camp.advice.skaven_underworld.002	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1941514086	wh2.camp.mazdamundi.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1972307211	wh2.camp.vortex.advice.early_game.eliminate_faction.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1975663667	wh2.camp.queek.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1976806238	wh2.camp.advice.skills.lord.001	1	1	Campaign	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1982747542	wh2.camp.tyrion.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1986482840	wh2.camp.advice.plagues.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1989174037	wh2.camp.vortex.advice.early_game.eliminate_faction.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1992243772	war.camp.advice.quest.skrolk.rod_of_corruption.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
1994204844	wh2.camp.vortex.tyrion.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
1999740168	wh2.camp.advice.rites.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2014005590	wh2.camp.advice.skaven_food.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2035574035	wh2.camp.vortex.advice.early_game.ritual_settlements.040	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2047622462	wh2.camp.vortex.teclis.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
2049094276	wh2.camp.vortex.advice.early_game.trade_agreements.004	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2051527168	wh2.camp.vortex.tyrion.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
2065524954	wh2.camp.advice.skaven_underworld.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
