projectiles_tables
44
key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistence	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_vs_infantry	bonus_vs_cavalry	bonus_vs_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	is_grapple	gravity	burst_size	burst_shot_delay	mass	homing_param	first_person_params	ignition_amount	is_magical	can_target_airborne	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_target	can_damage_vehicles
wh_dlc03_bst_cygor_boulder	artillery	artillery_default	wh_dlc03_bst_cygor_boulder_explosion	shell_spin	1	low	340	10	60	68	20	0	120	200	False	False	2	17.1	320	45	0	0	40	wh_bst_cygor_boulder		wh_catapult_rock_normal	2.5	True		False	-1	1	0	340			0	True	True	45	medium	700	False	False	False	False	1	False	False	True	True
wh_dlc03_bst_cygor_boulder_boss	artillery	artillery_default	wh_dlc03_bst_cygor_boulder_explosion_boss	shell_spin	1	low	340	10	60	68	20	0	120	200	False	False	2	17.1	320	45	0	0	50	wh_bst_cygor_boulder		wh_catapult_rock_normal	2.5	True		False	-1	1	0	340			0	True	True	45	medium	700	False	False	False	False	1	False	False	False	False
wh_dlc03_bst_cygor_boulder_boss_split	grenade	explosives	wh_dlc03_bst_cygor_boulder_explosion_boss_minor	grenade_spin	1	dual_low_fixed	22	5	88	20	20	10	75	0	False	False	2	22.5	320	60	0	0	0	wh_bst_cygor_boulder		wh_rock_split	2.5	True		False	15	1	0	30			0	True	True	55	medium	700	False	False	False	False	1	False	False	False	False
wh_dlc03_bst_cygor_boulder_boss_split_split	grenade	explosives	wh_dlc03_bst_cygor_boulder_explosion_boss_minor_minor	grenade_spin	1	dual_low_fixed	22	5	88	30	20	10	75	0	False	False	2	22.5	320	60	0	0	0	wh_bst_cygor_boulder		wh_rock_split_split	2.5	True		False	20	1	0	45			0	True	True	55	medium	700	False	False	False	False	1	False	False	False	False
wh_dlc03_bst_hunting_spear	artillery	artillery_default		none	1	low	250	25	90	100	10	0	0	576	False	False	0.1	1.5	250	1	0	0	0	wh_dlc03_amber_spear		wh_magic_amber_spear	1	True		False	5	1	0	180	wh_dlc03_spell_beasts_amber_spear		0	False	True	45	very_high	-1	False	False	False	False	1	False	False	False	True
wh_dlc03_bst_ungor_arrow	arrow	small_arm_default		none	1	dual_low_fixed	150	0	88	40	10	0	12	1	False	False	0.1	11.7	50	3.6	0	0	0	wh_bst_ungor_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	6			0	False	True	45	very_low	-1	False	False	False	False	1	False	False	False	False
wh_dlc03_spell_beasts_the_amber_spear	artillery	artillery_default	wh_dlc03_spell_beast_the_amber_spear	shell_spin	1	low	220	10	88	75	10	0	0	600	False	False	1	1.5	100	0.1	0	0	0	wh_dlc03_amber_spear		wh_magic_amber_spear	1	False		False	1	1	0	325	wh_dlc03_spell_beasts_amber_spear		1	True	True	45	high_magic	-1	False	True	False	True	1	False	False	True	False
wh_dlc03_spell_beasts_the_amber_spear_upgraded	artillery	artillery_default	wh_dlc03_spell_beast_the_amber_spear_upgraded	shell_spin	1	low	245	10	88	75	10	0	0	1000	False	False	1	1.5	100	0.1	0	0	0	wh_dlc03_amber_spear		wh_magic_amber_spear	2	False		False	1	1	0	365	wh_dlc03_spell_beasts_amber_spear		1	True	True	45	high_magic	-1	False	True	False	True	1	False	False	True	False
wh_dlc04_emp_free_company_pistol_bullet	musket	small_arm_default		none	1	low	70	0	45	90	10	0	6	4	False	False	0.05	10.4	60	2.8	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1	False		False	-1	1	0	6			0	False	True	45	low	200	False	False	False	False	1	False	False	False	False
wh_dlc04_emp_great_cannon_ball_hammer_witches	artillery	artillery_default		none	1	low	470	10	40	100	30	0	170	330	True	False	0.1	23.1	275	4.4	0	0	100	wh_emp_cannon_ball		wh_cannon_cannonball_normal	0.3	True		False	-1	1	0	350			0	True	True	45	very_high_low_entity	700	False	False	True	False	1	False	False	True	True
wh_dlc04_emp_rifle_bullet_silver_bullets	musket	small_arm_default		none	1	low	165	0	88	100	15	0	9	18	False	False	0.05	21	85	1.5	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1	False		False	-1	1	0	12			0	True	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh_dlc04_emp_stirlands_pistol_bullet	musket	small_arm_default		none	1	low	70	0	45	90	15	0	6	8	False	False	0.05	9.6	60	2.6	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1	False		False	-1	1	0	6			0	False	True	45	low	200	False	False	False	False	1	False	False	False	False
wh_dlc04_emp_sunmaker_rocket	artillery	artillery_explosive	wh_main_emp_rocket_explosion	none	1	low	480	40	65	72	35	0	62	22	False	False	0.3	13.2	300	200	0	0	0	wh_emp_sunmaker_rocket		wh_helstorm_rocket	0.5	True		False	-1	1	0	30			15	False	True	45	low	800	False	False	False	False	4	False	False	False	True
wh_dlc05_spell_shadow_penumbral_pendulum	fireball	artillery_explosive	wh_dlc05_spell_shadow_penumbral_pendulum	shell_spin	1	low	200	25	50	75	30	0	1	1	False	False	1.5	1.5	250	1	0	0	0	wh_main_spell_heavens_comet_of_casandora		wh_magic_comet_of_casandora	3	True		False	-1	1	0	1000			0	True	True	45	all	-1	False	False	False	True	1	False	False	False	False
wh_dlc05_spell_shadow_penumbral_pendulum_upgraded	fireball	artillery_explosive	wh_dlc05_spell_shadow_penumbral_pendulum_upgrade	shell_spin	1	low	200	25	50	75	30	0	1	1	False	False	1.5	1.5	250	1	0	0	0	wh_main_spell_heavens_comet_of_casandora		wh_magic_comet_of_casandora	3	True		False	-1	1	0	1000			0	True	True	45	all	-1	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_arrow_of_kurnous	arrow	small_arm_default	wh_dlc05_wef_arrow_of_kurnous	none	3	fixed	365	5	65	100	10	15	50	275	False	False	1	30	150	0.1	0	0	150	wh_dlc05_wef_arrow_of_kurnous		wh_dlc05_weapon_abilities_arrow_of_kurnous	0.5	False		False	20	1	0	300	wh_dlc05_spell_arrow_of_kurnous		0	True	True	25	very_high_magic	500	False	False	False	False	1	False	False	False	False
wh_dlc05_wef_bow_of_loren	arrow	small_arm_flaming		none	1	low	200	0	88	70	100	5	22	28	False	False	1.5	1.5	250	1	0	0	0	wh_dlc05_wef_bow_of_loren		wh_dlc05_ability_the_bow_of_loren	3	True		False	20	1	0	18			0	False	True	45	medium	-1	False	False	False	False	1	False	False	False	True
wh_dlc05_wef_cha_starfire_gladelord	arrow	small_arm_default		none	1	dual_low_fixed	185	0	88	50	125	0	150	200	False	False	0.2	6.9	80	0.8	0	0	0	wh_dlc05_wef_starfire_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	30	wh_dlc05_wef_Trueflight_arrow		5	True	True	45	medium	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_cha_Trueflight_arrow	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	48	120	0	200	150	False	False	0.2	6	80	0.2	0	0	0	wh_dlc05_wef_Trueflight_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	25	wh_dlc05_wef_Trueflight_arrow		0	True	True	45	medium	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_hagbane_arrow	arrow	small_arm_poison		none	1	dual_low_fixed	170	0	88	46	10	0	17	6	False	False	0.1	14.1	85	2.6	0	0	0	wh_dlc05_wef_hagbane_arrow		wh_bow_arrow_magical	-1	False	wh_main_unit_contact_poison	False	-1	1	0	8			0	False	True	45	very_low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_hagbane_arrow_mounted	arrow	small_arm_poison		none	1	dual_low_fixed	170	0	88	46	10	0	19	6	False	False	0.1	13.8	85	2.5	0	0	0	wh_dlc05_wef_hagbane_arrow		wh_bow_arrow_magical	-1	False	wh_main_unit_contact_poison	False	-1	1	0	8			0	False	True	45	very_low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_hail_of_doom_arrow	arrow	small_arm_default	wh_dlc05_item_abilities_hail_of_doom_arrow	none	10	dual_low_fixed	200	50	88	45	100	5	1	0	False	False	0.1	16.5	250	2	0	0	0	wh_dlc05_abilities_hail_of_doom_arrow		wh_bow_arrow_normal	-1	True		False	-1	1	0	20			0	False	True	45	medium	-1	False	False	False	False	1	False	False	False	True
wh_dlc05_wef_hawk_rider_arrow	arrow	small_arm_default		none	1	dual_low_fixed	185	0	88	55	50	0	45	25	False	False	0.1	7.5	70	1.2	0	0	0	wh_dlc05_wef_Trueflight_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	12			0	False	True	45	low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_hawks_talon	arrow	small_arm_flaming		none	1	low	200	0	88	65	100	5	14	36	False	False	1.5	1.5	250	1	0	0	25	wh_wef_hawks_talon		wh_dlc05_ability_the_bow_of_loren	3	True		False	20	1	0	8			0	False	True	45	medium	-1	False	False	False	False	1	False	False	False	True
wh_dlc05_wef_javelin	javelin	small_arm_default		none	1	dual_low_fixed	130	0	75	40	40	0	20	26	False	False	0.1	12.6	40	2.2	0	0	0	wh_chs_javelin		wh_javelin	-1	False	wh_main_unit_contact_poison	False	-1	1	0	18			0	False	True	50	low	140	False	False	False	False	1	False	False	False	False
wh_dlc05_wef_lamentation_of_despair	musket	small_arm_default	wh_dlc05_weapon_abilities_lamentation_of_despair	none	8	low	95	10	88	30	100	7	60	10	False	False	1	16.5	55	1	0	0	0	wh_dlc05_wef_lamentation_of_despair		wh_bow_arrow_normal	2	True		False	0.5	1	0	8			0	False	True	45	very_low	150	False	False	False	False	1	False	False	False	True
wh_dlc05_wef_orion_arrow	arrow	small_arm_default		none	1	dual_low_fixed	175	0	88	65	35	0	20	26	False	False	0.1	16.5	30	0.5	0	0	0	wh_wef_orion_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	10			0	False	True	45	very_low	-1	False	False	False	False	1	False	False	False	False
wh_dlc05_wef_orion_spear	artillery	artillery_default		none	1	low	250	0	60	90	1000	0	150	225	False	False	0.1	7.8	70	0.8	0	0	0	wh_wef_orion_spear		wh_bolt_thrower	0.001	False		False	-1	1	0	80	wh_dlc05_wef_orion_spear		0	False	True	45	very_high_low_entity	700	False	False	False	False	1	False	False	True	False
wh_dlc05_wef_scout_arrow	arrow	small_arm_default		none	1	dual_low_fixed	190	0	88	46	35	0	18	7	False	False	0.1	10.5	85	1.6	0	0	0	wh_dlc05_wef_glade_guard_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	7			0	False	True	45	very_low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_spear_of_kurnous	artillery	artillery_default		none	1	low	200	10	88	75	10	0	0	400	False	False	0.1	1.5	250	0.2	0	0	0	wh_dlc05_wef_arrow_of_kurnous		wh_magic_amber_spear	1	True	wh_dlc06_unit_contact_blinded	False	2	1	0	180	wh_dlc03_spell_beasts_amber_spear		0	False	True	45	high_magic	-1	False	False	False	True	1	False	False	True	True
wh_dlc05_wef_standard_arrow	arrow	small_arm_default		none	1	dual_low_fixed	185	0	88	46	25	0	16	6	False	False	0.1	11.1	85	2.5	0	0	0	wh_dlc05_wef_glade_guard_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	6			0	False	True	45	very_low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_standard_arrow_mounted	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	46	25	0	18	7	False	False	0.1	11.7	85	2.2	0	0	0	wh_dlc05_wef_glade_guard_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	7			0	False	True	45	very_low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_starfire_arrow	arrow	small_arm_flaming		none	1	dual_low_fixed	195	0	88	48	25	0	1	23	False	False	0.1	18	85	2.8	0	0	0	wh_dlc05_wef_starfire_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	10			1	True	True	35	low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_starfire_arrow_mounted	arrow	small_arm_flaming		none	1	dual_low_fixed	195	0	88	48	25	0	1	24	False	False	0.1	17.3	85	2.7	0	0	0	wh_dlc05_wef_starfire_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	12			1	True	True	35	low	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_swiftshiver_arrow	arrow	small_arm_default		none	2	dual_low_fixed	162	0	88	49	25	1.6	17	6	False	False	0.1	12.9	65	2.9	0	0	0	wh_dlc05_wef_swiftshiver_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	7			0	True	True	45	very_low	220	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_swiftshiver_arrow_mounted	arrow	small_arm_default		none	2	dual_low_fixed	160	0	88	49	25	1.6	20	6	False	False	0.1	12.8	85	2.7	0	0	0	wh_dlc05_wef_swiftshiver_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	7			0	True	True	45	very_low	220	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_treemen_arrow	arrow	small_arm_default	wh_dlc05_item_abilities_hail_of_doom_arrow	none	8	dual_low_fixed	100	10	88	45	100	5	80	15	False	False	0.1	16.5	55	1	0	0	0	wh_brt_longbow_arrow		wh_bow_arrow_normal	-1	True		False	-1	1	0	1			0	False	True	45	medium	-1	False	False	False	False	1	False	False	False	True
wh_dlc05_wef_waystalker_bow	arrow	small_arm_default		none	1	dual_low_fixed	200	0	88	50	125	0	150	125	False	False	0.2	6.3	80	0.2	0	0	0	wh_dlc05_wef_hagbane_arrow		wh_bow_arrow_normal	-1	False	wh_main_unit_contact_poison	False	-1	1	0	25	wh_dlc05_wef_Trueflight_arrow		0	True	True	45	medium	300	False	False	False	True	1	False	False	False	False
wh_dlc05_wef_waywatchers_arrow	arrow	small_arm_default		none	1	dual_low_fixed	200	0	88	49	40	0	16	18	False	False	0.1	8.9	85	1.2	0	0	0	wh_wef_waywatchers_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	12			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh_dlc05_wef_waywatchers_arrow_ror	arrow	small_arm_flaming		none	1	dual_low_fixed	210	0	88	48	25	0	1	26	False	False	0.1	10.7	85	1.3	0	0	0	wh_dlc05_wef_starfire_arrow		wh_bow_arrow_magical	-1	False		False	-1	1	0	10			1	True	True	35	low	300	False	False	False	True	1	False	False	False	False
wh_dlc06_blasting_charge_ekrund	grenade	explosives	wh_main_dwf_blasting_charge_explosion	grenade_spin	1	dual_low_fixed	65	5	88	28	30	0	1	0	True	False	0.2	13.5	50	2	0	0	0	wh_dwf_miners_blasting_charge		wh_miners_blasting_charge	-1	False		False	-1	1	0	3			10	False	False	55	very_low	-1	False	False	True	False	1	False	False	False	False
wh_dlc06_dwf_raiders_throwing_axe	axe	small_arm_default		axe_spin	1	dual_low_fixed	84	0	60	32	30	0	10	26	False	False	0.12	9.3	40	1.9	0	0	0	wh_dlc06_dwf_rangers_throwing_axe		wh_throwing_axe	-1	False		False	-1	1	0	15			0	False	True	45	low	140	False	False	False	False	1	False	False	False	False
wh_dlc06_dwf_rangers_throwing_axe	axe	small_arm_default		axe_spin	1	dual_low_fixed	80	0	60	32	30	0	9	24	False	False	0.12	10.2	40	2	0	0	0	wh_dlc06_dwf_rangers_throwing_axe		wh_throwing_axe	-1	False		False	-1	1	0	16			0	False	True	45	low	140	False	False	False	False	1	False	False	False	False
wh_dlc06_grn_goblin_arrow_mogrubb	arrow	small_arm_default		none	1	dual_low_fixed	130	0	88	40	30	0	3	11	False	False	0.1	12	85	4.3	0	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	3			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh_dlc06_grn_goblin_rock_lobber_rock_blinded	artillery	artillery_default	wh_main_grn_rock_lobber_explosion	axe_spin	1	low	380	35	60	67	35	0	75	145	False	False	0.2	15	300	150	0	0	0	wh_grn_idol		wh_catapult_rock_normal	0.5	True	wh_dlc06_unit_contact_blinded	False	-1	1	0	120			0	False	True	45	high	700	False	False	False	False	1	False	False	True	True
wh_dlc06_norgrimlings_cinder_bomb	grenade	explosives	wh_main_dwf_cinderblast_explosion	grenade_spin	1	dual_low_fixed	72	5	88	28	30	0	1	0	True	False	0.1	12.9	50	2	0	0	0	wh_dwf_miners_blasting_charge		wh_miners_blasting_charge	-1	False		False	-1	1	0	3			0	False	False	35	very_low	-1	False	False	True	False	1	False	False	False	False
wh_dlc06_unit_abilities_skyhammer_bomb	artillery	artillery_explosive	wh_main_unit_abilities_gyrobomber_bomb	none	4	low	10	10	5	50	10	90	60	55	False	True	0.8	40.5	2	6	0	0	0	wh_main_unit_abilities_gyrobomber_bomb		wh_copter_bomb	1.3	True		False	-1	1	0	1			0	False	False	45		-1	False	False	False	False	1	False	False	False	True
wh_dlc06_weapon_abilities_skarsniks_prodder	artillery	artillery_default	wh_dlc06_weapon_abilities_skarsniks_prodder	shell_spin	1	low	200	10	88	60	10	0	0	450	False	False	1	1.5	100	0.1	0	0	60	wh_dlc06_skarsniks_prodder		wh_magic_amber_spear	1	False		False	-1	1	0	250	wh_dlc03_spell_beasts_amber_spear		1	True	True	45	medium_magic	-1	False	True	False	True	1	False	False	True	False
wh_dlc06_weapon_abilities_skarsniks_prodder_mini	grenade	explosives	wh_dlc06_weapon_abilities_skarsniks_prodder_mini	grenade_spin	1	dual_low_fixed	22	5	88	15	10	0	1	0	True	False	0.2	13.5	50	2	0	0	0	wh_dlc06_skarsniks_prodder		wh_miners_blasting_charge	-1	False		False	-1	1	0	3			10	False	False	55	very_low	-1	False	False	True	False	1	False	False	False	False
wh_dlc07_brt_trebuchet_blessed_stone	artillery	artillery_default	wh_dlc07_brt_blessed_stone_explosion	axe_spin	1	dual_low_fixed	450	50	60	70	10	0	70	270	False	False	0.5	18.2	300	80	0	0	0	wh_dlc07_brt_blessed_stone		wh_catapult_rock_normal	1	True		False	-1	1	0	150			0	True	True	52	high	700	False	True	False	False	1	False	False	True	True
wh_dlc07_item_abilities_chalice_of_potions	fireball	artillery_explosive	wh_dlc07_item_abilities_chalice_of_potions	shell_spin	1	low	200	25	50	75	30	0	864	216	False	False	2	1.5	250	1	0	0	0	wh_main_spell_heavens_comet_of_casandora		wh_dlc07_ability_chalice_of_potions	3.5	True		False	-1	1	0	1000			0	True	True	45	all	-1	False	False	False	True	1	False	False	False	True
wh_dlc08_abilities_lightening_down	artillery	artillery_explosive	wh_dlc08_abilities_lightening_down	none	1	low	200	25	50	120	30	0	0	225	False	False	1.5	1.5	250	1	0	0	0	wh_dlc08_abilities_lightening_down		none	1.5	True		False	0.8	1	0	100			0	True	True	45	high_magic	-1	False	False	False	False	1	False	False	False	False
wh_dlc08_abilities_nor_copious_vomit	fireball	artillery_explosive	wh_dlc08_abilities_nor_copious_vomit	shell_spin	1	low	100	10	88	30	30	0	425	250	False	False	1	1.5	75	1	0	0	0	wh_dlc08_copious_vomit_impact		wh_dlc08_abilities_copious_vomit	1	True		False	0.9	1	0	250			1	True	True	45	high_magic	-1	False	False	False	True	1	False	False	False	False
wh_dlc08_nor_hellcannon_blast_ice	artillery	artillery_default	wh_dlc08_nor_hellcannon_ice	none	1	low	425	30	60	55	30	0	100	300	False	False	0.2	22.5	275	20	0	0	0	wh_dlc08_nor_hellcannon_blast_ice	wh_main_unit_contact_overhead_morale	wh_hell_cannon_ice_blast	1.3	True		False	5	1	0	150	wh_chs_hellcannon	hellcannon	0	True	True	45	low	700	False	False	False	True	1	False	False	False	False
wh_dlc08_wef_waywatchers_arrow_RoR	arrow	small_arm_default		none	1	dual_low_fixed	200	0	88	49	40	0	15	16	False	False	0.1	8.7	85	1.3	0	0	0	wh_wef_waywatchers_arrow		wh_bow_arrow_magical	-1	False	wh_dlc06_unit_contact_discouraged	False	-1	1	0	12			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh_dwf_bolt_thrower_bolt	artillery	artillery_default		none	1	low	425	10	40	70	25	0	60	130	False	False	0.1	7.5	275	4	0	0	0	wh_dwf_bolt_thrower_bolt		wh_bolt_thrower	0.1	True		False	-1	1	0	75			0	False	True	45	large_3	700	False	False	True	False	1	False	False	False	True
wh_dwf_cannon_ball	artillery	artillery_default		none	1	low	465	10	40	100	25	0	140	280	True	False	0.1	21	275	8.2	0	0	50	wh_dwf_cannon_ball		wh_cannon_cannonball_normal	0.3	True		False	-1	1	0	350			0	False	True	45	very_high_low_entity	700	False	False	True	False	1	False	False	True	True
wh_dwf_copter_brimstone_shot	artillery	artillery_flammable		none	1	low	115	10	45	100	25	0	62	86	False	False	0.5	16.5	85	3	0	0	25	wh_dwf_copter_brimstone_shot		wh_bullet	0.5	False		False	-1	1	0	20			10	False	True	45	low	180	False	True	False	False	1	False	False	True	False
wh_dwf_crossow_bolt	arrow	small_arm_default		none	1	dual_low_fixed	175	0	88	48	20	0	17	7	False	False	0.1	15	85	2.9	0	0	0	wh_dwf_crossbow_bolt		wh_crossbow_bolt_normal	-1	False		False	-1	1	0	8			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh_dwf_crossow_bolt_ranger	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	48	30	0	16	9	False	False	0.1	13.5	85	2.1	0	0	0	wh_dwf_crossbow_bolt		wh_crossbow_bolt_normal	-1	False		False	-1	1	0	8			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
