ancillary_to_effects_tables
0
ancillary	effect	effect_scope	value
wh2_main_anc_armour_armour_of_midnight	wh_main_effect_character_stat_mod_armour	character_to_character_own	12
wh2_main_anc_armour_armour_of_midnight	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	6
wh2_main_anc_armour_armour_of_midnight	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	20
wh2_main_anc_armour_armour_of_midnight	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-2
wh2_main_anc_armour_armour_of_the_stars	wh2_main_effect_ability_enable_armour_of_the_stars	character_to_character_own	1
wh2_main_anc_armour_armour_of_the_stars	wh_main_effect_character_stat_mod_armour	character_to_character_own	4
wh2_main_anc_armour_boots_of_bracchus	wh2_main_effect_general_ability_mod_cooldown_foe_seeker	character_to_character_own	-50
wh2_main_anc_armour_boots_of_bracchus	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1
wh2_main_anc_armour_boots_of_bracchus	wh_main_effect_character_stat_mod_armour	character_to_character_own	2
wh2_main_anc_armour_boots_of_bracchus	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_boots_of_bracchus	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	12
wh2_main_anc_armour_chromatic_armour	wh_main_effect_ability_enable_glittering_scales	character_to_character_own	1
wh2_main_anc_armour_chromatic_armour	wh_main_effect_character_stat_mod_armour	character_to_character_own	8
wh2_main_anc_armour_chromatic_armour	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh2_main_anc_armour_cloak_of_hag_graef	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_cloak_of_hag_graef	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	30
wh2_main_anc_armour_crown_of_authority	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_crown_of_authority	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_main_anc_armour_crown_of_authority	wh_main_effect_force_unit_stat_morale	general_to_force_own	5
wh2_main_anc_armour_crown_of_authority	wh_main_effect_public_order_characters	character_to_province_own	6
wh2_main_anc_armour_crown_of_authority	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	3
wh2_main_anc_armour_dragon_armour_of_aenarion	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_armour_dragon_armour_of_aenarion	wh_main_effect_character_stat_mod_armour	character_to_character_own	15
wh2_main_anc_armour_dragon_armour_of_aenarion	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_main_anc_armour_dragon_armour_of_aenarion	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	25
wh2_main_anc_armour_dragon_armour_of_aenarion	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	10
wh2_main_anc_armour_dragon_armour_of_aenarion	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1
wh2_main_anc_armour_dragonscale_shield	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_dragonscale_shield	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	6
wh2_main_anc_armour_dragonscale_shield	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	10
wh2_main_anc_armour_enchanted_ithilmar_breastplate	wh_main_effect_character_stat_mod_armour	character_to_character_own	8
wh2_main_anc_armour_enchanted_ithilmar_breastplate	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	6
wh2_main_anc_armour_enchanted_ithilmar_breastplate	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_main_anc_armour_helm_of_fortune	wh_main_effect_character_stat_mod_armour	character_to_character_own	4
wh2_main_anc_armour_helm_of_fortune	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	3
wh2_main_anc_armour_helm_of_fortune	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_main_anc_armour_helm_of_khaine	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_helm_of_khaine	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_anc_armour_helm_of_khaine	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	8
wh2_main_anc_armour_helm_of_khaine	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_armour_helm_of_khaine	wh_main_effect_unit_enable_attribute_unbreakable	character_to_character_own	1
wh2_main_anc_armour_helm_of_the_kraken	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1
wh2_main_anc_armour_helm_of_the_kraken	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh2_main_anc_armour_helm_of_the_kraken	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1
wh2_main_anc_armour_hide_of_the_cold_ones	wh_main_effect_character_stat_mod_armour	character_to_character_own	4
wh2_main_anc_armour_hide_of_the_cold_ones	wh_main_effect_character_stat_mod_morale	character_to_character_own	-8
wh2_main_anc_armour_hide_of_the_cold_ones	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	15
wh2_main_anc_armour_hide_of_the_cold_ones	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_armour_hide_of_the_cold_ones	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1
wh2_main_anc_armour_lions_pelt	wh_main_effect_character_stat_mod_armour	character_to_character_own	6
wh2_main_anc_armour_lions_pelt	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_main_anc_armour_rocket_boots	wh2_main_effect_general_ability_mod_cooldown_foe_seeker	character_to_character_own	-50
wh2_main_anc_armour_rocket_boots	wh_main_effect_ability_enable_foe-seeker	character_to_character_own	1
wh2_main_anc_armour_rocket_boots	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_rocket_boots	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	3
wh2_main_anc_armour_rocket_boots	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_armour_sacred_stegadon_helm_of_itza	wh_main_effect_character_stat_mod_armour	character_to_character_own	4
wh2_main_anc_armour_sacred_stegadon_helm_of_itza	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	20
wh2_main_anc_armour_sacred_stegadon_helm_of_itza	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_shadow_armour	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_shadow_armour	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	7
wh2_main_anc_armour_shadow_armour	wh_main_effect_unit_enable_attribute_guerrilla_deployment	character_to_character_own	1
wh2_main_anc_armour_shield_of_distraction	wh2_main_effect_ability_enable_shield_of_distraction	character_to_character_own	1
wh2_main_anc_armour_shield_of_distraction	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_shield_of_ghrond	wh2_main_effect_ability_enable_shield_of_ghrond	character_to_character_own	1
wh2_main_anc_armour_shield_of_ghrond	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_shield_of_ghrond	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_shield_of_the_merwyrm	wh_main_effect_character_stat_mod_armour	character_to_character_own	2
wh2_main_anc_armour_shield_of_the_merwyrm	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	2
wh2_main_anc_armour_shield_of_the_merwyrm	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_main_anc_armour_shield_of_the_mirrored_pool	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_shield_of_the_mirrored_pool	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_shield_of_the_mirrored_pool	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10
wh2_main_anc_armour_shroud_of_death	wh_main_effect_ability_enable_slippery	character_to_character_own	1
wh2_main_anc_armour_shroud_of_death	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	8
wh2_main_anc_armour_shroud_of_death	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	12
wh2_main_anc_armour_shroud_of_death	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_armour_shroud_of_death	wh_main_effect_unit_enable_attribute_stalk	character_to_character_own	1
wh2_main_anc_armour_skull_helmet	wh_main_effect_ability_enable_hold_the_line	character_to_character_own	1
wh2_main_anc_armour_skull_helmet	wh_main_effect_character_stat_mod_armour	character_to_character_own	4
wh2_main_anc_armour_skull_helmet	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	8
wh2_main_anc_armour_skull_helmet	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1
wh2_main_anc_armour_supreme_spellshield	wh2_main_effect_ability_enable_supreme_spellshield	character_to_character_own	1
wh2_main_anc_armour_supreme_spellshield	wh2_main_effect_magic_dark_reduce_wom_cost_doombolt	character_to_character_own	-2
wh2_main_anc_armour_supreme_spellshield	wh2_main_effect_magic_dark_reduce_wom_cost_doombolt_upgraded	character_to_character_own	-2
wh2_main_anc_armour_supreme_spellshield	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_armour_supreme_spellshield	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	8
wh2_main_anc_armour_supreme_spellshield	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	20
wh2_main_anc_armour_the_bane_shield	wh2_main_effect_ability_enable_the_bane_shield	character_to_character_own	1
wh2_main_anc_armour_the_bane_shield	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_the_maiming_shield	wh_main_effect_character_stat_mod_armour	character_to_character_own	2
wh2_main_anc_armour_the_maiming_shield	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_anc_armour_the_maiming_shield	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	3
wh2_main_anc_armour_warp_shard_armour	wh2_main_effect_ability_enable_warp_shard_armour	character_to_character_own	1
wh2_main_anc_armour_warp_shard_armour	wh_main_effect_character_stat_mod_armour	character_to_character_own	10
wh2_main_anc_armour_warp_shard_armour	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_armour_warp_shard_armour	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_main_anc_armour_warp_shard_armour	wh_main_effect_religion_conversion_skaven	character_to_character_own_provincetext	3
wh2_main_anc_armour_warpstone_armour	wh2_main_effect_ability_enable_warpstone_armour	character_to_character_own	1
wh2_main_anc_armour_warpstone_armour	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh2_main_anc_armour_winged_boots	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_anc_armour_winged_boots	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	5
wh2_main_anc_armour_winged_boots	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	6
wh2_main_anc_armour_winged_boots	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	15
wh2_main_anc_armour_worlds_edge_armour	wh2_main_effect_ability_enable_worlds_edge_armour	character_to_character_own	1
wh2_main_anc_armour_worlds_edge_armour	wh_main_effect_character_stat_mod_armour	character_to_character_own	4
wh2_main_anc_echanted_item_enriched_warpstone_dust	wh_dlc03_effect_character_abilities_apocalyptic_vision	character_to_character_own	1
wh2_main_anc_enchanted_item_black_dragon_egg	wh2_main_effect_ability_enable_black_dragon_egg	character_to_character_own	1
wh2_main_anc_enchanted_item_blessed_tome	wh2_main_effect_ability_enable_blessed_tome	character_to_character_own	1
wh2_main_anc_enchanted_item_blood_statuette_of_spite	wh2_main_effect_ability_enable_blood_statuette_of_spite	character_to_character_own	1
wh2_main_anc_enchanted_item_box_of_eerie_noises	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1
wh2_main_anc_enchanted_item_box_of_eerie_noises	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_enchanted_item_box_of_eerie_noises	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1
wh2_main_anc_enchanted_item_brass_horn	wh2_main_effect_ability_cooldown_stand_or_die	character_to_character_own	-35
wh2_main_anc_enchanted_item_brass_horn	wh_main_effect_ability_enable_stand_or_die	character_to_character_own	1
wh2_main_anc_enchanted_item_brass_horn	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	25
wh2_main_anc_enchanted_item_carnosaur_pendant	wh_dlc03_effect_ability_enable_banner_of_outrage	character_to_character_own	1
wh2_main_anc_enchanted_item_chest_of_sustenance	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	-10
wh2_main_anc_enchanted_item_chest_of_sustenance	wh_main_effect_force_army_campaign_attrition_all_resistance	general_to_force_own	-30
wh2_main_anc_enchanted_item_cloak_of_beards	wh_main_effect_force_unit_stat_morale_versus_dwarfs	character_to_character_own	5
wh2_main_anc_enchanted_item_cloak_of_beards	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_enchanted_item_cloak_of_beards	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1
wh2_main_anc_enchanted_item_cloak_of_twilight	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	5
wh2_main_anc_enchanted_item_cloak_of_twilight	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	15
wh2_main_anc_enchanted_item_cloak_of_twilight	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10
wh2_main_anc_enchanted_item_cloak_of_twilight	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	15
wh2_main_anc_enchanted_item_curse_charm_of_tepok	wh2_main_effect_ability_enable_curse_charm_of_tepok	character_to_character_own	1
wh2_main_anc_enchanted_item_divine_plaque_of_protection	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	4
wh2_main_anc_enchanted_item_divine_plaque_of_protection	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	8
wh2_main_anc_enchanted_item_divine_plaque_of_protection	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	5
wh2_main_anc_enchanted_item_divine_plaque_of_protection	wh_main_effect_technology_research_points	character_to_faction	5
wh2_main_anc_enchanted_item_dragonfly_of_quicksilver	wh_main_effect_unit_enable_attribute_guerrilla_deployment	character_to_character_own	1
wh2_main_anc_enchanted_item_dragonhorn	wh2_main_effect_ability_enable_dragonhorn	character_to_character_own	1
wh2_main_anc_enchanted_item_enchanted_spyglass	wh2_main_effect_ability_enable_enchanted_spyglass	character_to_character_own	1
wh2_main_anc_enchanted_item_folariaths_robe	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	-50
wh2_main_anc_enchanted_item_folariaths_robe	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	30
wh2_main_anc_enchanted_item_gilded_horn_of_galon_konook	wh2_main_effect_ability_enable_gilded_horn_of_galon_konook	character_to_character_own	1
wh2_main_anc_enchanted_item_hand_of_gods	wh2_main_effect_ability_enable_hand_of_gods	character_to_character_own	1
wh2_main_anc_enchanted_item_hand_of_gods	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	10
wh2_main_anc_enchanted_item_hand_of_gods	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	3
wh2_main_anc_enchanted_item_hand_of_gods	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	6
wh2_main_anc_enchanted_item_hand_of_gods	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	5
wh2_main_anc_enchanted_item_hand_of_gods	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	20
wh2_main_anc_enchanted_item_heart_of_avelorn	wh2_main_effect_ability_enable_heart_of_avelorn	character_to_character_own	1
wh2_main_anc_enchanted_item_heart_of_avelorn	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_enchanted_item_heart_of_avelorn	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	5
wh2_main_anc_enchanted_item_heart_of_avelorn	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	25
wh2_main_anc_enchanted_item_heart_of_avelorn	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	18
wh2_main_anc_enchanted_item_khaines_ring_of_fury	wh2_main_effect_ability_enable_khaines_ring_of_fury	character_to_character_own	1
wh2_main_anc_enchanted_item_moranions_wayshard	wh2_main_effect_army_hef_guerrilla_deployment	character_to_character_own	1
wh2_main_anc_enchanted_item_moranions_wayshard	wh_main_effect_unit_enable_attribute_guerrilla_deployment	character_to_character_own	1
wh2_main_anc_enchanted_item_odd_powder_keg	wh_pro01_effect_ability_enable_flash_bang	character_to_character_own	1
wh2_main_anc_enchanted_item_pipes_of_piebald	wh2_main_effect_ability_enable_pipes_of_piebald	character_to_character_own	1
wh2_main_anc_enchanted_item_portents_of_verminous_doom	wh2_main_effect_ability_enable_portents_of_verminous_doom	character_to_character_own	1
wh2_main_anc_enchanted_item_radiant_gem_of_hoeth	wh2_main_effect_ability_enable_radiant_gem_of_hoeth	character_to_character_own	1
wh2_main_anc_enchanted_item_ring_of_corin	wh2_main_effect_ability_enable_ring_of_corin	character_to_character_own	1
wh2_main_anc_enchanted_item_ring_of_hukon	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	15
wh2_main_anc_enchanted_item_ring_of_hukon	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	30
wh2_main_anc_enchanted_item_ring_of_hukon	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	30
wh2_main_anc_enchanted_item_rod_of_briars	wh2_main_effect_ability_enable_lamentation_of_despair	character_to_character_own	1
wh2_main_anc_enchanted_item_rubric_of_dark_dimensions	wh2_main_effect_ability_enable_rubric_of_dark_dimensions	character_to_character_own	1
wh2_main_anc_enchanted_item_satchel_of_potions	wh2_main_effect_ability_uses_increase_potion_of_toughness	character_to_character_own	2
wh2_main_anc_enchanted_item_satchel_of_potions	wh_main_effect_ability_enable_potion_of_toughness	character_to_character_own	1
wh2_main_anc_enchanted_item_skalm	wh2_main_effect_ability_enable_skalm	character_to_character_own	1
wh2_main_anc_enchanted_item_skavenbrew	wh2_main_effect_ability_enable_skavenbrew	character_to_character_own	1
wh2_main_anc_enchanted_item_talisman_of_loec	wh2_main_effect_ability_enable_talisman_of_loec	character_to_character_own	1
wh2_main_anc_enchanted_item_the_book_of_the_phoenix	wh2_main_effect_ability_enable_embers_of_the_phoenix	character_to_character_own	1
wh2_main_anc_enchanted_item_the_book_of_the_phoenix	wh2_main_effect_ability_enable_the_book_of_the_phoenix	character_to_character_own	1
wh2_main_anc_enchanted_item_the_cloak_of_feathers	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	15
