variants_tables
5
variant_name	tech_folder	variant_file_name	low_poly_filename	mount_scale	scale	scale_variation
wh2_main_def_black_guard		def_black_guard	hu1d\def\def_black_guard\imposter\def_black_guard_imposter	1	1	0.05
wh2_main_def_cauldron_of_blood_campaign	art\campaign\chariots\cam_cbc1\def\def_death_hag_cauldron_of_blood\tech	campaign_def_death_hag_cauldron_of_blood		1	1	0
wh2_main_def_cold_one		def_cold_one	rp3\def\def_cold_one\imposter\def_cold_one_imposter	1	1	0
wh2_main_def_cold_one_armoured		def_armoured_cold_one	rp3\def\def_cold_one\imposter\def_armoured_cold_one_imposter	1	1	0
wh2_main_def_cold_one_campaign	VariantMeshes\wh_variantmodels\rp3\def\def_cold_one\tech	def_cold_one	rp3\def\def_cold_one\imposter\def_cold_one_imposter	1	1	0
wh2_main_def_cold_one_chariot		def_cold_one_draught	rp3\def\def_cold_one\imposter\def_cold_one_imposter	1.15	1	0
wh2_main_def_cold_one_chariot_campaign	art\campaign\chariots\cam_coch1\def\def_cold_one_chariot\tech	campaign_def_cold_one_chariot		1	1	0
wh2_main_def_cold_one_chariot_charioteer		def_cold_one_chariot_charioteer	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0
wh2_main_def_cold_one_chariot_rider		def_cold_one_chariot_rider	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0
wh2_main_def_cold_one_knights_rider_0		def_knights_lance	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0.05
wh2_main_def_cold_one_knights_rider_1		def_knights	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0.05
wh2_main_def_core_troop_crew		def_core_troop_crew	hu1d\def\def_warriors\imposter\def_core_troop_crew_imposter	1	1	0.05
wh2_main_def_core_troop_spear		def_core_troop_spear	hu1d\def\def_warriors\imposter\def_core_troop_spear_imposter	1	1	0.05
wh2_main_def_core_troop_sword		def_core_troop_sword	hu1d\def\def_warriors\imposter\def_core_troop_sword_imposter	1	1	0.05
wh2_main_def_corsairs		def_corsairs	hu1d\def\def_black_ark_corsair\imposter\def_corsairs_imposter	1	1	0.05
wh2_main_def_corsairs_handbows		def_corsairs_handbow	hu1d\def\def_black_ark_corsair\imposter\def_corsairs_handbow_imposter	1	1	0.05
wh2_main_def_dark_pegasus		def_dark_pegasus		1	1	0.05
wh2_main_def_dark_pegasus_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	def_dark_pegasus		1	1	0
wh2_main_def_dark_pegasus_sulephet		def_dark_pegasus_sulephet		1	1	0.05
wh2_main_def_dark_pegasus_sulephet_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	def_dark_pegasus_sulephet		1	1	0
wh2_main_def_dark_rider		def_dark_rider	hu1d\def\def_dark_riders\imposter\def_dark_rider_imposter	1	1	0.05
wh2_main_def_dark_rider_crossbow		def_dark_rider_crossbow	hu1d\def\def_dark_riders\imposter\def_dark_rider_crossbow_imposter	1	1	0.05
wh2_main_def_dark_rider_shield		def_dark_rider_shield	hu1d\def\def_dark_riders\imposter\def_dark_rider_shield_imposter	1	1	0.05
wh2_main_def_dark_steed		def_dark_steed	hr1\def\def_dark_steed\imposter\def_dark_steed_imposter	1	1	0.05
wh2_main_def_dark_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	def_dark_steed	hr1\def\def_dark_steed\imposter\def_dark_steed_imposter	1	1	0.05
wh2_main_def_darkshards		def_darkshards	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1	0.05
wh2_main_def_darkshards_shields		def_darkshards_shields	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1	0.05
wh2_main_def_death_hag		def_death_hag		1	1.1	0.05
wh2_main_def_death_hag_campaign_01		def_death_hag_campaign_01		1	1.1	0.05
wh2_main_def_death_hag_campaign_02		def_death_hag_campaign_02		1	1.1	0.05
wh2_main_def_death_hag_campaign_03		def_death_hag_campaign_03		1	1.1	0.05
wh2_main_def_death_hag_chalice		def_death_hag_chalice		1	1	0.05
wh2_main_def_dreadlord		def_dreadlord	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.05
wh2_main_def_dreadlord_campaign_01		def_dreadlord_campaign_01	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.05
wh2_main_def_dreadlord_campaign_02		def_dreadlord_campaign_02	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.05
wh2_main_def_dreadlord_campaign_03		def_dreadlord_campaign_03	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.05
wh2_main_def_dreadlord_female		def_dreadlord_female		1	1.15	0.05
wh2_main_def_dreadlord_female_campaign_01		def_dreadlord_female_campaign_01		1	1.15	0.05
wh2_main_def_dreadlord_female_campaign_02		def_dreadlord_female_campaign_02		1	1.15	0.05
wh2_main_def_dreadlord_female_campaign_03		def_dreadlord_female_campaign_03		1	1.15	0.05
wh2_main_def_har_ganeth_executioners		def_har_ganeth_executioners	hu1d\def\def_executioners\imposter\def_har_ganeth_executioners_imposter	1	1	0
wh2_main_def_inf_harpies		def_harpies	hu10b\def\def_harpy\imposter\def_harpies_imposter	1	1	0.05
wh2_main_def_malekith		def_malekith		1	1.2	0
wh2_main_def_mon_black_dragon	VariantMeshes\wh_variantmodels\dr1\def\def_black_dragon\tech	def_black_dragon		1	1	0
wh2_main_def_mon_black_dragon_mount	VariantMeshes\wh_variantmodels\dr1\def\def_black_dragon\tech	def_black_dragon_saddle		1	1	0
wh2_main_def_mon_war_hydra		def_war_hydra		1	1.2	0
wh2_main_def_morathi		def_morathi		1	1.2	0
wh2_main_def_morathi_mounted		def_morathi_mounted		1	1.2	0
wh2_main_def_shade		def_shade	hu1d\def\def_shades\imposter\def_shade_imposter	1	1	0.05
wh2_main_def_shade_dual		def_shade_dual	hu1d\def\def_shades\imposter\def_shade_dual_imposter	1	1	0.05
wh2_main_def_shade_great		def_shade_great	hu1d\def\def_shades\imposter\def_shade_great_imposter	1	1	0.05
wh2_main_def_ship_army		campaign_def_ship_army	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	0.6	0
wh2_main_def_siege_ladder_01		def_siege_ladder		1	1	0
wh2_main_def_sorceress		def_sorceress		1	1.15	0.05
wh2_main_def_sorceress_campaign_01		def_sorceress_campaign_01		1	1.15	0.05
wh2_main_def_sorceress_campaign_02		def_sorceress_campaign_02		1	1.15	0.05
wh2_main_def_sorceress_campaign_03		def_sorceress_campaign_03		1	1.15	0.05
wh2_main_def_sorceress_campaign_04		def_sorceress_campaign_04		1	1.15	0.05
wh2_main_def_steed_saddle		def_steed_saddle		1	1	0.05
wh2_main_def_witch_elf		def_witch_elf	hu1b\def\def_witch_elves\imposter\def_witch_elf_imposter	1	1	0.05
wh2_main_hef_alastair		hef_alastair		1	1.15	0
wh2_main_hef_alastair_rider		hef_alastair_rider		1	1.15	0
wh2_main_hef_archer		hef_archer	hu1d\hef\hef_archers\imposter\hef_archers_imposter	1	1	0.05
wh2_main_hef_archer_armoured		hef_archer_armoured	hu1d\hef\hef_archers\imposter\hef_archers_imposter	1	1	0.05
wh2_main_hef_barded_steed		hef_barded_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.05
wh2_main_hef_barded_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	hef_barded_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.05
wh2_main_hef_charioteer_archer		hef_archer_charioteer	hu1d\hef\hef_spearmen\imposter\hef_spearmen_charioteer_imposter	1	1	0.05
wh2_main_hef_charioteer_spear		hef_spearmen_charioteer	hu1d\hef\hef_spearmen\imposter\hef_spearmen_charioteer_imposter	1	1	0.05
wh2_main_hef_dragon_princes		hef_dragon_prince		1	1	0
wh2_main_hef_dragon_steed		hef_dragon_steed		1	1	0.05
wh2_main_hef_eagle_claw_bolt_thrower_crew		hef_sea_guard_crew		1	1	0.05
wh2_main_hef_gate_guard		hef_gate_guard		1	1	0.05
wh2_main_hef_great_eagle		hef_great_eagle		1	1	0
wh2_main_hef_great_eagle_mount	VariantMeshes\wh_variantmodels\bi1\hef\hef_great_eagle\tech	hef_great_eagle_mount		1	1	0
wh2_main_hef_ithilmar_chariot_campaign	art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot\tech	campaign_hef_hero_tiranoc_chariot		1	1	0
wh2_main_hef_loremaster		hef_loremaster		1	1.15	0.05
wh2_main_hef_loremaster_campaign_01		hef_loremaster_campaign_01		1	1.15	0.05
wh2_main_hef_loremaster_campaign_02		hef_loremaster_campaign_02		1	1.15	0.05
wh2_main_hef_loremaster_campaign_03		hef_loremaster_campaign_03		1	1.15	0.05
wh2_main_hef_mage		hef_mage		1	1.15	0.05
wh2_main_hef_mage_campaign_01		hef_mage_campaign_01		1	1.15	0.05
wh2_main_hef_mage_campaign_02		hef_mage_campaign_02		1	1.15	0.05
wh2_main_hef_mage_campaign_03		hef_mage_campaign_03		1	1.15	0.05
wh2_main_hef_mage_rider		hef_mage		1	1	0.05
wh2_main_hef_malhandhir		hef_malhandhir		1	1	0.05
wh2_main_hef_malhandhir_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	hef_malhandhir		1	1	0.05
wh2_main_hef_moon_dragon	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_moon_dragon		1	1	0
wh2_main_hef_moon_dragon_mount	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_moon_dragon_mount		1	1	0
wh2_main_hef_noble		hef_noble		1	1.15	0.05
wh2_main_hef_noble_campaign_01		hef_noble_campaign_01		1	1.15	0.05
wh2_main_hef_noble_campaign_02		hef_noble_campaign_02		1	1.15	0.05
wh2_main_hef_noble_campaign_03		hef_noble_campaign_03		1	1.15	0.05
wh2_main_hef_noble_rider		hef_noble		1	1	0.05
wh2_main_hef_phoenix_flamespyre		hef_phoenix_flamespyre		1	1	0
wh2_main_hef_phoenix_frostheart		hef_phoenix_frostheart		1	1	0
wh2_main_hef_phoenix_guard		hef_phoenix_guard	hu1d\hef\hef_phoenix_guard\imposter\hef_phoenix_guard_imposter	1	1	0
wh2_main_hef_prince		hef_prince		1	1.15	0.05
wh2_main_hef_prince_campaign_01		hef_prince_campaign_01		1	1.15	0.05
wh2_main_hef_prince_campaign_02		hef_prince_campaign_02		1	1.15	0.05
wh2_main_hef_prince_campaign_03		hef_prince_campaign_03		1	1.15	0.05
wh2_main_hef_prince_campaign_04		hef_prince_campaign_04		1	1.15	0.05
wh2_main_hef_princess		hef_princess		1	1.15	0.05
wh2_main_hef_princess_campaign_01		hef_princess_campaign_01		1	1.15	0.05
wh2_main_hef_princess_campaign_02		hef_princess_campaign_02		1	1.15	0.05
wh2_main_hef_princess_campaign_03		hef_princess_campaign_03		1	1.15	0.05
wh2_main_hef_reaver		hef_reaver	hu1d\hef\hef_ellyrian_reavers\imposter\hef_ellyrian_reavers_imposter	1	1	0.05
wh2_main_hef_reaver_bow		hef_reaver_bow	hu1d\hef\hef_ellyrian_reavers\imposter\hef_ellyrian_reavers_imposter	1	1	0.05
wh2_main_hef_sea_guard		hef_sea_guard	hu1d/hef/hef_lothern_sea_guard/imposter/hef_sea_guard_crew_imposter	1	1	0.05
wh2_main_hef_sea_guard_shields		hef_sea_guard_shields	hu1d/hef/hef_lothern_sea_guard/imposter/hef_sea_guard_shields_imposter	1	1	0.05
wh2_main_hef_siege_ladder_01		hef_siege_ladder		1	1	0
wh2_main_hef_silver_helm		hef_silver_helm	hu1d\hef\hef_silver_helms\imposter\hef_silver_helm_imposter	1	1	0.05
wh2_main_hef_silver_helm_shield		hef_silver_helm_shield	hu1d\hef\hef_silver_helms\imposter\hef_silver_helm_shield_imposter	1	1	0.05
wh2_main_hef_spearmen		hef_spearmen	hu1d\hef\hef_spearmen\imposter\hef_spearmen_imposter	1	1	0.05
wh2_main_hef_star_dragon	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_star_dragon		1	1.2	0
wh2_main_hef_star_dragon_mount	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_star_dragon_mount		1	1.2	0
wh2_main_hef_steed		hef_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.05
wh2_main_hef_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	hef_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.05
wh2_main_hef_steed_chariot		hef_steed_chariot	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.05
wh2_main_hef_sun_dragon	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_sun_dragon		1	0.8999999	0
wh2_main_hef_sun_dragon_mount	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_sun_dragon_mount		1	0.8999999	0
wh2_main_hef_swordmaster		hef_swordmaster	hu1d\hef\hef_swordmasters_of_hoeth\imposter\hef_swordmasters_of_hoeth_imposter	1	1	0.05
wh2_main_hef_teclis		hef_teclis		1	1.2	0
wh2_main_hef_tyrion		hef_tyrion		1	1.2	0
wh2_main_hef_white_lions_of_chrace		hef_white_lions_of_chrace	hu1d\hef\hef_white_lions\imposter\hef_white_lions_of_chrace_imposter	1	1	0.05
wh2_main_lzd_bastiladon_0	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_feral		1	1.1	0
wh2_main_lzd_bastiladon_1	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_healing_platform		1.2	1	0
wh2_main_lzd_bastiladon_2	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_solar_engine		1.2	1	0
wh2_main_lzd_chameleon_skinks		lzd_chameleon_skinks		1	1	0
wh2_main_lzd_chameleon_skinks_blessed		lzd_chameleon_skinks_blessed		1	1.15	0
wh2_main_lzd_cold_one		lzd_cold_one	rp3\lzd\lzd_cold_one\imposter\lzd_cold_one_imposter	1.15	1	0
wh2_main_lzd_cold_one_campaign	VariantMeshes\wh_variantmodels\rp3\def\def_cold_one\tech	lzd_cold_one	rp3\lzd\lzd_cold_one\imposter\lzd_cold_one_imposter	1.15	1	0
wh2_main_lzd_cold_one_feral		lzd_cold_one_feral		1.15	1	0
wh2_main_lzd_cold_one_riders_shields		lzd_cold_one_riders_shields	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02
wh2_main_lzd_cold_one_riders_spears_blessed		lzd_cold_one_riders_spears_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_imposter	1	1.12	0.02
wh2_main_lzd_cold_one_riders_spears_shields		lzd_cold_one_riders_spears_shields	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_imposter	1	1.12	0.02
wh2_main_lzd_hero_saurus_scar_veteran		lzd_hero_saurus_scar_veteran		1	1.15	0.05
wh2_main_lzd_hero_saurus_scar_veteran_campaign_01		lzd_hero_saurus_scar_veteran_campaign_01		1	1.15	0.05
wh2_main_lzd_hero_saurus_scar_veteran_campaign_02		lzd_hero_saurus_scar_veteran_campaign_02		1	1.15	0.05
wh2_main_lzd_hero_saurus_scar_veteran_campaign_03		lzd_hero_saurus_scar_veteran_campaign_03		1	1.15	0.05
wh2_main_lzd_horned_one		lzd_horned_one	rp3\lzd\lzd_cold_one\imposter\lzd_horned_one_imposter	1.15	1	0
wh2_main_lzd_horned_one_campaign	VariantMeshes\wh_variantmodels\rp3\def\def_cold_one\tech	lzd_horned_one	rp3\lzd\lzd_cold_one\imposter\lzd_horned_one_imposter	1.15	1	0
wh2_main_lzd_horned_one_riders		lzd_horned_one_riders_shields	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02
wh2_main_lzd_horned_one_riders_blessed		lzd_horned_one_riders_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02
wh2_main_lzd_kroxigors		lzd_kroxigor		1	1	0.05
wh2_main_lzd_kroxigors_blessed		lzd_kroxigor_blessed		1	1	0.05
wh2_main_lzd_lord_kroq_gar		lzd_lord_kroq_gar		1	1.2	0
wh2_main_lzd_lord_kroq_gar_cold_one		lzd_lord_kroq_gar		1	1.12	0
wh2_main_lzd_lord_mazdamundi		lzd_lord_mazdamundi		1	1.2	0
wh2_main_lzd_lord_saurus_old_blood		lzd_lord_saurus_old_blood		1	1.15	0.05
wh2_main_lzd_lord_saurus_old_blood_campaign_01		lzd_lord_saurus_old_blood_campaign_01		1	1.15	0.05
wh2_main_lzd_lord_saurus_old_blood_campaign_02		lzd_lord_saurus_old_blood_campaign_02		1	1.15	0.05
wh2_main_lzd_lord_saurus_old_blood_campaign_03		lzd_lord_saurus_old_blood_campaign_03		1	1.15	0.05
wh2_main_lzd_mazdamundi_platform	warmachines\chariot\lzd_slann_platform\tech	lzd_mazdamundi_palanquin		1	1	0
wh2_main_lzd_mnt_carnosaur	VariantMeshes\_VariantModels\raptor03b\lzd\lzd_carnosaur\tech	lzd_carnosaur		1.4	1	0
wh2_main_lzd_mnt_carnosaur_grymloq	VariantMeshes\_VariantModels\raptor03b\lzd\lzd_carnosaur\tech	lzd_carnosaur_grymloq		1.4	1	0
wh2_main_lzd_mon_carnosaur_0		lzd_carnosaur_feral		1	1.3	0
wh2_main_lzd_mon_carnosaur_blessed_0		lzd_carnosaur_feral_blessed		1	1.3	0
wh2_main_lzd_platform	warmachines\chariot\lzd_slann_platform\tech	lzd_slann_palanquin		1	1	0
wh2_main_lzd_saurus		lzd_saurus	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.1	0.05
wh2_main_lzd_saurus_shield		lzd_saurus_shield	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_shield_imposter	1	1.1	0.05
wh2_main_lzd_saurus_shield_blessed		lzd_saurus_shield_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_shield_imposter	1	1.1	0.05
wh2_main_lzd_saurus_spear		lzd_saurus_spear	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_imposter	1	1.1	0.05
wh2_main_lzd_saurus_spear_shield		lzd_saurus_spear_shield	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_shield_imposter	1	1.1	0.05
wh2_main_lzd_saurus_spear_shield_blessed		lzd_saurus_spear_shield_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_shield_imposter	1	1.1	0.05
wh2_main_lzd_siege_ladder_01		lzd_siege_ladder		1	1	0
wh2_main_lzd_skink_chief		lzd_skink_chief		1	1.1	0.05
wh2_main_lzd_skink_chief_campaign_01		lzd_skink_chief_campaign_01		1	1.1	0.05
wh2_main_lzd_skink_chief_campaign_02		lzd_skink_chief_campaign_02		1	1.1	0.05
wh2_main_lzd_skink_chief_campaign_03		lzd_skink_chief_campaign_03		1	1.1	0.05
wh2_main_lzd_skink_chief_no_scale		lzd_skink_chief		1	1	0.05
wh2_main_lzd_skink_cohort_shield		lzd_skink_cohort_shield	hu7\lzd\lzd_skink\imposter\lzd_skink_cohort_shield_imposter	1	1	0
wh2_main_lzd_skink_cohort_shield_javelins		lzd_skink_cohort_javelins	hu7\lzd\lzd_skink\imposter\lzd_skink_cohort_javelins_imposter	1	1	0
wh2_main_lzd_skink_crew		lzd_skink_crew	hu7\lzd\lzd_skink\imposter\lzd_skink_crew_imposter	1	1.1	0.05
wh2_main_lzd_skink_priest		lzd_skink_priest		1	1.1	0.05
wh2_main_lzd_skink_priest_avatar		lzd_skink_priest_avatar		1	1.1	0.05
wh2_main_lzd_skink_priest_campaign_01		lzd_skink_priest_campaign_01		1	1.1	0.05
wh2_main_lzd_skink_priest_campaign_02		lzd_skink_priest_campaign_02		1	1.1	0.05
wh2_main_lzd_skink_priest_campaign_03		lzd_skink_priest_campaign_03		1	1.1	0.05
wh2_main_lzd_skink_priest_no_scale		lzd_skink_priest		1	1	0.05
wh2_main_lzd_skink_skirmisher		lzd_skink_skirmisher	hu7\lzd\lzd_skink\imposter\lzd_skink_skirmisher_imposter	1	1	0
wh2_main_lzd_skink_skirmisher_blessed		lzd_skink_skirmisher_blessed	hu7\lzd\lzd_skink\imposter\lzd_skink_skirmisher_imposter	1	1	0
wh2_main_lzd_slann		lzd_slann		1	1.15	0.05
wh2_main_lzd_slann_campaign_01		lzd_slann_campaign_01		1	1.15	0.05
wh2_main_lzd_slann_campaign_02		lzd_slann_campaign_02		1	1.15	0.05
wh2_main_lzd_slann_campaign_03		lzd_slann_campaign_03		1	1.15	0.05
wh2_main_lzd_slann_campaign_04		lzd_slann_campaign_04		1	1.15	0.05
wh2_main_lzd_slann_campaign_05		lzd_slann_campaign_05		1	1.15	0.05
wh2_main_lzd_stegadon_0	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_feral		1	1.4	0
wh2_main_lzd_stegadon_1	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon		1.5	1	0
wh2_main_lzd_stegadon_ancient	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_ancient		1.6	1	0
wh2_main_lzd_stegadon_zlaaq	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_zlaaq		1.6	1	0
wh2_main_lzd_temple_guard		lzd_saurus_temple_guard	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_temple_guard_imposter	1	1.1	0.05
wh2_main_lzd_temple_guard_blessed		lzd_saurus_temple_guard_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_temple_guard_imposter	1	1.1	0.05
wh2_main_lzd_terradon	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_terradon	bi3\lzd\lzd_terradon\imposter\lzd_terradon_imposter	1	1	0
wh2_main_lzd_terradon_riders		lzd_skink_terradon_riders	hu7\lzd\lzd_skink\imposter\lzd_skink_terradon_riders_imposter	1	1	0
wh2_main_lzd_terradon_riders_fireleech_bola		lzd_skink_terradon_riders_fireleech_bola	hu7\lzd\lzd_skink\imposter\lzd_skink_terradon_riders_imposter	1	1	0
wh2_main_lzd_terradon_riders_fireleech_bola_blessed		lzd_skink_terradon_riders_fireleech_bola_blessed	hu7\lzd\lzd_skink\imposter\lzd_skink_terradon_riders_imposter	1	1	0
wh2_main_skv_assassin		skv_assassin	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_assassin_campaign_01		skv_assassin_campaign_01	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_assassin_campaign_02		skv_assassin_campaign_02	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_assassin_campaign_03		skv_assassin_campaign_03	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_clanrat		skv_clanrat	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0.05
wh2_main_skv_clanrat_shield		skv_clanrat_shield	hu17\skv\skv_clan_rats\imposter\skv_clanrat_shield_imposter	1	1	0
wh2_main_skv_clanrat_spear		skv_clanrat_spear	hu17\skv\skv_clan_rats\imposter\skv_clanrat_spear_imposter	1	1	0
wh2_main_skv_clanrat_spear_shield		skv_clanrat_spear_shield	hu17\skv\skv_clan_rats\imposter\skv_clanrat_spear_shield_imposter	1	1	0
