audio_metadata_tag_entity_overrides_tables
0
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Idle	Battle_Individual_Vocalisation_Black_Dragon_Idle		Campaign_Individual_Vocalisation_Black_Dragon_Idle	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Idle	Battle_Individual_Vocalisation_Moon_Dragon_Idle		Campaign_Individual_Vocalisation_Moon_Dragon_Idle	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Idle	Battle_Individual_Vocalisation_Star_Dragon_Idle		Campaign_Individual_Vocalisation_Star_Dragon_Idle	
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Idle	Battle_Individual_Vocalisation_Sun_Dragon_Idle		Campaign_Individual_Vocalisation_Sun_Dragon_Idle	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Idle	Battle_Individual_Vocalisation_Forest_Dragon_Idle		Campaign_Individual_Vocalisation_Forest_Dragon_Idle	
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Black_Dragon_Melee_Swing		Campaign_Individual_Vocalisation_Black_Dragon_Melee_Swing	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Moon_Dragon_Melee_Attack		Campaign_Individual_Vocalisation_Moon_Dragon_Melee_Attack	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Star_Dragon_Melee_Swing		Campaign_Individual_Vocalisation_Moon_Dragon_Melee_Attack	
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Sun_Dragon_Melee_Swing		Campaign_Individual_Vocalisation_Sun_Dragon_Melee_Swing	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Forest_Dragon_Melee_Attack		Campaign_Individual_Vocalisation_Forest_Dragon_Melee_Attack	
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Black_Dragon_Pain		Campaign_Individual_Vocalisation_Black_Dragon_Pain	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Moon_Dragon_Pain		Campaign_Individual_Vocalisation_Moon_Dragon_Pain	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Star_Dragon_Pain		Campaign_Individual_Vocalisation_Star_Dragon_Pain	
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Sun_Dragon_Pain		Campaign_Individual_Vocalisation_Sun_Dragon_Pain	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Forest_Dragon_Pain		Campaign_Individual_Vocalisation_Forest_Dragon_Pain	
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Black_Dragon_Scream_Stop		Campaign_Individual_Vocalisation_Black_Dragon_Scream_Stop	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Moon_Dragon_Scream_Stop		Campaign_Individual_Vocalisation_Moon_Dragon_Scream_Stop	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Star_Dragon_Scream_Stop			
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Sun_Dragon_Scream_Stop		Campaign_Individual_Vocalisation_Sun_Dragon_Scream_Stop	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Forest_Dragon_Scream_Stop			
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Black_Dragon_Scream		Campaign_Individual_Vocalisation_Black_Dragon_Scream	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Moon_Dragon_Scream		Campaign_Individual_Vocalisation_Moon_Dragon_Scream	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Star_Dragon_Scream		Campaign_Individual_Vocalisation_Star_Dragon_Scream	
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Sun_Dragon_Scream		Campaign_Individual_Vocalisation_Sun_Dragon_Scream	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Forest_Dragon_Scream		Campaign_Individual_Vocalisation_Forest_Dragon_Scream	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Death				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Idle_Melee_Swing				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Idle_Scream				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Jump	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Jump	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Jump	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Jump	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Jump				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Jump	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Jump		Campaign_Individual_Vocalisation_Elf_Male_Jump	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Jump		Campaign_Individual_Vocalisation_Elf_Male_Jump	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Land	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Land	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Land	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Land	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Land				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Land	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Land		Campaign_Individual_Vocalisation_Elf_Male_Land	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Land		Campaign_Individual_Vocalisation_Elf_Male_Land	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Matched_Death				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Matched_Melee_Swing				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Pain	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Pain	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Pain	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Pain	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Matched_Pain				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Pain	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_Pain	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Male_Pain	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Roar	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Roar	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Scream	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Scream	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Matched_Roar				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Scream	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Matched_Roar	Battle_Individual_Vocalisation_Elf_Male_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Scream	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Scream	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Scream	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Scream	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Matched_Scream				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Scream	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Matched_Scream	Battle_Individual_Vocalisation_Elf_Male_Matched_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Melee_Swing				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Pain	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Pain		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Pain	
