region_to_province_junctions_tables
1
province	region	unknown2
wh2_main_deadwood	wh2_main_deadwood_the_frozen_city	True
wh2_main_devils_backbone	wh2_main_devils_backbone_lahmia	True
wh2_main_devils_backbone	wh2_main_devils_backbone_lybaras	False
wh2_main_devils_backbone	wh2_main_devils_backbone_mahrak	False
wh2_main_doom_glades	wh2_main_doom_glades_hag_hall	True
wh2_main_doom_glades	wh2_main_doom_glades_ice_rock_gorge	False
wh2_main_doom_glades	wh2_main_doom_glades_temple_of_addaioth	False
wh2_main_doom_glades	wh2_main_doom_glades_vauls_anvil	False
wh2_main_eagle_gate	wh2_main_eagle_gate	True
wh2_main_eataine	wh2_main_eataine_angerrial	False
wh2_main_eataine	wh2_main_eataine_lothern	True
wh2_main_eataine	wh2_main_eataine_shrine_of_asuryan	False
wh2_main_eataine	wh2_main_eataine_tower_of_lysean	False
wh2_main_ellyrion	wh2_main_ellyrion_tor_elyr	True
wh2_main_ellyrion	wh2_main_ellyrion_whitefire_tor	False
wh2_main_great_desert_of_araby	wh2_main_great_desert_of_araby_bel_aliad	False
wh2_main_great_desert_of_araby	wh2_main_great_desert_of_araby_black_tower_of_arkhan	True
wh2_main_great_desert_of_araby	wh2_main_great_desert_of_araby_el-kalabad	False
wh2_main_great_desert_of_araby	wh2_main_great_desert_of_araby_pools_of_despair	False
wh2_main_griffon_gate	wh2_main_griffon_gate	True
wh2_main_headhunters_jungle	wh2_main_headhunters_jungle_mangrove_coast	False
wh2_main_headhunters_jungle	wh2_main_headhunters_jungle_marks_of_the_old_ones	False
wh2_main_headhunters_jungle	wh2_main_headhunters_jungle_oyxl	True
wh2_main_hell_pit	wh2_main_hell_pit_hell_pit	True
wh2_main_huahuan_desert	wh2_main_huahuan_desert_chamber_of_visions	False
wh2_main_huahuan_desert	wh2_main_huahuan_desert_sentinels_of_xeti	True
wh2_main_huahuan_desert	wh2_main_huahuan_desert_the_golden_colossus	False
wh2_main_iron_mountains	wh2_main_iron_mountains_altar_of_ultimate_darkness	False
wh2_main_iron_mountains	wh2_main_iron_mountains_har_kaldra	False
wh2_main_iron_mountains	wh2_main_iron_mountains_naggarond	True
wh2_main_iron_mountains	wh2_main_iron_mountains_rackdo_gorge	False
wh2_main_ironfrost_glacier	wh2_main_ironfrost_glacier_dagraks_end	False
wh2_main_ironfrost_glacier	wh2_main_ironfrost_glacier_ironfrost	True
wh2_main_isthmus_of_lustria	wh2_main_isthmus_of_lustria_fallen_gates	False
wh2_main_isthmus_of_lustria	wh2_main_isthmus_of_lustria_hexoatl	True
wh2_main_isthmus_of_lustria	wh2_main_isthmus_of_lustria_skeggi	False
wh2_main_isthmus_of_lustria	wh2_main_isthmus_of_lustria_ziggurat_of_dawn	False
wh2_main_jungles_of_green_mists	wh2_main_jungles_of_green_mists_spektazuma	True
wh2_main_jungles_of_green_mists	wh2_main_jungles_of_green_mists_wellsprings_of_eternity	False
wh2_main_kingdom_of_beasts	wh2_main_kingdom_of_beasts_serpent_coast	False
wh2_main_kingdom_of_beasts	wh2_main_kingdom_of_beasts_temple_of_skulls	True
wh2_main_kingdom_of_beasts	wh2_main_kingdom_of_beasts_the_cursed_jungle	False
wh2_main_land_of_assassins	wh2_main_land_of_assassins_lashiek	True
wh2_main_land_of_assassins	wh2_main_land_of_assassins_palace_of_the_wizard_caliph	False
wh2_main_land_of_assassins	wh2_main_land_of_assassins_sorcerers_islands	False
wh2_main_land_of_the_dead	wh2_main_land_of_the_dead_khemri	True
wh2_main_land_of_the_dead	wh2_main_land_of_the_dead_pyramid_of_nagash	False
wh2_main_land_of_the_dead	wh2_main_land_of_the_dead_zandri	False
wh2_main_nagarythe	wh2_main_nagarythe_shrine_of_khaine	False
wh2_main_nagarythe	wh2_main_nagarythe_tor_anlec	True
wh2_main_nagarythe	wh2_main_nagarythe_tor_dranil	False
wh2_main_northern_great_jungle	wh2_main_northern_great_jungle_chaqua	False
wh2_main_northern_great_jungle	wh2_main_northern_great_jungle_temple_of_tlencan	False
wh2_main_northern_great_jungle	wh2_main_northern_great_jungle_xahutec	False
wh2_main_northern_great_jungle	wh2_main_northern_great_jungle_xlanhuapec	True
wh2_main_northern_jungle_of_pahualaxa	wh2_main_northern_jungle_of_pahualaxa_macu_peaks	True
wh2_main_northern_jungle_of_pahualaxa	wh2_main_northern_jungle_of_pahualaxa_port_reaver	False
wh2_main_northern_jungle_of_pahualaxa	wh2_main_northern_jungle_of_pahualaxa_shrine_of_sotek	False
wh2_main_northern_jungle_of_pahualaxa	wh2_main_northern_jungle_of_pahualaxa_swamp_town	False
wh2_main_obsidian_peaks	wh2_main_obsidian_peaks_circle_of_destruction	False
wh2_main_obsidian_peaks	wh2_main_obsidian_peaks_clar_karond	True
wh2_main_obsidian_peaks	wh2_main_obsidian_peaks_storag_kor	False
wh2_main_obsidian_peaks	wh2_main_obsidian_peaks_venom_glade	False
wh2_main_phoenix_gate	wh2_main_phoenix_gate	True
wh2_main_saphery	wh2_main_saphery_port_elistor	False
wh2_main_saphery	wh2_main_saphery_tor_finu	False
wh2_main_saphery	wh2_main_saphery_tower_of_hoeth	True
wh2_main_shifting_sands	wh2_main_shifting_sands_antoch	False
wh2_main_shifting_sands	wh2_main_shifting_sands_bhagar	False
wh2_main_shifting_sands	wh2_main_shifting_sands_ka-sabar	True
wh2_main_skavenblight	wh2_main_skavenblight_skavenblight	True
wh2_main_southern_great_jungle	wh2_main_southern_great_jungle_axlotl	False
wh2_main_southern_great_jungle	wh2_main_southern_great_jungle_itza	True
wh2_main_southern_great_jungle	wh2_main_southern_great_jungle_subatuun	False
wh2_main_southern_jungle_of_pahualaxa	wh2_main_southern_jungle_of_pahualaxa_floating_pyramid	False
wh2_main_southern_jungle_of_pahualaxa	wh2_main_southern_jungle_of_pahualaxa_monument_of_the_moon	False
wh2_main_southern_jungle_of_pahualaxa	wh2_main_southern_jungle_of_pahualaxa_pahuax	True
wh2_main_southern_jungle_of_pahualaxa	wh2_main_southern_jungle_of_pahualaxa_the_high_sentinel	False
wh2_main_southlands_jungle	wh2_main_southlands_jungle_golden_tower_of_the_gods	False
wh2_main_southlands_jungle	wh2_main_southlands_jungle_teotiqua	True
wh2_main_southlands_worlds_edge_mountains	wh2_main_southlands_worlds_edge_mountains_karak_zorn	True
wh2_main_southlands_worlds_edge_mountains	wh2_main_southlands_worlds_edge_mountains_lost_plateau	False
wh2_main_southlands_worlds_edge_mountains	wh2_main_southlands_worlds_edge_mountains_mount_arachnos	False
wh2_main_spine_of_sotek	wh2_main_spine_of_sotek_hualotal	True
wh2_main_spine_of_sotek	wh2_main_spine_of_sotek_mine_of_the_bearded_skulls	False
wh2_main_spine_of_sotek	wh2_main_spine_of_sotek_monument_of_izzatal	False
wh2_main_testbed_01	wh2_main_testbed_01	True
wh2_main_testbed_01	wh2_main_testbed_02	False
wh2_main_testbed_02	wh2_main_testbed_03	True
wh2_main_testbed_02	wh2_main_testbed_04	False
wh2_main_testbed_03	wh2_main_testbed_05	True
wh2_main_testbed_03	wh2_main_testbed_06	False
wh2_main_testbed_04	wh2_main_testbed_07	True
wh2_main_testbed_04	wh2_main_testbed_08	False
wh2_main_testbed_05	wh2_main_testbed_09	True
wh2_main_testbed_05	wh2_main_testbed_10	False
wh2_main_testbed_06	wh2_main_testbed_11	True
wh2_main_testbed_06	wh2_main_testbed_12	False
wh2_main_testbed_07	wh2_main_testbed_13	True
wh2_main_testbed_07	wh2_main_testbed_14	False
wh2_main_testbed_08	wh2_main_testbed_15	True
wh2_main_testbed_08	wh2_main_testbed_16	False
wh2_main_the_black_coast	wh2_main_the_black_coast_arnheim	True
wh2_main_the_black_coast	wh2_main_the_black_coast_bleak_hold_fortress	False
wh2_main_the_black_flood	wh2_main_the_black_flood_cragroth_deep	False
wh2_main_the_black_flood	wh2_main_the_black_flood_hag_graef	True
wh2_main_the_black_flood	wh2_main_the_black_flood_shroktak_mount	False
wh2_main_the_black_flood	wh2_main_the_black_flood_temple_of_khaine	False
wh2_main_the_broken_land	wh2_main_the_broken_land_blacklight_tower	False
wh2_main_the_broken_land	wh2_main_the_broken_land_karond_kar	True
wh2_main_the_broken_land	wh2_main_the_broken_land_slavers_point	False
wh2_main_the_chill_road	wh2_main_the_chill_road_ashrak	False
wh2_main_the_chill_road	wh2_main_the_chill_road_ghrond	True
wh2_main_the_chill_road	wh2_main_the_chill_road_the_great_arena	False
wh2_main_the_clawed_coast	wh2_main_the_clawed_coast_hoteks_column	True
wh2_main_the_clawed_coast	wh2_main_the_clawed_coast_the_monoliths	False
wh2_main_the_clawed_coast	wh2_main_the_clawed_coast_the_twisted_glade	False
wh2_main_the_creeping_jungle	wh2_main_the_creeping_jungle_temple_of_kara	False
wh2_main_the_creeping_jungle	wh2_main_the_creeping_jungle_tlanxla	False
wh2_main_the_creeping_jungle	wh2_main_the_creeping_jungle_tlaxtlan	True
wh2_main_the_road_of_skulls	wh2_main_the_road_of_skulls_har_ganeth	True
wh2_main_the_road_of_skulls	wh2_main_the_road_of_skulls_kauark	False
wh2_main_the_road_of_skulls	wh2_main_the_road_of_skulls_spite_reach	False
wh2_main_the_road_of_skulls	wh2_main_the_road_of_skulls_the_black_pillar	False
wh2_main_tiranoc	wh2_main_tiranoc_tor_anroc	True
wh2_main_tiranoc	wh2_main_tiranoc_whitepeak	False
wh2_main_titan_peaks	wh2_main_titan_peaks_ancient_city_of_quintex	True
wh2_main_titan_peaks	wh2_main_titan_peaks_ironspike	False
wh2_main_titan_peaks	wh2_main_titan_peaks_ssildra_tor	False
wh2_main_titan_peaks	wh2_main_titan_peaks_the_moon_shard	False
wh2_main_unicorn_gate	wh2_main_unicorn_gate	True
wh2_main_vampire_coast	wh2_main_vampire_coast_pox_marsh	False
wh2_main_vampire_coast	wh2_main_vampire_coast_the_awakening	True
wh2_main_vampire_coast	wh2_main_vampire_coast_the_blood_swamps	False
wh2_main_volcanic_islands	wh2_main_volcanic_islands_fuming_serpent	False
wh2_main_volcanic_islands	wh2_main_volcanic_islands_the_star_tower	True
wh2_main_vor_aghol_wastelands	wh2_main_vor_aghol_wastelands_fortress_of_the_damned	True
wh2_main_vor_aghol_wastelands	wh2_main_vor_aghol_wastelands_palace_of_princes	False
wh2_main_vor_aghol_wastelands	wh2_main_vor_aghol_wastelands_the_palace_of_ruin	False
wh2_main_vor_albion	wh2_main_vor_albion_albion	True
wh2_main_vor_albion	wh2_main_vor_albion_pack_ice_bay	False
wh2_main_vor_albion	wh2_main_vor_albion_troll_fjord	False
wh2_main_vor_ash_river	wh2_main_vor_ash_river_numas	True
wh2_main_vor_ash_river	wh2_main_vor_ash_river_quatar	False
wh2_main_vor_ash_river	wh2_main_vor_ash_river_the_salt_plain	False
wh2_main_vor_ashen_coast	wh2_main_vor_ashen_coast_scarpels_lair	False
wh2_main_vor_ashen_coast	wh2_main_vor_ashen_coast_sulpharets	True
wh2_main_vor_ashen_coast	wh2_main_vor_ashen_coast_tyrant_peak	False
wh2_main_vor_avelorn	wh2_main_vor_avelorn_evershale	False
wh2_main_vor_avelorn	wh2_main_vor_avelorn_gaean_vale	True
wh2_main_vor_avelorn	wh2_main_vor_avelorn_tor_saroir	False
wh2_main_vor_caledor	wh2_main_vor_caledor_caledors_repose	False
wh2_main_vor_caledor	wh2_main_vor_caledor_tor_sethai	False
wh2_main_vor_caledor	wh2_main_vor_caledor_vauls_anvil	True
wh2_main_vor_central_spine_of_sotek	wh2_main_vor_central_spine_of_sotek_caverns_of_the_great_bat	False
wh2_main_vor_central_spine_of_sotek	wh2_main_vor_central_spine_of_sotek_chiquibol	True
wh2_main_vor_chrace	wh2_main_vor_chrace_elisia	False
wh2_main_vor_chrace	wh2_main_vor_chrace_tor_achare	True
wh2_main_vor_chrace	wh2_main_vor_chrace_tor_gard	False
wh2_main_vor_coast_of_araby	wh2_main_vor_coast_of_araby_al_haikk	True
wh2_main_vor_coast_of_araby	wh2_main_vor_coast_of_araby_copher	False
wh2_main_vor_coast_of_araby	wh2_main_vor_coast_of_araby_fyrus	False
wh2_main_vor_coast_of_araby	wh2_main_vor_coast_of_araby_martek	False
wh2_main_vor_coast_of_squalls	wh2_main_vor_coast_of_squalls_macu_peaks	True
wh2_main_vor_coast_of_squalls	wh2_main_vor_coast_of_squalls_monument_of_the_sun	False
wh2_main_vor_coast_of_squalls	wh2_main_vor_coast_of_squalls_shrine_of_sotek	False
wh2_main_vor_cobra_pass	wh2_main_vor_cobra_pass_eye_of_the_panther	False
wh2_main_vor_cobra_pass	wh2_main_vor_cobra_pass_vulture_mountain	True
wh2_main_vor_copper_desert	wh2_main_vor_copper_desert_the_dust_gate	False
wh2_main_vor_copper_desert	wh2_main_vor_copper_desert_the_forgotten_isles	True
wh2_main_vor_copper_desert	wh2_main_vor_copper_desert_the_golden_colossus	False
wh2_main_vor_cothique	wh2_main_vor_cothique_mistnar	False
wh2_main_vor_cothique	wh2_main_vor_cothique_tor_koruali	True
wh2_main_vor_culchan_plains	wh2_main_vor_culchan_plains_chupayotl	True
wh2_main_vor_culchan_plains	wh2_main_vor_culchan_plains_kaiax	False
wh2_main_vor_culchan_plains	wh2_main_vor_culchan_plains_the_southern_sentinels	False
wh2_main_vor_culchan_plains	wh2_main_vor_culchan_plains_xlansec	False
wh2_main_vor_deadwood	wh2_main_vor_deadwood_dargoth	False
wh2_main_vor_deadwood	wh2_main_vor_deadwood_nagrar	False
wh2_main_vor_deadwood	wh2_main_vor_deadwood_shagrath	False
wh2_main_vor_deadwood	wh2_main_vor_deadwood_the_frozen_city	True
wh2_main_vor_eagle_gate	wh2_main_vor_eagle_gate	True
wh2_main_vor_eataine	wh2_main_vor_eataine_angerrial	True
wh2_main_vor_eataine	wh2_main_vor_eataine_shrine_of_asuryan	False
wh2_main_vor_ellyrion	wh2_main_vor_ellyrion_reavers_mark	False
wh2_main_vor_ellyrion	wh2_main_vor_ellyrion_the_arc_span	False
wh2_main_vor_ellyrion	wh2_main_vor_ellyrion_tor_elyr	True
wh2_main_vor_forest_of_the_viper	wh2_main_vor_forest_of_the_viper_chotecs_causeway	False
wh2_main_vor_forest_of_the_viper	wh2_main_vor_forest_of_the_viper_fallen_gates	False
wh2_main_vor_forest_of_the_viper	wh2_main_vor_forest_of_the_viper_mirror_pool_of_tepok	True
wh2_main_vor_grey_guardians	wh2_main_vor_grey_guardians_grey_rock_point	False
wh2_main_vor_grey_guardians	wh2_main_vor_grey_guardians_ssildra_tor	True
wh2_main_vor_grey_guardians	wh2_main_vor_grey_guardians_titan_peak	False
wh2_main_vor_griffon_gate	wh2_main_vor_griffon_gate	True
wh2_main_vor_headhunters_jungle	wh2_main_vor_headhunters_jungle_altar_of_the_horned_rat	True
wh2_main_vor_headhunters_jungle	wh2_main_vor_headhunters_jungle_marks_of_the_old_ones	False
wh2_main_vor_heart_of_the_jungle	wh2_main_vor_heart_of_the_jungle_oreons_camp	True
wh2_main_vor_iron_mountains	wh2_main_vor_iron_mountains_altar_of_ultimate_darkness	True
wh2_main_vor_iron_mountains	wh2_main_vor_iron_mountains_cragroth_deep	False
wh2_main_vor_iron_mountains	wh2_main_vor_iron_mountains_rackdo_gorge	False
wh2_main_vor_iron_mountains	wh2_main_vor_iron_mountains_shroktak_mount	False
wh2_main_vor_iron_peaks	wh2_main_vor_iron_peaks_ancient_city_of_quintex	True
wh2_main_vor_iron_peaks	wh2_main_vor_iron_peaks_ironspike	False
wh2_main_vor_iron_peaks	wh2_main_vor_iron_peaks_the_moon_shard	False
wh2_main_vor_ironfrost_glacier	wh2_main_vor_ironfrost_glacier_bear_isle	True
wh2_main_vor_ironfrost_glacier	wh2_main_vor_ironfrost_glacier_dagraks_end	False
wh2_main_vor_ironfrost_glacier	wh2_main_vor_ironfrost_glacier_ironfrost	False
wh2_main_vor_ironfrost_glacier	wh2_main_vor_ironfrost_glacier_mung_encampment	False
wh2_main_vor_isthmus_of_lustria	wh2_main_vor_isthmus_of_lustria_hexoatl	True
wh2_main_vor_isthmus_of_lustria	wh2_main_vor_isthmus_of_lustria_monolith_of_fallen_gods	False
wh2_main_vor_isthmus_of_lustria	wh2_main_vor_isthmus_of_lustria_ziggurat_of_dawn	False
wh2_main_vor_jungle_of_pahualaxa	wh2_main_vor_jungle_of_pahualaxa_floating_pyramid	False
wh2_main_vor_jungle_of_pahualaxa	wh2_main_vor_jungle_of_pahualaxa_monument_of_the_moon	False
wh2_main_vor_jungle_of_pahualaxa	wh2_main_vor_jungle_of_pahualaxa_pahuax	True
wh2_main_vor_jungle_of_pahualaxa	wh2_main_vor_jungle_of_pahualaxa_the_high_sentinel	False
wh2_main_vor_jungles_of_green_mist	wh2_main_vor_jungles_of_green_mist_pillars_of_unseen_constellations	False
wh2_main_vor_jungles_of_green_mist	wh2_main_vor_jungles_of_green_mist_spektazuma	True
wh2_main_vor_jungles_of_green_mist	wh2_main_vor_jungles_of_green_mist_wellsprings_of_eternity	False
wh2_main_vor_kingdom_of_beasts	wh2_main_vor_kingdom_of_beasts_serpent_coast	False
wh2_main_vor_kingdom_of_beasts	wh2_main_vor_kingdom_of_beasts_temple_of_skulls	True
wh2_main_vor_kingdom_of_beasts	wh2_main_vor_kingdom_of_beasts_the_cursed_jungle	False
wh2_main_vor_land_of_assassins	wh2_main_vor_land_of_assassins_lashiek	True
wh2_main_vor_land_of_assassins	wh2_main_vor_land_of_assassins_palace_of_the_wizard_caliph	False
wh2_main_vor_land_of_assassins	wh2_main_vor_land_of_assassins_sorcerers_islands	False
wh2_main_vor_land_of_the_dead	wh2_main_vor_land_of_the_dead_black_pyramid_of_nagash	False
wh2_main_vor_land_of_the_dead	wh2_main_vor_land_of_the_dead_khemri	True
wh2_main_vor_land_of_the_dead	wh2_main_vor_land_of_the_dead_springs_of_eternal_life	False
wh2_main_vor_land_of_the_dead	wh2_main_vor_land_of_the_dead_zandri	False
wh2_main_vor_land_of_the_dervishes	wh2_main_vor_land_of_the_dervishes_el-kalabad	True
wh2_main_vor_land_of_the_dervishes	wh2_main_vor_land_of_the_dervishes_elven_ruins	False
wh2_main_vor_land_of_the_dervishes	wh2_main_vor_land_of_the_dervishes_sudenburg	False
wh2_main_vor_mosquito_swamps	wh2_main_vor_mosquito_swamps_tlax	False
wh2_main_vor_mosquito_swamps	wh2_main_vor_mosquito_swamps_xahutec	False
wh2_main_vor_mosquito_swamps	wh2_main_vor_mosquito_swamps_xlanhuapec	True
wh2_main_vor_nagarythe	wh2_main_vor_nagarythe_shrine_of_khaine	False
wh2_main_vor_nagarythe	wh2_main_vor_nagarythe_tor_anlec	True
wh2_main_vor_nagarythe	wh2_main_vor_nagarythe_tor_dranil	False
wh2_main_vor_naggarond	wh2_main_vor_naggarond_har_kaldra	False
wh2_main_vor_naggarond	wh2_main_vor_naggarond_kaelra	False
wh2_main_vor_naggarond	wh2_main_vor_naggarond_naggarond	True
wh2_main_vor_northern_great_jungle	wh2_main_vor_northern_great_jungle_chaqua	False
wh2_main_vor_northern_great_jungle	wh2_main_vor_northern_great_jungle_itza	True
wh2_main_vor_northern_great_jungle	wh2_main_vor_northern_great_jungle_quetza	False
wh2_main_vor_northern_great_jungle	wh2_main_vor_northern_great_jungle_quittax	False
wh2_main_vor_northern_spine_of_sotek	wh2_main_vor_northern_spine_of_sotek_cavern_of_the_mlexigaur	False
wh2_main_vor_northern_spine_of_sotek	wh2_main_vor_northern_spine_of_sotek_hualotal	True
wh2_main_vor_northern_spine_of_sotek	wh2_main_vor_northern_spine_of_sotek_monument_of_izzatal	False
wh2_main_vor_northern_yvresse	wh2_main_vor_northern_yvresse_sardenath	False
wh2_main_vor_northern_yvresse	wh2_main_vor_northern_yvresse_tor_yvresse	True
wh2_main_vor_northern_yvresse	wh2_main_vor_northern_yvresse_tralinia	False
wh2_main_vor_obsidian_peaks	wh2_main_vor_obsidian_peaks_ice_rock_gorge	False
wh2_main_vor_obsidian_peaks	wh2_main_vor_obsidian_peaks_ice_spire	False
wh2_main_vor_obsidian_peaks	wh2_main_vor_obsidian_peaks_keshta_vault	True
wh2_main_vor_obsidian_peaks	wh2_main_vor_obsidian_peaks_temple_of_addaioth	False
wh2_main_vor_phoenix_gate	wh2_main_vor_phoenix_gate	True
wh2_main_vor_plain_of_spiders	wh2_main_vor_plain_of_spiders_clarak_spire	True
wh2_main_vor_plain_of_spiders	wh2_main_vor_plain_of_spiders_pits_of_zardok	False
wh2_main_vor_red_desert	wh2_main_vor_red_desert_drackla_spire	True
wh2_main_vor_red_desert	wh2_main_vor_red_desert_rothkar_spire	False
wh2_main_vor_river_qurveza	wh2_main_vor_river_qurveza_axlotl	True
wh2_main_vor_river_qurveza	wh2_main_vor_river_qurveza_mouth_of_qurveza	False
wh2_main_vor_saphery	wh2_main_vor_saphery_port_elistor	False
wh2_main_vor_saphery	wh2_main_vor_saphery_shadow_peak	False
wh2_main_vor_saphery	wh2_main_vor_saphery_tor_finu	False
wh2_main_vor_saphery	wh2_main_vor_saphery_tower_of_hoeth	True
wh2_main_vor_sartosa	wh2_main_vor_sartosa_sartosa	True
wh2_main_vor_scorpion_coast	wh2_main_vor_scorpion_coast_chotec	True
wh2_main_vor_scorpion_coast	wh2_main_vor_scorpion_coast_temple_of_tlencan	False
wh2_main_vor_sea_of_dread	wh2_main_vor_sea_of_dread_tor_elasor	True
wh2_main_vor_sea_of_dread	wh2_main_vor_sea_of_dread_tower_of_the_stars	False
wh2_main_vor_sea_of_dread	wh2_main_vor_sea_of_dread_tower_of_the_sun	False
wh2_main_vor_settlers_coast	wh2_main_vor_settlers_coast_port_reaver	False
wh2_main_vor_settlers_coast	wh2_main_vor_settlers_coast_skeggi	True
wh2_main_vor_settlers_coast	wh2_main_vor_settlers_coast_swamp_town	False
wh2_main_vor_shadow_wood	wh2_main_vor_shadow_wood_circle_of_destruction	False
wh2_main_vor_shadow_wood	wh2_main_vor_shadow_wood_clar_karond	True
wh2_main_vor_shadow_wood	wh2_main_vor_shadow_wood_daldrachs_lair	False
wh2_main_vor_shadow_wood	wh2_main_vor_shadow_wood_venom_glade	False
wh2_main_vor_shifting_mangrove_coastline	wh2_main_vor_shifting_mangrove_coastline_temple_avenue_of_gold	False
wh2_main_vor_shifting_mangrove_coastline	wh2_main_vor_shifting_mangrove_coastline_teotiqua	True
wh2_main_vor_shifting_sands	wh2_main_vor_shifting_sands_antoch	False
wh2_main_vor_shifting_sands	wh2_main_vor_shifting_sands_bhagar	False
wh2_main_vor_shifting_sands	wh2_main_vor_shifting_sands_ka-sabar	True
wh2_main_vor_shifting_sands	wh2_main_vor_shifting_sands_plain_of_tuskers	False
wh2_main_vor_southern_badlands	wh2_main_vor_southern_badlands_galbaraz	True
wh2_main_vor_southern_badlands	wh2_main_vor_southern_badlands_gor_gazan	False
wh2_main_vor_southern_great_jungle	wh2_main_vor_southern_great_jungle_gwakmol_crater	True
wh2_main_vor_southern_great_jungle	wh2_main_vor_southern_great_jungle_mortuary_of_tzulaqua	False
wh2_main_vor_southern_great_jungle	wh2_main_vor_southern_great_jungle_xhotl	False
wh2_main_vor_southern_jungles	wh2_main_vor_southern_jungles_dawns_light	False
wh2_main_vor_southern_jungles	wh2_main_vor_southern_jungles_scrag_hole	False
wh2_main_vor_southern_jungles	wh2_main_vor_southern_jungles_yuatek	True
wh2_main_vor_southern_spine_of_sotek	wh2_main_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls	True
wh2_main_vor_southern_spine_of_sotek	wh2_main_vor_southern_spine_of_sotek_thrice-cursed_peak	False
wh2_main_vor_southern_yvresse	wh2_main_vor_southern_yvresse_cairn_thel	False
wh2_main_vor_southern_yvresse	wh2_main_vor_southern_yvresse_elessaeli	True
wh2_main_vor_southern_yvresse	wh2_main_vor_southern_yvresse_shrine_of_loec	False
wh2_main_vor_southlands_world_edge_mountains	wh2_main_vor_southlands_world_edge_mountains_karag_orrud	False
wh2_main_vor_southlands_world_edge_mountains	wh2_main_vor_southlands_world_edge_mountains_karak_zorn	True
wh2_main_vor_southlands_world_edge_mountains	wh2_main_vor_southlands_world_edge_mountains_lost_plateau	False
wh2_main_vor_southlands_world_edge_mountains	wh2_main_vor_southlands_world_edge_mountains_mount_arachnos	False
wh2_main_vor_straits_of_lothern	wh2_main_vor_straits_of_lothern_glittering_tower	False
wh2_main_vor_straits_of_lothern	wh2_main_vor_straits_of_lothern_lothern	True
wh2_main_vor_straits_of_lothern	wh2_main_vor_straits_of_lothern_tower_of_lysean	False
wh2_main_vor_the_black_coast	wh2_main_vor_the_black_coast_arnheim	False
wh2_main_vor_the_black_coast	wh2_main_vor_the_black_coast_bleak_hold_fortress	True
wh2_main_vor_the_black_coast	wh2_main_vor_the_black_coast_hag_hall	False
wh2_main_vor_the_black_coast	wh2_main_vor_the_black_coast_vauls_anvil	False
wh2_main_vor_the_black_flood	wh2_main_vor_the_black_flood_hag_graef	True
wh2_main_vor_the_black_flood	wh2_main_vor_the_black_flood_storag_kor	False
wh2_main_vor_the_black_flood	wh2_main_vor_the_black_flood_temple_of_khaine	False
wh2_main_vor_the_broken_land	wh2_main_vor_the_broken_land_black_creek_spire	False
wh2_main_vor_the_broken_land	wh2_main_vor_the_broken_land_blacklight_tower	False
wh2_main_vor_the_broken_land	wh2_main_vor_the_broken_land_karond_kar	True
wh2_main_vor_the_broken_land	wh2_main_vor_the_broken_land_slavers_point	False
wh2_main_vor_the_capes	wh2_main_vor_the_capes_citadel_of_dusk	False
wh2_main_vor_the_capes	wh2_main_vor_the_capes_fortress_of_dawn	True
wh2_main_vor_the_chill_road	wh2_main_vor_the_chill_road_ashrak	False
