land_units_tables
43
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strenghts_weaknesses_text	supports_first_person	training_level	officer	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selected_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flames	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missiles	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_plate_90	2100	cavalry	55	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_1	wh2_main_def_cha_dreadlord_1	hu1d_elf_hr1_warhorse_dreadlord_sword_crossbow	wh2_main_def_cavarly_rider_170_hero_blood	62	43	80	5250	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_dreadlord_sword	wh2_main_def_crossbow_bolt_dreadlord	1	none	wh2_main_unit_short_text_def_cha_dreadlord_1	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest_mountedFireMove	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	40	0	0	0	0	15	0	hybrid_cav_highvalue	True	False	False
10	wh2_main_chainmail_115	2100	cavalry	55	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_2	wh2_main_def_cha_dreadlord_2	hu1d_elf_rp3_cold_one_sword_crossbow	wh2_main_def_cavarly_rider_170_hero_blood	62	43	80	5500	wh2_main_def_mnt_cold_one_armoured_hero	0		1	wh2_main_def_dreadlord_cold_one	wh2_main_def_crossbow_bolt_dreadlord	1	none	wh2_main_unit_short_text_def_cha_dreadlord_2	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh2_encourage_fear_hideForest_mountedFireMove	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	40	0	0	0	0	15	0	hybrid_cav_highvalue	True	False	False
10	wh2_main_body_80	2100	war_beast	60	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_4	wh2_main_def_cha_dreadlord_4	hu1d_elf_dr1_dragon_wb_sword_and_crossbow	wh2_main_def_cavarly_rider_170_hero_blood	48	46	80	9000	wh2_main_def_mnt_black_dragon	0		1	wh2_main_def_dreadlord_black_dragon	wh2_main_def_crossbow_bolt_dreadlord	1	none	wh2_main_unit_short_text_def_cha_dreadlord_4	wh_main_monster	placeholder	False	elite	wh2_main_def_dreadlord_dragon_officer			True	40	1500	0	wh_encourage_fear_terror_mountedFireMove	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	40	5	5	0	0	25	0	flying_hybrid_highvalue	True	False	False
10	wh2_main_plate_90	2100	cavalry	65	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_5	wh2_main_def_cha_dreadlord_5	hu1d_elf_hr1_pegasus_sword_crossbow	wh2_main_def_cavarly_rider_170_hero_blood	62	43	80	5700	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_dreadlord_sword	wh2_main_def_crossbow_bolt_dreadlord	1	none	wh2_main_unit_short_text_def_cha_dreadlord_5	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh2_encourage_mountedFireMove	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	40	0	0	0	0	15	0	flying_hybrid_highvalue	True	False	False
10	wh2_main_plate_90	2100	inf_melee	45	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_female_0	wh2_main_def_cha_dreadlord_female_0	hu1b_elf_sword_and_shield	wh2_main_def_infantry_hero_blood	67	48	80	4700		0		0	wh2_main_def_dreadlord_female_sword		1	wh_missile_block_70_eternal	wh2_main_unit_short_text_def_cha_dreadlord_female_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_plate_90	2100	cavalry	65	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_female_1	wh2_main_def_cha_dreadlord_female_1	hu1b_elf_hr1_warhorse_sword_and_shield	wh2_main_def_infantry_hero_blood	67	53	80	5200	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_dreadlord_female_sword		1	wh_missile_block_60_metal	wh2_main_unit_short_text_def_cha_dreadlord_female_1	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_chainmail_115	2100	cavalry	65	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_female_2	wh2_main_def_cha_dreadlord_female_2	hu1b_elf_rp3_cold_one_sword_shield	wh2_main_def_infantry_hero_blood	67	53	80	5500	wh2_main_def_mnt_cold_one_armoured_hero	0		1	wh2_main_def_dreadlord_female_cold_one		1	wh_missile_block_60_metal	wh2_main_unit_short_text_def_cha_dreadlord_female_2	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_body_80	2100	war_beast	60	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_female_4	wh2_main_def_cha_dreadlord_female_4	hu1b_elf_dr1_dragon_wb_sword_and_shield	wh2_main_def_infantry_hero_blood	52	50	80	9000	wh2_main_def_mnt_black_dragon	0		1	wh2_main_def_dreadlord_female_black_dragon		1	none	wh2_main_unit_short_text_def_cha_dreadlord_female_4	wh_main_monster	placeholder	False	elite	wh2_main_def_dreadlord_female_dragon_officer			True	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	5	5	0	0	25	0	flying_melee_highvalue	False	False	False
10	wh2_main_plate_90	2100	cavalry	75	com	13	71	wh2_main_unit_long_text_def_cha_dreadlord_female_5	wh2_main_def_cha_dreadlord_female_5	hu1b_elf_hr1_pegasus_sword_and_shield	wh2_main_def_infantry_hero_blood	67	53	80	5700	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_dreadlord_female_sword		1	wh_missile_block_60_metal	wh2_main_unit_short_text_def_cha_dreadlord_female_5	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	flying_melee_highvalue	False	False	False
10	wh2_main_leather_30	2100	inf_ranged	18	com	13	71	wh2_main_unit_long_text_def_cha_khainite_assassin_0	wh2_main_def_cha_khainite_assassin_0	hu1d_elf_sword_and_handbow	wh2_main_def_infantry_hero_fast_blood_khainite_assassin	72	40	65	4200		0		0	wh2_main_def_khainite_assassin	wh2_main_def_handbow_bolt_khainite_assassin	1	none	wh2_main_unit_short_text_def_cha_khainite_assassin_0	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh2_encourage_immuneToPsych_mountedFireMove_stalk	60	80	10	False	vo_sel_default	vo_sel_ranged	vo_sel_culture	1	10	small	0	50	0	0	0	0	15	0	melee_gatecrusher_highvalue	True	False	False
10	wh2_main_plate_100	2100	inf_melee	45	com	13	71	wh2_main_unit_long_text_def_cha_malekith_0	wh2_main_def_cha_malekith_0	hu1d_def_lord_sword_and_shield	wh2_main_def_infantry_hero_blood_malekith	67	48	85	5000		0		0	wh2_main_def_malekith_sword		1	wh_missile_block_70_eternal	wh2_main_unit_short_text_def_cha_malekith_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh2_encourage_fear_hideForest_immuneToPsych	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	20	15	0	melee_highvalue	False	False	False
10	wh2_main_plate_110	2100	cavalry	65	com	13	71	wh2_main_unit_long_text_def_cha_malekith_1	wh2_main_def_cha_malekith_1	hu1d_elf_rp3_cold_one_sword_shield	wh2_main_def_infantry_hero_blood_malekith_rider	67	53	85	5700	wh2_main_def_mnt_cold_one_armoured_hero	0		1	wh2_main_def_malekith_cold_one		1	wh_missile_block_60_metal	wh2_main_unit_short_text_def_cha_malekith_1	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh2_encourage_fear_hideForest_immuneToPsych	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	0	20	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_plate_120	2100	war_machine	80	com	13	71	wh2_main_unit_long_text_def_cha_malekith_2	wh2_main_def_cha_malekith_2	hu1d_elf_sword_and_shield	wh2_main_def_infantry_hero_blood_malekith	37	33	85	6555	wh2_main_def_mnt_cold_one_chariot	0		2	wh2_main_def_malekith_chariot		1	none	wh2_main_unit_short_text_def_cha_malekith_2	wh_main_chariot	placeholder	False	elite	wh2_main_def_cold_one_chariot_malekith	wh2_main_def_cold_one_chariot	wh2_main_def_cold_one_chariot	True	40	1500	0	wh2_encourage_fear_immuneToPsych	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	1	20	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_body_90	2100	war_beast	60	com	13	71	wh2_main_unit_long_text_def_cha_malekith_3	wh2_main_def_cha_malekith_3	hu1d_elf_dr1_dragon_wb_malekith_sword_and_shield	wh2_main_def_infantry_hero_blood_malekith_rider	56	50	85	9000	wh2_main_def_mnt_black_dragon_seraphon	0		1	wh2_main_def_malekith_black_dragon		1	none	wh2_main_unit_short_text_def_cha_malekith_3	wh_main_monster	placeholder	False	elite	wh2_main_def_seraphon_malekith			True	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	0	large	0	0	5	5	0	20	25	0	flying_melee_highvalue	False	False	False
10	wh2_main_leather_15	2100	inf_melee	55	com	13	71	wh2_main_unit_long_text_def_cha_morathi_0	wh2_main_def_cha_morathi_0	hu1b_def_lord_staff_and_sword	wh2_main_def_infantry_hero_fast_blood	57	38	85	4200		0		0	wh2_main_def_morathi_staff		1	none	wh2_main_unit_short_text_def_cha_morathi_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	25	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_plate_40	2100	cavalry	85	com	13	71	wh2_main_unit_long_text_def_cha_morathi_1	wh2_main_def_cha_morathi_1	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_fast_blood	57	38	85	5200	wh2_main_def_mnt_dark_pegasus_sulephet	0		1	wh2_main_def_morathi_staff		1	none	wh2_main_unit_short_text_def_cha_morathi_1	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	0	small	0	0	0	25	0	0	15	0	flying_melee_highvalue	False	False	False
10	wh2_main_body_10	2100	inf_melee	20	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_dark_0	wh2_main_def_cha_sorceress_dark_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4000		0		0	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_dark_0	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_dark_1	wh2_main_def_cha_sorceress_dark_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4400	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_dark_1	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_dark_2	wh2_main_def_cha_sorceress_dark_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4600	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_main_unit_short_text_def_cha_sorceress_dark_2	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_dark_3	wh2_main_def_cha_sorceress_dark_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4800	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_dark_3	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_10	2100	inf_melee	20	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_fire_0	wh2_main_def_cha_sorceress_fire_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4000		0		0	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_fire_0	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_fire_1	wh2_main_def_cha_sorceress_fire_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4400	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_fire_1	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_fire_2	wh2_main_def_cha_sorceress_fire_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4600	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_main_unit_short_text_def_cha_sorceress_fire_2	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_fire_3	wh2_main_def_cha_sorceress_fire_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4800	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_fire_3	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_10	2100	inf_melee	20	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_shadow_0	wh2_main_def_cha_sorceress_shadow_0	hu1b_elf_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4000		0		0	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_shadow_0	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_shadow_1	wh2_main_def_cha_sorceress_shadow_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4400	wh2_main_def_mnt_dark_steed	0		1	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_shadow_1	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_body_60	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_shadow_2	wh2_main_def_cha_sorceress_shadow_2	hu1b_elf_rp3_cold_one_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4600	wh2_main_def_mnt_cold_one_armoured	0		1	wh2_main_def_sorceress_cold_one		1	none	wh2_main_unit_short_text_def_cha_sorceress_shadow_2	wh_main_monster	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_plate_40	2100	cavalry	50	com	13	71	wh2_main_unit_long_text_def_cha_sorceress_shadow_3	wh2_main_def_cha_sorceress_shadow_3	hu1b_elf_hr1_pegasus_staff_and_sword	wh2_main_def_infantry_hero_blood	41	28	60	4800	wh2_main_def_mnt_dark_pegasus	0		1	wh2_main_def_sorceress_staff		1	none	wh2_main_unit_short_text_def_cha_sorceress_shadow_3	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	0	large	0	0	0	0	0	0	15	0	mage	False	False	False
10	wh2_main_leather_80	2100	inf_melee	20	inf_mel	12	50	wh2_main_unit_long_text_def_inf_black_ark_corsairs_0	wh2_main_def_inf_black_ark_corsairs_0	hu1d_elf_dual_sword	wh2_main_def_infantry_corsair_blood_dismembers	42	28	70	100		0		0	wh2_main_def_dual_swords		6	none	wh2_main_unit_short_text_def_inf_black_ark_corsairs_0	wh_dlc05_wef_infantry_spear	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_def_Black_Ark_Corsairs	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	5	0	melee	False	False	False
