armed_citizenry_units_to_unit_groups_junctions_tables
0
id	unknown	priority	unit	unit_group
11019	0	3	wh_main_grn_cav_goblin_wolf_riders_1	wh_main_grn_cav_goblin_wolf_riders_1
11026	0	1	wh_main_grn_cav_orc_boar_boy_big_uns	wh_main_grn_cav_orc_boar_boy_big_uns
11028	0	2	wh_main_grn_cav_orc_boar_boyz	wh_main_grn_cav_orc_boar_boyz
11034	0	2	wh_main_grn_cav_orc_boar_chariot	wh_main_grn_cav_orc_boar_chariot
11038	0	1	wh_main_grn_cav_savage_orc_boar_boy_big_uns	wh_main_grn_cav_savage_orc_boar_boy_big_uns
11041	0	2	wh_main_grn_cav_savage_orc_boar_boyz	wh_main_grn_cav_savage_orc_boar_boyz
11048	0	1	wh_main_grn_inf_black_orcs	wh_main_grn_inf_black_orcs
11050	0	6	wh_main_grn_inf_goblin_archers	wh_main_grn_inf_goblin_archers
11060	0	6	wh_main_grn_inf_goblin_spearmen	wh_main_grn_inf_goblin_spearmen
11069	0	5	wh_main_grn_inf_night_goblin_archers	wh_main_grn_inf_night_goblin_archers
11077	0	4	wh_main_grn_inf_night_goblin_fanatics	wh_main_grn_inf_night_goblin_fanatics
11082	0	5	wh_main_grn_inf_night_goblins	wh_main_grn_inf_night_goblins
11087	0	4	wh_main_grn_inf_orc_arrer_boyz	wh_main_grn_inf_orc_arrer_boyz
11095	0	4	wh_main_grn_inf_orc_boyz	wh_main_grn_inf_orc_boyz
11101	0	4	wh_main_grn_inf_savage_orc_arrer_boyz	wh_main_grn_inf_savage_orc_arrer_boyz
11109	0	3	wh_main_grn_inf_savage_orc_big_uns	wh_main_grn_inf_savage_orc_big_uns
11113	0	4	wh_main_grn_inf_savage_orcs	wh_main_grn_inf_savage_orcs
11117	0	0	wh_main_grn_mon_arachnarok_spider_0	wh_main_grn_mon_arachnarok_spider_0
11122	0	0	wh_main_grn_mon_giant	wh_main_grn_mon_giant
11130	0	2	wh_main_grn_mon_trolls	wh_main_grn_mon_trolls
11287	0	2	wh_main_vmp_cav_black_knights_0	wh_main_vmp_cav_black_knights_0
11295	0	1	wh_main_vmp_cav_black_knights_3	wh_main_vmp_cav_black_knights_3
11297	0	1	wh_main_vmp_cav_hexwraiths	wh_main_vmp_cav_hexwraiths
11304	0	1	wh_main_vmp_inf_cairn_wraiths	wh_main_vmp_inf_cairn_wraiths
11306	0	3	wh_main_vmp_inf_crypt_ghouls	wh_main_vmp_inf_crypt_ghouls
11310	0	2	wh_main_vmp_inf_grave_guard_0	wh_main_vmp_inf_grave_guard_0
11320	0	1	wh_main_vmp_inf_grave_guard_1	wh_main_vmp_inf_grave_guard_1
11325	0	5	wh_main_vmp_inf_skeleton_warriors_0	wh_main_vmp_inf_skeleton_warriors_0
11330	0	5	wh_main_vmp_inf_skeleton_warriors_1	wh_main_vmp_inf_skeleton_warriors_1
11333	0	6	wh_main_vmp_inf_zombie	wh_main_vmp_inf_zombie
11343	0	2	wh_main_grn_inf_orc_big_uns	wh_main_grn_inf_orc_big_uns
11351	0	2	wh_main_vmp_mon_crypt_horrors	wh_main_vmp_mon_crypt_horrors
11354	0	5	wh_main_vmp_mon_dire_wolves	wh_main_vmp_mon_dire_wolves
11364	0	6	wh_main_vmp_mon_fell_bats	wh_main_vmp_mon_fell_bats
11372	0	0	wh_main_vmp_mon_terrorgheist	wh_main_vmp_mon_terrorgheist
11378	0	0	wh_main_vmp_mon_vargheists	wh_main_vmp_mon_vargheists
11381	0	1	wh_main_vmp_mon_varghulf	wh_main_vmp_mon_varghulf
11382	0	2	wh_main_vmp_veh_black_coach	wh_main_vmp_veh_black_coach
11447	0	3	wh_main_grn_art_goblin_rock_lobber	wh_main_grn_art_goblin_rock_lobber
11484	0	1	wh_main_dwf_inf_irondrakes_2	wh_main_dwf_inf_irondrakes_2
1188050176	0	1	wh_dlc07_brt_cav_knights_errant_0	wh_dlc07_brt_cav_knights_errant_0
12040	0	2	wh_main_dwf_inf_longbeards	wh_main_dwf_inf_longbeards
12048	0	2	wh_main_emp_cav_empire_knights	wh_main_emp_cav_empire_knights
12060	0	1	wh_dlc04_emp_cav_knights_blazing_sun_0	wh_dlc04_emp_cav_knights_blazing_sun_0
12064	0	4	wh_dlc04_emp_inf_flagellants_0	wh_dlc04_emp_inf_flagellants_0
12070	0	4	wh_dlc04_emp_inf_free_company_militia_0	wh_dlc04_emp_inf_free_company_militia_0
12079	0	3	wh_dlc04_vmp_veh_corpse_cart_0	wh_dlc04_vmp_veh_corpse_cart_0
12084	0	2	wh_dlc04_vmp_veh_corpse_cart_1	wh_dlc04_vmp_veh_corpse_cart_1
12088	0	1	wh_dlc04_vmp_veh_corpse_cart_2	wh_dlc04_vmp_veh_corpse_cart_2
12090	0	0	wh_dlc04_vmp_veh_mortis_engine_0	wh_dlc04_vmp_veh_mortis_engine_0
12100	0	4	wh_dlc06_dwf_art_bolt_thrower_0	wh_dlc06_dwf_art_bolt_thrower_0
12110	0	4	wh_dlc06_dwf_inf_rangers_0	wh_dlc06_dwf_inf_rangers_0
12115	0	3	wh_dlc06_grn_cav_squig_hoppers_0	wh_dlc06_grn_cav_squig_hoppers_0
12120	0	4	wh_dlc06_grn_inf_nasty_skulkers_0	wh_dlc06_grn_inf_nasty_skukers_0
12132	0	4	wh_dlc06_grn_inf_squig_herd_0	wh_dlc06_grn_inf_squig_herd_0
12137	0	3	wh_dlc06_dwf_inf_rangers_1	wh_dlc06_dwf_inf_rangers_1
12142	0	4	wh_dlc05_wef_inf_eternal_guard_0	wh_dlc05_wef_eternal_guard
12149	0	5	wh_dlc05_wef_inf_glade_guard_0	wh_dlc05_wef_inf_glade_guard_0
121490432	0	0	wh_main_brt_cha_paladin_0	wh_main_brt_cha_paladin_0
12158	0	6	wh_dlc05_wef_inf_dryads_0	wh_dlc05_wef_dryads
12164	0	3	wh_dlc05_wef_inf_wardancers_0	wh_dlc05_wef_inf_wardancers_0
12165	0	2	wh_dlc05_wef_inf_deepwood_scouts_0	wh_dlc05_wef_inf_deepwood_scouts_0
12171	0	3	wh2_main_hef_cav_ellyrian_reavers_0	wh2_main_hef_cav_ellyrian_reavers_0
12172	0	1	wh_dlc05_wef_inf_wildwood_rangers_0	wh_dlc05_wef_wildwood_rangers
12173	0	3	wh2_main_hef_cav_ellyrian_reavers_1	wh2_main_hef_cav_ellyrian_reavers_1
12177	0	0	wh_dlc05_wef_mon_treeman_0	wh_dlc05_wef_treeman
12183	0	0	wh_dlc05_wef_cav_wild_riders_0	wh_dlc05_wef_cav_wild_riders_0
12184	0	4	wh2_main_hef_inf_archers_1	wh2_main_hef_inf_archers_1
12192	0	0	wh_dlc05_wef_cav_wild_riders_1	wh_dlc05_wef_cav_wild_riders_1
12194	0	4	wh2_main_hef_inf_spearmen_0	wh2_main_hef_inf_spearmen_0
12197	0	3	wh2_main_hef_inf_lothern_sea_guard_0	wh2_main_hef_inf_lothern_sea_guard_0
12204	0	0	wh2_main_hef_inf_lothern_sea_guard_1	wh2_main_hef_inf_lothern_sea_guard_1
12211	0	3	wh2_main_hef_cav_silver_helms_0	wh2_main_hef_cav_silver_helms_0
12216	0	0	wh_dlc05_wef_mon_treekin_0	wh_dlc05_wef_mon_treekin_0
12222	0	2	wh2_main_hef_inf_white_lions_of_chrace_0	wh2_main_hef_inf_white_lions_of_thrace_0
12230	0	3	wh2_main_hef_cav_silver_helms_1	wh2_main_hef_cav_silver_helms_1
12238	0	1	wh2_main_hef_inf_swordmasters_of_hoeth_0	wh2_main_hef_inf_swordmasters_of_hoeth_0
12241	0	0	wh_dlc05_wef_inf_wildwood_rangers_0	wh_dlc05_wef_inf_wildwood_rangers_0
12250	0	3	wh_dlc05_wef_inf_eternal_guard_1	wh_dlc05_wef_inf_eternal_guard_1
12251	0	3	wh2_main_def_cav_dark_riders_0	wh2_main_def_cav_dark_riders_0
12256	0	2	wh2_main_def_cav_dark_riders_1	wh2_main_def_cav_dark_riders_1
12260	0	0	wh_dlc05_wef_cav_sisters_thorn_0	wh_dlc05_wef_cav_sisters_thorn_0
12266	0	2	wh2_main_def_cav_dark_riders_2	wh2_main_def_cav_dark_riders_2
12276	0	4	wh2_main_def_inf_black_ark_corsairs_0	wh2_main_def_inf_black_ark_corsairs_0
12278	0	3	wh2_main_def_inf_black_ark_corsairs_1	wh2_main_def_inf_black_ark_corsairs_1
12287	0	0	wh2_main_def_inf_black_guard_0	wh2_main_def_inf_black_guard_0
1229183952	0	1	wh2_main_hef_cav_tiranoc_chariot	wh2_main_hef_cav_tiranoc_chariot
12297	0	4	wh2_main_def_inf_bleakswords_0	wh2_main_def_inf_bleakswords_0
12306	0	3	wh2_main_def_inf_darkshards_0	wh2_main_def_inf_darkshards_0
12311	0	3	wh2_main_def_inf_darkshards_1	wh2_main_def_inf_darkshards_1
12321	0	4	wh2_main_def_inf_dreadspears_0	wh2_main_def_inf_dreadspears_0
12328	0	2	wh2_main_def_inf_shades_0	wh2_main_def_inf_shades_0
12329	0	2	wh2_main_def_inf_shades_1	wh2_main_def_inf_shades_1
12333	0	1	wh_dlc05_wef_cav_glade_riders_1	wh_dlc05_wef_cav_glade_riders_1
12334	0	2	wh2_main_def_inf_shades_2	wh2_main_def_inf_shades_2
12339	0	2	wh2_main_def_inf_witch_elves_0	wh2_main_def_inf_witch_elves_0
12351	0	1	wh2_main_lzd_cav_cold_one_spearmen_1	wh2_main_lzd_cav_cold_one_spearmen_1
12357	0	1	wh2_main_lzd_cav_cold_ones_1	wh2_main_lzd_cav_cold_ones_1
12365	0	4	wh_dlc05_wef_cav_glade_riders_0	wh_dlc05_wef_cav_glade_riders
12369	0	4	wh2_main_lzd_inf_chameleon_skinks_0	wh2_main_lzd_inf_chameleon_skinks_0
12377	0	3	wh2_main_lzd_inf_saurus_spearmen_0	wh2_main_lzd_inf_saurus_spearmen_0
12383	0	2	wh_dlc05_wef_cav_hawk_riders_0	wh_dlc05_wef_cav_hawk_riders_0
12387	0	2	wh2_main_lzd_inf_saurus_spearmen_1	wh2_main_lzd_inf_saurus_spearmen_1
12388	0	0	wh_dlc05_wef_inf_waywatchers_0	wh_dlc05_wef_inf_waywatchers_0
12393	0	3	wh2_main_lzd_inf_saurus_warriors_0	wh2_main_lzd_inf_saurus_warriors_0
12398	0	3	wh_dlc05_wef_mon_great_eagle_0	wh_dlc05_wef_mon_great_eagle_0
12401	0	2	wh2_main_lzd_inf_saurus_warriors_1	wh2_main_lzd_inf_saurus_warriors_1
12405	0	3	wh_dlc05_wef_inf_glade_guard_1	wh_dlc05_wef_inf_glade_guard_1
12410	0	5	wh2_main_lzd_inf_skink_cohort_0	wh2_main_lzd_inf_skink_cohort_0
12411	0	5	wh2_main_lzd_inf_skink_cohort_1	wh2_main_lzd_inf_skink_cohort_1
12414	0	5	wh2_main_lzd_inf_skink_skirmishers_0	wh2_main_lzd_inf_skink_skirmishers_0
12415	0	3	wh_dlc05_wef_cav_glade_riders_1	wh_dlc05_wef_cav_glade_riders_1
12427	0	2	wh_dlc05_wef_inf_deepwood_scouts_1	wh_dlc05_wef_inf_deepwood_scouts_1
12436	0	1	wh_dlc05_wef_inf_wardancers_1	wh_dlc05_wef_inf_wardancers_1
12447	0	0	wh_dlc05_wef_forest_dragon_0	wh_dlc05_wef_forest_dragon_0
12460	0	1	wh2_main_def_art_reaper_bolt_thrower	wh2_main_def_art_reaper_bolt_thrower
12469	0	1	wh2_main_hef_art_eagle_claw_bolt_thrower	wh2_main_hef_art_eagle_claw_bolt_thrower
12474	0	0	wh2_main_def_mon_black_dragon	wh2_main_def_mon_black_dragon
12478	0	0	wh2_main_hef_mon_moon_dragon	wh2_main_hef_mon_moon_dragon
12486	0	0	wh2_main_hef_mon_star_dragon	wh2_main_hef_mon_star_dragon
12488	0	0	wh2_main_hef_mon_sun_dragon	wh2_main_hef_mon_sun_dragon
12500	0	2	wh2_main_def_inf_harpies	wh2_main_def_inf_harpies
12514	0	0	wh2_main_def_mon_war_hydra	wh2_main_def_mon_war_hydra
12520	0	1	wh2_main_def_cav_cold_one_knights_1	wh2_main_def_cav_cold_one_knights_1
12529	0	0	wh2_main_def_inf_har_ganeth_executioners_0	wh2_main_def_inf_har_ganeth_executioners_0
12550	0	3	wh2_main_hef_mon_great_eagle	wh2_main_hef_mon_great_eagle
12556	0	1	wh2_main_hef_cav_dragon_princes	wh2_main_hef_cav_dragon_princes
12618	0	0	wh2_main_lzd_mon_bastiladon_0	wh2_main_lzd_mon_bastiladon_0
12623	0	0	wh2_main_lzd_mon_bastiladon_1	wh2_main_lzd_mon_bastiladon_1
12631	0	0	wh2_main_lzd_mon_bastiladon_2	wh2_main_lzd_mon_bastiladon_2
12641	0	0	wh2_main_lzd_mon_carnosaur_0	wh2_main_lzd_mon_carnosaur_0
12647	0	2	wh2_main_lzd_cav_terradon_riders_0	wh2_main_lzd_mon_terradon_0
12650	0	2	wh2_main_lzd_cav_terradon_riders_1	wh2_main_lzd_mon_terradon_1
12660	0	0	wh2_main_lzd_mon_ancient_stegadon	wh2_main_lzd_mon_ancient_stegadon
12662	0	0	wh2_main_lzd_mon_stegadon_0	wh2_main_lzd_mon_stegadon_0
12665	0	0	wh2_main_lzd_mon_stegadon_1	wh2_main_lzd_mon_stegadon_1
12667	0	1	wh2_main_lzd_inf_temple_guards	wh2_main_lzd_inf_temple_guards
12671	0	1	wh2_main_lzd_cav_horned_ones_0	wh2_main_lzd_cav_horned_ones_0
12672	0	1	wh2_main_lzd_mon_kroxigors	wh2_main_lzd_mon_kroxigors
12807	0	2	wh2_main_skv_art_plagueclaw_catapult	wh2_main_skv_art_plagueclaw_catapult
12817	0	2	wh2_main_skv_art_warp_lightning_cannon	wh2_main_skv_art_warp_lightning_cannon
12819	0	6	wh2_main_skv_inf_clanrat_spearmen_0	wh2_main_skv_inf_clanrat_spearmen_0
12828	0	5	wh2_main_skv_inf_clanrat_spearmen_1	wh2_main_skv_inf_clanrat_spearmen_1
12829	0	6	wh2_main_skv_inf_clanrats_0	wh2_main_skv_inf_clanrats_0
12838	0	5	wh2_main_skv_inf_clanrats_1	wh2_main_skv_inf_clanrats_1
12848	0	2	wh2_main_skv_inf_death_globe_bombardiers	wh2_main_skv_inf_death_globe_bombardiers
12854	0	3	wh2_main_skv_inf_death_runners_0	wh2_main_skv_inf_death_runners_0
12863	0	4	wh2_main_skv_inf_gutter_runner_slingers_0	wh2_main_skv_inf_gutter_runner_slingers_0
12867	0	3	wh2_main_skv_inf_gutter_runner_slingers_1	wh2_main_skv_inf_gutter_runner_slingers_1
12877	0	4	wh2_main_skv_inf_gutter_runners_0	wh2_main_skv_inf_gutter_runners_0
12884	0	3	wh2_main_skv_inf_gutter_runners_1	wh2_main_skv_inf_gutter_runners_1
12892	0	4	wh2_main_skv_inf_night_runners_0	wh2_main_skv_inf_night_runners_0
12893	0	3	wh2_main_skv_inf_night_runners_1	wh2_main_skv_inf_night_runners_1
12896	0	1	wh2_main_skv_inf_plague_monk_censer_bearer	wh2_main_skv_inf_plague_monk_censer_bearer
12904	0	2	wh2_main_skv_inf_plague_monks	wh2_main_skv_inf_plague_monks
12906	0	3	wh2_main_skv_inf_poison_wind_globadiers	wh2_main_skv_inf_poison_wind_globadiers
12913	0	6	wh2_main_skv_inf_skavenslave_slingers_0	wh2_main_skv_inf_skavenslave_slingers_0
12919	0	6	wh2_main_skv_inf_skavenslave_spearmen_0	wh2_main_skv_inf_skavenslave_spearmen_0
12926	0	6	wh2_main_skv_inf_skavenslaves_0	wh2_main_skv_inf_skavenslaves_0
12928	0	1	wh2_main_skv_inf_stormvermin_0	wh2_main_skv_inf_stormvermin_0
12932	0	1	wh2_main_skv_inf_stormvermin_1	wh2_main_skv_inf_stormvermin_1
12934	0	2	wh2_main_skv_inf_warpfire_thrower	wh2_main_skv_inf_warpfire_thrower
12938	0	0	wh2_main_skv_mon_hell_pit_abomination	wh2_main_skv_mon_hell_pit_abomination
12947	0	1	wh2_main_skv_mon_rat_ogres	wh2_main_skv_mon_rat_ogres
12955	0	0	wh2_main_skv_veh_doomwheel	wh2_main_skv_veh_doomwheel
12957	0	0	wh_dlc02_vmp_cav_blood_knights_0	wh2_main_vmp_cav_blood_knights
12969	0	0	wh2_main_hef_inf_gate_guard	wh2_main_hef_inf_gate_guard
12970	0	6	wh2_main_hef_inf_archers_0	wh2_main_hef_inf_archers_0
12976	0	3	wh2_main_def_cav_cold_one_knights_0	wh2_main_def_cav_cold_one_knights_0
1367904163	0	0	wh_main_dwf_cha_master_engineer_0	wh_main_dwf_cha_master_engineer_0
1386377604	0	2	wh_dlc07_brt_inf_grail_reliquae_0	wh_dlc07_brt_inf_grail_reliquae_0
1418129737	0	3	wh_dlc05_wef_inf_glade_guard_2	wh_dlc05_wef_inf_glade_guard_2
1470393434	0	0	wh2_main_skv_cha_plague_priest_0	wh2_main_skv_cha_plague_priest_0
1507615341	0	1	wh_dlc07_brt_inf_foot_squires_0	wh_dlc07_brt_inf_foot_squires_0
153149916	0	0	wh_dlc01_chs_mon_dragon_ogre_shaggoth	wh_dlc01_chs_mon_dragon_ogre_shaggoth
1587434197	0	0	wh2_main_hef_cha_noble_0	wh2_main_hef_cha_noble_0
1610103663	0	2	wh_dlc05_bst_mon_harpies_0	wh_dlc05_bst_mon_harpies_0
1643427198	0	2	wh_dlc06_grn_inf_nasty_skulkers_0	wh_dlc06_grn_inf_nasty_skulkers_0
1644198300	0	0	wh_main_emp_cha_captain_0	wh_main_emp_cha_captain_0
1651816535	0	0	wh_main_grn_cha_orc_shaman_0	wh_main_grn_cha_orc_shaman_0
1718783010	0	0	wh2_main_hef_cha_mage_high_0	wh2_main_hef_cha_mage_high_0
1735381571	0	0	wh_main_vmp_cha_necromancer_0	wh_main_vmp_cha_necromancer_0
1757868201	0	2	wh_dlc03_bst_inf_razorgor_herd_0	wh_dlc03_bst_inf_razorgor_herd_0
1761730473	0	0	wh_dlc05_wef_cha_spellsinger_life_0	wh_dlc05_wef_cha_spellsinger_life_0
1795104243	0	0	wh2_main_hef_mon_phoenix_frostheart	wh2_main_hef_mon_phoenix_frostheart
1807023518	0	2	wh_dlc07_brt_inf_battle_pilgrims_0	wh_dlc07_brt_inf_battle_pilgrims_0
1808403804	0	0	wh2_main_hef_inf_phoenix_guard	wh2_main_hef_inf_phoenix_guard
1837038173	0	0	wh_main_emp_cha_wizard_fire_0	wh_main_emp_cha_wizard_fire_0
1976004511	0	1	wh_dlc07_brt_inf_men_at_arms_1	wh_dlc07_brt_inf_men_at_arms_1
2017985682	0	0	wh_dlc06_grn_inf_squig_explosive_0	wh_dlc06_grn_inf_squig_explosive_0
2045476041	0	0	wh_main_chs_inf_chosen_1	wh_main_chs_inf_chosen_1
2074252116	0	0	wh2_main_lzd_cha_skink_priest_beasts_0	wh2_main_lzd_cha_skink_priest_beasts_0
222814247	0	0	wh2_main_lzd_cha_saurus_scar_veteran_0	wh2_main_lzd_cha_saurus_scar_veteran_0
22711044	0	0	wh2_main_hef_mon_phoenix_flamespyre	wh2_main_hef_mon_phoenix_flamespyre
265272860	0	0	wh_main_brt_cha_damsel_0	wh_main_brt_cha_damsel_0
297536656	0	0	wh_dlc05_wef_cha_waystalker_0	wh_dlc05_wef_cha_waystalker_0
311542784	0	1	wh_dlc06_dwf_inf_bugmans_rangers_0	wh_dlc06_dwf_inf_bugmans_rangers_0
312974191	0	0	wh_main_vmp_cha_vampire_0	wh_main_vmp_cha_vampire_0
338094697	0	0	wh2_main_def_cha_death_hag_0	wh2_main_def_cha_death_hag_0
370631417	0	1	wh2_main_def_cav_cold_one_chariot	wh2_main_def_cav_cold_one_chariot
408498610	0	1	wh2_main_hef_cav_ithilmar_chariot	wh2_main_hef_cav_ithilmar_chariot
461885673	0	1	wh_dlc01_chs_cav_gorebeast_chariot	wh_dlc01_chs_cav_gorebeast_chariot
498154717	0	1	wh_dlc01_chs_mon_trolls_1	wh_dlc01_chs_mon_trolls_1
566673757	0	0	wh_dlc02_vmp_cav_blood_knights_0	wh_dlc02_vmp_cav_blood_knights_0
645827997	0	3	wh_main_grn_inf_night_goblin_fanatics_1	wh_main_grn_inf_night_goblin_fanatics_1
651577515	0	3	wh_dlc05_wef_inf_dryads_0	wh_dlc05_wef_inf_dryads_0
671584506	0	0	wh_main_dwf_cha_thane	wh_main_dwf_cha_thane
726486887	0	0	wh2_main_skv_cha_warlock_engineer	wh2_main_skv_cha_warlock_engineer
869804891	0	0	wh2_main_def_cha_sorceress_dark_0	wh2_main_def_cha_sorceress_dark_0
985333972	0	0	wh_main_grn_cha_goblin_big_boss_0	wh_main_grn_cha_goblin_big_boss_0
9960	0	200	wh_main_grn_inf_orc_boyz	grn_test_garrison
9969	0	200	wh_main_vmp_inf_zombie	vmp_test_garrison
9971	0	200	wh_main_chs_inf_chaos_marauders_0	chs_test_garrison
9986	0	200	wh_main_emp_inf_spearmen_0	emp_test_garrison
9995	0	200	wh_main_nor_inf_chaos_marauders_0	nor_test_garrison
2	0	0	wh_dlc07_brt_cav_questing_knights_0	wh_dlc07_brt_cav_questing_knights_0
3	0	5	wh2_main_lzd_cav_cold_ones_feral_0	wh2_main_lzd_cav_cold_ones_feral_0
1	0	2	wh2_main_lzd_cav_terradon_riders_0	wh2_main_lzd_cav_terradon_riders_0
4	0	0	wh_main_emp_cha_warrior_priest_0	wh_main_emp_cha_warrior_priest_0
5	0	0	emp_knights_panther	emp_knights_panther
6	0	0	wh_main_dwf_cha_rune_smith_0	wh_main_dwf_cha_rune_smith_0
7	0	4	wh_dlc07_brt_inf_peasant_bowmen_2	wh_dlc07_brt_inf_peasant_bowmen_2
