unit_attributes_to_groups_junctions_tables
2
attribute	attribute_group
causes_terror	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
causes_terror	wh_encourage_fear_hideForest_terror_undead
causes_terror	wh_encourage_fear_hideForest_unbreakable_terror
causes_terror	wh_encourage_fear_hideForest_unbreakable_terror_undead
causes_terror	wh_encourage_fear_terror
causes_terror	wh_encourage_fear_terror_mountedFireMove
causes_terror	wh_encourage_fear_terror_mountedFireMove_strider
causes_terror	wh_encourage_fear_terror_unbreakable
causes_terror	wh_encourage_fear_terror_undead
causes_terror	wh_encourage_hideForest_fear_terror
causes_terror	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
causes_terror	wh_encourage_strider_fear_terror_mountedFireMove
causes_terror	wh_fatigue_fear_terror
causes_terror	wh_fear_guerrilla_hideForest_terror_undead
causes_terror	wh_fear_guerrilla_hideForest_terror_undead_encourge
causes_terror	wh_fear_guerrilla_terror
causes_terror	wh_fear_guerrilla_terror_undead
causes_terror	wh_fear_guerrilla_undead_terror
causes_terror	wh_fear_hideForest_terror
causes_terror	wh_fear_hideForest_terror_undead
causes_terror	wh_fear_strider_terror
causes_terror	wh_fear_terror
causes_terror	wh_fear_terror_hideForest_unbreakable_encourage
causes_terror	wh_fear_terror_strider
causes_terror	wh_fear_terror_unbreakable
causes_terror	wh_fear_terror_undead
causes_terror	wh_fear_terror_undead_unbreakable
causes_terror	wh_hideForest_fear_terror_chargeReflectorVsL
charge_reflector_vs_large	wh_chargeRefelectorVsL_guerrilla_hideForest
charge_reflector_vs_large	wh_chargeReflectorVsL_encourage_hideForest
charge_reflector_vs_large	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
charge_reflector_vs_large	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
charge_reflector_vs_large	wh_chargeReflectorVsL_expendable_hideForest
charge_reflector_vs_large	wh_chargeReflectorVsL_fear_hideForest_undead
charge_reflector_vs_large	wh_chargeReflectorVsL_guerrilla_hideForest
charge_reflector_vs_large	wh_chargeReflectorVsL_hideForest
charge_reflector_vs_large	wh_chargeReflectorVsL_hideForestScrub
charge_reflector_vs_large	wh_chargeReflectorVsL_hideForest_immPsy
charge_reflector_vs_large	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
charge_reflector_vs_large	wh_fear_hideForest_immPsy_chargeReflectorVsL
charge_reflector_vs_large	wh_hideForest_chargeReflectorVsL
charge_reflector_vs_large	wh_hideForest_fear_terror_chargeReflectorVsL
charge_reflector_vs_large	wh_hideForest_immPsy_chargeReflectorVsL
charge_reflector_vs_large	wh_hideForest_unbreakable_chargeReflectorVsL
charge_reflector	wh2_chargeReflector_fear_hideForest
charge_reflector	wh_chargeReflector_encourage_hideForest
charge_reflector	wh_chargeReflector_encourage_hideForest_immuneToPsych
charge_reflector	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
charge_reflector	wh_chargeReflector_encourage_hideForest_unbreakable
charge_reflector	wh_chargeReflector_hideForest
charge_reflector	wh_chargeReflector_hideForest_immPsy_guerrilla
charge_reflector	wh_fear_hideForest_undead_chargeDeflector
disciplined	heavy_cavalry
disciplined	heavy_cavalry_elite_warm
disciplined	heavy_cavalry_warm
disciplined	heavy_infantry
disciplined	heavy_infantry_elite
disciplined	heavy_infantry_elite_charge_reflector
disciplined	heavy_infantry_elite_charge_reflector_warm
disciplined	heavy_infantry_warm
encourages	formed_infantry_elite
encourages	formed_infantry_elite_charge_reflector
encourages	formed_infantry_elite_charge_reflector_warm
encourages	formed_infantry_elite_warm
encourages	heavy_cavalry_elite_warm
encourages	heavy_infantry_elite
encourages	heavy_infantry_elite_charge_reflector
encourages	heavy_infantry_elite_charge_reflector_warm
encourages	melee_cavalry_elite
encourages	melee_cavalry_elite_charge_reflector
encourages	melee_cavalry_elite_charge_reflector_cold
encourages	melee_infantry_elite_charge_reflector_cold
encourages	melee_infantry_elite_cold
encourages	melee_infantry_elite_warm
encourages	wh2_encourage_fear_hideForest_immuneToPsych
encourages	wh2_encourage_fear_hideForest_mountedFireMove
encourages	wh2_encourage_fear_immuneToPsych
encourages	wh2_encourage_fear_unbreakable
encourages	wh2_encourage_immuneToPsych_mountedFireMove_stalk
encourages	wh2_encourage_mountedFireMove
encourages	wh2_encourage_stalk
encourages	wh_cantRun_encourage
encourages	wh_cantRun_encourage_heatResist
encourages	wh_chargeReflectorVsL_encourage_hideForest
encourages	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
encourages	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
encourages	wh_chargeReflector_encourage_hideForest
encourages	wh_chargeReflector_encourage_hideForest_immuneToPsych
encourages	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
encourages	wh_chargeReflector_encourage_hideForest_unbreakable
encourages	wh_encourage
encourages	wh_encourage_fear
encourages	wh_encourage_fear_hideForest
encourages	wh_encourage_fear_hideForest_immuneToPsych
encourages	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
encourages	wh_encourage_fear_hideForest_terror_undead
encourages	wh_encourage_fear_hideForest_unbreakable_terror
encourages	wh_encourage_fear_hideForest_unbreakable_terror_undead
encourages	wh_encourage_fear_hideForest_undead
encourages	wh_encourage_fear_immuneToPsych_strider
encourages	wh_encourage_fear_mountedFireMove
encourages	wh_encourage_fear_terror
encourages	wh_encourage_fear_terror_mountedFireMove
encourages	wh_encourage_fear_terror_mountedFireMove_strider
encourages	wh_encourage_fear_terror_unbreakable
encourages	wh_encourage_fear_terror_undead
encourages	wh_encourage_fear_undead
encourages	wh_encourage_guerrilla_hideForest
encourages	wh_encourage_hideForest
encourages	wh_encourage_hideForestScrub
encourages	wh_encourage_hideForest_fear
encourages	wh_encourage_hideForest_fear_terror
encourages	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
encourages	wh_encourage_hideForest_immuneToPsych
encourages	wh_encourage_hideForest_immuneToPsych_strider
encourages	wh_encourage_hideForest_mountedFireMove
encourages	wh_encourage_hideForest_mountedFireMove_unbreakable
encourages	wh_encourage_hideForest_strider
encourages	wh_encourage_hideForest_unbreakable
encourages	wh_encourage_immuneToPsych
encourages	wh_encourage_strider_fear_terror_mountedFireMove
encourages	wh_encourage_unbreakable
encourages	wh_fear_guerrilla_hideForest_terror_undead_encourge
encourages	wh_fear_hideForest_immPsy_guerrilla_encourage
encourages	wh_fear_terror_hideForest_unbreakable_encourage
encourages	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
expendable	wh_cantRun_expendable
expendable	wh_chargeReflectorVsL_expendable_hideForest
expendable	wh_expendable_guerrilla_hideForest
expendable	wh_expendable_guerrilla_hideForest_mountedFireMove
expendable	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
expendable	wh_expendable_guerrilla_hideForest_strider
expendable	wh_expendable_guerrilla_stalk
expendable	wh_expendable_hideForest
fatigue_immune	wh2_fatigueImmune_fear_terror
fatigue_immune	wh2_fatigueImmune_hideForest
fatigue_immune	wh_fatigue_fear_terror
fatigue_immune	wh_fatigue_immuneToPsych_guerrilla
fatigue_immune	wh_fatigue_immune_guerrilla_immuneToPsych
fatigue_immune	wh_fatigue_immune_hideForest_immuneToPsych
fatigue_res	missile_cavalry
fatigue_res	missile_cavalry_cold
fatigue_res	missile_cavalry_parthian
fatigue_res	missile_cavalry_parthian_cold
fatigue_res	missile_cavalry_parthian_warm
fatigue_res	missile_cavalry_warm
guerrilla_deploy	melee_infantry_stealth
guerrilla_deploy	melee_infantry_stealth_cold
guerrilla_deploy	missile_infantry_stealth
guerrilla_deploy	wh2_fear_guerrilla_mountedFireMove
guerrilla_deploy	wh_chargeRefelectorVsL_guerrilla_hideForest
guerrilla_deploy	wh_chargeReflectorVsL_guerrilla_hideForest
guerrilla_deploy	wh_chargeReflector_hideForest_immPsy_guerrilla
guerrilla_deploy	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
guerrilla_deploy	wh_encourage_guerrilla_hideForest
guerrilla_deploy	wh_expendable_guerrilla_hideForest
guerrilla_deploy	wh_expendable_guerrilla_hideForest_mountedFireMove
guerrilla_deploy	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
guerrilla_deploy	wh_expendable_guerrilla_hideForest_strider
guerrilla_deploy	wh_expendable_guerrilla_stalk
guerrilla_deploy	wh_fatigue_immuneToPsych_guerrilla
guerrilla_deploy	wh_fatigue_immune_guerrilla_immuneToPsych
guerrilla_deploy	wh_fear_guerilla_hideForest_undead_stalk
guerrilla_deploy	wh_fear_guerrilla_hideForest_terror_undead
guerrilla_deploy	wh_fear_guerrilla_hideForest_terror_undead_encourge
guerrilla_deploy	wh_fear_guerrilla_hideForest_undead
guerrilla_deploy	wh_fear_guerrilla_hideForest_undead_immPsy
guerrilla_deploy	wh_fear_guerrilla_terror
guerrilla_deploy	wh_fear_guerrilla_terror_undead
guerrilla_deploy	wh_fear_guerrilla_undead
guerrilla_deploy	wh_fear_guerrilla_undead_terror
guerrilla_deploy	wh_fear_hideForest_immPsy_guerrilla
guerrilla_deploy	wh_fear_hideForest_immPsy_guerrilla_encourage
guerrilla_deploy	wh_guerrilla
guerrilla_deploy	wh_guerrilla_hideForest
guerrilla_deploy	wh_guerrilla_hideForest_fear
guerrilla_deploy	wh_guerrilla_hideForest_footFireMove
guerrilla_deploy	wh_guerrilla_hideForest_footFireMove_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_immPsy_stalk
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_strider
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_unbreakable
guerrilla_deploy	wh_guerrilla_hideForest_stalk
guerrilla_deploy	wh_guerrilla_hideForest_strider
guerrilla_deploy	wh_guerrilla_mountedFireMove
guerrilla_deploy	wh_guerrilla_mountedFireMove_strider
guerrilla_deploy	wh_guerrilla_stalk
guerrilla_deploy	wh_guerrilla_stalk_immPsy
guerrilla_deploy	wh_guerrilla_stalk_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_snipe_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_unbreakable
hide_forest	berserker_infantry_cold
hide_forest	camel
hide_forest	camel_missile
hide_forest	cavalry
hide_forest	formed_infantry
hide_forest	formed_infantry_elite
hide_forest	formed_infantry_elite_charge_reflector
hide_forest	formed_infantry_elite_charge_reflector_warm
hide_forest	formed_infantry_elite_warm
hide_forest	formed_infantry_warm
hide_forest	heavy_cavalry
hide_forest	heavy_cavalry_elite_warm
hide_forest	heavy_cavalry_warm
hide_forest	heavy_infantry
hide_forest	heavy_infantry_elite
hide_forest	heavy_infantry_elite_charge_reflector
hide_forest	heavy_infantry_elite_charge_reflector_warm
hide_forest	heavy_infantry_warm
hide_forest	hide_wood
hide_forest	melee_cavalry_charge_reflector
hide_forest	melee_cavalry_charge_reflector_warm
hide_forest	melee_cavalry_cold
hide_forest	melee_cavalry_elite
hide_forest	melee_cavalry_elite_charge_reflector
hide_forest	melee_cavalry_elite_charge_reflector_cold
hide_forest	melee_cavalry_warm
hide_forest	melee_infantry_cold
hide_forest	melee_infantry_elite_charge_reflector_cold
hide_forest	melee_infantry_elite_cold
hide_forest	melee_infantry_elite_warm
hide_forest	melee_infantry_warm
hide_forest	missile_cavalry
hide_forest	missile_cavalry_cold
hide_forest	missile_cavalry_parthian
hide_forest	missile_cavalry_parthian_cold
hide_forest	missile_cavalry_parthian_warm
hide_forest	missile_cavalry_warm
hide_forest	missile_infantry
hide_forest	missile_infantry_cold
hide_forest	wh2_cantRun_hideForest
hide_forest	wh2_chargeReflector_fear_hideForest
hide_forest	wh2_encourage_fear_hideForest_immuneToPsych
hide_forest	wh2_encourage_fear_hideForest_mountedFireMove
hide_forest	wh2_fatigueImmune_hideForest
hide_forest	wh2_fear_hideForest_rampage
hide_forest	wh2_hideForest_fear_terror
hide_forest	wh2_hideForest_immuneToPsych_rampage
hide_forest	wh2_hideForest_rampage
hide_forest	wh_berserker_infantry
hide_forest	wh_chargeRefelectorVsL_guerrilla_hideForest
hide_forest	wh_chargeReflectorVsL_encourage_hideForest
hide_forest	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
hide_forest	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
hide_forest	wh_chargeReflectorVsL_expendable_hideForest
hide_forest	wh_chargeReflectorVsL_fear_hideForest_undead
hide_forest	wh_chargeReflectorVsL_guerrilla_hideForest
hide_forest	wh_chargeReflectorVsL_hideForest
hide_forest	wh_chargeReflectorVsL_hideForest_immPsy
hide_forest	wh_chargeReflector_encourage_hideForest
hide_forest	wh_chargeReflector_encourage_hideForest_immuneToPsych
hide_forest	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
hide_forest	wh_chargeReflector_encourage_hideForest_unbreakable
hide_forest	wh_chargeReflector_hideForest
hide_forest	wh_chargeReflector_hideForest_immPsy_guerrilla
hide_forest	wh_encourage_fear_hideForest
hide_forest	wh_encourage_fear_hideForest_immuneToPsych
hide_forest	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
hide_forest	wh_encourage_fear_hideForest_terror_undead
hide_forest	wh_encourage_fear_hideForest_unbreakable_terror
hide_forest	wh_encourage_fear_hideForest_unbreakable_terror_undead
hide_forest	wh_encourage_fear_hideForest_undead
hide_forest	wh_encourage_guerrilla_hideForest
hide_forest	wh_encourage_hideForest
hide_forest	wh_encourage_hideForest_fear
hide_forest	wh_encourage_hideForest_fear_terror
hide_forest	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
hide_forest	wh_encourage_hideForest_immuneToPsych
hide_forest	wh_encourage_hideForest_immuneToPsych_strider
hide_forest	wh_encourage_hideForest_mountedFireMove
hide_forest	wh_encourage_hideForest_mountedFireMove_unbreakable
hide_forest	wh_encourage_hideForest_strider
hide_forest	wh_encourage_hideForest_unbreakable
hide_forest	wh_expendable_guerrilla_hideForest
hide_forest	wh_expendable_guerrilla_hideForest_mountedFireMove
hide_forest	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
hide_forest	wh_expendable_guerrilla_hideForest_strider
hide_forest	wh_expendable_hideForest
hide_forest	wh_fatigue_immune_hideForest_immuneToPsych
hide_forest	wh_fear_guerilla_hideForest_undead_stalk
hide_forest	wh_fear_guerrilla_hideForest_terror_undead
hide_forest	wh_fear_guerrilla_hideForest_terror_undead_encourge
hide_forest	wh_fear_guerrilla_hideForest_undead
hide_forest	wh_fear_guerrilla_hideForest_undead_immPsy
hide_forest	wh_fear_hideForest
hide_forest	wh_fear_hideForest_immPsy_chargeReflectorVsL
hide_forest	wh_fear_hideForest_immPsy_guerrilla
hide_forest	wh_fear_hideForest_immPsy_guerrilla_encourage
hide_forest	wh_fear_hideForest_terror
hide_forest	wh_fear_hideForest_terror_undead
hide_forest	wh_fear_hideForest_undead
hide_forest	wh_fear_hideForest_undead_chargeDeflector
hide_forest	wh_fear_hideForest_undead_stalk
hide_forest	wh_fear_hideForest_undead_unbreakable
hide_forest	wh_fear_terror_hideForest_unbreakable_encourage
hide_forest	wh_guerrilla_hideForest
hide_forest	wh_guerrilla_hideForest_fear
hide_forest	wh_guerrilla_hideForest_footFireMove
hide_forest	wh_guerrilla_hideForest_footFireMove_immPsy
hide_forest	wh_guerrilla_hideForest_immPsy
hide_forest	wh_guerrilla_hideForest_immPsy_stalk
hide_forest	wh_guerrilla_hideForest_mountedFireMove
hide_forest	wh_guerrilla_hideForest_mountedFireMove_immPsy
hide_forest	wh_guerrilla_hideForest_mountedFireMove_strider
hide_forest	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
hide_forest	wh_guerrilla_hideForest_mountedFireMove_unbreakable
hide_forest	wh_guerrilla_hideForest_stalk
hide_forest	wh_guerrilla_hideForest_strider
hide_forest	wh_hideForest
hide_forest	wh_hideForest_chargeReflectorVsL
hide_forest	wh_hideForest_fear_terror_chargeReflectorVsL
hide_forest	wh_hideForest_immPsy
hide_forest	wh_hideForest_immPsy_chargeReflectorVsL
hide_forest	wh_hideForest_immuneToPsych
hide_forest	wh_hideForest_mountedFireMove
hide_forest	wh_hideForest_mountedFireMove_strider
hide_forest	wh_hideForest_stalk
hide_forest	wh_hideForest_strider
hide_forest	wh_hideForest_unbreakable
hide_forest	wh_hideForest_unbreakable_chargeReflectorVsL
hide_scrub_and_forest	light_cavalry
hide_scrub_and_forest	missile_infantry_warm
hide_scrub_and_forest	wh_chargeReflectorVsL_hideForestScrub
hide_scrub_and_forest	wh_encourage_hideForestScrub
hide_scrub_and_forest	wh_hideForestScrub
ignore_forest_penalties	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
ignore_forest_penalties	wh_encourage_fear_hideForest_immuneToPsych
ignore_forest_penalties	wh_encourage_fear_immuneToPsych_strider
ignore_forest_penalties	wh_encourage_hideForest_immuneToPsych_strider
ignore_forest_penalties	wh_encourage_hideForest_strider
ignore_forest_penalties	wh_encourage_strider_fear_terror_mountedFireMove
ignore_forest_penalties	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
ignore_forest_penalties	wh_expendable_guerrilla_hideForest_strider
ignore_forest_penalties	wh_fear_strider_terror
ignore_forest_penalties	wh_fear_terror_strider
ignore_forest_penalties	wh_guerrilla_hideForest_mountedFireMove_strider
ignore_forest_penalties	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
ignore_forest_penalties	wh_guerrilla_hideForest_strider
ignore_forest_penalties	wh_guerrilla_mountedFireMove_strider
ignore_forest_penalties	wh_hideForest_mountedFireMove_strider
ignore_forest_penalties	wh_hideForest_strider
ignore_forest_penalties	wh_mountedFireMove_strider
immune_to_psychology	wh2_encourage_fear_hideForest_immuneToPsych
immune_to_psychology	wh2_encourage_fear_immuneToPsych
immune_to_psychology	wh2_encourage_immuneToPsych_mountedFireMove_stalk
immune_to_psychology	wh2_hideForest_immuneToPsych_rampage
immune_to_psychology	wh_amok_cantRun_fear_immuneToPsych
immune_to_psychology	wh_amok_fear_immuneToPsych
immune_to_psychology	wh_cantRun_immuneToPsych
immune_to_psychology	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
immune_to_psychology	wh_chargeReflectorVsL_hideForest_immPsy
immune_to_psychology	wh_chargeReflector_encourage_hideForest_immuneToPsych
immune_to_psychology	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
immune_to_psychology	wh_chargeReflector_hideForest_immPsy_guerrilla
immune_to_psychology	wh_encourage_fear_hideForest_immuneToPsych
immune_to_psychology	wh_encourage_fear_immuneToPsych_strider
immune_to_psychology	wh_encourage_hideForest_immuneToPsych
immune_to_psychology	wh_encourage_hideForest_immuneToPsych_strider
immune_to_psychology	wh_encourage_immuneToPsych
immune_to_psychology	wh_fatigue_immuneToPsych_guerrilla
immune_to_psychology	wh_fatigue_immune_guerrilla_immuneToPsych
immune_to_psychology	wh_fatigue_immune_hideForest_immuneToPsych
immune_to_psychology	wh_fear_guerrilla_hideForest_undead_immPsy
immune_to_psychology	wh_fear_hideForest_immPsy_chargeReflectorVsL
immune_to_psychology	wh_fear_hideForest_immPsy_guerrilla
immune_to_psychology	wh_guerrilla_hideForest_footFireMove_immPsy
immune_to_psychology	wh_guerrilla_hideForest_immPsy
immune_to_psychology	wh_guerrilla_hideForest_immPsy_stalk
immune_to_psychology	wh_guerrilla_hideForest_mountedFireMove_immPsy
immune_to_psychology	wh_guerrilla_stalk_immPsy
immune_to_psychology	wh_hideForest_immPsy
immune_to_psychology	wh_hideForest_immPsy_chargeReflectorVsL
immune_to_psychology	wh_hideForest_immuneToPsych
mighty_knockback	elephant_indian
mighty_knockback	elephants
mounted_fire_move	camel_missile
mounted_fire_move	light_cavalry
mounted_fire_move	missile_cavalry
mounted_fire_move	missile_cavalry_cold
mounted_fire_move	missile_cavalry_parthian
mounted_fire_move	missile_cavalry_parthian_cold
mounted_fire_move	missile_cavalry_parthian_warm
mounted_fire_move	missile_cavalry_warm
mounted_fire_move	wh2_encourage_fear_hideForest_mountedFireMove
mounted_fire_move	wh2_encourage_immuneToPsych_mountedFireMove_stalk
mounted_fire_move	wh2_encourage_mountedFireMove
mounted_fire_move	wh2_fear_guerrilla_mountedFireMove
mounted_fire_move	wh2_fear_mountedFireMove
mounted_fire_move	wh2_fear_mountedFireMove_terror
mounted_fire_move	wh_encourage_fear_mountedFireMove
mounted_fire_move	wh_encourage_fear_terror_mountedFireMove
mounted_fire_move	wh_encourage_fear_terror_mountedFireMove_strider
mounted_fire_move	wh_encourage_hideForest_mountedFireMove
mounted_fire_move	wh_encourage_hideForest_mountedFireMove_unbreakable
mounted_fire_move	wh_encourage_strider_fear_terror_mountedFireMove
mounted_fire_move	wh_expendable_guerrilla_hideForest_mountedFireMove
mounted_fire_move	wh_expendable_guerrilla_hideForest_mountedFireMove_strider
mounted_fire_move	wh_guerrilla_hideForest_footFireMove
mounted_fire_move	wh_guerrilla_hideForest_footFireMove_immPsy
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_immPsy
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_strider
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_unbreakable
mounted_fire_move	wh_guerrilla_mountedFireMove
mounted_fire_move	wh_guerrilla_mountedFireMove_strider
mounted_fire_move	wh_guerrilla_stalk_mountedFireMove
mounted_fire_move	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
mounted_fire_move	wh_guerrilla_stalk_snipe_mountedFireMove
mounted_fire_move	wh_hideForest_mountedFireMove
mounted_fire_move	wh_hideForest_mountedFireMove_strider
mounted_fire_move	wh_mountedFireMove
mounted_fire_move	wh_mountedFireMove_strider
mounted_fire_parthian	missile_cavalry_parthian
mounted_fire_parthian	missile_cavalry_parthian_cold
mounted_fire_parthian	missile_cavalry_parthian_warm
rampage	wh2_fear_hideForest_rampage
rampage	wh2_fear_rampage
rampage	wh2_fear_rampage_terror
rampage	wh2_fear_rampage_unbreakable
rampage	wh2_hideForest_immuneToPsych_rampage
rampage	wh2_hideForest_rampage
rampage	wh2_rampage
resist_cold	artillery_cold
resist_cold	berserker_infantry_cold
resist_cold	melee_cavalry_cold
resist_cold	melee_cavalry_elite_charge_reflector_cold
resist_cold	melee_infantry_cold
resist_cold	melee_infantry_elite_charge_reflector_cold
resist_cold	melee_infantry_elite_cold
resist_cold	melee_infantry_stealth_cold
resist_cold	missile_cavalry_cold
resist_cold	missile_cavalry_parthian_cold
resist_cold	missile_infantry_cold
resist_heat	camel
resist_heat	camel_missile
resist_heat	elephant_indian
resist_heat	elephants
resist_heat	formed_infantry_elite_charge_reflector_warm
resist_heat	formed_infantry_elite_warm
resist_heat	formed_infantry_warm
resist_heat	heavy_cavalry_elite_warm
resist_heat	heavy_cavalry_warm
resist_heat	heavy_infantry_elite_charge_reflector_warm
resist_heat	heavy_infantry_warm
resist_heat	melee_cavalry_charge_reflector_warm
resist_heat	melee_cavalry_warm
resist_heat	melee_infantry_elite_warm
resist_heat	melee_infantry_warm
