cdir_military_generator_template_ratios_tables
0
ratio	template_key	unit_group_key
10	WH_High_Elves_land_2	Default_land_cavalry_melee
1	WH_High_Elves_land_2	Default_land_command
10	WH_High_Elves_land_2	Default_land_flying
9	WH_High_Elves_land_2	Default_land_flying_heavy
30	WH_High_Elves_land_2	Default_land_infantry_melee
20	WH_High_Elves_land_2	Default_land_infantry_missile
5	WH_High_Elves_land_2	Default_land_magic
20	WH_High_Elves_land_rare	Default_land_cavalry_melee
5	WH_High_Elves_land_rare	Default_land_cavalry_missile
1	WH_High_Elves_land_rare	Default_land_command
5	WH_High_Elves_land_rare	Default_land_flying
10	WH_High_Elves_land_rare	Default_land_flying_heavy
25	WH_High_Elves_land_rare	Default_land_infantry_melee
19	WH_High_Elves_land_rare	Default_land_infantry_missile
5	WH_High_Elves_land_rare	Default_land_magic
9	WH_Kislev_land	Default_land_artillery
10	WH_Kislev_land	Default_land_cavalry_melee
1	WH_Kislev_land	Default_land_command
40	WH_Kislev_land	Default_land_infantry_melee
25	WH_Kislev_land	Default_land_infantry_missile
5	WH_Kislev_land	Default_land_magic
10	WH_Kislev_land	Default_land_support
15	WH_Lizardmen_land	Default_land_anti_armour
19	WH_Lizardmen_land	Default_land_anti_large
10	WH_Lizardmen_land	Default_land_artillery
1	WH_Lizardmen_land	Default_land_command
30	WH_Lizardmen_land	Default_land_infantry_melee
5	WH_Lizardmen_land	Default_land_magic
10	WH_Lizardmen_land	Default_land_support
25	WH_Lizardmen_land_2	Default_land_anti_armour
10	WH_Lizardmen_land_2	Default_land_anti_large
9	WH_Lizardmen_land_2	Default_land_artillery
1	WH_Lizardmen_land_2	Default_land_command
25	WH_Lizardmen_land_2	Default_land_infantry_melee
5	WH_Lizardmen_land_2	Default_land_magic
15	WH_Lizardmen_land_2	Default_land_support
15	WH_Lizardmen_land_rare	Default_land_anti_armour
15	WH_Lizardmen_land_rare	Default_land_anti_large
14	WH_Lizardmen_land_rare	Default_land_artillery
1	WH_Lizardmen_land_rare	Default_land_command
15	WH_Lizardmen_land_rare	Default_land_harasser
25	WH_Lizardmen_land_rare	Default_land_infantry_melee
5	WH_Lizardmen_land_rare	Default_land_magic
1	WH_Norsca_land	Default_land_cavalry_melee
1	WH_Norsca_land	Default_land_command
14	WH_Norsca_land	Default_land_harasser
50	WH_Norsca_land	Default_land_infantry_melee
20	WH_Norsca_land	Default_land_infantry_monterous
5	WH_Norsca_land	Default_land_magic
9	WH_Norsca_land	Default_land_support
20	WH_Skaven_land	Default_land_anti_large
15	WH_Skaven_land	Default_land_artillery
1	WH_Skaven_land	Default_land_command
35	WH_Skaven_land	Default_land_infantry_melee
5	WH_Skaven_land	Default_land_infantry_missile
10	WH_Skaven_land	Default_land_infantry_missile_heavy
5	WH_Skaven_land	Default_land_magic
9	WH_Skaven_land	Default_land_support
20	WH_Skaven_land_2	Default_land_anti_large
10	WH_Skaven_land_2	Default_land_artillery
1	WH_Skaven_land_2	Default_land_command
35	WH_Skaven_land_2	Default_land_infantry_melee
5	WH_Skaven_land_2	Default_land_infantry_missile
5	WH_Skaven_land_2	Default_land_infantry_missile_heavy
5	WH_Skaven_land_2	Default_land_magic
19	WH_Skaven_land_2	Default_land_support
20	WH_Skaven_land_3	Default_land_anti_large
1	WH_Skaven_land_3	Default_land_command
40	WH_Skaven_land_3	Default_land_infantry_melee
25	WH_Skaven_land_3	Default_land_infantry_missile_heavy
5	WH_Skaven_land_3	Default_land_magic
19	WH_Skaven_land_3	Default_land_support
30	WH_Skaven_land_rare	Default_land_anti_large
20	WH_Skaven_land_rare	Default_land_artillery
1	WH_Skaven_land_rare	Default_land_command
10	WH_Skaven_land_rare	Default_land_infantry_missile
5	WH_Skaven_land_rare	Default_land_magic
24	WH_Skaven_land_rare	Default_land_support
5	WH_TEB_land	Default_land_artillery
5	WH_TEB_land	Default_land_cavalry_melee
5	WH_TEB_land	Default_land_cavalry_missile
5	WH_TEB_land	Default_land_cavalry_shock
1	WH_TEB_land	Default_land_command
25	WH_TEB_land	Default_land_infantry_melee
19	WH_TEB_land	Default_land_infantry_missile
25	WH_TEB_land	Default_land_infantry_spearmen
5	WH_TEB_land	Default_land_magic
5	WH_TEB_land	Default_land_vehicle
5	WH_Vampire_Counts_land	Default_land_animal_pack_flying
10	WH_Vampire_Counts_land	Default_land_cavalry_melee
4	WH_Vampire_Counts_land	Default_land_cavalry_shock
1	WH_Vampire_Counts_land	Default_land_command
30	WH_Vampire_Counts_land	Default_land_infantry_melee
15	WH_Vampire_Counts_land	Default_land_infantry_melee_low_quality
12	WH_Vampire_Counts_land	Default_land_infantry_monterous
5	WH_Vampire_Counts_land	Default_land_magic
8	WH_Vampire_Counts_land	Default_land_monster
1	WH_Vampire_Counts_land	Default_land_vehicle
15	WH_Wood_Elves_Durthu_land	Default_land_cavalry_melee
5	WH_Wood_Elves_Durthu_land	Default_land_cavalry_missile
1	WH_Wood_Elves_Durthu_land	Default_land_command
35	WH_Wood_Elves_Durthu_land	Default_land_infantry_melee
10	WH_Wood_Elves_Durthu_land	Default_land_infantry_missile
5	WH_Wood_Elves_Durthu_land	Default_land_magic
19	WH_Wood_Elves_Durthu_land	Default_land_monster
20	WH_Wood_Elves_Orion_land	Default_land_cavalry_melee
5	WH_Wood_Elves_Orion_land	Default_land_cavalry_missile
1	WH_Wood_Elves_Orion_land	Default_land_command
33	WH_Wood_Elves_Orion_land	Default_land_infantry_melee
18	WH_Wood_Elves_Orion_land	Default_land_infantry_missile
5	WH_Wood_Elves_Orion_land	Default_land_magic
8	WH_Wood_Elves_Orion_land	Default_land_monster
10	WH_Wood_Elves_land	Default_land_cavalry_melee
5	WH_Wood_Elves_land	Default_land_cavalry_missile
1	WH_Wood_Elves_land	Default_land_command
35	WH_Wood_Elves_land	Default_land_infantry_melee
24	WH_Wood_Elves_land	Default_land_infantry_missile
5	WH_Wood_Elves_land	Default_land_magic
10	WH_Wood_Elves_land	Default_land_monster
5	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_artillery_wurrzag_waaagh
10	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_cavalry_melee_wurrzag_waaagh
2	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_cavalry_missile_wurrzag_waaagh
1	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_command_wurrzag_waaagh
7	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_giant_wurrzag_waaagh
35	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_melee_wurrzag_waaagh
5	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_missile_wurrzag_waaagh
10	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_monterous_wurrzag_waaagh
10	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_infantry_spearmen_wurrzag_waaagh
7	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_magic_wurrzag_waaagh
7	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_monster_wurrzag_waaagh
1	WH_dcl06_Greenskins_land_wurrzag	Default_dlc06_land_vehicle_wurrzag_waaagh
10	WH_dlc03_Empire_land_cavalry	Default_land_artillery
25	WH_dlc03_Empire_land_cavalry	Default_land_cavalry_melee
1	WH_dlc03_Empire_land_cavalry	Default_land_command
30	WH_dlc03_Empire_land_cavalry	Default_land_infantry_melee
14	WH_dlc03_Empire_land_cavalry	Default_land_infantry_missile
5	WH_dlc03_Empire_land_cavalry	Default_land_magic
5	WH_dlc03_Empire_land_cavalry	Default_land_support
10	WH_dlc03_Empire_land_infantry	Default_land_artillery
15	WH_dlc03_Empire_land_infantry	Default_land_cavalry_melee
1	WH_dlc03_Empire_land_infantry	Default_land_command
30	WH_dlc03_Empire_land_infantry	Default_land_infantry_melee
19	WH_dlc03_Empire_land_infantry	Default_land_infantry_missile
5	WH_dlc03_Empire_land_infantry	Default_land_magic
10	WH_dlc03_Empire_land_infantry	Default_land_support
5	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_artillery_skarsnik_waaagh
5	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_cavalry_melee_skarsnik_waaagh
2	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_cavalry_missile_skarsnik_waaagh
1	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_command_skarsnik_waaagh
7	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_giant_skarsnik_waaagh
40	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_melee_skarsnik_waaagh
5	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_missile_skarsnik_waaagh
10	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_monterous_skarsnik_waaagh
10	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_infantry_spearmen_skarsnik_waaagh
7	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_magic_skarsnik_waaagh
7	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_monster_skarsnik_waaagh
1	WH_dlc06_Greenskins_land_skarsnik	Default_dlc06_land_vehicle_skarsnik_waaagh
4	WH_Vampire_Counts_land	Default_land_support
10	WH_Bretonnia_land	elite
10	WH_Bretonnia_land_cav	elite
10	WH_Bretonnia_land_flying	elite
15	WH_Chaos_land	elite
10	WH_Dwarfs_land	elite
10	WH_Greenskins_land	elite
10	WH_High_Elves_land	elite
10	WH_High_Elves_land_2	elite
10	WH_High_Elves_land_rare	elite
5	WH_Vampire_Counts_land	elite
10	WH_Wood_Elves_Durthu_land	elite
10	WH_Wood_Elves_land	elite
10	WH_Wood_Elves_Orion_land	elite
10	WH_Empire_land	elite
10	WH_dlc03_Empire_land_cavalry	elite
10	WH_dlc03_Empire_land_infantry	elite
10	WH_Dark_Elves_land	elite
10	WH_Dark_Elves_land_2	elite
10	WH_Dark_Elves_land_rare	elite
10	WH_Lizardmen_land	elite
10	WH_Lizardmen_land_2	elite
10	WH_Lizardmen_land_rare	elite
10	WH_Dwarfs_land_2	Default_land_artillery
1	WH_Dwarfs_land_2	Default_land_command
40	WH_Dwarfs_land_2	Default_land_infantry_melee
30	WH_Dwarfs_land_2	Default_land_infantry_missile
20	WH_Dwarfs_land_2	Default_land_support
1	WH_Chaos_land_2	Default_land_artillery
20	WH_Chaos_land_2	Default_land_cavalry_melee
1	WH_Chaos_land_2	Default_land_cavalry_missile
1	WH_Chaos_land_2	Default_land_command
50	WH_Chaos_land_2	Default_land_infantry_melee
1	WH_Chaos_land_2	Default_land_magic
40	WH_Chaos_land_2	Default_land_monster
10	WH_Chaos_land_2	Default_land_support
10	WH_Chaos_land_2	elite
10	WH_Dwarfs_land_2	elite
7	WH_Vampire_Counts_land_2	Default_land_cavalry_melee
1	WH_Vampire_Counts_land_2	Default_land_command
25	WH_Vampire_Counts_land_2	Default_land_flying
30	WH_Vampire_Counts_land_2	Default_land_infantry_melee
6	WH_Vampire_Counts_land_2	Default_land_infantry_melee_low_quality
1	WH_Vampire_Counts_land_2	Default_land_magic
25	WH_Vampire_Counts_land_2	Default_land_monster
4	WH_Vampire_Counts_land_2	Default_land_support
5	WH_Vampire_Counts_land_2	elite
5	WH_Beastmen_land_2	Default_land_artillery
10	WH_Beastmen_land_2	Default_land_cavalry_melee
1	WH_Beastmen_land_2	Default_land_command
40	WH_Beastmen_land_2	Default_land_infantry_melee
1	WH_Beastmen_land_2	Default_land_magic
20	WH_Beastmen_land_2	Default_land_monster
30	WH_Beastmen_land_2	Default_land_infantry_monterous
10	WH_Empire_land_2	Default_land_artillery
20	WH_Empire_land_2	Default_land_cavalry_melee
1	WH_Empire_land_2	Default_land_command
40	WH_Empire_land_2	Default_land_infantry_melee
15	WH_Empire_land_2	Default_land_infantry_missile
1	WH_Empire_land_2	Default_land_magic
10	WH_Empire_land_2	Default_land_support
10	WH_Greenskins_land_2	Default_land_artillery
30	WH_Greenskins_land_2	Default_land_cavalry_melee
5	WH_Greenskins_land_2	Default_land_cavalry_missile
1	WH_Greenskins_land_2	Default_land_command
40	WH_Greenskins_land_2	Default_land_infantry_melee
20	WH_Greenskins_land_2	Default_land_infantry_missile
1	WH_Greenskins_land_2	Default_land_magic
1	WH_Greenskins_land_2	Default_land_monster
10	WH_Empire_land_2	elite
10	WH_Greenskins_land_2	elite
