unit_abilities_tables
14
key	supercedes_ability	requires_effect_enabling	icon-name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type
wh2_main_army_abilities_temple_of_mists		False	wh2_main_army_abilities_temple_of_mists		wh_type_area_of_hexes		wh_main_anc_group_rare	False	False	army
wh2_main_army_abilities_the_menace_below		False	wh2_main_army_abilities_the_menace_below		wh_type_augment		wh_main_anc_group_common	False	False	army
wh2_main_army_abilities_vauls_hammer		False	wh2_main_army_abilities_vauls_hammer		wh_type_explosion		wh_main_anc_group_rare	False	False	army
wh2_main_army_abilities_vortic_blast		False	wh2_main_army_abilities_vortic_blast		wh_type_explosion		wh_main_anc_group_unique	False	False	army
wh2_main_army_abilities_vortic_enrichment		False	wh2_main_army_abilities_vortic_enrichment		wh_type_area_of_regeneration		wh_main_anc_group_unique	False	False	army
wh2_main_army_abilities_warpbomb		False	wh2_main_army_abilities_warpbomb		wh_type_explosion		wh_main_anc_group_common	False	False	army
wh2_main_banner_passive_battle_banner		False	wh2_main_banner_passive_battle_banner		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	banner
wh2_main_banner_passive_sacred_banner_of_the_horned_rat		False	wh2_main_banner_passive_sacred_banner_of_the_horned_rat		wh_type_area_of_hexes		wh_main_anc_group_rare	True	False	banner
wh2_main_banner_passive_storm_banner		False	wh2_main_banner_passive_storm_banner		wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	banner
wh2_main_character_abilities_arcane_vassal		False	wh2_main_character_abilities_arcane_vassal		wh_type_explosion		wh_main_anc_group_rare	True	False	character
wh2_main_character_abilities_assassins_trophy		True	wh2_main_character_abilities_assassins_trophy		wh_type_hex		wh_main_anc_group_common	True	False	character
wh2_main_character_abilities_black_lotus		True	wh2_main_character_abilities_black_lotus		wh_type_augment		wh_main_anc_group_common	True	False	character
wh2_main_character_abilities_cold_blooded		False	wh2_main_character_abilities_cold_blooded		wh_type_regeneration		wh_main_anc_group_uncommon	False	False	character
wh2_main_character_abilities_dark_venom		True	wh2_main_character_abilities_dark_venom		wh_type_augment		wh_main_anc_group_common	True	False	character
wh2_main_character_abilities_shield_of_the_old_ones		True	wh2_main_character_abilities_shield_of_the_old_ones		wh_type_area_of_ward_save		wh_main_anc_group_uncommon	True	False	character
wh2_main_character_abilities_swiftness_of_itzl		True	wh2_main_character_abilities_swiftness_of_itzl		wh_type_explosion		wh_main_anc_group_uncommon	True	False	character
wh2_main_character_abilities_verminous_valour		True	wh2_main_character_abilities_verminous_valour		wh_type_augment		wh_main_anc_group_common	True	False	character
wh2_main_character_abilities_volley_of_dark_arrows		True	wh2_main_character_abilities_volley_of_dark_arrows		wh_type_magic_missiles		wh_main_anc_group_uncommon	True	False	character
wh2_main_character_abilities_volley_of_high_arrows		True	wh2_main_character_abilities_volley_of_high_arrows		wh_type_magic_missiles		wh_main_anc_group_uncommon	True	False	character
wh2_main_character_abilities_witchbrew		True	wh2_main_character_abilities_witchbrew		wh_type_augment		wh_main_anc_group_uncommon	True	False	character
wh2_main_character_contact_weeping_blade		False	wh2_main_character_contact_weeping_blade		wh_type_augment		wh_main_anc_group_common	True	False	character
wh2_main_character_passive_aura_of_pestilence		True	wh2_main_character_passive_aura_of_pestilence		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	character
wh2_main_character_passive_darken_the_skies		False	wh2_main_character_passive_darken_the_skies		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	character
wh2_main_character_passive_fallen_mages		False	wh2_main_character_passive_fallen_mages		wh_type_hex		wh_main_anc_group_unique	False	True	character
wh2_main_character_passive_grand_arcane_conduit		True	wh_main_character_abilities_arcane_conduit		wh_type_augment_of_the_winds		wh_main_anc_group_rare	True	False	character
wh2_main_character_passive_horn_of_isha		False	wh2_main_character_passive_horn_of_isha		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	character
wh2_main_character_passive_loose		True	wh2_main_character_passive_loose		wh_type_area_of_augments		wh_main_anc_group_common	True	False	character
wh2_main_faction_abilities_murderous_mastery		False	wh2_main_faction_abilities_murderous_mastery		wh_type_augment		wh_main_anc_group_common	False	False	faction
wh2_main_faction_abilities_murderous_prowess		False	wh2_main_faction_abilities_murderous_prowess		wh_type_augment		wh_main_anc_group_common	False	False	faction
wh2_main_faction_abilities_murderous_prowess_indicator		False	wh2_main_faction_abilities_murderous_prowess_indicator		wh_type_augment		wh_main_anc_group_common	False	True	faction
wh2_main_hero_abilities_doomrocket		True	wh2_main_hero_abilities_doomrocket		wh_type_magic_missile		wh_main_anc_group_uncommon	True	False	hero
wh2_main_item_abilities_amulet_of_itzl		False	wh2_main_item_abilities_amulet_of_itzl		wh_type_ward_save		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_armour_of_the_stars		False	wh2_main_item_abilities_armour_of_the_stars		wh_type_hiding		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_aura_of_quetzl		False	wh2_main_item_abilities_aura_of_quetzl		wh_type_augment		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_black_dragon_egg		False	wh2_main_item_abilities_black_dragon_egg		wh_type_breath		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_blade_of_bel_korhadris		False	wh2_main_item_abilities_blade_of_bel_korhadris		wh_type_augment		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_blood_statuette_of_spite		False	wh2_main_item_abilities_blood_statuette_of_spite		wh_type_direct_damage		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_book_of_hoeth		False	wh2_main_item_abilities_book_of_hoeth		wh_type_augment_of_the_winds		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_cube_of_darkness		False	wh2_main_item_abilities_cube_of_darkness		wh_type_hex_of_the_winds		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_dragonhorn		False	wh2_main_item_abilities_dragonhorn		wh_type_area_of_augments		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_pearl_of_infinite_bleakness		False	wh2_main_item_abilities_pearl_of_infinite_bleakness		wh_type_augment		wh_main_anc_group_rare	True	False	item
wh2_main_item_abilities_plaque_of_dominion		False	wh2_main_item_abilities_plaque_of_dominion		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_rival_hide_talisman		False	wh2_main_item_abilities_rival_hide_talisman		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_rod_of_corruption		False	wh2_main_item_abilities_rod_of_corruption		wh_type_area_of_direct_damage		wh_main_anc_group_unique	True	False	item
wh2_main_item_abilities_scroll_of_hoeth		False	wh2_main_item_abilities_scroll_of_hoeth		wh_type_hex_of_the_winds		wh_main_anc_group_unique	True	False	item
wh2_main_item_abilities_scrying_stone		False	wh2_main_item_abilities_scrying_stone		wh_type_augment		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_skalm		False	wh2_main_item_abilities_skalm		wh_type_regeneration		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_skavenbrew		False	wh2_main_item_abilities_skavenbrew		wh_type_augment		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_starwood_staff		False	wh2_main_item_abilities_starwood_staff		wh_type_augment_of_the_winds		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_talisman_of_loec		False	wh2_main_item_abilities_talisman_of_loec		wh_type_augment		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_the_bane_shield		False	wh2_main_item_abilities_the_bane_shield		wh_type_area_of_augments		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_the_guiding_eye		False	wh2_main_item_abilities_the_guiding_eye		wh_type_area_of_augments		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_the_horn_of_kygor		False	wh2_main_item_abilities_the_horn_of_kygor		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_abilities_the_liber_bubonicus		False	wh2_main_item_abilities_the_liber_bubonicus		wh_type_direct_damage		wh_main_anc_group_unique	True	False	item
wh2_main_item_abilities_the_tricksters_pendant		False	wh2_main_item_abilities_the_tricksters_pendant		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_the_vortex_shard		False	wh2_main_item_abilities_the_vortex_shard		wh_type_hex_of_the_winds		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_warpstorm_scroll		False	wh2_main_item_abilities_warpstorm_scroll		wh_type_area_of_direct_damage		wh_main_anc_group_common	True	False	item
wh2_main_item_abilities_worlds_edge_armour		False	wh2_main_item_abilities_worlds_edge_armour		wh_type_augment		wh_main_anc_group_common	True	False	item
wh2_main_item_bound_gilded_horn_of_galon_konook		False	wh2_main_item_bound_gilded_horn_of_galon_konook		wh_type_vortex		wh_main_anc_group_uncommon	False	False	bound
wh2_main_item_passive_blessed_tome		False	wh2_main_item_passive_blessed_tome		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_passive_circlet_of_iron		False	wh2_main_item_passive_circlet_of_iron		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	item
wh2_main_item_passive_curse_charm_of_tepok		False	wh2_main_item_passive_curse_charm_of_tepok		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_darkstar_cloak		False	wh2_main_item_passive_darkstar_cloak		wh_type_augment_of_the_winds		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_diamond_guardian_phoenix		False	wh2_main_item_passive_diamond_guardian_phoenix		wh_type_area_of_ward_save		wh_main_anc_group_common	False	False	item
wh2_main_item_passive_enchanted_spyglass		False	wh2_main_item_passive_enchanted_spyglass		wh_type_area_of_augments		wh_main_anc_group_uncommon	False	False	item
wh2_main_item_passive_heart_of_averlorn		False	wh2_main_item_passive_heart_of_averlorn		wh_type_regeneration		wh_main_anc_group_unique	True	False	item
wh2_main_item_passive_loremasters_cloak		False	wh2_main_item_passive_loremasters_cloak		wh_type_area_of_ward_save		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_passive_pipes_of_piebald		False	wh2_main_item_passive_pipes_of_piebald		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_portents_of_verminous_doom		False	wh2_main_item_passive_portents_of_verminous_doom		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_ring_of_hotek		False	wh2_main_item_passive_ring_of_hotek		wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	item
wh2_main_item_passive_ruby_guardian_phoenix		False	wh2_main_item_passive_ruby_guardian_phoenix		wh_type_area_of_ward_save		wh_main_anc_group_common	False	False	item
wh2_main_item_passive_sacred_incense		False	wh2_main_item_passive_sacred_incense		wh_type_area_of_ward_save		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_sapphire_guardian_phoenix		False	wh2_main_item_passive_sapphire_guardian_phoenix		wh_type_area_of_ward_save		wh_main_anc_group_common	False	False	item
wh2_main_item_passive_shadow_magnet_trinket		False	wh2_main_item_passive_shadow_magnet_trinket		wh_type_area_of_augments		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_shield_of_distraction		False	wh2_main_item_passive_shield_of_distraction		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_shield_of_ghrond		False	wh2_main_item_passive_shield_of_ghrond		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_sunburst_standard_of_hexoatl		False	wh2_main_item_passive_sunburst_standard_of_hexoatl		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	item
wh2_main_item_passive_supreme_spellshield		False	wh2_main_item_passive_supreme_spellshield		wh_type_hex_of_the_winds		wh_main_anc_group_unique	True	False	item
wh2_main_item_passive_the_book_of_the_phoenix		False	wh2_main_item_passive_the_book_of_the_phoenix		wh_type_regeneration		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_war_drum_of_xahutec		False	wh2_main_item_passive_war_drum_of_xahutec		wh_type_area_of_augments		wh_main_anc_group_common	True	False	item
wh2_main_item_passive_warp_shard_armour		False	wh2_main_item_passive_warp_shard_armour		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	item
wh2_main_item_passive_warpstone_armour		False	wh2_main_item_passive_warpstone_armour		wh_type_area_of_direct_damage		wh_main_anc_group_rare	True	False	item
wh2_main_lord_abilities_feint_and_reposte		True	wh2_main_lord_abilities_feint_and_reposte		wh_type_augment		wh_main_anc_group_uncommon	True	False	lord
wh2_main_lord_abilities_gaze_of_malice		True	wh2_main_lord_abilities_gaze_of_malice		wh_type_breath		wh_main_anc_group_common	True	False	lord
wh2_main_lord_abilities_potion_of_charoi		True	wh2_main_lord_abilities_potion_of_charoi		wh_type_regeneration		wh_main_anc_group_common	True	False	lord
wh2_main_lord_abilities_sacred_spawning_of_xhotl		True	wh2_main_lord_abilities_sacred_spawning_of_xhotl		wh_type_augment		wh_main_anc_group_common	True	False	lord
wh2_main_lord_abilities_the_ruination_of_cities		True	wh2_main_lord_abilities_the_ruination_of_cities		wh_type_wind		wh_main_anc_group_rare	True	False	lord
wh2_main_lord_abilities_trophy_heads		True	wh2_main_lord_abilities_trophy_heads		wh_type_hex		wh_main_anc_group_uncommon	True	False	lord
wh2_main_lord_passive_enchanting_beauty		True	wh2_main_lord_passive_enchanting_beauty		wh_type_area_of_hexes		wh_main_anc_group_rare	True	False	lord
wh2_main_lord_passive_glamour_of_hoeth		True	wh2_main_lord_passive_glamour_of_hoeth		wh_type_augment		wh_main_anc_group_rare	True	False	lord
wh2_main_lord_passive_kindle_the_fury		False	wh2_main_lord_passive_kindle_the_fury		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	lord
wh2_main_lord_passive_strength_through_spite		True	wh2_main_lord_passive_strength_through_spite		wh_type_area_of_augments		wh_main_anc_group_common	True	False	lord
wh2_main_lore_passive_musk_of_fear		True	wh2_main_lore_passive_musk_of_fear		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	lore
wh2_main_lore_passive_plague_rash		True	wh2_main_lore_passive_plague_rash		wh_type_augment		wh_main_anc_group_common	True	False	lore
wh2_main_lore_passive_shield_of_saphery		True	wh2_main_lore_passive_shield_of_saphery		wh_type_area_of_ward_save		wh_main_anc_group_common	True	False	lore
wh2_main_lore_passive_spiteful_conjuration		True	wh2_main_lore_passive_spiteful_conjuration		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	lore
wh2_main_mount_abilities_unholy_clamour		False	wh2_main_mount_abilities_unholy_clamour		wh_type_area_of_augments		wh_main_anc_group_rare	False	False	mount
wh2_main_mount_bound_pestilent_breath		False	wh2_main_spell_plague_pestilent_breath		wh_type_breath		wh_main_anc_group_common	False	False	mount
wh2_main_mount_bound_scorch		False	wh2_main_spell_ruin_scorch		wh_type_breath		wh_main_anc_group_uncommon	False	False	mount
wh2_main_mount_passive_billowing_death		False	wh2_main_mount_passive_billowing_death		wh_type_area_of_direct_damage		wh_main_anc_group_uncommon	False	False	mount
wh2_main_mount_passive_wall_of_unholy_sound		False	wh2_main_mount_passive_wall_of_unholy_sound		wh_type_area_of_augments		wh_main_anc_group_uncommon	False	False	mount
wh2_main_spell_bound_black_staff		False	wh2_main_spell_bound_black_staff		wh_type_augment_of_the_winds		wh_main_anc_group_uncommon	True	False	bound
wh2_main_spell_bound_embers_of_the_phoenix		False	wh2_main_spell_bound_the_book_of_the_phoenix		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	bound
wh2_main_spell_bound_hand_of_gods		False	wh2_main_spell_bound_hand_of_gods		wh_type_magic_missiles		wh_main_anc_group_unique	True	False	bound
wh2_main_spell_bound_khaines_ring_of_fury		True	wh2_main_spell_bound_khaines_ring_of_fury		wh_type_wind		wh_main_anc_group_rare	True	False	bound
wh2_main_spell_bound_radiant_gem_of_hoeth		False	wh2_main_spell_bound_radiant_gem_of_hoeth		wh_type_regeneration		wh_main_anc_group_common	True	False	bound
wh2_main_spell_bound_ring_of_corin		False	wh2_main_spell_bound_ring_of_corin		wh_type_direct_damage		wh_main_anc_group_rare	True	False	bound
wh2_main_spell_bound_rod_of_the_storm		False	wh2_main_spell_bound_rod_of_the_storm		wh_type_bombardment		wh_main_anc_group_uncommon	True	False	bound
wh2_main_spell_bound_rubric_of_dark_dimensions		False	wh2_main_spell_bound_rubric_of_dark_dimensions		wh_type_vortex		wh_main_anc_group_uncommon	True	False	bound
wh2_main_spell_bound_the_gem_of_sunfire		False	wh2_main_spell_bound_the_gem_of_sunfire		wh_type_vortex		wh_main_anc_group_rare	True	False	bound
wh2_main_spell_bound_the_seerstaff_of_saphery		False	wh2_main_spell_bound_the_seerstaff_of_saphery		wh_type_augment		wh_main_anc_group_common	True	False	bound
wh2_main_spell_bound_tome_of_furion		False	wh2_main_spell_bound_tome_of_furion		wh_type_bombardment		wh_main_anc_group_common	True	False	bound
wh2_main_spell_bound_wand_of_the_kharaidon		False	wh2_main_spell_bound_tome_of_furion		wh_type_bombardment		wh_main_anc_group_unique	True	False	bound
wh2_main_spell_bound_whip_of_agony		False	wh2_main_spell_bound_whip_of_agony		wh_type_hex		wh_main_anc_group_common	True	False	bound
wh2_main_spell_dark_magic_bladewind		True	wh2_main_spell_dark_magic_bladewind	wh2_main_spell_dark_magic_bladewind_upgraded	wh_type_vortex	spell_previews/dark/wh2_main_spell_dark_magic_bladewind	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_dark_magic_bladewind_upgraded		True	wh2_main_spell_dark_magic_bladewind		wh_type_vortex	spell_previews/dark/wh2_main_spell_dark_magic_bladewind	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_dark_magic_chillwind		True	wh2_main_spell_dark_magic_chillwind	wh2_main_spell_dark_magic_chillwind_upgraded	wh_type_wind	spell_previews/dark/wh2_main_spell_dark_magic_chillwind	wh_main_anc_group_common	True	False	spell
wh2_main_spell_dark_magic_chillwind_upgraded		True	wh2_main_spell_dark_magic_chillwind		wh_type_wind	spell_previews/dark/wh2_main_spell_dark_magic_chillwind	wh_main_anc_group_common	True	False	spell
wh2_main_spell_dark_magic_doombolt		True	wh2_main_spell_dark_magic_doombolt	wh2_main_spell_dark_magic_doombolt_upgraded	wh_type_bombardment	spell_previews/dark/wh2_main_spell_dark_magic_doombolt	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_dark_magic_doombolt_upgraded		True	wh2_main_spell_dark_magic_doombolt		wh_type_bombardment	spell_previews/dark/wh2_main_spell_dark_magic_doombolt	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_dark_magic_power_of_darkness		True	wh2_main_spell_dark_magic_power_of_darkness		wh_type_augment_of_the_winds	spell_previews/dark/wh2_main_spell_dark_magic_power_of_darkness	wh_main_anc_group_common	True	False	spell
wh2_main_spell_dark_magic_soul_stealer		True	wh2_main_spell_dark_magic_soul_stealer		wh_type_area_of_direct_damage	spell_previews/dark/wh2_main_spell_dark_magic_soul_stealer	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_dark_magic_word_of_pain		True	wh2_main_spell_dark_magic_word_of_pain	wh2_main_spell_dark_magic_word_of_pain_upgraded	wh_type_hex	spell_previews/dark/wh2_main_spell_dark_magic_word_of_pain	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_dark_magic_word_of_pain_upgraded		True	wh2_main_spell_dark_magic_word_of_pain		wh_type_hex	spell_previews/dark/wh2_main_spell_dark_magic_word_of_pain	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell		True	wh2_main_spell_plague_the_dreaded_thirteenth_spell		wh_type_explosion	spell_previews/plague/wh2_main_spell_plague_the_dreaded_thirteenth_spell	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_high_magic_apotheosis		True	wh2_main_spell_high_magic_apotheosis	wh2_main_spell_high_magic_apotheosis_upgraded	wh_type_regeneration	spell_previews/high/wh2_main_spell_high_magic_apotheosis	wh_main_anc_group_common	True	False	spell
wh2_main_spell_high_magic_apotheosis_upgraded		True	wh2_main_spell_high_magic_apotheosis		wh_type_regeneration	spell_previews/high/wh2_main_spell_high_magic_apotheosis	wh_main_anc_group_common	True	False	spell
wh2_main_spell_high_magic_arcane_unforging		True	wh2_main_spell_high_magic_arcane_unforging	wh2_main_spell_high_magic_arcane_unforging_upgraded	wh_type_direct_damage	spell_previews/high/wh2_main_spell_high_magic_arcane_unforging	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_high_magic_arcane_unforging_upgraded		True	wh2_main_spell_high_magic_arcane_unforging		wh_type_direct_damage	spell_previews/high/wh2_main_spell_high_magic_arcane_unforging	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_high_magic_fiery_convocation		True	wh2_main_spell_high_magic_fiery_convocation	wh2_main_spell_high_magic_fiery_convocation_upgraded	wh_type_wind	spell_previews/high/wh2_main_spell_high_magic_fiery_convocation	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_high_magic_fiery_convocation_upgraded		True	wh2_main_spell_high_magic_fiery_convocation		wh_type_wind	spell_previews/high/wh2_main_spell_high_magic_fiery_convocation	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_high_magic_hand_of_glory		True	wh2_main_spell_high_magic_hand_of_glory	wh2_main_spell_high_magic_hand_of_glory_upgraded	wh_type_augment	spell_previews/high/wh2_main_spell_high_magic_hand_of_glory	wh_main_anc_group_common	True	False	spell
wh2_main_spell_high_magic_hand_of_glory_upgraded		True	wh2_main_spell_high_magic_hand_of_glory		wh_type_augment	spell_previews/high/wh2_main_spell_high_magic_hand_of_glory	wh_main_anc_group_common	True	False	spell
wh2_main_spell_high_magic_soul_quench		True	wh2_main_spell_high_magic_soul_quench	wh2_main_spell_high_magic_soul_quench_upgraded	wh_type_magic_missile	spell_previews/high/wh2_main_spell_high_magic_soul_quench	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_high_magic_soul_quench_upgraded		True	wh2_main_spell_high_magic_soul_quench		wh_type_magic_missile	spell_previews/high/wh2_main_spell_high_magic_soul_quench	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_high_magic_tempest		True	wh2_main_spell_high_magic_tempest	wh2_main_spell_high_magic_tempest_upgraded	wh_type_vortex	spell_previews/high/wh2_main_spell_high_magic_tempest	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_high_magic_tempest_upgraded		True	wh2_main_spell_high_magic_tempest		wh_type_vortex	spell_previews/high/wh2_main_spell_high_magic_tempest	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_plague_bless_with_filth		True	wh2_main_spell_plague_bless_with_filth	wh2_main_spell_plague_bless_with_filth_upgraded	wh_type_area_of_augments	spell_previews/plague/wh2_main_spell_plague_bless_with_filth	wh_main_anc_group_common	True	False	spell
wh2_main_spell_plague_bless_with_filth_upgraded		True	wh2_main_spell_plague_bless_with_filth		wh_type_area_of_augments	spell_previews/plague/wh2_main_spell_plague_bless_with_filth	wh_main_anc_group_common	True	False	spell
wh2_main_spell_plague_pestilent_birth		True	wh2_main_spell_plague_pestilent_birth		wh_type_augment	spell_previews/plague/wh2_main_spell_plague_pestilent_birth	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_plague_pestilent_breath		True	wh2_main_spell_plague_pestilent_breath	wh2_main_spell_plague_pestilent_breath_upgraded	wh_type_breath	spell_previews/plague/wh2_main_spell_plague_pestilent_breath	wh_main_anc_group_common	True	False	spell
wh2_main_spell_plague_pestilent_breath_upgraded		True	wh2_main_spell_plague_pestilent_breath		wh_type_breath	spell_previews/plague/wh2_main_spell_plague_pestilent_breath	wh_main_anc_group_common	True	False	spell
wh2_main_spell_plague_plague		True	wh2_main_spell_plague_plague	wh2_main_spell_plague_plague_upgraded	wh_type_vortex	spell_previews/plague/wh2_main_spell_plague_plague	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_plague_plague_upgraded		True	wh2_main_spell_plague_plague		wh_type_vortex	spell_previews/plague/wh2_main_spell_plague_plague	wh_main_anc_group_rare	True	False	spell
