names_tables
1
names_group	order	gender	frequency	id
117	0	2	1	1177624275
124	0	2	1	1178399311
117	0	2	1	1184988248
153	1	0	0	1192091246
153	0	1	1	119315689
153	0	1	1	1194134712
162	0	1	1	1194590082
162	0	1	1	1195331532
153	1	0	0	1197072195
162	0	0	1	1197344450
137	0	0	1	1197705717
172	1	2	1	1199231259
124	0	2	1	1200513675
117	0	2	1	1201485733
153	0	1	1	1202032358
117	0	2	1	1202452913
117	0	2	1	1202927510
153	0	1	1	1205288363
137	0	1	1	1207993051
117	0	2	1	1215775979
137	0	1	1	12159699
137	0	0	1	1218801584
117	0	2	1	1219783641
117	0	2	1	122286684
137	0	1	1	122344455
153	0	0	1	1225535785
137	0	1	1	1226152662
137	0	1	1	122686813
172	1	2	1	1227554475
117	0	2	1	1229355954
162	0	1	1	1230556090
153	1	0	0	1231094167
124	0	2	1	123161244
117	0	2	1	1231648263
153	1	0	0	1232447988
117	0	2	1	12361275
117	0	2	1	1236918919
162	0	0	1	1237536125
153	1	0	0	1238542525
172	1	2	1	1238864252
124	0	2	1	124304404
153	0	1	1	1243883571
124	0	0	0	1244886423
162	0	1	1	1245067870
153	0	1	1	1247905949
88	0	0	1	1249683509
153	0	1	1	1250574602
117	0	2	1	1250584202
137	0	0	1	1254391153
172	0	1	1	1260872876
153	0	1	1	1261742987
117	0	2	1	1263129251
117	0	2	1	1264733026
172	0	1	1	1267502686
153	1	0	0	1267943675
137	0	1	1	1268007810
117	0	2	1	1269302821
153	2	2	0	1270751732
172	0	1	1	1275357021
124	1	2	1	1276401969
117	0	2	1	1280642994
137	0	1	1	128185431
172	0	1	1	1283357347
153	1	0	0	1284922054
153	0	0	1	1286859150
117	0	2	1	1288884462
124	1	2	1	1289169483
162	0	0	1	1291131263
117	0	2	1	1294800126
153	0	1	1	1303889577
172	1	2	1	1305581408
124	0	0	1	1305842795
172	0	1	1	1308257256
117	0	2	1	1310343504
117	0	2	1	1310446084
137	0	1	1	1312613255
124	0	2	1	1316657022
124	0	0	1	1321225783
172	0	1	1	1322939898
172	1	2	1	1323396643
153	0	1	1	1324369708
117	0	2	1	1324941321
117	0	2	1	1326724098
137	0	1	1	1327343523
153	0	0	1	1327358560
137	0	1	1	1327508456
137	0	1	1	1329067400
153	0	1	1	133018942
124	0	2	1	1340115279
153	1	1	0	1341645697
153	0	1	1	1348736263
153	1	1	0	1348952990
117	0	2	1	1353770865
124	0	0	1	1353849665
137	0	0	1	1354862277
153	0	1	1	1355325317
117	0	2	1	1356289644
117	0	2	1	1356566603
137	0	0	1	1359526841
172	0	1	1	136149811
117	0	2	1	1362078085
117	0	2	1	1363333122
117	0	2	1	1364446576
162	0	0	1	1371005350
153	0	0	1	1373918736
137	0	1	1	1373928438
124	0	2	1	1374330333
117	0	2	1	137612992
117	0	2	1	1378812062
162	0	1	1	1379459531
117	0	2	1	1380066014
117	0	2	1	1380744215
137	0	1	1	1384300280
124	1	2	1	139048637
153	0	0	1	139274725
153	0	0	1	1396496474
153	0	0	1	1397432329
117	0	2	1	1397995694
117	0	2	1	1398505952
117	0	2	1	1401313185
137	0	1	1	1404349694
137	0	1	1	1404830742
153	0	1	1	1405360902
172	0	0	1	1406951171
117	0	2	1	1410675902
117	0	0	1	1411077650
137	0	0	1	1411233647
162	0	0	1	1412580874
137	0	1	1	1413240279
124	1	2	1	1414940977
106	0	2	1	1415497030
117	0	2	1	1421003501
153	0	0	1	1421390481
153	1	1	0	1427746037
124	0	2	1	1431649822
172	0	1	1	1433200101
124	0	2	1	143379122
137	0	0	1	1435311282
153	0	1	1	1437586017
117	0	2	1	1437874874
162	0	1	1	1439463134
153	0	0	1	1442008725
137	0	1	1	1444170034
153	0	1	1	1449688241
153	1	1	0	1451431417
153	0	0	1	1453701877
117	0	2	1	145374666
88	1	0	1	1454375978
117	0	2	1	1454423472
162	0	0	1	1457069942
117	0	2	1	1458641200
137	0	1	1	1462914341
88	0	0	1	1463170012
153	1	1	0	146370074
162	0	1	1	1467122375
124	0	2	1	1467166071
153	0	0	1	1469875558
117	0	2	1	1470540545
153	0	1	1	147059091
117	0	2	1	1472459423
117	0	2	1	1472919279
117	0	2	1	1473628061
117	0	2	1	1473911762
172	0	1	1	1475920156
137	0	1	1	1477685742
162	0	0	1	1480696171
153	0	0	1	1480988115
172	0	1	1	1482316743
172	0	1	1	1484072244
162	1	2	1	1486457407
153	1	0	0	1486754598
162	0	0	1	1488861844
117	0	2	1	1489797581
153	0	1	1	149095704
117	0	2	1	14913398
117	0	2	1	1491960268
117	0	2	1	1493527763
117	0	2	1	1493987691
117	0	2	1	1498354732
117	0	2	1	1500246029
137	0	1	1	1500935551
117	0	2	1	1500958445
162	0	1	1	1505800278
117	0	2	1	1506504377
172	0	1	1	1506564500
137	0	1	1	1509126983
162	0	1	1	1510229089
124	0	0	1	1510705352
153	1	0	0	1514032534
153	0	1	1	1517726071
153	0	1	1	1518758666
117	0	2	1	1522488145
153	1	0	0	1522496040
153	1	1	0	1523423898
137	0	0	1	1525341994
162	1	2	0	1529663917
117	0	2	1	1530378478
117	0	2	1	1532519069
153	0	0	1	1533578663
172	0	1	1	1535814355
162	0	0	1	1537514730
153	0	0	1	1539784441
162	0	1	1	1539929137
153	1	0	0	154155411
137	0	0	1	1544419579
117	0	2	1	1546452451
153	0	0	1	1548347790
153	0	0	1	1549964633
117	0	2	1	1550508206
153	1	0	0	1551818191
153	0	1	1	1553668240
124	1	2	1	1554335585
137	0	1	1	1568387873
153	1	1	0	1571040341
153	0	0	1	1574055340
137	0	1	1	157557480
117	0	2	1	1578546754
153	0	1	1	1580975470
89	0	0	1	1583711820
124	0	2	1	1585671363
117	0	2	1	1587315827
117	0	0	1	1590284735
153	1	1	0	1592492457
162	0	1	1	159314386
153	0	1	1	1596458280
124	0	2	1	1598887347
117	0	2	1	1599338653
153	0	0	1	1599624757
124	0	2	1	1601665744
117	0	2	1	1602801961
162	0	1	1	1607180632
162	0	1	1	1609808992
117	0	2	1	1611670727
117	0	2	1	1611886096
153	0	0	1	1613104460
153	1	0	0	1617749886
137	0	1	1	1617840855
153	0	0	1	1619003680
124	0	2	1	1621301403
117	0	2	1	1624928487
137	0	0	1	1626239518
117	0	2	1	1629353517
89	0	0	1	1629994116
117	0	2	1	1630404395
153	0	0	1	1631911126
117	0	2	1	1632779532
124	0	2	1	1632979410
137	0	1	1	163738469
214	0	0	1	163991028
162	0	1	1	1644769950
153	0	1	1	1647432603
153	0	1	1	1650679308
153	0	1	1	1651253203
117	0	2	1	1654646859
124	0	0	1	1659504826
153	0	1	1	1662293824
153	0	0	1	1662609258
137	0	1	1	1663124370
153	1	0	0	1665279461
117	0	2	1	1665910548
162	0	0	1	1669336690
153	0	1	1	1674463770
106	1	0	1	1675569139
137	0	1	1	1676255817
117	0	2	1	1676341093
153	0	0	1	1676702302
137	0	1	1	1678434015
117	0	2	1	1678879353
124	0	2	1	1681752719
162	0	1	1	1684074926
172	0	1	1	168439276
162	0	0	1	1684985505
172	1	2	1	168545332
153	0	1	1	1690881127
137	0	1	1	1692450837
137	0	1	1	169306801
153	0	1	1	1693201541
117	0	2	1	1693345249
172	0	1	1	1693576160
137	0	0	1	1696520004
117	0	2	1	1697696121
172	1	2	1	1702107794
153	1	0	0	1702645355
162	0	1	1	1702689895
117	0	2	1	1704479224
106	0	0	1	1708936840
124	0	0	1	1710045154
124	0	0	1	1711397983
153	0	0	1	1714437588
124	1	2	1	1720903742
153	0	1	1	1723163773
137	0	1	1	1723951491
153	1	0	0	1725206863
117	0	2	1	1726870476
117	0	2	1	1730707055
117	0	2	1	1732784410
117	0	2	1	1739238479
124	0	2	1	1742882893
137	0	1	1	1747768786
117	0	2	1	1748157874
153	0	1	1	1749635114
124	1	2	1	1752261233
106	0	0	1	1755800282
198	0	0	1	1758696990
137	0	1	1	1759888452
124	0	0	1	1761727425
124	0	2	1	1762154928
117	0	2	1	1764203348
153	0	0	1	1767592018
172	0	0	1	1768171990
117	0	2	1	1768332744
153	1	0	0	1769357726
124	0	0	1	1770277747
153	0	0	1	1772325140
172	1	2	1	1777692413
153	0	1	1	1778859011
153	0	1	1	1779790006
137	0	1	1	178011990
153	0	1	1	1781194350
153	0	1	1	1782569233
117	0	2	1	1784671296
137	0	1	1	1793838679
117	0	2	1	1795269580
124	0	0	1	1795692565
117	0	2	1	1798671473
117	0	2	1	1802062932
172	0	1	1	1805039873
137	0	1	1	1805305451
153	0	1	1	1805956898
214	0	0	1	1807709931
117	0	2	1	1808882195
124	1	2	1	1812333286
117	0	2	1	1812350887
124	0	2	1	1814136524
124	1	2	1	1814201862
137	0	1	1	1818418423
137	0	1	1	181892619
137	0	0	1	1819815097
137	0	1	1	1822131918
153	0	0	1	182386008
153	1	1	0	1824014480
137	0	0	1	1824172218
117	0	2	1	1829147678
117	0	0	1	1831361289
172	0	1	1	1832184260
137	0	1	1	1832942633
117	0	0	1	1833301545
117	0	2	1	1835134469
153	0	1	1	1839202249
137	0	0	1	1839293256
162	0	1	1	1842597918
117	0	2	1	1847760918
137	0	0	1	1850383583
117	0	2	1	185300744
137	0	1	1	1854561361
198	0	0	1	1858165080
162	0	0	1	1858401522
162	0	1	1	1860074080
124	0	0	1	1864128342
117	0	2	1	1864163160
153	0	0	1	1865779139
124	0	2	1	1866654035
162	0	0	1	1867151486
172	0	1	1	1869318615
137	0	1	1	1870285600
153	0	1	1	1870317021
117	0	2	1	1870431122
162	0	0	1	1871984850
153	1	1	0	1873864970
153	0	1	1	1874746780
153	0	1	1	1876393694
137	0	0	1	1878262360
137	0	1	1	1878347147
137	0	0	1	1879902399
137	0	1	1	1880052996
172	0	0	1	1880091843
153	0	0	1	1884036913
137	0	1	1	1900416210
89	0	0	0	1904032251
124	0	2	1	1906928422
124	0	0	1	1910403358
162	0	0	1	1911353529
117	0	2	1	1912324854
172	0	1	1	191253015
153	0	1	1	1915072686
162	0	1	1	1916152688
137	0	1	1	1920209172
162	0	0	1	1920369071
162	0	0	1	1926409052
153	1	0	0	1927453782
137	0	1	1	1931576863
153	0	0	1	1933701425
137	0	1	1	1935289251
106	0	0	1	1940968875
153	0	1	1	1944479300
137	0	1	1	1946949066
162	0	1	1	1947256884
124	0	2	1	1947316870
137	0	1	1	1948029117
137	0	1	1	1948853670
117	0	2	1	1953090586
137	0	1	1	1956855324
117	0	2	1	195872653
137	0	1	1	1959415982
117	0	2	1	1964602427
172	0	0	1	1966785637
162	0	0	1	1967862676
117	0	2	1	1978036366
124	0	2	1	197884101
117	0	2	1	1984387360
124	0	2	1	1984445384
153	0	0	1	1984883343
117	0	2	1	1986631186
124	1	2	1	1991757675
162	0	1	1	199269631
137	0	1	1	1993506009
162	0	1	1	1994010106
153	0	1	1	1997936833
172	0	1	1	199808719
124	0	2	1	1998208517
124	0	2	1	2000485246
89	1	0	1	2000661064
153	0	0	1	2001547846
117	0	2	1	2002934654
153	0	1	1	2007007269
153	0	0	1	2007662807
117	0	2	1	2011017380
162	0	1	1	2011439507
153	0	1	1	201148896
172	1	2	1	2012155459
162	0	1	1	2018427220
137	0	0	1	201846194
153	0	0	1	2019146272
117	0	2	1	202746040
117	0	2	1	2027660324
153	0	1	1	2028322876
172	0	1	1	2028607742
117	0	2	1	2031828253
124	0	2	1	20347216
117	0	2	1	2035660367
162	0	0	1	2040526366
117	0	2	1	204202419
137	0	1	1	2044527313
162	0	1	1	2045979976
153	1	0	0	2047976493
117	0	2	1	204840907
117	0	2	1	2049506471
172	0	1	1	2051207878
172	1	2	1	2051685651
117	0	2	1	2051882403
124	0	2	1	2052278213
117	0	2	1	2052287609
117	0	2	1	2054852272
153	0	1	1	2056726109
117	0	2	1	2056942179
117	0	2	1	2064919674
153	0	0	1	2069123878
153	1	1	0	2069459162
117	0	2	1	2071366402
153	0	0	1	2073522645
137	0	1	1	2077129249
117	0	2	1	2078544449
172	0	1	1	2079852552
153	1	0	0	208432899
162	0	1	1	2084878541
117	0	2	1	2085242613
124	0	2	1	208668679
172	0	1	1	2095474597
117	0	2	1	2096652175
117	0	2	1	2097285565
153	0	1	1	2098503774
153	0	1	1	2098530624
117	0	2	1	2100888476
153	0	1	1	2104549974
137	0	1	1	2108748670
162	0	1	1	2113534895
117	0	2	1	2118037119
137	0	1	1	2118818206
124	1	2	1	212055171
162	0	0	1	2122085685
137	0	1	1	2125052025
124	0	2	1	2125059769
124	0	2	1	2126231760
117	0	2	1	2126368843
124	0	2	1	2131075264
117	0	2	1	2132746580
153	1	0	0	2134119591
117	0	2	1	2135622440
117	0	2	1	214350197
172	0	1	1	2146943899
89	0	0	0	2147343849
89	1	0	0	2147343858
88	0	0	0	2147343863
88	1	0	0	2147343867
106	0	0	0	2147343883
106	1	0	0	2147343884
172	0	0	0	2147343886
172	1	2	10	2147343895
98	0	0	0	2147343903
162	0	0	0	2147343915
162	1	2	0	2147343917
89	0	0	0	2147343922
89	1	2	0	2147343928
89	0	0	1	2147343937
89	1	2	1	2147343940
89	0	0	1	2147343941
89	1	2	1	2147343947
89	0	0	1	2147343956
89	1	2	1	2147343965
89	0	0	1	2147343972
89	1	2	1	2147343980
89	0	0	1	2147343984
89	1	2	1	2147343989
89	0	0	1	2147343993
89	1	2	1	2147344000
89	1	2	1	2147344002
89	0	0	1	2147344005
89	1	2	1	2147344012
89	0	0	1	2147344013
89	1	2	1	2147344016
89	0	0	1	2147344017
89	1	2	1	2147344019
89	0	0	1	2147344022
89	1	2	1	2147344023
89	0	0	1	2147344026
89	1	2	1	2147344030
89	0	0	1	2147344036
89	1	2	1	2147344037
89	0	0	1	2147344039
89	1	2	1	2147344048
89	0	0	1	2147344050
89	1	2	1	2147344053
89	1	2	1	2147344064
89	1	2	1	2147344074
89	1	2	1	2147344079
89	0	0	1	2147344088
89	1	2	1	2147344098
89	0	0	1	2147344099
89	1	2	1	2147344108
89	0	0	1	2147344111
89	0	0	1	2147344112
89	1	2	1	2147344113
89	0	0	1	2147344117
89	0	0	1	2147344121
89	1	2	1	2147344123
89	0	0	1	2147344126
89	1	2	1	2147344136
106	1	2	1	2147344147
106	0	0	1	2147344150
106	0	0	1	2147344156
106	1	2	1	2147344162
106	1	2	1	2147344171
106	0	0	1	2147344181
106	1	2	1	2147344191
106	1	2	1	2147344195
106	0	0	1	2147344203
106	1	2	1	2147344212
106	0	0	1	2147344220
106	0	0	1	2147344228
106	1	2	1	2147344233
106	0	0	1	2147344240
106	1	2	1	2147344249
106	0	0	1	2147344252
106	1	2	1	2147344258
106	0	0	1	2147344265
106	1	2	1	2147344274
106	0	0	1	2147344284
106	1	2	1	2147344288
106	0	0	1	2147344290
106	1	2	1	2147344298
106	0	0	1	2147344306
106	1	2	1	2147344312
106	0	0	1	2147344316
106	1	2	1	2147344324
106	1	2	1	2147344334
106	0	0	1	2147344337
106	1	2	1	2147344338
106	0	0	1	2147344340
106	0	0	1	2147344342
106	0	0	1	2147344345
106	1	2	1	2147344353
106	0	0	1	2147344358
106	1	2	1	2147344364
106	0	0	1	2147344365
106	1	2	1	2147344371
106	0	0	1	2147344377
106	0	0	1	2147344381
106	1	2	1	2147344383
106	1	2	1	2147344390
106	0	0	1	2147344398
106	1	2	1	2147344405
106	0	0	0	2147344414
106	1	2	0	2147344423
88	0	0	1	2147344430
88	0	0	1	2147344439
88	0	0	1	2147344443
88	0	0	1	2147344448
88	0	0	1	2147344455
88	0	0	1	2147344465
88	0	0	1	2147344469
88	1	2	1	2147344475
88	0	0	1	2147344481
88	0	0	1	2147344489
88	0	0	1	2147344497
88	0	0	1	2147344501
88	0	0	1	2147344511
88	0	0	1	2147344520
88	0	0	1	2147344529
88	1	2	1	2147344530
88	0	0	1	2147344531
88	0	0	1	2147344544
88	0	0	1	2147344546
88	0	0	1	2147344551
88	1	2	1	2147344552
88	0	0	1	2147344586
88	0	0	1	2147344601
88	1	2	1	2147344607
88	1	2	1	2147344614
88	0	0	1	2147344615
88	1	2	1	2147344646
88	0	0	1	2147344675
88	0	0	1	2147344677
88	0	0	1	2147344693
88	0	0	1	2147344759
88	0	0	1	2147344778
88	0	0	1	2147344787
88	1	2	1	2147344796
88	0	0	1	2147344803
88	0	2	1	2147344811
88	0	0	1	2147344814
88	1	2	1	2147344819
88	0	0	1	2147344827
88	0	0	1	2147344831
88	0	0	1	2147344835
88	1	2	1	2147344839
88	0	0	1	2147344841
88	1	2	1	2147344845
88	0	0	1	2147344849
88	1	2	1	2147344858
88	0	0	1	2147344864
88	1	2	1	2147344870
88	0	0	1	2147344880
88	0	0	1	2147344890
88	1	2	1	2147344894
88	0	0	1	2147344896
88	1	2	1	2147344904
88	0	0	1	2147344909
88	0	0	1	2147344917
88	0	0	1	2147344925
88	0	0	1	2147344935
88	0	0	1	2147344945
88	0	0	1	2147344949
88	1	2	1	2147344957
88	0	0	1	2147344966
88	1	2	1	2147344971
88	0	0	1	2147344980
88	0	0	1	2147344982
88	0	0	1	2147344985
88	0	0	1	2147344995
88	1	2	1	2147345000
88	0	0	1	2147345006
88	0	0	1	2147345011
88	0	0	1	2147345014
88	0	0	1	2147345019
88	0	0	1	2147345022
88	0	0	1	2147345026
88	0	0	1	2147345032
88	0	0	1	2147345040
88	0	0	1	2147345046
88	0	0	1	2147345052
88	1	2	1	2147345059
172	1	2	1	2147345093
172	0	0	1	2147345100
172	0	0	1	2147345109
172	0	0	1	2147345117
172	0	1	0	2147345124
172	0	0	0	2147345130
172	0	0	0	2147345141
172	0	0	1	2147345149
172	1	2	1	2147345151
172	0	0	1	2147345161
172	0	0	1	2147345165
172	0	0	1	2147345166
172	1	2	1	2147345172
172	0	0	1	2147345180
172	1	2	1	2147345188
172	0	1	1	2147345198
172	0	0	1	2147345200
172	0	0	1	2147345209
172	0	0	1	2147345217
172	1	2	1	2147345224
172	0	0	1	2147345230
172	1	2	1	2147345237
172	0	0	1	2147345239
172	1	2	1	2147345247
172	0	0	1	2147345257
172	0	0	1	2147345260
172	0	0	1	2147345266
172	1	2	1	2147345271
172	0	0	1	2147345279
172	0	0	1	2147345281
172	1	2	1	2147345290
172	1	2	1	2147345294
172	0	0	1	2147345303
172	1	2	0	2147345313
172	0	0	0	2147345320
162	0	0	1	2147345326
162	0	0	1	2147345332
162	0	0	1	2147345335
162	0	0	1	2147345338
162	0	0	1	2147345346
162	0	0	1	2147345355
162	0	0	1	2147345365
162	0	0	1	2147345374
162	0	0	1	2147345378
162	0	0	1	2147345383
162	0	0	1	2147345384
162	0	1	0	2147345385
162	0	0	1	2147345389
162	0	0	1	2147345395
162	0	0	1	2147345403
162	0	0	1	2147345411
162	0	0	1	2147345415
162	0	0	1	2147345417
162	0	0	1	2147345423
162	0	0	1	2147345429
162	0	0	1	2147345432
162	0	0	1	2147345441
162	0	0	1	2147345451
162	0	0	1	2147345456
162	1	2	0	2147345461
162	1	2	1	2147345469
162	1	2	1	2147345471
162	1	2	1	2147345475
162	1	2	1	2147345485
162	1	2	1	2147345492
162	1	2	1	2147345501
162	1	2	1	2147345510
162	1	2	1	2147345511
162	1	2	1	2147345517
162	1	1	0	2147345524
162	1	2	1	2147345528
162	1	2	1	2147345530
162	1	2	1	2147345533
162	1	2	1	2147345539
162	1	2	1	2147345541
162	1	2	1	2147345547
162	1	2	1	2147345553
162	1	2	1	2147345562
162	1	2	1	2147345569
162	1	2	1	2147345570
162	1	2	1	2147345578
162	1	2	1	2147345584
198	0	0	1	2147345586
198	0	0	1	2147345594
198	0	0	1	2147345600
198	0	0	1	2147345608
198	0	0	1	2147345615
198	0	0	1	2147345623
198	0	0	1	2147345632
198	0	0	1	2147345641
198	0	0	1	2147345646
198	0	0	1	2147345655
198	0	0	1	2147345667
198	0	0	1	2147345675
198	0	0	1	2147345677
198	0	0	1	2147345678
198	0	0	1	2147345679
198	0	0	1	2147345680
198	0	0	1	2147345684
198	0	0	1	2147345685
198	0	0	1	2147345692
198	0	0	1	2147345693
198	0	0	1	2147345697
198	0	0	1	2147345703
198	0	0	1	2147345705
198	0	0	1	2147345711
198	1	2	1	2147345712
198	1	2	1	2147345713
198	1	2	1	2147345722
198	1	2	1	2147345730
198	1	2	1	2147345732
198	1	2	1	2147345735
198	1	2	1	2147345742
198	1	2	1	2147345750
198	1	2	1	2147345760
198	1	2	1	2147345770
198	1	2	1	2147345776
198	1	2	1	2147345779
198	1	2	1	2147345780
198	1	2	1	2147345782
198	1	2	1	2147345784
198	1	2	1	2147345789
198	1	2	1	2147345795
198	1	2	1	2147345798
89	1	2	1	2147345805
106	0	0	1	2147345808
106	1	2	1	2147345818
106	0	0	1	2147345819
106	1	2	1	2147345822
106	0	0	1	2147345825
106	1	2	1	2147345828
106	0	0	1	2147345830
106	1	2	1	2147345835
106	0	0	1	2147345840
106	1	2	1	2147345841
106	1	2	1	2147345842
106	0	0	1	2147345846
106	0	0	1	2147345851
106	1	2	1	2147345855
172	0	0	1	2147345862
172	0	0	1	2147345872
162	0	0	1	2147345878
162	0	0	1	2147345885
162	0	0	1	2147345888
162	0	0	1	2147345890
162	0	0	1	2147345899
88	0	0	0	2147345906
88	1	2	0	2147345914
98	0	0	0	2147345922
98	0	0	0	2147345931
98	1	0	0	2147345934
98	0	0	1	2147345937
98	0	0	1	2147345943
98	0	0	1	2147345949
98	0	0	1	2147345958
98	0	0	1	2147345975
98	0	0	1	2147345978
98	0	0	1	2147345981
98	0	0	1	2147346009
98	0	0	1	2147346014
98	0	0	1	2147346030
98	0	0	1	2147346055
98	0	0	1	2147346063
98	0	0	1	2147346073
98	0	0	1	2147346075
98	0	0	1	2147346084
98	0	0	1	2147346094
98	0	0	1	2147346097
98	0	0	1	2147346102
98	0	0	1	2147346104
98	0	0	1	2147346107
98	0	0	1	2147346115
98	0	0	1	2147346119
98	0	0	1	2147346121
98	0	0	1	2147346126
98	0	0	1	2147346127
98	0	0	1	2147346132
98	0	0	1	2147346133
98	0	0	1	2147346139
98	0	0	1	2147346140
98	0	0	1	2147346149
88	0	2	1	2147346158
88	0	2	1	2147346165
106	2	2	0	2147346175
89	1	2	0	2147346187
98	1	0	0	2147346190
88	1	2	0	2147346194
89	1	0	0	2147346202
89	1	0	0	2147349904
162	1	0	0	2147349907
98	1	0	0	2147349908
106	1	0	0	2147349909
172	1	0	0	2147349913
89	1	0	0	2147349920
162	1	0	0	2147349928
98	1	0	0	2147349937
106	1	0	0	2147349944
172	1	0	0	2147349953
89	1	0	0	2147349957
162	1	0	0	2147349966
98	1	0	0	2147349972
106	1	0	0	2147349980
172	1	0	0	2147349989
89	1	0	0	2147349995
162	1	0	0	2147350000
98	1	0	0	2147350009
106	1	0	0	2147350018
172	1	0	0	2147350019
89	1	0	0	2147350020
89	1	0	0	2147350027
162	1	0	0	2147350029
98	1	0	0	2147350035
106	1	0	0	2147350039
172	1	0	0	2147350048
89	1	0	0	2147350050
172	1	0	0	2147350060
89	1	0	0	2147350064
172	1	0	0	2147350070
89	1	0	0	2147350074
172	1	0	0	2147350079
89	1	0	0	2147350084
172	1	0	0	2147350087
89	1	0	0	2147350092
172	1	0	0	2147350102
172	1	0	0	2147350106
106	1	0	0	2147350115
106	1	0	0	2147350123
106	1	0	0	2147350131
106	1	0	0	2147350132
106	1	0	0	2147350142
106	1	0	0	2147350148
106	1	0	0	2147350154
106	1	0	0	2147350159
106	1	0	0	2147350165
106	1	0	0	2147350175
106	1	0	0	2147350179
106	1	2	0	2147350181
89	1	0	0	2147350189
172	1	0	0	2147350192
88	1	0	0	2147350197
89	1	0	0	2147350198
172	1	0	0	2147350206
88	1	0	0	2147350212
89	1	0	0	2147350219
172	1	0	0	2147350226
88	1	0	0	2147350233
89	1	0	0	2147350242
172	1	0	0	2147350248
88	1	0	0	2147350250
89	1	0	0	2147350253
172	1	0	0	2147350261
88	1	0	0	2147350268
172	1	0	0	2147350272
88	1	0	0	2147350281
89	1	0	0	2147350282
89	1	0	0	2147350292
98	1	0	0	2147350298
172	1	0	0	2147350304
88	1	0	0	2147350311
162	1	0	0	2147350315
89	1	0	0	2147350323
98	1	0	0	2147350329
172	1	0	0	2147350339
88	1	0	0	2147350345
162	1	0	0	2147350350
89	1	0	0	2147350354
98	1	0	0	2147350364
172	1	0	0	2147350371
88	1	0	0	2147350378
162	1	0	0	2147350388
89	1	0	0	2147350398
98	1	0	0	2147350403
172	1	0	0	2147350409
88	1	0	0	2147350419
162	1	0	0	2147350424
89	1	0	0	2147350431
98	1	0	0	2147350437
172	1	0	0	2147350447
88	1	0	0	2147350448
162	1	0	0	2147350450
106	1	0	0	2147350457
89	1	0	0	2147350467
98	1	0	0	2147350470
172	1	0	0	2147350478
88	1	0	0	2147350488
162	1	0	0	2147350497
106	1	0	0	2147350499
98	1	0	0	2147350509
106	1	0	0	2147350516
89	1	0	0	2147350517
172	1	0	0	2147350527
162	1	0	0	2147350531
88	1	0	0	2147350540
89	1	2	0	2147350546
106	1	2	0	2147350548
162	1	2	0	2147350551
172	1	2	0	2147350557
98	1	2	0	2147350560
88	1	2	0	2147350567
89	1	2	0	2147350568
106	1	2	0	2147350573
162	1	0	0	2147350579
172	1	0	0	2147350580
98	1	2	0	2147350583
88	1	2	0	2147350586
89	1	0	0	2147350596
106	1	0	0	2147350600
162	1	0	0	2147350607
172	1	0	0	2147350614
98	1	0	0	2147350619
