faction_rebellion_units_junctions_tables
0
faction_key	unit_key
wh2_main_def_blood_hall_coven	wh2_main_def_inf_dreadspears_0
wh2_main_def_blood_hall_coven	wh2_main_def_inf_harpies
wh2_main_def_blood_hall_coven	wh2_main_def_inf_shades_0
wh2_main_def_blood_hall_coven	wh2_main_def_inf_shades_1
wh2_main_def_blood_hall_coven	wh2_main_def_inf_shades_2
wh2_main_def_blood_hall_coven	wh2_main_def_inf_witch_elves_0
wh2_main_def_blood_hall_coven	wh2_main_def_mon_war_hydra
wh2_main_def_clar_karond	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_clar_karond	wh2_main_def_cav_cold_one_chariot
wh2_main_def_clar_karond	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_clar_karond	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_clar_karond	wh2_main_def_cav_dark_riders_0
wh2_main_def_clar_karond	wh2_main_def_cav_dark_riders_1
wh2_main_def_clar_karond	wh2_main_def_cav_dark_riders_2
wh2_main_def_clar_karond	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_clar_karond	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_clar_karond	wh2_main_def_inf_bleakswords_0
wh2_main_def_clar_karond	wh2_main_def_inf_darkshards_0
wh2_main_def_clar_karond	wh2_main_def_inf_darkshards_1
wh2_main_def_clar_karond	wh2_main_def_inf_dreadspears_0
wh2_main_def_clar_karond	wh2_main_def_inf_harpies
wh2_main_def_clar_karond	wh2_main_def_inf_shades_0
wh2_main_def_clar_karond	wh2_main_def_inf_shades_1
wh2_main_def_clar_karond	wh2_main_def_inf_shades_2
wh2_main_def_clar_karond	wh2_main_def_inf_witch_elves_0
wh2_main_def_clar_karond	wh2_main_def_mon_war_hydra
wh2_main_def_cult_of_excess	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_cult_of_excess	wh2_main_def_cav_cold_one_chariot
wh2_main_def_cult_of_excess	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_cult_of_excess	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_cult_of_excess	wh2_main_def_cav_dark_riders_0
wh2_main_def_cult_of_excess	wh2_main_def_cav_dark_riders_1
wh2_main_def_cult_of_excess	wh2_main_def_cav_dark_riders_2
wh2_main_def_cult_of_excess	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_cult_of_excess	wh2_main_def_inf_bleakswords_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_darkshards_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_darkshards_1
wh2_main_def_cult_of_excess	wh2_main_def_inf_dreadspears_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_harpies
wh2_main_def_cult_of_excess	wh2_main_def_inf_shades_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_shades_1
wh2_main_def_cult_of_excess	wh2_main_def_inf_shades_2
wh2_main_def_cult_of_excess	wh2_main_def_inf_witch_elves_0
wh2_main_def_cult_of_excess	wh2_main_def_mon_war_hydra
wh2_main_def_cult_of_pleasure	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_cold_one_chariot
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_dark_riders_0
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_dark_riders_1
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_dark_riders_2
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_bleakswords_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_darkshards_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_darkshards_1
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_dreadspears_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_harpies
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_shades_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_shades_1
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_shades_2
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_witch_elves_0
wh2_main_def_cult_of_pleasure	wh2_main_def_mon_war_hydra
wh2_main_def_dark_elves_intervention	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves_intervention	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves_intervention	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves_intervention	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves_intervention	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves_intervention	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves_intervention	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_harpies
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves_intervention	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves_intervention	wh2_main_def_mon_war_hydra
wh2_main_def_dark_elves_rebels	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_harpies
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves	wh2_main_def_inf_harpies
wh2_main_def_dark_elves	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves	wh2_main_def_mon_war_hydra
wh2_main_def_deadwood_sentinels	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_cold_one_chariot
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_dark_riders_0
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_dark_riders_1
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_dark_riders_2
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_bleakswords_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_darkshards_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_darkshards_1
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_dreadspears_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_harpies
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_shades_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_shades_1
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_shades_2
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_witch_elves_0
wh2_main_def_drackla_coven	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_drackla_coven	wh2_main_def_cav_cold_one_chariot
wh2_main_def_drackla_coven	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_drackla_coven	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_drackla_coven	wh2_main_def_cav_dark_riders_0
wh2_main_def_drackla_coven	wh2_main_def_cav_dark_riders_1
wh2_main_def_drackla_coven	wh2_main_def_cav_dark_riders_2
wh2_main_def_drackla_coven	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_drackla_coven	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_drackla_coven	wh2_main_def_inf_bleakswords_0
wh2_main_def_drackla_coven	wh2_main_def_inf_darkshards_0
wh2_main_def_drackla_coven	wh2_main_def_inf_darkshards_1
wh2_main_def_drackla_coven	wh2_main_def_inf_dreadspears_0
wh2_main_def_drackla_coven	wh2_main_def_inf_harpies
wh2_main_def_drackla_coven	wh2_main_def_inf_shades_0
wh2_main_def_drackla_coven	wh2_main_def_inf_shades_1
wh2_main_def_drackla_coven	wh2_main_def_inf_shades_2
wh2_main_def_drackla_coven	wh2_main_def_inf_witch_elves_0
wh2_main_def_ghrond	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_ghrond	wh2_main_def_cav_cold_one_chariot
wh2_main_def_ghrond	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_ghrond	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_ghrond	wh2_main_def_cav_dark_riders_0
wh2_main_def_ghrond	wh2_main_def_cav_dark_riders_1
wh2_main_def_ghrond	wh2_main_def_cav_dark_riders_2
wh2_main_def_ghrond	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_ghrond	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_ghrond	wh2_main_def_inf_bleakswords_0
wh2_main_def_ghrond	wh2_main_def_inf_darkshards_0
wh2_main_def_ghrond	wh2_main_def_inf_darkshards_1
wh2_main_def_ghrond	wh2_main_def_inf_dreadspears_0
wh2_main_def_ghrond	wh2_main_def_inf_harpies
wh2_main_def_ghrond	wh2_main_def_inf_shades_0
wh2_main_def_ghrond	wh2_main_def_inf_shades_1
wh2_main_def_ghrond	wh2_main_def_inf_shades_2
wh2_main_def_ghrond	wh2_main_def_inf_witch_elves_0
wh2_main_def_hag_graef	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_hag_graef	wh2_main_def_cav_cold_one_chariot
wh2_main_def_hag_graef	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_hag_graef	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_hag_graef	wh2_main_def_cav_dark_riders_0
wh2_main_def_hag_graef	wh2_main_def_cav_dark_riders_1
wh2_main_def_hag_graef	wh2_main_def_cav_dark_riders_2
wh2_main_def_hag_graef	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_hag_graef	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_hag_graef	wh2_main_def_inf_bleakswords_0
wh2_main_def_hag_graef	wh2_main_def_inf_darkshards_0
wh2_main_def_hag_graef	wh2_main_def_inf_darkshards_1
wh2_main_def_hag_graef	wh2_main_def_inf_dreadspears_0
wh2_main_def_hag_graef	wh2_main_def_inf_harpies
wh2_main_def_hag_graef	wh2_main_def_inf_shades_0
wh2_main_def_hag_graef	wh2_main_def_inf_shades_1
wh2_main_def_hag_graef	wh2_main_def_inf_shades_2
wh2_main_def_har_ganeth	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_har_ganeth	wh2_main_def_cav_cold_one_chariot
wh2_main_def_har_ganeth	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_har_ganeth	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_har_ganeth	wh2_main_def_cav_dark_riders_0
wh2_main_def_har_ganeth	wh2_main_def_cav_dark_riders_1
wh2_main_def_har_ganeth	wh2_main_def_cav_dark_riders_2
wh2_main_def_har_ganeth	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_har_ganeth	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_har_ganeth	wh2_main_def_inf_bleakswords_0
wh2_main_def_har_ganeth	wh2_main_def_inf_darkshards_0
wh2_main_def_har_ganeth	wh2_main_def_inf_darkshards_1
wh2_main_def_har_ganeth	wh2_main_def_inf_dreadspears_0
wh2_main_def_har_ganeth	wh2_main_def_inf_harpies
wh2_main_def_har_ganeth	wh2_main_def_inf_shades_0
wh2_main_def_har_ganeth	wh2_main_def_inf_shades_1
wh2_main_def_karond_kar	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_karond_kar	wh2_main_def_cav_cold_one_chariot
wh2_main_def_karond_kar	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_karond_kar	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_karond_kar	wh2_main_def_cav_dark_riders_0
wh2_main_def_karond_kar	wh2_main_def_cav_dark_riders_1
wh2_main_def_karond_kar	wh2_main_def_cav_dark_riders_2
wh2_main_def_karond_kar	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_karond_kar	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_karond_kar	wh2_main_def_inf_bleakswords_0
wh2_main_def_karond_kar	wh2_main_def_inf_darkshards_0
wh2_main_def_karond_kar	wh2_main_def_inf_darkshards_1
wh2_main_def_karond_kar	wh2_main_def_inf_dreadspears_0
wh2_main_def_karond_kar	wh2_main_def_inf_harpies
wh2_main_def_karond_kar	wh2_main_def_inf_shades_0
wh2_main_def_karond_kar	wh2_main_def_inf_shades_1
wh2_main_def_naggarond	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_naggarond	wh2_main_def_cav_cold_one_chariot
wh2_main_def_naggarond	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_naggarond	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_naggarond	wh2_main_def_cav_dark_riders_0
wh2_main_def_naggarond	wh2_main_def_cav_dark_riders_1
wh2_main_def_naggarond	wh2_main_def_cav_dark_riders_2
wh2_main_def_naggarond	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_naggarond	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_naggarond	wh2_main_def_inf_bleakswords_0
wh2_main_def_naggarond	wh2_main_def_inf_darkshards_0
wh2_main_def_naggarond	wh2_main_def_inf_darkshards_1
wh2_main_def_naggarond	wh2_main_def_inf_dreadspears_0
wh2_main_def_naggarond	wh2_main_def_inf_harpies
wh2_main_def_naggarond	wh2_main_def_inf_shades_0
wh2_main_def_naggarond	wh2_main_def_inf_shades_1
wh2_main_def_scourge_of_khaine	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_scourge_of_khaine	wh2_main_def_cav_cold_one_chariot
wh2_main_def_scourge_of_khaine	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_scourge_of_khaine	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_scourge_of_khaine	wh2_main_def_cav_dark_riders_0
wh2_main_def_scourge_of_khaine	wh2_main_def_cav_dark_riders_1
wh2_main_def_scourge_of_khaine	wh2_main_def_cav_dark_riders_2
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_bleakswords_0
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_darkshards_0
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_darkshards_1
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_dreadspears_0
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_harpies
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_shades_0
wh2_main_def_scourge_of_khaine	wh2_main_def_inf_shades_1
wh2_main_def_ssildra_tor	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_ssildra_tor	wh2_main_def_cav_cold_one_chariot
wh2_main_def_ssildra_tor	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_ssildra_tor	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_ssildra_tor	wh2_main_def_cav_dark_riders_0
wh2_main_def_ssildra_tor	wh2_main_def_cav_dark_riders_1
wh2_main_def_ssildra_tor	wh2_main_def_cav_dark_riders_2
wh2_main_def_ssildra_tor	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_ssildra_tor	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_ssildra_tor	wh2_main_def_inf_bleakswords_0
wh2_main_def_ssildra_tor	wh2_main_def_inf_darkshards_0
wh2_main_def_ssildra_tor	wh2_main_def_inf_darkshards_1
wh2_main_def_ssildra_tor	wh2_main_def_inf_dreadspears_0
wh2_main_def_ssildra_tor	wh2_main_def_inf_harpies
wh2_main_def_ssildra_tor	wh2_main_def_inf_shades_0
wh2_main_def_ssildra_tor	wh2_main_def_inf_shades_1
wh2_main_def_the_forgebound	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_the_forgebound	wh2_main_def_cav_cold_one_chariot
wh2_main_def_the_forgebound	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_the_forgebound	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_the_forgebound	wh2_main_def_cav_dark_riders_0
wh2_main_def_the_forgebound	wh2_main_def_cav_dark_riders_1
wh2_main_def_the_forgebound	wh2_main_def_cav_dark_riders_2
wh2_main_def_the_forgebound	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_the_forgebound	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_the_forgebound	wh2_main_def_inf_bleakswords_0
wh2_main_def_the_forgebound	wh2_main_def_inf_darkshards_0
wh2_main_def_the_forgebound	wh2_main_def_inf_darkshards_1
wh2_main_def_the_forgebound	wh2_main_def_inf_dreadspears_0
