character_traits_tables
2
key	no_going_back_level	hidden	precedence	icon	unknown5	pre_battle_speech_parameter
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_c_1	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_bombardment_c_2	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_entertainment_1	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_entertainment_2	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_entertainment_3	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_military_1	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_military_2	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_military_3	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_2	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_3	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_4	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_settlement_5	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_slavery_1	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_slavery_2	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_slavery_3	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_sorcery_1	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_sorcery_2	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_worship_1	1	False	1	dark_elves	0	
wh2_main_trait_black_ark_building_wh2_main_horde_def_worship_2	1	False	1	dark_elves	0	
wh2_main_trait_brutally_honest	1	False	1	skaven	1	
wh2_main_trait_builder	1	False	1	trait_good	1	
wh2_main_trait_casualties	1	False	1	trait_good	1	
wh2_main_trait_corrupted_chaos	1	False	1	trait_bad	-1	
wh2_main_trait_corrupted_skaven	1	False	1	trait_bad	-1	
wh2_main_trait_corrupted_vampire	1	False	1	trait_bad	-1	
wh2_main_trait_def_assassins_end	1	False	1	trait_good	1	
wh2_main_trait_def_favoured	1	False	1	trait_good	1	
wh2_main_trait_def_name_of_power_ar_01_lifequencher	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_02_the_tempest_of_talons	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_03_shadowdart	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_04_barbstorm	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_05_beastbinder	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_06_fangshield	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_07_wrathbringer	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_08_moonshadow	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_09_granitestance	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_10_the_grey_vanquisher	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_11_krakenclaw	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ar_12_grimgaze	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_01_dreadtongue	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_02_darkpath	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_03_khainemarked	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_04_the_black_conqueror	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_05_leviathanrage	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_06_emeraldeye	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_07_barbedlash	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_08_pathguard	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_09_the_dark_marshall	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_10_the_dire_overseer	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_11_gatesmiter	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_ca_12_the_tormentor	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_01_blackstone	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_02_wyrmscale	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_03_poisonblade	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_04_headreaper	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_05_spiteheart	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_06_soulblaze	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_07_bloodscourge	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_08_griefbringer	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_09_the_hand_of_wrath	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_10_fatedshield	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_11_drakecleaver	1	False	1	dark_elves	1	
wh2_main_trait_def_name_of_power_co_12_hydrablood	1	False	1	dark_elves	1	
wh2_main_trait_defeated_alberic_de_bordeleaux	1	False	1	bretonnia	1	
wh2_main_trait_defeated_archaon_the_everchosen	1	False	1	chaos	1	
wh2_main_trait_defeated_azhag_the_slaughterer	1	False	1	greenskin	1	
wh2_main_trait_defeated_balthasar_gelt	1	False	1	human	1	
wh2_main_trait_defeated_belegar_ironhammer	1	False	1	dwarf	1	
wh2_main_trait_defeated_durthu	1	False	1	wood_elf	1	
wh2_main_trait_defeated_fay_enchantress	1	False	1	bretonnia	1	
wh2_main_trait_defeated_grimgor_ironhide	1	False	1	greenskin	1	
wh2_main_trait_defeated_grombrindal	1	False	1	dwarf	1	
wh2_main_trait_defeated_heinrich_kemmler	1	False	1	vampire_counts	1	
wh2_main_trait_defeated_helmen_ghorst	1	False	1	vampire_counts	1	
wh2_main_trait_defeated_isabella_von_carstein	1	False	1	vampire_counts	1	
wh2_main_trait_defeated_karl_franz	1	False	1	human	1	
wh2_main_trait_defeated_khazrak_one_eye	1	False	1	beastmen	1	
wh2_main_trait_defeated_kholek_suneater	1	False	1	chaos	1	
wh2_main_trait_defeated_kroq_gar	1	False	1	lizardmen	1	
wh2_main_trait_defeated_lord_mazdamundi	1	False	1	lizardmen	1	
wh2_main_trait_defeated_lord_strolk	1	False	1	skaven	1	
wh2_main_trait_defeated_louen_leoncouer	1	False	1	bretonnia	1	
wh2_main_trait_defeated_malagor_the_dark_omen	1	False	1	beastmen	1	
wh2_main_trait_defeated_malekith	1	False	1	dark_elves	1	
wh2_main_trait_defeated_mannfred_von_carstein	1	False	1	vampire_counts	1	
wh2_main_trait_defeated_morathi	1	False	1	dark_elves	1	
wh2_main_trait_defeated_morghur_the_shadowgave	1	False	1	beastmen	1	
wh2_main_trait_defeated_orion	1	False	1	wood_elf	1	
wh2_main_trait_defeated_prince_sigvald	1	False	1	chaos	1	
wh2_main_trait_defeated_queen_headtaker	1	False	1	skaven	1	
wh2_main_trait_defeated_skarsnik	1	False	1	greenskin	1	
wh2_main_trait_defeated_teclis	1	False	1	high_elves	1	
wh2_main_trait_defeated_thorgrim_grudgebearer	1	False	1	dwarf	1	
wh2_main_trait_defeated_tyrion	1	False	1	high_elves	1	
wh2_main_trait_defeated_ungrim_ironfist	1	False	1	dwarf	1	
wh2_main_trait_defeated_vlad_von_carstein	1	False	1	vampire_counts	1	
wh2_main_trait_defeated_volkmar_the_grim	1	False	1	human	1	
wh2_main_trait_defeated_wurzzag	1	False	1	greenskin	1	
wh2_main_trait_defeats	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_beastmen	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_chaos	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_dark_elves	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_dwarfs	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_greenskins	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_high_elves	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_humans	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_lizardmen	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_skaven	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_vampires	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_against_wood_elves	1	False	1	trait_bad	-1	
wh2_main_trait_defeats_at_sea	1	False	1	trait_bad	-1	
wh2_main_trait_defending_defeat	1	False	1	trait_bad	-1	
wh2_main_trait_defending_victory	1	False	1	trait_good	1	
wh2_main_trait_exploring	1	False	1	trait_good	1	
wh2_main_trait_far_from_capital	1	False	1	trait_good	1	
wh2_main_trait_fighter	1	False	1	trait_good	1	
wh2_main_trait_general_status_all_cursed	1	False	1	trait_bad	-1	
wh2_main_trait_lazy	1	False	1	trait_bad	-1	
wh2_main_trait_lone_wolf	1	False	1	trait_good	1	
wh2_main_trait_non_corrupted	1	False	1	trait_good	0	
wh2_main_trait_pacifist	1	False	1	trait_bad	-1	
wh2_main_trait_post_battle_execute	1	False	1	trait_good	1	
wh2_main_trait_post_battle_ransom	1	False	1	trait_good	1	
wh2_main_trait_public_order	1	False	1	trait_good	1	
wh2_main_trait_razing	1	False	1	trait_good	1	
wh2_main_trait_reinforcing	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_beastmen	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_chaos	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_dark_elves	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_dwarfs	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_greenskins	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_high_elves	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_humans	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_lizardmen	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_skaven	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_vampires	1	False	1	trait_good	1	
wh2_main_trait_reinforcing_wood_elves	1	False	1	trait_good	1	
wh2_main_trait_routed	1	False	1	trait_bad	-1	
wh2_main_trait_ruler_personality_kroq_gar_ancient_spawn	1	False	1	lizardmen	0	
wh2_main_trait_ruler_personality_malekith_witch_king	1	False	1	dark_elves	0	
wh2_main_trait_ruler_personality_morathi_dark_manipulator	1	False	1	dark_elves	0	
wh2_main_trait_ruler_personality_queek_hates_dwarfs_greenskins	1	False	1	skaven	0	
wh2_main_trait_ruler_personality_tiranoc_chariots	1	False	1	high_elves	1	
wh2_main_trait_ruler_personality_tyrion_no_politician	1	False	1	high_elves	0	
wh2_main_trait_sacking	1	False	1	trait_good	1	
wh2_main_trait_sea_legs	1	False	1	trait_good	1	
wh2_main_trait_siege_defeat	1	False	1	trait_bad	-1	
wh2_main_trait_siege_victory	1	False	1	trait_good	1	
wh2_main_trait_skv_badly_mutated	1	False	1	skaven	1	
wh2_main_trait_skv_boom_master	1	False	1	skaven	1	
wh2_main_trait_skv_flayed_tail	1	False	1	skaven	1	
wh2_main_trait_skv_musk_of_the_overlord	1	False	1	skaven	1	
wh2_main_trait_skv_one_eye	1	False	1	skaven	1	
wh2_main_trait_slaver	1	False	1	trait_good	1	
wh2_main_trait_stance_ambushing	1	False	1	trait_good	1	
wh2_main_trait_stance_astromancy	1	False	1	trait_good	1	
wh2_main_trait_stance_channeling	1	False	1	trait_good	1	
wh2_main_trait_stance_forced_march	1	False	1	trait_good	1	
wh2_main_trait_stance_raiding	1	False	1	trait_good	1	
wh2_main_trait_stance_recruiting	1	False	1	trait_good	1	
wh2_main_trait_stance_stalking	1	False	1	trait_good	1	
wh2_main_trait_stance_tunneling	1	False	1	trait_good	1	
wh2_main_trait_wins	1	False	1	trait_good	1	
wh2_main_trait_wins_against_beastmen	1	False	1	beastmen	1	
wh2_main_trait_wins_against_chaos	1	False	1	chaos	1	
wh2_main_trait_wins_against_dark_elves	1	False	1	dark_elves	1	
wh2_main_trait_wins_against_dwarfs	1	False	1	dwarf	1	
wh2_main_trait_wins_against_greenskins	1	False	1	greenskin	1	
wh2_main_trait_wins_against_high_elves	1	False	1	high_elves	1	
wh2_main_trait_wins_against_humans	1	False	1	human	1	
wh2_main_trait_wins_against_lizardmen	1	False	1	lizardmen	1	
wh2_main_trait_wins_against_rogue_armies	1	False	1	trait_good	1	
wh2_main_trait_wins_against_skaven	1	False	1	skaven	1	
wh2_main_trait_wins_against_vampires	1	False	1	vampire_counts	1	
wh2_main_trait_wins_against_wood_elves	1	False	1	wood_elf	1	
wh2_main_trait_wins_at_sea	1	False	1	trait_good	1	
wh2_main_trait_wounded	1	False	1	trait_good	1	
wh_dlc03_trait_name_dummy_the_dark_omen	1	True	99	personality	0	
wh_dlc03_trait_name_dummy_the_one_eye	1	True	99	personality	0	
wh_dlc03_trait_name_dummy_todbringer	1	True	99	personality	0	
wh_dlc04_trait_name_dummy_ghorst	1	True	99	personality	0	
wh_dlc04_trait_name_dummy_the_grim	1	True	99	personality	0	
wh_dlc05_trait_name_dummy_morghur	1	True	99	personality	0	
wh_dlc06_clan_angrund_ancestor_master_engineer	1	False	1	dwarf	0	
wh_dlc06_clan_angrund_ancestor_runesmith	1	False	1	dwarf	0	
wh_dlc06_clan_angrund_ancestor_thane	1	False	1	dwarf	0	
wh_dlc06_clan_angrund_ancestor_thane_other	1	False	1	dwarf	0	
wh_dlc06_trait_name_dummy_da_great_green_prophet	1	True	99	personality	0	
wh_dlc06_trait_name_dummy_ironhammer	1	True	99	personality	0	
wh_dlc06_wurrzag_anti_trait	1	True	50	personality	0	
wh_dlc07_trait_brt_lord_bad_abducter	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_attacker	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_coward	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_defeat	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_defender	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_kingslayer	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_lazy	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_perverted	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_raider	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_renegade	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_sacking	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_beastmen	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_chaos	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_greenskins	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_vampires	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_sieging	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_traitor	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_villain	1	False	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_good_attacker	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_beastmen	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_chaos	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_archaon	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_grimgor	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_khazrak	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_manfred	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defender	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_executing	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_far_from_capital	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_farming	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_greenskins	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_industry	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_knightly	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_lone_wolf	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_peasants	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_praying	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_public_order	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_reinforcing	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_sieging	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_vampires	1	False	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_victory	1	False	1	chivalry_positive	1	
wh_main_trait_all_personality_all_hates_dwarfs	1	False	1	dwarf	0	
wh_main_trait_all_personality_all_hates_greenskins	1	False	1	greenskin	0	
wh_main_trait_dummy_title_emperor	1	True	99	personality	0	
wh_main_trait_general_personality_vmp_black_arts	1	False	1	vampire_counts	0	
wh_main_trait_general_personality_vmp_dark_acolyte	1	False	1	vampire_counts	0	
wh_main_trait_general_personality_vmp_summon_creatures	1	False	1	vampire_counts	0	
wh_main_trait_name_dummy_blank	1	True	99	personality	0	
wh_main_trait_name_dummy_de_bordeleaux	1	True	99	personality	0	
wh_main_trait_name_dummy_franz	1	True	99	personality	0	
wh_main_trait_name_dummy_gelt	1	True	99	personality	0	
wh_main_trait_name_dummy_grudgebearer	1	True	99	personality	0	
wh_main_trait_name_dummy_ironfist	1	True	99	personality	0	
wh_main_trait_name_dummy_ironhide	1	True	99	personality	0	
wh_main_trait_name_dummy_kemmler	1	True	99	personality	0	
wh_main_trait_name_dummy_leoncoeur	1	True	99	personality	0	
wh_main_trait_name_dummy_suneater	1	True	99	personality	0	
wh_main_trait_name_dummy_the_ever-watcher	1	True	99	personality	0	
wh_main_trait_name_dummy_the_everchosen	1	True	99	personality	0	
wh_main_trait_name_dummy_the_magnificent	1	True	99	personality	0	
wh_main_trait_name_dummy_the_slaughterer	1	True	99	personality	0	
wh_main_trait_name_dummy_von_carstein	1	True	99	personality	0	
wh_main_trait_supreme_patriarch	1	False	1	personality	0	
wh_trait_dlc04_helman_not_shown	1	True	1	personality	0	
wh_trait_dlc04_vlad_vanguard_not_shown	1	True	1	personality	0	
